14691,2,,,,
2.90982,2.52304,3.19388,2.59018,2.61422,4.26997
0,0,0,0,0.0194006,0
0,0,0,0,0,0
0,0.0249594,0.258537,0.0809832,0.0986298,0.082262
4.85782,4.40574,4.10233,11.9694,17.499,22.2415
1.09584,0.702282,0.735198,3.36054,3.52782,6.25522
0,0,0,0,0,0
6.70354,7.80228,11.8132,10.0139,10.4918,11.7717
0.271767,0.261096,0.204927,0.227058,0.371745,0.426708
0.371888,0.44894,0.858507,1.73675,1.5736,1.66587
11.2269,19.0677,35.6641,34.848,40.3712,45.6766
4.60118,9.40519,8.40957,7.36634,10.6508,13.7567
0,0,0,0,0,0
2.55912,2.89356,3.39633,3.56741,6.05016,6.4652
5.21024,5.28751,7.87951,11.9501,17.0822,16.0376
1.82829,1.62913,2.72283,3.82669,4.83263,5.63866
4.39753,11.7605,13.2296,17.171,19.3445,16.8004
1.76252,1.02278,1.16076,1.25045,2.22546,3.97847
11.8075,12.9515,24.5655,30.9738,43.1779,43.7385
0.138114,0.0410409,0.100206,0.0693553,0.0380104,0.0368904
2.5236,1.73222,1.59714,3.51793,2.15661,4.02998
11.7184,19.0466,7.59143,2.49573,1.12664,0.513943
0.103619,0.0549836,0.0268495,0.12042,0.0713188,0.093903
3.79182,3.85392,2.77979,1.52106,0.903058,2.89813
0.257059,0.170818,0.111996,0.300566,0.422528,0.49842
0,0,0.00210964,0.00192738,0,0
2.9694,2.4591,2.43637,2.56095,2.95668,2.83548
0.0383404,0.0887342,0.0233431,0.151951,0.221587,0.215647
16.5437,10.7695,8.89797,10.4798,17.8984,28.1902
0.0371829,0.041434,0.0269774,0.0201655,0.0634457,0.0521408
5.12473,7.94871,9.94383,8.28394,4.51327,4.84668
5.04984,3.97559,4.74505,5.86209,6.9344,8.11238
5.54928,4.72684,8.19698,13.5504,9.75644,7.40457
0.486485,0.490202,1.11623,3.3003,7.43356,8.879
4.3804,4.05491,7.64314,8.62333,9.66595,11.2111
2.5921,3.02632,4.60882,5.13002,6.37149,6.68564
0.0840706,0.174824,0.144687,0.172758,0.144087,0.316403
6.30872,6.81386,9.1565,17.1261,18.5162,13.1688
2.50708,2.44335,1.94409,3.88187,5.11789,5.54455
0.00349922,0,0.0311682,0.0253114,0.0112722,0.0175298
1.05543,0.672744,0.581691,0.803636,0.986251,1.16344
0.00604695,0,0,0,0,0
0.409954,0.240746,0.2055,0.470137,1.50857,1.6229
1.65104,1.30078,0.72786,3.78917,9.21838,10.3169
0,0.0102043,0.00301996,0,0,0
0,0,0.0125571,0,0,0
0.0022517,0.00522752,0,0.0025441,0,0.000234934
2.54495,2.91193,2.96283,2.73769,1.18963,0.896668
0.0701859,0.0358464,0.0752258,0.0713702,0.0965801,0.219688
4.03887,3.48778,4.33765,4.98974,7.11328,8.97106
4.26424,3.54894,6.0951,8.56771,9.74613,10.9423
5.47198,7.98081,14.8158,20.17,21.0605,20.7153
14.1635,37.9684,43.606,38.8349,38.2998,35.3964
2.5782,5.1276,13.503,24.9255,30.5696,26.9902
11.4088,20.4627,25.8904,22.9034,25.2427,26.4446
16.2311,41.4856,33.1819,13.1369,2.53509,0.374656
0,0.00406939,0.0469801,0.0446069,0.102539,0.0670841
0.0108017,0,0,0.0195271,0.0624281,0.0432773
3.90687,5.51789,5.60775,7.71314,9.63292,13.4265
2.01395,2.01967,1.89173,2.98434,3.84108,6.09553
3.66289,3.79993,3.85583,6.75328,8.13037,10.2811
0,0.0117835,0,0,0,0
6.5046,8.7452,5.76505,5.23237,6.19497,6.24963
1.02907,0.628341,0.362618,1.18499,2.88644,6.37503
1.669e-07,3.10457e-27,8.45597e-20,1.46736e-05,3.39754e-06,0.000132276
18.5059,14.7179,11.8302,8.93372,10.7078,20.5608
9.10155,7.74019,5.64695,6.13537,8.61773,8.69203
8.11566,15.4868,18.2615,18.8922,17.7215,18.7558
0.0527678,0,0.0174022,0,0.0290447,0
10.9908,10.0035,11.4391,14.1252,18.2134,22.3877
8.74609,11.6728,9.76077,9.62663,10.2595,10.5676
0.125748,0.16225,0.150602,0.34697,0.950796,1.63076
1.38043,2.54052,2.46877,4.3031,5.92208,7.37658
6.34314,7.60784,13.0355,9.88718,11.0933,11.4089
2.1166,6.99948,6.12212,6.15309,8.67091,11.6852
0.945385,2.94745,1.71044,1.44926,1.28284,1.2085
0.607018,0.778245,5.80542,12.1092,10.6459,7.60008
1.26299,1.66556,1.73755,2.85401,3.72684,4.74956
25.717,39.9829,48.5218,34.6522,27.4763,30.0976
1.09567,0.797565,1.3692,4.07011,4.61032,7.24652
