1135,50,,,,
0.000173845,-0.549714896,-1.016180766,-2.02995294,-3.138465423,-3.626144116
0.00111029,0,-0.012495053,-0.756612091,-1.711892185,-2.02883954
0.00290603,0.00087507,0,-0.0119401,-0.009860073,-0.968334854
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.07690767,0.262975906,0.399863319,0.652962964,0.852201925,1.219279944
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.49e-05,0,0.004782738,-0.135732128,-0.635902689,-0.833259316
0.076957931,0.047891072,0.362483515,0.85882659,0.896733331,1.385519905
0.014336249,0.451161056,0.77534652,0.0099476,0.145991708,0.293233677
0,0,0,0,0,0
9.44e-05,0,-0.000555023,0.076833896,0.470356311,0.960748552
-0.021967437,-0.046194576,-0.051782257,-0.186053989,-0.55273763,-0.990667084
0.198566648,0.476226552,0.571412534,1.16383927,1.40673442,1.392327792
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.000279503,0,0,-0.045082543,-0.403714766,-1.326370499
-0.005356588,-0.036254625,-0.18012519,-0.349520128,-0.383278556,-0.563494261
0.041412433,0,0.032803214,0,-0.413437005,-1.280500155
0.000294445,0.030464263,0.399215741,0.529658866,0.242633685,-0.651600721
0.369573637,0.452899613,0.581772247,0.903515388,1.21303943,2.068903036
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.30728739,0.331597418,0.511693657,0.843046888,0.940606285,1.053421751
0,0,0,0,0,0
0.293831555,0.545123193,0.198549396,0.465590787,0.629948731,1.599496395
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.293197132,0.101370388,0.410930751,0.770536012,0.385692399,0.065202859
0.226153296,0.211934003,0.321582696,0.395923484,0.241717916,0.602153225
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.00011689,0,0,-0.286561182,-0.601335716,-1.037795291
