6175,20,,,,
0,0,0,0,0,0
0,0,0,0,0,0
-0.000660556,0,-0.169830494,-0.519702492,-1.472517264,-1.068091955
0,0,0,0,0,0
0,0,0,0,0,0
-6.64e-05,0,-0.226484901,-0.336966626,-0.660274642,-0.497110602
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000515485,0,0,-0.439428746,-1.738380654,-2.298224963
0,0,0,0,0,0
0,0,0,0,0,0
-0.000104216,0,0,-0.287336175,-0.618774368,-0.8184177
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.001127846,0,0.008551833,-0.73556159,-0.817213336,-1.092395154
0,0,0,0,0,0
-0.249615774,-0.001280271,0,0,0.244711568,0.607421355
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.193502434,-0.017246446,0,0.757951146,1.902759881,0.553367014
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.017762791,0.00663217,0.045723172,0.206817643,1.213672107,1.255745111
-0.064132099,-0.006944237,-0.006937903,-0.339474392,-1.103354159,-0.956463764
0,0,0,0,0,0
0,0,0,0,0,0
-0.002127661,0,0,-0.113794907,-0.670902106,-1.013911125
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-6.65e-05,-0.049363222,-0.00538087,-0.206672517,-0.802930761,-0.473886916
0,0,0,0,0,0
-0.001011641,0,-0.029266611,-0.270381213,-0.895783572,-0.626180314
0,0,0,0,0,0
-0.538217214,-0.003461151,-0.248827862,-0.769492037,-1.700520029,-0.905350032
-0.000615805,-0.043553588,-0.005728997,-0.383722963,-0.818556231,-0.583171477
0,0,0,0,0,0
0.001706689,0,-0.018948848,-0.048484195,-0.610120649,-0.196546721
-0.019555669,-0.000414324,0,-0.172461784,-0.862956128,-0.682361712
0,0,0,0,0,0
0.000315654,-0.019887066,-0.139593368,-0.1875312,-0.644148975,-0.179741922
-0.000390082,0,0,-0.088314973,-0.832001783,-1.118763539
0.188454895,0.011324685,-0.15010723,0,1.107525365,1.961694146
-0.000301054,0,0.070250707,0.25852766,0.784995107,0.873576404
0,0,0,0,0,0
8.96e-05,0,-0.117800834,-0.357446129,-0.696681534,-0.606258722
-0.000412229,0.026756301,0.927222556,2.987486085,4.143264652,3.975686506
0.41614922,0.398398622,0.761823663,0.057292028,0.452338529,1.035060775
0.001089228,0,0,0.299749943,0.417358198,0.933160238
-5.75e-05,0,0.065244162,0.343953664,0.900622776,1.052862444
0.040411676,0.002430436,0,0.500179673,0.874163003,0.858321993
0,0,0,0,0,0
0,0,0,0,0,0
-0.00300402,0,0,1.114645753,1.626864973,1.267896722
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9.49e-05,0.002363863,0,0.095039941,0.57480977,0.387340034
0.000127864,0,0,0.117544624,0.57509267,0.501487253
0,0,0,0,0,0
-0.004263792,0,0.046775442,0.002961447,0.511711707,0.338716831
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.167624906,0,-0.015361628,-0.43529959,-0.809989496,-1.039697202
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.000138537,0,0.00190681,0.863246898,3.324924271,3.200455863
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.033000245,0,-0.007453499,0.050781519,1.71841734,1.042685585
-0.000333383,0,-0.047212416,0.016798176,0.717226019,0.722486828
0.000528748,0,0,0,0.807075828,1.210906293
0,0,0,0,0,0
0.293425039,0.097931598,0.126506621,0.026802463,-0.615125725,-0.576083522
0,0,0,0,0,0
0.021191418,0,0.006515533,0.013117027,0.555706726,0.608599305
0.001272526,0,-0.007978462,0.043335843,0.646185052,0.725893751
-0.006626919,-0.069162759,-0.169171304,0.23303303,0.762554877,0.417773728
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0.000140466,0.015960186,0.361629541,0.298118841,1.350308307,1.234879767
0.099304387,0.203724755,0.007113832,0.393281355,0.656161668,0.598440887
0.04345901,0,0.030339556,0.895678964,1.550889362,0.743439249
0.002566138,0,0.036487235,-0.00564027,-0.6133494,-1.141689743
0,0,0,0,0,0
