"pair"
"BET5, PSF2"
"ARP4, BET5"
"BET5, EXO70"
"BET5, PAM16"
"BET5, NUP85"
"ARP3, BET5"
"BET5, FIP1"
"BET5, NNF1"
"BET5, YJR141W"
"BET5, MAK11"
"ASK1, BET5"
"BET5, GFA1"
"BET5, RRN3"
"BET5, RPT1"
"BET5, SDS22"
"BET5, TOR2"
"BET5, RSC4"
"BET5, ORC3"
"BET5, GRC3"
"BET5, PRP19"
"BET5, COF1"
"BET5, NSE1"
"BET5, SED5"
"BET5, RGR1"
"BET5, SMC4"
"BET5, GAA1"
"BET5, CDC45"
"BET5, SEN2"
"BET5, CFT2"
"BET5, MSL5"
"BET5, EMG1"
"BET5, NMT1"
"BET5, PWP1"
"BET5, NOP56"
"BET5, SEC13"
"BET5, UTP13"
"BET5, DBP9"
"BET5, GCD7"
"BET5, KAP95"
"BET5, SEN1"
"BET5, SEC39"
"BET5, CEP3"
"BET5, VTI1"
"BET5, RNA1"
"BET5, TAF9"
"BET5, CUS1"
"BET5, LCB1"
"BET5, GPI15"
"BET5, NOP2"
"BET5, POL1"
"BET5, DCP2"
"BET5, SRV2"
"BET5, SEC12"
"ARC35, BET5"
"BET5, DBP6"
"BET5, RFC4"
"BET5, HRP1"
"BET5, MED7"
"BET5, PFY1"
"BET5, THI80"
"BET5, SMP3"
"BET5, RPB2"
"BET5, GLN4"
"BET5, MED4"
"BET5, LAS17"
"BET5, TOA1"
"BET5, DED1"
"BET5, ESA1"
"BET5, SEC63"
"BET5, RPT4"
"BET5, GPN2"
"BET5, YTM1"
"BET5, MYO2"
"ALA1, BET5"
"BET5, RPA190"
"BET5, PRE10"
"BET5, MRS6"
"BET5, RET3"
"BET5, GPI2"
"BET5, MOT1"
"BET5, SEC62"
"BET5, TBF1"
"BET5, CET1"
"BET5, NSL1"
"BET5, DIM1"
"BET5, TIF6"
"BET5, CCL1"
"BET5, SUA7"
"BET5, RDS3"
"BET5, PRE2"
"BET5, RPN7"
"BET5, SPN1"
"BET5, SGV1"
"BET5, NUT2"
"BET5, PRP4"
"BET5, DPM1"
"PRE7, PRE8"
"PKC1, PRE8"
"IPP1, PRE8"
"ORC2, PRE8"
"ALG14, PRE8"
"CMD1, PRE8"
"CDC28, PRE8"
"PRE8, TAF5"
"ARC40, PRE8"
"PRE8, TSC10"
"KRR1, PRE8"
"CDC7, PRE8"
"MPS1, PRE8"
"CDC2, PRE8"
"CDC48, PRE8"
"PRE8, RPN5"
"NUS1, PRE8"
"PRE8, YRB1"
"FAL1, PRE8"
"MAK21, PRE8"
"LCB2, PRE8"
"PDC2, PRE8"
"PRE8, RRP1"
"PRE8, SLU7"
"PDS1, PRE8"
"PRE8, TAF12"
"PRE8, SEC1"
"PRE8, SUP35"
"CAB5, PRE8"
"PRE8, TCP1"
"FMN1, PRE8"
"PRE8, SNU56"
"PRE8, PRP28"
"PRE8, TRS23"
"NSE3, PRE8"
"GPI11, PRE8"
"PRE8, RSC3"
"PRE8, TFB1"
"GPI8, PRE8"
"PRE8, SPC110"
"BCP1, PRE8"
"FRQ1, PRE8"
"PRE8, RPT3"
"GPI17, PRE8"
"GPI19, PRE8"
"PRE8, UTP6"
"PRE8, SEC20"
"PRE8, SMT3"
"PRE8, RBA50"
"CCA1, PRE8"
"PRE8, SEC4"
"ACT1, PRE8"
"PRE8, SCL1"
"PRE8, STT3"
"ALG13, PRE8"
"PRE8, RPT6"
"PRE8, SLD3"
"CEG1, PRE8"
"PRE8, SEC27"
"BRR6, PRE8"
"DBF2, PRE8"
"PRE8, TEL2"
"DAM1, PRE8"
"MTR3, PRE8"
"PRE8, YIP1"
"PRE8, TYS1"
"CAB4, PRE8"
"ERG11, PRE8"
"PRE8, RPN1"
"BRL1, PRE8"
"MED6, PRE8"
"GPI16, PRE8"
"NEO1, PRE8"
"CAB2, PRE8"
"PRE8, SHQ1"
"PRE8, RHO3"
"MTR4, PRE8"
"ARP4, PRE8"
"KRE9, PRE8"
"PRE8, PRP21"
"PRE8, RFC2"
"CDC11, PRE8"
"PRE8, YJR141W"
"PRE8, UGP1"
"MIF2, PRE8"
"ABF1, PRE8"
"PRE8, SNU114"
"ORC3, PRE8"
"PRE8, PRP19"
"PRE8, SSL1"
"BOS1, PRE8"
"ERG27, PRE8"
"PRE8, PWP1"
"CDC46, PRE8"
"GCD7, PRE8"
"PRE8, YHC1"
"PRE8, SEC61"
"GAB1, PRE8"
"ERG8, PRE8"
"PRE8, RNA1"
"GPI12, PRE8"
"LCB1, PRE8"
"NOP2, PRE8"
"KRE33, PRE8"
"PRE8, SEC12"
"MVD1, PRE8"
"PRE8, SMC5"
"OST2, PRE8"
"PRE8, RPO31"
"PFY1, PRE8"
"PRE8, SMP3"
"LAS17, PRE8"
"ESA1, PRE8"
"MYO2, PRE8"
"PRE8, PRT1"
"PRE8, TFC8"
"PRE8, RET3"
"NOP4, PRE8"
"CDC60, PRE8"
"IPL1, PRE8"
"CET1, PRE8"
"ARP7, PRE8"
"PRE8, SUA7"
"PRE8, RDS3"
"PRE8, RPN7"
"RFA1, TAF13"
"APC11, TAF13"
"MPS1, TAF13"
"LUC7, TAF13"
"RPO21, TAF13"
"GLE1, TAF13"
"TAF13, TIM22"
"DAD1, TAF13"
"LCB2, TAF13"
"GPI11, TAF13"
"TAF13, TFB1"
"GPI8, TAF13"
"RPB7, TAF13"
"SYF1, TAF13"
"SLD5, TAF13"
"RBA50, TAF13"
"PUP3, TAF13"
"GLC7, TAF13"
"SPT15, TAF13"
"COG3, TAF13"
"CDC4, TAF13"
"ALG13, TAF13"
"PRP43, TAF13"
"CBF2, TAF13"
"TAF13, YIP1"
"SKI6, TAF13"
"TAF13, YHR020W"
"MAS2, TAF13"
"IPI1, TAF13"
"CDC12, TAF13"
"DNA2, TAF13"
"TAF13, UTP9"
"MET30, TAF13"
"RHO3, TAF13"
"RPC17, TAF13"
"PSF2, TAF13"
"ARP4, TAF13"
"SSC1, TAF13"
"TAF13, TAH11"
"ARP3, TAF13"
"TAF13, YJR141W"
"TAF13, YJU2"
"ABF1, TAF13"
"RRN3, TAF13"
"RPT1, TAF13"
"BET3, TAF13"
"DAD2, TAF13"
"CFT2, TAF13"
"CDC42, TAF13"
"DBP9, TAF13"
"KAP95, TAF13"
"SEC39, TAF13"
"CEF1, TAF13"
"TAF13, TAF7"
"TAF13, TAF9"
"RNT1, TAF13"
"LCB1, TAF13"
"LIP1, TAF13"
"RLP7, TAF13"
"RPC34, TAF13"
"SEC12, TAF13"
"NOG2, TAF13"
"SMC5, TAF13"
"MED7, TAF13"
"HSP10, TAF13"
"SGT1, TAF13"
"OST2, TAF13"
"PFY1, TAF13"
"MED4, TAF13"
"TAF13, TOA1"
"DED1, TAF13"
"ESA1, TAF13"
"SEC63, TAF13"
"MOT1, TAF13"
"IPL1, TAF13"
"CET1, TAF13"
"NSL1, TAF13"
"DIM1, TAF13"
"CCL1, TAF13"
"ARP7, TAF13"
"RDS3, TAF13"
"SGV1, TAF13"
"NUT2, TAF13"
"RPC82, TAF13"
"MAK16, PGA3"
"CDC24, PGA3"
"AAR2, PGA3"
"PGA3, RFC5"
"PGA3, SPP381"
"KRR1, PGA3"
"PGA3, UBC9"
"PGA3, RPN6"
"PGA3, QRI1"
"KIN28, PGA3"
"PGA3, RRP42"
"PDC2, PGA3"
"DOP1, PGA3"
"CDC37, PGA3"
"PGA3, SUP35"
"CDC1, PGA3"
"CCT6, PGA3"
"PGA3, TRS23"
"GPI11, PGA3"
"GPI8, PGA3"
"PGA3, SPC110"
"PGA3, UTP5"
"PGA3, YPT1"
"PGA3, SEC53"
"CDC14, PGA3"
"PGA3, RPN12"
"NBP35, PGA3"
"GUS1, PGA3"
"CBF2, PGA3"
"MTR3, PGA3"
"PGA3, YIP1"
"PGA3, SKI6"
"CAB4, PGA3"
"PGA3, YHR020W"
"IPI1, PGA3"
"NUP159, PGA3"
"PGA3, RRN7"
"NUP85, PGA3"
"NPA3, PGA3"
"CDC11, PGA3"
"ASK1, PGA3"
"NTR2, PGA3"
"PGA3, RPF2"
"ORC3, PGA3"
"PGA3, SOF1"
"PGA3, PRP19"
"NOC3, PGA3"
"PGA3, SSL1"
"CLF1, PGA3"
"PGA3, TAD3"
"PGA3, SEC61"
"PGA3, SEC39"
"CEP3, PGA3"
"PGA3, TAF7"
"GPI12, PGA3"
"PGA3, SRV2"
"PGA3, RPC34"
"PGA3, SEC12"
"PGA3, SMC5"
"HRP1, PGA3"
"NOP8, PGA3"
"PGA3, UTP23"
"HSP10, PGA3"
"CDC21, PGA3"
"PGA3, RPB2"
"MGE1, PGA3"
"DFR1, PGA3"
"PGA3, SEC63"
"ALA1, PGA3"
"KRE5, PGA3"
"PGA3, TIM50"
"PGA3, TBF1"
"PGA3, TIF6"
"PGA3, PRE2"
"EFB1, ERG13"
"ERG13, RFA1"
"ERG13, LSM2"
"ERG13, POL12"
"AAR2, ERG13"
"BRN1, ERG13"
"ERG13, GPI18"
"CDS1, ERG13"
"ERG13, RIB7"
"CDC47, ERG13"
"ARC40, ERG13"
"ERG13, TRS20"
"ERG13, KRR1"
"CDC10, ERG13"
"ERG13, MCD1"
"APC11, ERG13"
"ERG13, PRP9"
"ERG13, RPN6"
"CDC2, ERG13"
"CDC53, ERG13"
"COP1, ERG13"
"ERG13, TIM22"
"CDC13, ERG13"
"DAD1, ERG13"
"ERG13, FAL1"
"ERG13, MAK21"
"ERG13, LCB2"
"ERG13, SSS1"
"ERG13, RRP1"
"ERG13, SUP35"
"CDC1, ERG13"
"ERG13, FMN1"
"ERG13, NSE3"
"ERG13, GPI11"
"ERG13, TFB1"
"ERG13, GPI8"
"ERG13, SPC110"
"ERG13, GPI17"
"ERG13, SMT3"
"ERG13, GDI1"
"ERG13, SCC4"
"ERG13, SEC4"
"CAK1, ERG13"
"ERG13, MOB2"
"ERG13, RPN11"
"ERG13, SAD1"
"CDC26, ERG13"
"ERG13, RPN12"
"ERG13, ERG26"
"ERG13, RPT6"
"ERG13, NBP35"
"ERG13, SPC105"
"ERG13, SLD3"
"ERG13, TIP20"
"ERG13, SEC15"
"ERG13, SMD1"
"ERG13, ESP1"
"ERG13, NOP7"
"DAM1, ERG13"
"CBF2, ERG13"
"ERG13, MTR3"
"ERG13, GPI1"
"ERG13, SDA1"
"ERG13, RRP4"
"ERG13, RPF1"
"BIG1, ERG13"
"ERG13, GPI16"
"ERG13, MET30"
"CAB2, ERG13"
"ERG13, RHO3"
"ERG13, MCM10"
"ERG13, PAN1"
"ERG13, STS1"
"ERG13, PRE3"
"ERG13, OST1"
"ERG13, PSF2"
"ARP4, ERG13"
"ERG13, PHS1"
"ERG13, GCD14"
"ERG13, KRE9"
"ERG13, ESS1"
"ERG13, SSC1"
"CCT5, ERG13"
"ARP3, ERG13"
"ERG13, RFC2"
"ERG13, FIP1"
"ERG13, YJR141W"
"ERG13, RAM2"
"CDC16, ERG13"
"ERG13, GFA1"
"ABF1, ERG13"
"ERG13, SNU114"
"ERG13, HYM1"
"ERG13, NTR2"
"ERG13, SOF1"
"ERG13, GRC3"
"ERG13, PRP19"
"ERG13, NSE1"
"ERG13, RGR1"
"ERG13, SMC4"
"ERG13, ERG27"
"CFT2, ERG13"
"ERG13, PWP1"
"ERG13, YLR317W"
"ERG13, RPP0"
"ERG13, KAP95"
"ERG13, SMC6"
"ERG13, SEC39"
"ERG13, GAB1"
"ERG13, UTP15"
"ERG13, TAF7"
"ERG13, RRP5"
"ERG13, RNT1"
"ERG13, GPI12"
"ERG13, LIP1"
"ERG13, LST8"
"ERG13, GPI15"
"ERG13, NOP2"
"ERG13, POL1"
"DCP2, ERG13"
"ERG13, KRE33"
"ERG13, SRV2"
"ERG13, RPC34"
"ERG13, SEC12"
"DBP6, ERG13"
"ERG13, MVD1"
"ERG13, PRE6"
"ERG13, HRP1"
"ERG13, MED7"
"ERG13, HSP10"
"CDC21, ERG13"
"ERG13, UFE1"
"ERG13, PFY1"
"ERG13, RPB2"
"ERG13, MED4"
"ERG13, TOA1"
"DED1, ERG13"
"ERG13, RPT4"
"ERG13, GPN2"
"ERG13, RRS1"
"ALA1, ERG13"
"ERG13, KRE5"
"ERG13, RPA190"
"ERG13, ULP1"
"ERG13, GPI2"
"ERG13, MOT1"
"ERG13, TBF1"
"ERG13, NAB3"
"ERG13, IPL1"
"ERG13, NIP7"
"DIM1, ERG13"
"ERG13, TIF6"
"CCL1, ERG13"
"ARP7, ERG13"
"DIB1, ERG13"
"ERG13, SUA7"
"ERG13, SRP54"
"ERG13, PRE2"
"ERG13, ORC4"
"ERG13, NUT2"
"DPM1, ERG13"
"EFB1, RSC9"
"LSM2, RSC9"
"ERD2, RSC9"
"EXO84, RSC9"
"GRS1, RSC9"
"RIB7, RSC9"
"RSC9, TAF5"
"APC11, RSC9"
"CDC7, RSC9"
"MPS1, RSC9"
"PRP11, RSC9"
"RSC9, USO1"
"QRI1, RSC9"
"NOP14, RSC9"
"CDC36, RSC9"
"CWC2, RSC9"
"LCB2, RSC9"
"RPS13, RSC9"
"RSC9, SEC1"
"CDC37, RSC9"
"RSC9, SUP35"
"CDC1, RSC9"
"CCT6, RSC9"
"RRP45, RSC9"
"GPI11, RSC9"
"RSC9, YCG1"
"GPI8, RSC9"
"FCF1, RSC9"
"RSC9, SPC110"
"RSC9, TFC6"
"RSC9, SYF1"
"GPI19, RSC9"
"RSC9, SLD5"
"GLC7, RSC9"
"GDI1, RSC9"
"COG3, RSC9"
"CCA1, RSC9"
"MOB2, RSC9"
"RSC9, SAD1"
"ECO1, RSC9"
"CDC14, RSC9"
"PRE4, RSC9"
"RSC9, USE1"
"RSC9, TAF6"
"RSC9, SLD3"
"RSC9, SEC27"
"RSC9, TIP20"
"RSC9, SPT16"
"RSC9, SEC15"
"GUS1, RSC9"
"DBF2, RSC9"
"RSC9, SKI6"
"CRM1, RSC9"
"ERG11, RSC9"
"MAS2, RSC9"
"BRL1, RSC9"
"BCD1, RSC9"
"RSC9, SAM35"
"BIG1, RSC9"
"DNA2, RSC9"
"CTF8, RSC9"
"MET30, RSC9"
"ARC15, RSC9"
"RSC9, SHQ1"
"MOB1, RSC9"
"RSC9, SLN1"
"PAN1, RSC9"
"DSN1, RSC9"
"KAR2, RSC9"
"NUP192, RSC9"
"PSF2, RSC9"
"NUP85, RSC9"
"CCT5, RSC9"
"RSC9, YJR141W"
"CSE4, RSC9"
"ABF1, RSC9"
"RSC9, YKT6"
"PRP16, RSC9"
"GRC3, RSC9"
"PRP19, RSC9"
"RSC9, SSL1"
"RSC9, SDO1"
"RSC9, SED5"
"RSC9, SPC3"
"RSC9, SMC4"
"CLF1, RSC9"
"APC2, RSC9"
"RSC9, SEC10"
"EMG1, RSC9"
"PWP1, RSC9"
"RSC9, SEC22"
"GSP1, RSC9"
"RSC9, TAP42"
"RNA14, RSC9"
"PDS5, RSC9"
"RSC9, UTP15"
"MED11, RSC9"
"CEP3, RSC9"
"ROT1, RSC9"
"CEF1, RSC9"
"RRP5, RSC9"
"RNA1, RSC9"
"RNT1, RSC9"
"HAS1, RSC9"
"LST8, RSC9"
"NOP2, RSC9"
"POL1, RSC9"
"PRP2, RSC9"
"RSC9, SEC12"
"NOG2, RSC9"
"RFC4, RSC9"
"HRP1, RSC9"
"RSC9, SGT1"
"OST2, RSC9"
"PFY1, RSC9"
"RSC9, THI80"
"LAS17, RSC9"
"RSC9, TOA1"
"DED1, RSC9"
"RPB8, RSC9"
"MGE1, RSC9"
"DFR1, RSC9"
"APC5, RSC9"
"CLP1, RSC9"
"RPT4, RSC9"
"RSC9, YTM1"
"MYO2, RSC9"
"KRE5, RSC9"
"RSC9, TFC8"
"RET3, RSC9"
"MOT1, RSC9"
"RSC9, SEC16"
"RSC9, SEC62"
"RSC9, TBF1"
"MEX67, RSC9"
"NAB3, RSC9"
"IPL1, RSC9"
"RSC9, TIF6"
"CCL1, RSC9"
"ASA1, RSC9"
"RSC9, SUA7"
"RSC9, SRP54"
"PRE2, RSC9"
"RPN7, RSC9"
"RSC9, SGV1"
"ORC4, RSC9"
"NUT2, RSC9"
"PRP4, RSC9"
"DPM1, RSC9"
"RPC82, RSC9"
"CDC24, ERO1"
"CDC15, ERO1"
"ERO1, POL12"
"ERD2, ERO1"
"ERO1, PRE7"
"CDC27, ERO1"
"BRN1, ERO1"
"ERO1, GPI18"
"CDS1, ERO1"
"ERO1, PRP6"
"ERO1, SEC18"
"CKS1, ERO1"
"ERO1, RIB7"
"ERO1, SLI15"
"ARC40, ERO1"
"ERO1, PRP5"
"CDC10, ERO1"
"ERO1, MCD1"
"APC11, ERO1"
"ERO1, RPN6"
"CDC2, ERO1"
"ERO1, NSE4"
"ERO1, KIN28"
"CDC53, ERO1"
"DAD1, ERO1"
"ERO1, HEM13"
"ERO1, MAK21"
"ERO1, RPS13"
"ERO1, PDC2"
"ERO1, RRP1"
"ERO1, TAF12"
"ERO1, SEC1"
"ERO1, SEC5"
"ERO1, SUP35"
"CCT6, ERO1"
"ERO1, FMN1"
"ERO1, TFB1"
"BCP1, ERO1"
"ERO1, UTP5"
"ERO1, SYF1"
"ERO1, UTP6"
"ERO1, GUK1"
"ERO1, RSP5"
"ERO1, SEC4"
"CDC4, ERO1"
"ERO1, YPT1"
"ACT1, ERO1"
"ERO1, SAD1"
"ECO1, ERO1"
"CDC14, ERO1"
"ERO1, RSC8"
"ALG13, ERO1"
"ERO1, RPT6"
"ERO1, NBP35"
"CDC20, ERO1"
"ERO1, PRP18"
"ERO1, ESP1"
"CBF2, ERO1"
"ERO1, TYS1"
"ERO1, SKI6"
"ERO1, MAS2"
"BRL1, ERO1"
"CDC12, ERO1"
"DNA2, ERO1"
"CDC23, ERO1"
"ERO1, SPC97"
"ERG9, ERO1"
"ERO1, TIM44"
"DSN1, ERO1"
"ERO1, PRE3"
"ERO1, NUP192"
"ERO1, SMC3"
"ARP4, ERO1"
"ERO1, EXO70"
"ERO1, KRE9"
"ERO1, PRP21"
"CDC8, ERO1"
"ERO1, FIP1"
"ERO1, UGP1"
"CSE4, ERO1"
"ASK1, ERO1"
"ERO1, YJU2"
"ERO1, YKT6"
"ERO1, PRP19"
"ERO1, NOC3"
"ERO1, RSC58"
"ERO1, RGR1"
"ERG27, ERO1"
"ERO1, SEC10"
"EMG1, ERO1"
"ERO1, PWP1"
"ERO1, GSP1"
"ERO1, YHC1"
"ERO1, TAD3"
"ERO1, SEC39"
"ERO1, GAB1"
"ERO1, POL1"
"ERO1, KRE33"
"ERO1, RPC34"
"ERO1, SEC12"
"DBP6, ERO1"
"ERO1, RIB2"
"ERO1, NUF2"
"ERO1, TPT1"
"ERO1, HRP1"
"ERO1, MED7"
"ERO1, OST2"
"ERO1, RPO31"
"ERO1, PFY1"
"DED1, ERO1"
"ERO1, SEC63"
"ERO1, RPT4"
"ERO1, MYO2"
"ERO1, KRE5"
"ERO1, MRS6"
"ERO1, SEC62"
"ERO1, MEX67"
"ERO1, NIP7"
"DIM1, ERO1"
"ERO1, TIF6"
"CCL1, ERO1"
"ERO1, SEC8"
"ERO1, SUA7"
"ERO1, SRP54"
"ERO1, NUT2"
"EFB1, SEC59"
"MTW1, SEC59"
"SEC17, SEC59"
"PKC1, SEC59"
"GPI18, SEC59"
"CMD1, SEC59"
"MAK5, SEC59"
"SEC59, SPP381"
"RIB7, SEC59"
"SEC59, TAF5"
"ARC40, SEC59"
"MCD1, SEC59"
"APC11, SEC59"
"CDC7, SEC59"
"MPS1, SEC59"
"FAD1, SEC59"
"RPN6, SEC59"
"CDC2, SEC59"
"QRI1, SEC59"
"NSE4, SEC59"
"RRP42, SEC59"
"CDC48, SEC59"
"COP1, SEC59"
"RPN5, SEC59"
"NOP14, SEC59"
"SEC31, SEC59"
"DAD1, SEC59"
"SEC59, TPI1"
"SEC59, SLU7"
"CDC1, SEC59"
"SEC26, SEC59"
"SEC59, TRS23"
"NSE3, SEC59"
"GPI11, SEC59"
"FCF1, SEC59"
"SEC59, SPC110"
"SEC59, SLD5"
"RSP5, SEC59"
"CCA1, SEC59"
"SEC4, SEC59"
"MOB2, SEC59"
"SEC59, YPT1"
"ACT1, SEC59"
"SCL1, SEC59"
"RPT6, SEC59"
"HSF1, SEC59"
"SEC59, SWC4"
"PRP31, SEC59"
"NOP7, SEC59"
"SEC59, SKI6"
"SEC59, ZPR1"
"SDA1, SEC59"
"BRL1, SEC59"
"BIG1, SEC59"
"ORC6, SEC59"
"CDC23, SEC59"
"SEC59, SPC97"
"SEC59, STS1"
"SEC59, TAD2"
"SEC59, SSC1"
"SEC59, TAH11"
"CCT5, SEC59"
"ARP3, SEC59"
"RAM2, SEC59"
"RRN3, SEC59"
"BET3, SEC59"
"ORC3, SEC59"
"SEC59, SSL1"
"SDO1, SEC59"
"SEC59, SMC4"
"SEC59, UTP13"
"SEC22, SEC59"
"CDC46, SEC59"
"SEC59, TAD3"
"SEC59, YLR317W"
"RRP5, SEC59"
"LIP1, SEC59"
"GPI15, SEC59"
"GCD10, SEC59"
"RPC34, SEC59"
"MVD1, SEC59"
"DIS3, SEC59"
"SEC59, SMC5"
"NUF2, SEC59"
"RFC4, SEC59"
"SEC59, TPT1"
"MED7, SEC59"
"NOP8, SEC59"
"HSP10, SEC59"
"SEC59, SGT1"
"SEC59, TOA1"
"DFR1, SEC59"
"ESA1, SEC59"
"APC5, SEC59"
"GPN2, SEC59"
"RRS1, SEC59"
"PRE10, SEC59"
"ERG10, SEC59"
"CDC60, SEC59"
"IPL1, SEC59"
"CET1, SEC59"
"NSL1, SEC59"
"DIM1, SEC59"
"SEC59, TIF6"
"PRE2, SEC59"
"SEC59, SGV1"
"NUT2, SEC59"
"PRP4, SEC59"
"DPM1, SEC59"
"MAK16, TAP42"
"MTW1, TAP42"
"CDC24, TAP42"
"RFA1, TAP42"
"CDC15, TAP42"
"SEC17, TAP42"
"PRP6, TAP42"
"MAK5, TAP42"
"RPB5, TAP42"
"CDC47, TAP42"
"KRR1, TAP42"
"APC11, TAP42"
"CDC7, TAP42"
"PRP9, TAP42"
"SUB2, TAP42"
"RPN6, TAP42"
"QRI1, TAP42"
"RPO21, TAP42"
"CCT4, TAP42"
"RPN5, TAP42"
"NOP14, TAP42"
"GLE1, TAP42"
"NHP2, TAP42"
"CWC2, TAP42"
"DAD1, TAP42"
"FAL1, TAP42"
"MAK21, TAP42"
"PDC2, TAP42"
"SSS1, TAP42"
"RLI1, TAP42"
"PDS1, TAP42"
"CCT6, TAP42"
"MSS4, TAP42"
"PCF11, TAP42"
"FMN1, TAP42"
"FCF1, TAP42"
"BCP1, TAP42"
"FRQ1, TAP42"
"TAP42, UTP5"
"SYF1, TAP42"
"GPI17, TAP42"
"SMT3, TAP42"
"PUP3, TAP42"
"RSP5, TAP42"
"GLC7, TAP42"
"GDI1, TAP42"
"SCC4, TAP42"
"COG3, TAP42"
"SEC4, TAP42"
"CAK1, TAP42"
"SAD1, TAP42"
"ERG26, TAP42"
"RPT6, TAP42"
"TAF6, TAP42"
"TAP42, TIP20"
"CDC43, TAP42"
"GUS1, TAP42"
"ESP1, TAP42"
"NOP7, TAP42"
"MTR3, TAP42"
"TAP42, YIP1"
"RPN1, TAP42"
"CDC12, TAP42"
"ORC6, TAP42"
"CTF8, TAP42"
"SHQ1, TAP42"
"NUP159, TAP42"
"TAP42, TID3"
"MCM10, TAP42"
"PRI1, TAP42"
"DSN1, TAP42"
"STS1, TAP42"
"OST1, TAP42"
"CDC35, TAP42"
"RRN7, TAP42"
"NUP192, TAP42"
"MTR4, TAP42"
"KRE9, TAP42"
"PRP21, TAP42"
"HYS2, TAP42"
"ESS1, TAP42"
"NUP85, TAP42"
"SSC1, TAP42"
"TAH11, TAP42"
"CCT5, TAP42"
"ARP3, TAP42"
"FIP1, TAP42"
"NNF1, TAP42"
"MAK11, TAP42"
"CDC16, TAP42"
"MIF2, TAP42"
"RSC4, TAP42"
"DAD2, TAP42"
"GRC3, TAP42"
"PRP19, TAP42"
"COF1, TAP42"
"FRS1, TAP42"
"CDC45, TAP42"
"CFT2, TAP42"
"CDC123, TAP42"
"TAD3, TAP42"
"KAP95, TAP42"
"NBP1, TAP42"
"TAF13, TAP42"
"ERG13, TAP42"
"ROT1, TAP42"
"CEF1, TAP42"
"RNA1, TAP42"
"RNT1, TAP42"
"GPI12, TAP42"
"LCB1, TAP42"
"LIP1, TAP42"
"LST8, TAP42"
"NOP2, TAP42"
"POL1, TAP42"
"DCP2, TAP42"
"SRV2, TAP42"
"RPC34, TAP42"
"PRP2, TAP42"
"SEC12, TAP42"
"MVD1, TAP42"
"NOG2, TAP42"
"SMC5, TAP42"
"PRE6, TAP42"
"RFC4, TAP42"
"HRP1, TAP42"
"MED7, TAP42"
"NOP8, TAP42"
"HSP10, TAP42"
"RAT1, TAP42"
"SGT1, TAP42"
"OST2, TAP42"
"RPO31, TAP42"
"PFY1, TAP42"
"RPB2, TAP42"
"PUP1, TAP42"
"LAS17, TAP42"
"TAP42, TOA1"
"DED1, TAP42"
"APC5, TAP42"
"SEC63, TAP42"
"GPN2, TAP42"
"RRS1, TAP42"
"MYO2, TAP42"
"KRE5, TAP42"
"RPA190, TAP42"
"PRE10, TAP42"
"GPI2, TAP42"
"SEC62, TAP42"
"TAP42, TBF1"
"NAB3, TAP42"
"HRR25, TAP42"
"IPL1, TAP42"
"NIP7, TAP42"
"CET1, TAP42"
"NSL1, TAP42"
"TAP42, TIF6"
"HTS1, TAP42"
"SEC8, TAP42"
"ASA1, TAP42"
"SUA7, TAP42"
"PRE2, TAP42"
"SPN1, TAP42"
"SGV1, TAP42"
"NUT2, TAP42"
"ARP9, LSM2"
"ARP9, STU1"
"ARP9, SEC18"
"ARP9, RPB5"
"ARP9, MED8"
"ARP9, TAF5"
"ARP9, CDC47"
"ARP9, CDC10"
"ARP9, MCD1"
"APC11, ARP9"
"ARP9, NOP1"
"ARP9, MPS1"
"ARP9, FAD1"
"ARP9, CDC2"
"ARP9, NSE4"
"ARP9, CDC48"
"ARP9, CDC53"
"ARP9, RPO21"
"ARP9, COP1"
"ARP9, TIM22"
"ARP9, LCB2"
"ARP9, RRP1"
"ARP9, PDS1"
"ARP9, SUP35"
"ARP9, CDC1"
"ARP9, CCT6"
"ARP9, TCP1"
"ARP9, PCF11"
"ARP9, SEC26"
"ARP9, NSE3"
"ARP9, GPI11"
"ARP9, GPI8"
"ARP9, GPI19"
"ARP9, PRP3"
"ARP9, CAB1"
"ARP9, PUP3"
"ARP9, RSP5"
"ARP9, COG3"
"ARP9, CDC4"
"ARP9, RPN11"
"ARP9, ECO1"
"ARP9, STT3"
"ALG13, ARP9"
"ARP9, RPT6"
"ARP9, NBP35"
"ARP9, TAF6"
"ARP9, CDC20"
"ARP9, SEC27"
"ARP9, GPI10"
"ARP9, DAM1"
"ARP9, MTR3"
"ARP9, GPI1"
"ARP9, TAF1"
"ARP9, ERG11"
"ARP9, MED6"
"ARP9, ORC6"
"ARP9, CIA2"
"ARP9, CTF8"
"ARP9, SLN1"
"ARP9, MCM10"
"ARP9, STS1"
"ARP9, PSF2"
"ARP4, ARP9"
"ARP9, PHS1"
"ARP9, KRE9"
"ARP9, PRP21"
"ARP9, SUI2"
"ARP9, CCT5"
"ARP9, NNF1"
"ARP9, SWD2"
"ARP9, MAK11"
"ARP9, ASK1"
"ARP9, MIF2"
"ARP9, RPT1"
"ARP9, NTR2"
"ARP9, SSL1"
"ARP9, SED5"
"ARP9, EMG1"
"ARP9, SEC22"
"ARP9, GCD7"
"ARP9, STT4"
"ARP9, TAD3"
"ARP9, KAP95"
"ARP9, SEC61"
"AFG2, ARP9"
"ARP9, SEC39"
"ARP9, CEF1"
"ARP9, TAF7"
"ARP9, RRP5"
"ARP9, TAF9"
"ARP9, PRP24"
