"pair"
"SPP381, TBF1"
"NAB3, SPP381"
"IPL1, SPP381"
"DIM1, SPP381"
"SPP381, TIF6"
"SEC8, SPP381"
"SPP381, SUA7"
"RDS3, SPP381"
"PRE2, SPP381"
"SGV1, SPP381"
"ORC4, SPP381"
"PRP4, SPP381"
"RPC82, SPP381"
"RIB7, TFC3"
"ILS1, RIB7"
"MCD1, RIB7"
"PRP9, RIB7"
"RIB7, RRP42"
"RIB7, RPN5"
"RIB7, RPS13"
"RIB7, SEC5"
"CDC1, RIB7"
"RIB7, SLY1"
"RIB7, TRS23"
"NSE3, RIB7"
"RIB7, RSC3"
"GPI8, RIB7"
"RIB7, TFC6"
"RIB7, RPB7"
"GDI1, RIB7"
"MOB2, RIB7"
"ACT1, RIB7"
"RIB7, RSC8"
"RET2, RIB7"
"RIB7, TAF6"
"RIB7, SLD3"
"DAM1, RIB7"
"NUP57, RIB7"
"MTR3, RIB7"
"RIB7, YIP1"
"MES1, RIB7"
"DED81, RIB7"
"MAS2, RIB7"
"MED6, RIB7"
"ORC6, RIB7"
"KOG1, RIB7"
"ARC15, RIB7"
"CAB2, RIB7"
"NUP159, RIB7"
"RIB7, SLN1"
"MCM10, RIB7"
"PRI1, RIB7"
"RIB7, STS1"
"KAR2, RIB7"
"PAM16, RIB7"
"NUP85, RIB7"
"RIB7, RRN3"
"ORC3, RIB7"
"PRP19, RIB7"
"RIB7, SED5"
"RGR1, RIB7"
"EMG1, RIB7"
"NMT1, RIB7"
"PWP1, RIB7"
"GSP1, RIB7"
"RIB7, YHC1"
"RIB7, STT4"
"RIB7, SMC6"
"GAB1, RIB7"
"PDS5, RIB7"
"RIB7, TAF7"
"RIB7, RNA1"
"POL1, RIB7"
"DCP2, RIB7"
"PRP2, RIB7"
"MVD1, RIB7"
"DIS3, RIB7"
"HRP1, RIB7"
"HSP10, RIB7"
"RIB7, SGT1"
"PUP1, RIB7"
"RIB7, TOA1"
"RIB7, RPB8"
"DFR1, RIB7"
"RIB7, RPT4"
"GCD1, RIB7"
"RIB7, RRS1"
"RIB7, TFC8"
"NAB3, RIB7"
"DIB1, RIB7"
"RIB7, SUA7"
"RIB7, SGV1"
"NUT2, RIB7"
"RIB7, SEC23"
"EFB1, RPB5"
"CDC24, RPB5"
"MCM2, RPB5"
"PRE7, RPB5"
"CDC27, RPB5"
"PKC1, RPB5"
"KRR1, RPB5"
"RPB5, RSC6"
"APC11, RPB5"
"RPB5, RPN6"
"NSE4, RPB5"
"CDC48, RPB5"
"RPB5, RPO21"
"CCT4, RPB5"
"COP1, RPB5"
"RPB5, RPN5"
"NOP14, RPB5"
"CDC36, RPB5"
"RPB5, TIM22"
"PSF1, RPB5"
"DAD1, RPB5"
"HEM13, RPB5"
"RPB5, RPC11"
"DBF4, RPB5"
"LCB2, RPB5"
"RPB5, RPS13"
"PDC2, RPB5"
"RLI1, RPB5"
"RPB5, TAF12"
"RPB5, SUP35"
"CDC1, RPB5"
"CCT6, RPB5"
"MSS4, RPB5"
"RPB5, TCP1"
"PCF11, RPB5"
"FMN1, RPB5"
"RPB5, SNU56"
"RPB5, TRS23"
"RPB5, RRP45"
"NSE3, RPB5"
"GPI8, RPB5"
"FCF1, RPB5"
"FRQ1, RPB5"
"RPB5, UTP5"
"RPB5, SNM1"
"RPB5, SMT3"
"RBA50, RPB5"
"RPB5, TSC11"
"PUP3, RPB5"
"RPB5, RSP5"
"GDI1, RPB5"
"RPB5, SCC4"
"RPB5, SPT15"
"COG3, RPB5"
"CCA1, RPB5"
"RPB5, SMC1"
"CAK1, RPB5"
"MOB2, RPB5"
"ACT1, RPB5"
"RPB5, SEC53"
"RPB5, RPN11"
"RPB5, SAD1"
"ECO1, RPB5"
"PRE4, RPB5"
"RPB5, RPN12"
"ERG26, RPB5"
"RPB5, SCL1"
"RPB5, RPT6"
"HSF1, RPB5"
"NBP35, RPB5"
"RPB5, USE1"
"CEG1, RPB5"
"RPB5, TIP20"
"CDC43, RPB5"
"RPB5, SWC4"
"RPB5, TFG2"
"PRP18, RPB5"
"DAM1, RPB5"
"CBF2, RPB5"
"RPB5, YIP1"
"ERG11, RPB5"
"DED81, RPB5"
"BRL1, RPB5"
"CDC12, RPB5"
"ORC6, RPB5"
"ERG9, RPB5"
"ARC15, RPB5"
"MCM10, RPB5"
"RPB5, RPC17"
"RPB5, TAD2"
"PAM16, RPB5"
"KRE9, RPB5"
"HYS2, RPB5"
"CDC8, RPB5"
"CDC11, RPB5"
"RPB5, YJR141W"
"RPB5, URA6"
"ABF1, RPB5"
"HYM1, RPB5"
"RPB5, TOR2"
"NOC3, RPB5"
"FRS1, RPB5"
"RGR1, RPB5"
"GAA1, RPB5"
"ERG27, RPB5"
"CFT2, RPB5"
"EMG1, RPB5"
"RPB5, SEC13"
"RPB5, UTP13"
"RPB5, YHC1"
"RPB5, YLR317W"
"RPB5, SEC61"
"AFG2, RPB5"
"RPB5, SEC39"
"BET5, RPB5"
"PGA3, RPB5"
"RPB5, RSC9"
"PDS5, RPB5"
"RPB5, SEC14"
"CTF13, RPB5"
"RNT1, RPB5"
"PRP24, RPB5"
"GPI12, RPB5"
"LIP1, RPB5"
"GPI15, RPB5"
"NOP2, RPB5"
"POL1, RPB5"
"RPB5, RPC34"
"DBP6, RPB5"
"DIS3, RPB5"
"PRE6, RPB5"
"RFC4, RPB5"
"RPB5, TPT1"
"HRP1, RPB5"
"RPB5, SGT1"
"CDC21, RPB5"
"RPB5, RPO31"
"PFY1, RPB5"
"RPB2, RPB5"
"RPB5, RPB8"
"MGE1, RPB5"
"DFR1, RPB5"
"RPB5, RPT4"
"GCD1, RPB5"
"GPN2, RPB5"
"MYO2, RPB5"
"KRE5, RPB5"
"RPA190, RPB5"
"PRE10, RPB5"
"MRS6, RPB5"
"RPB5, TIM50"
"GPI2, RPB5"
"NAB3, RPB5"
"IPL1, RPB5"
"NIP7, RPB5"
"NSL1, RPB5"
"RPB5, TIF6"
"RPB5, SUA7"
"PRE2, RPB5"
"RPB5, SGV1"
"ORC4, RPB5"
"MAK16, SLI15"
"CDC15, SLI15"
"LSM2, SLI15"
"SLI15, STU1"
"PRE7, SLI15"
"ILS1, SLI15"
"CDC27, SLI15"
"GPI18, SLI15"
"IPP1, SLI15"
"KRR1, SLI15"
"CDC10, SLI15"
"RSC6, SLI15"
"MCD1, SLI15"
"RPT2, SLI15"
"APC11, SLI15"
"MPS1, SLI15"
"SLI15, UBC9"
"CDC2, SLI15"
"NSE4, SLI15"
"KIN28, SLI15"
"RRP42, SLI15"
"CDC53, SLI15"
"RPO21, SLI15"
"CCT4, SLI15"
"RPN5, SLI15"
"NUS1, SLI15"
"DAD1, SLI15"
"FAL1, SLI15"
"LCB2, SLI15"
"SLI15, SSS1"
"APC4, SLI15"
"CDC37, SLI15"
"SLI15, SUP35"
"SCC2, SLI15"
"CDC1, SLI15"
"CCT6, SLI15"
"SLI15, TCP1"
"SEC26, SLI15"
"PRP28, SLI15"
"SLI15, TRS23"
"NSE3, SLI15"
"SLI15, TFB1"
"GPI8, SLI15"
"FCF1, SLI15"
"SLI15, SPC110"
"SLI15, TFC6"
"FRQ1, SLI15"
"SLI15, UTP5"
"SLI15, SYF1"
"GPI17, SLI15"
"SLI15, UTP6"
"RBA50, SLI15"
"CAB1, SLI15"
"RSP5, SLI15"
"GLC7, SLI15"
"SCC4, SLI15"
"SLI15, SMC1"
"CDC4, SLI15"
"MOB2, SLI15"
"ACT1, SLI15"
"CDC14, SLI15"
"ERG26, SLI15"
"SLI15, STT3"
"RNA15, SLI15"
"RPT6, SLI15"
"DUO1, SLI15"
"SLI15, SPC105"
"SLD3, SLI15"
"CDC20, SLI15"
"BRR6, SLI15"
"SLI15, SWC4"
"DAM1, SLI15"
"NUP57, SLI15"
"COG2, SLI15"
"CBF2, SLI15"
"MTR3, SLI15"
"SLI15, YIP1"
"OKP1, SLI15"
"SKI6, SLI15"
"CRM1, SLI15"
"SDA1, SLI15"
"SLI15, TAF1"
"ERG11, SLI15"
"BRL1, SLI15"
"RRP3, SLI15"
"IPI1, SLI15"
"BIG1, SLI15"
"CDC12, SLI15"
"ORC6, SLI15"
"CIA2, SLI15"
"SLI15, SPC97"
"KOG1, SLI15"
"GPI16, SLI15"
"ERG9, SLI15"
"CTF8, SLI15"
"ARC15, SLI15"
"SEC6, SLI15"
"NUP159, SLI15"
"RHO3, SLI15"
"SLI15, TID3"
"DSN1, SLI15"
"SLI15, STS1"
"CDC35, SLI15"
"NUP192, SLI15"
"MTR4, SLI15"
"SLI15, SMC3"
"ARP4, SLI15"
"SLI15, SUI2"
"ARP3, SLI15"
"RFC2, SLI15"
"CDC11, SLI15"
"NNF1, SLI15"
"CDC16, SLI15"
"ASK1, SLI15"
"MIF2, SLI15"
"ABF1, SLI15"
"SLI15, SNU114"
"SDS22, SLI15"
"RSC4, SLI15"
"BET3, SLI15"
"GRC3, SLI15"
"PRP19, SLI15"
"NOC3, SLI15"
"PAM18, SLI15"
"SLI15, STU2"
"FRS1, SLI15"
"BOS1, SLI15"
"SLI15, SMC4"
"CFT2, SLI15"
"CLF1, SLI15"
"SEC10, SLI15"
"EMG1, SLI15"
"NMT1, SLI15"
"SEC13, SLI15"
"SLI15, UTP13"
"CDC42, SLI15"
"SEC22, SLI15"
"CDC46, SLI15"
"DBP9, SLI15"
"GSP1, SLI15"
"SLI15, YHC1"
"CDC3, SLI15"
"SLI15, TAD3"
"SEN1, SLI15"
"SEC39, SLI15"
"GAB1, SLI15"
"SLI15, TAF11"
"NSE5, SLI15"
"RSE1, SLI15"
"ORC1, SLI15"
"POB3, SLI15"
"BET5, SLI15"
"SLI15, TAF13"
"ARP9, SLI15"
"MCM1, SLI15"
"ERB1, SLI15"
"PDS5, SLI15"
"SLI15, UTP15"
"CEP3, SLI15"
"CEF1, SLI15"
"ERG8, SLI15"
"RRP5, SLI15"
"RNA1, SLI15"
"RNT1, SLI15"
"PRP24, SLI15"
"GPI12, SLI15"
"GPI15, SLI15"
"POL1, SLI15"
"SLI15, SPC98"
"RPC34, SLI15"
"PRP2, SLI15"
"SEC12, SLI15"
"ARC35, SLI15"
"NOG2, SLI15"
"PRE6, SLI15"
"RIB2, SLI15"
"BRX1, SLI15"
"HRP1, SLI15"
"MED7, SLI15"
"HSP10, SLI15"
"SGT1, SLI15"
"CDC21, SLI15"
"RPO31, SLI15"
"PFY1, SLI15"
"SLI15, SMP3"
"RPB2, SLI15"
"GLN4, SLI15"
"LAS17, SLI15"
"SLI15, TOA1"
"DFR1, SLI15"
"APC5, SLI15"
"SEC63, SLI15"
"RPT4, SLI15"
"GPN2, SLI15"
"MYO2, SLI15"
"RPA190, SLI15"
"ERG10, SLI15"
"SEC62, SLI15"
"SLI15, TBF1"
"MEX67, SLI15"
"NAB3, SLI15"
"HRR25, SLI15"
"IPL1, SLI15"
"NSL1, SLI15"
"DIM1, SLI15"
"SLI15, TIF6"
"SEC8, SLI15"
"DIB1, SLI15"
"ASA1, SLI15"
"RDS3, SLI15"
"PRE2, SLI15"
"SGV1, SLI15"
"PRP4, SLI15"
"DPM1, SLI15"
"RPC82, SLI15"
"CDC28, RFA1"
"CDC28, KRR1"
"CDC10, CDC28"
"CDC28, MCD1"
"CDC28, NOP1"
"CDC28, MPS1"
"CDC28, PRP11"
"CDC28, RPN6"
"CDC2, CDC28"
"CDC28, KIN28"
"CDC28, CDC48"
"CDC28, RPO21"
"CDC28, NOP14"
"CDC28, CWC2"
"CDC13, CDC28"
"CDC28, YRB1"
"CDC28, PSF1"
"CDC28, DAD1"
"CDC28, FAL1"
"CDC28, RPC11"
"CDC28, TPI1"
"CDC28, DBF4"
"CDC28, PDC2"
"CDC28, RRP1"
"CDC28, SLU7"
"APC4, CDC28"
"CDC28, TAF12"
"CDC28, SEC5"
"CDC28, CDC37"
"CDC28, SCC2"
"CDC1, CDC28"
"CCT6, CDC28"
"CDC28, SLY1"
"CDC28, PCF11"
"CDC28, FMN1"
"CDC28, SEC26"
"CDC28, NSE3"
"CDC28, GPI11"
"CDC28, SPC110"
"CDC28, GPI19"
"CDC28, UTP6"
"CDC28, SEC20"
"CDC28, RSP5"
"CDC28, COG3"
"CDC28, SMC1"
"CDC28, CDC4"
"CAK1, CDC28"
"CDC28, MOB2"
"ACT1, CDC28"
"CDC28, SEC53"
"CDC28, SAD1"
"CDC14, CDC28"
"CDC26, CDC28"
"CDC28, RSC8"
"CDC28, ERG26"
"ALG13, CDC28"
"CDC28, RPT6"
"CDC28, DUO1"
"ALG2, CDC28"
"CDC28, HSF1"
"CDC28, SPC105"
"CDC28, TAF6"
"CDC28, SLD3"
"CDC28, CEG1"
"CDC28, SEC27"
"CDC28, GPI10"
"CDC28, CDC43"
"CDC28, SWC4"
"CDC28, PRP18"
"CDC28, ESP1"
"CDC28, TEL2"
"CDC28, DAM1"
"CDC28, NUP57"
"CDC28, MTR3"
"CDC28, YIP1"
"CDC28, OKP1"
"CDC28, SKI6"
"CDC28, ZPR1"
"CDC28, MAS2"
"BRL1, CDC28"
"CDC28, MED6"
"CDC28, RPF1"
"CDC12, CDC28"
"CDC28, ORC6"
"CDC28, DNA2"
"CDC23, CDC28"
"CDC28, CTF8"
"ARC15, CDC28"
"CDC28, NUP159"
"CDC28, SLN1"
"CDC28, STS1"
"CDC28, OST1"
"CDC28, RPC17"
"CDC28, RRN7"
"CDC28, NUP192"
"CDC28, MTR4"
"CDC28, PAM16"
"CDC28, HYS2"
"CDC28, SUI2"
"CDC28, ESS1"
"CDC28, NUP85"
"CDC28, TAH11"
"CDC28, CDC8"
"CDC11, CDC28"
"CDC28, YJR141W"
"ASK1, CDC28"
"CDC28, SNU114"
"CDC28, YKT6"
"CDC28, TOR2"
"CDC28, PRP16"
"CDC28, ORC3"
"CDC28, STU2"
"CDC28, RGR1"
"CDC28, SMC4"
"CDC28, ERG27"
"CDC28, SEN2"
"CDC28, EMG1"
"CDC123, CDC28"
"CDC28, UTP13"
"CDC28, YHC1"
"CDC28, CDC3"
"CDC28, NBP1"
"CDC28, GAB1"
"CDC28, POB3"
"CDC28, TAF13"
"CDC28, PGA3"
"CDC28, ERG13"
"CDC28, TAP42"
"CDC28, MED11"
"CDC28, CEP3"
"CDC28, CEF1"
"CDC28, RNA1"
"CDC28, TAF9"
"CDC28, HAS1"
"CDC28, LCB1"
"CDC28, LIP1"
"CDC28, RLP7"
"CDC28, NOP2"
"CDC28, POL1"
"CDC28, DCP2"
"CDC28, SPC98"
"CDC28, SRV2"
"CDC28, RPC34"
"CDC28, SEC12"
"CDC28, DBP6"
"CDC28, SMC5"
"CDC28, RIB2"
"BRX1, CDC28"
"CDC28, RFC4"
"CDC28, HRP1"
"CDC28, MED7"
"CDC28, NOP8"
"CDC28, HSP10"
"CDC28, SGT1"
"CDC21, CDC28"
"CDC28, OST2"
"CDC28, PFY1"
"CDC28, RPB2"
"CDC28, MED4"
"CDC28, LAS17"
"CDC28, TOA1"
"CDC28, RPB8"
"CDC28, DFR1"
"CDC28, ESA1"
"CDC28, RPT4"
"CDC28, RRS1"
"CDC28, KRE5"
"CDC28, RET3"
"CDC28, ULP1"
"CDC28, ERG10"
"CDC28, GPI2"
"CDC28, SEC62"
"CDC28, TBF1"
"CDC28, HRR25"
"CDC28, CET1"
"CDC28, RVB2"
"CDC28, TIF6"
"CCL1, CDC28"
"ARP7, CDC28"
"CDC28, RPN7"
"CDC28, ORC4"
"CDC28, NUT2"
"CDC28, DPM1"
"CDC24, CDC28"
"CDC15, CDC28"
"CDC28, RPT2"
"CDC28, PRP9"
"CDC28, LUC7"
"CDC28, SNU23"
"CDC28, NSE4"
"CDC28, RRP42"
"CDC28, HEM13"
"CDC28, STN1"
"CAB5, CDC28"
"CDC28, RRP45"
"CDC28, GPI8"
"CDC28, SMT3"
"CAB1, CDC28"
"CDC28, TSC11"
"CDC28, YPT1"
"CDC28, RPN11"
"CDC28, PRE4"
"CDC28, RPN12"
"CDC28, RNA15"
"CDC28, USE1"
"CDC20, CDC28"
"CDC28, SPT16"
"CDC28, CWC22"
"CDC28, YHR020W"
"BCD1, CDC28"
"CDC28, RRP4"
"CDC28, GPI16"
"CDC28, NEO1"
"CDC28, MOB1"
"CDC28, SEC24"
"CDC28, RHO3"
"CDC28, TID3"
"CDC28, PAN1"
"CDC28, PRI1"
"CDC28, SMC3"
"CDC28, EXO70"
"CDC28, PHS1"
"CDC28, NNF1"
"CDC28, CSE4"
"CDC28, RPT1"
"CDC28, DAD2"
"CDC28, PRP19"
"CDC28, SDO1"
"CDC28, SPC3"
"CDC28, CFT2"
"CDC28, PWP1"
"CDC28, CDC46"
"CDC28, TAD3"
"CDC28, YLR317W"
"CDC28, TAF11"
"CDC28, NSE5"
"ARP9, CDC28"
"CDC28, MCM1"
"CDC28, PDS5"
"CDC28, CUS1"
"CDC28, KRE33"
"CDC28, SMP3"
"CDC28, DED1"
"APC5, CDC28"
"CDC28, SEC63"
"CDC28, NOP4"
"CDC28, MOT1"
"CDC28, IPL1"
"CDC28, NSL1"
"CDC28, DIM1"
"CDC28, SEC8"
"CDC28, DIB1"
"CDC28, SUA7"
"CDC28, PRE2"
"CDC28, SGV1"
"CDC28, PRP4"
"APC11, CDC28"
"CDC28, CDC7"
"CDC28, FAD1"
"CDC28, UBC9"
"CDC28, QRI1"
"CDC28, CDC36"
"CDC28, SEC31"
"CDC28, LCB2"
"CDC28, SSS1"
"CDC28, RLI1"
"CDC28, PDS1"
"CDC28, SEC1"
"CDC28, SUP35"
"CDC28, SPC19"
"CDC28, PRP28"
"CDC28, TFB1"
"CDC28, FRQ1"
"CDC28, RPB7"
"CDC28, SYF1"
"CDC28, GPI17"
"CDC28, SCC4"
"CDC28, SPT15"
"CDC28, SCL1"
"CDC28, GUS1"
"CDC28, SNU71"
"CDC28, PRP31"
"CDC28, DBF2"
"CDC28, VAS1"
"CDC28, NOP7"
"CDC28, CRM1"
"CDC28, TAF1"
"CAB4, CDC28"
"CDC28, ERG11"
"CDC28, IPI1"
"BIG1, CDC28"
"CDC28, CIA2"
"CDC28, SPC97"
"CDC28, KOG1"
"CDC28, ERG9"
"CDC28, UTP9"
"CDC28, MCM10"
"CDC28, DSN1"
"CDC28, PRE3"
"CDC28, KAR2"
"ARP4, CDC28"
"CDC28, KRE9"
"CDC28, PRP21"
"CDC28, SSC1"
"CDC28, RFC2"
"CDC28, RAM2"
"CDC28, MAK11"
"CDC28, YJU2"
"CDC28, HYM1"
"CDC28, RSC4"
"CDC28, NTR2"
"BET3, CDC28"
"CDC28, RPF2"
"CDC28, GRC3"
"CDC28, COF1"
"CDC28, NOP56"
"CDC28, CDC42"
"CDC28, SEC22"
"CDC28, GSP1"
"CDC28, SMC6"
"CDC28, SEN1"
"CDC28, SEC39"
"CDC28, PRP39"
"CDC28, RSE1"
"CDC28, ORC1"
"CDC28, TAF8"
"CDC28, RSC9"
"CDC28, ERB1"
"CDC28, UTP15"
"CDC28, ROT1"
"CDC28, TAF7"
"CDC28, PRP24"
"CDC28, DIS3"
"CDC28, NUF2"
"CDC28, RAT1"
"CDC28, MYO2"
"CDC28, MRS6"
"CDC28, TFC8"
"CDC28, MEX67"
"CDC28, NAB3"
"CDC28, HTS1"
"ASA1, CDC28"
"CDC28, SRP54"
"MAK16, POP7"
"POP7, RFA1"
"CDC27, POP7"
"KRR1, POP7"
"POP7, RPT2"
"CDC7, POP7"
"POP7, PRP11"
"POP7, UBC9"
"LUC7, POP7"
"POP7, RPN6"
"CDC2, POP7"
"POP7, QRI1"
"NSE4, POP7"
"KIN28, POP7"
"COP1, POP7"
"POP7, RPN5"
"NOP14, POP7"
"NHP2, POP7"
"POP7, TIM22"
"POP7, YRB1"
"POP7, PSF1"
"POP7, RPC11"
"DBF4, POP7"
"MAK21, POP7"
"POP7, RPS13"
"POP7, SLU7"
"DOP1, POP7"
"POP7, TAF12"
"POP7, SUP35"
"CDC1, POP7"
"POP7, SLY1"
"CAB5, POP7"
"POP7, SPC19"
"MSS4, POP7"
"PCF11, POP7"
"FMN1, POP7"
"POP7, SNU56"
"POP7, RRP45"
"GPI11, POP7"
"POP7, TFB1"
"POP7, TFC6"
"POP7, RPB7"
"POP7, SYF1"
"GPI19, POP7"
"POP7, PRP3"
"POP7, SNM1"
"POP7, SLD5"
"POP7, SEC20"
"POP7, SMT3"
"POP7, RBA50"
"CAB1, POP7"
"POP7, TSC11"
"POP7, PUP3"
"POP7, RSP5"
"COG3, POP7"
"CCA1, POP7"
"CDC4, POP7"
"ACT1, POP7"
"CDC14, POP7"
"POP7, RSC8"
"POP7, PRE4"
"ERG26, POP7"
"POP7, STT3"
"POP7, RNA15"
"POP7, RPT6"
"DUO1, POP7"
"ALG2, POP7"
"NBP35, POP7"
"POP7, SRM1"
"POP7, TAF6"
"POP7, SLD3"
"POP7, PRP43"
"POP7, SEC27"
"GPI10, POP7"
"POP7, TFG2"
"POP7, PRP18"
"POP7, TFC4"
"POP7, SMD1"
"CBF2, POP7"
"MTR3, POP7"
"POP7, YIP1"
"OKP1, POP7"
"POP7, SKI6"
"POP7, ZPR1"
"POP7, TAF1"
"CAB4, POP7"
"ERG11, POP7"
"POP7, RPN1"
"BRL1, POP7"
"BCD1, POP7"
"POP7, RRP4"
"POP7, SAM35"
"CIA2, POP7"
"DNA2, POP7"
"GPI16, POP7"
"ERG9, POP7"
"CTF8, POP7"
"MET30, POP7"
"NEO1, POP7"
"ARC15, POP7"
"POP7, SHQ1"
"MOB1, POP7"
"MCM10, POP7"
"DSN1, POP7"
"OST1, POP7"
"POP7, RPC17"
"POP7, RRN7"
"NUP192, POP7"
"MTR4, POP7"
"POP7, PSF2"
"PHS1, POP7"
"PAM16, POP7"
"GCD14, POP7"
"ESS1, POP7"
"NUP85, POP7"
"POP7, TAH11"
"CDC8, POP7"
"CCT5, POP7"
"ARP3, POP7"
"CDC11, POP7"
"NNF1, POP7"
"MAK11, POP7"
"POP7, YJU2"
"POP7, SNU114"
"POP7, YKT6"
"NTR2, POP7"
"BET3, POP7"
"POP7, PRP16"
"ORC3, POP7"
"GRC3, POP7"
"PAM18, POP7"
"POP7, SED5"
"POP7, STU2"
"POP7, SPC3"
"ERG27, POP7"
"CFT2, POP7"
"MSL5, POP7"
"CLF1, POP7"
"POP7, SEC13"
"POP7, UTP13"
"CDC42, POP7"
"POP7, SEC22"
"CDC46, POP7"
"DBP9, POP7"
"POP7, YHC1"
"POP7, STT4"
"CDC3, POP7"
"POP7, TAD3"
"POP7, YLR317W"
"POP7, RPP0"
"POP7, SEC61"
"AFG2, POP7"
"POP7, SEC39"
"GAB1, POP7"
"POP7, TAF11"
"POP7, PRP39"
"POP7, RSE1"
"POB3, POP7"
"POP7, TAF13"
"POP7, RSC9"
"POP7, TAF4"
"POP7, TAP42"
"ERB1, POP7"
"POP7, UTP15"
"CTF13, POP7"
"POP7, VTI1"
"CEF1, POP7"
"POP7, RNA1"
"POP7, RNT1"
"POP7, PRP24"
"LCB1, POP7"
"NOP2, POP7"
"GCD10, POP7"
"DCP2, POP7"
"POP7, SRV2"
"POP7, RPC34"
"POP7, TIM23"
"POP7, SEC12"
"ARC35, POP7"
"MVD1, POP7"
"DIS3, POP7"
"POP7, RIB2"
"BRX1, POP7"
"HRP1, POP7"
"HSP10, POP7"
"POP7, RAT1"
"CDC21, POP7"
"POP7, UFE1"
"POP7, RPO31"
"PFY1, POP7"
"POP7, PUP1"
"MED4, POP7"
"LAS17, POP7"
"DED1, POP7"
"POP7, RPB8"
"MGE1, POP7"
"ESA1, POP7"
"APC5, POP7"
"CLP1, POP7"
"POP7, SEC63"
"POP7, RPT4"
"GCD1, POP7"
"GPN2, POP7"
"POP7, RRS1"
"POP7, PRE10"
"POP7, TFC8"
"POP7, RET3"
"POP7, ULP1"
"ERG10, POP7"
"GPI2, POP7"
"MOT1, POP7"
"POP7, SEC16"
"POP7, TBF1"
"NAB3, POP7"
"IPL1, POP7"
"NIP7, POP7"
"CET1, POP7"
"NSL1, POP7"
"CCL1, POP7"
"ASA1, POP7"
"POP7, SUA7"
"POP7, SPN1"
"POP7, SGV1"
"ORC4, POP7"
"POP7, PRP4"
"POP7, RPC82"
"MAK16, MED8"
"MED8, RFA1"
"MCM2, MED8"
"LSM2, MED8"
"MED8, STU1"
"MED8, PRE7"
"BRN1, MED8"
"MED8, PKC1"
"KRR1, MED8"
"MED8, TSC13"
"MED8, PRP11"
"MED8, UBC9"
"MED8, SUB2"
"MED8, RPN6"
"MED8, SNU23"
"MED8, QRI1"
"MED8, NSE4"
"CDC48, MED8"
"CDC53, MED8"
"COP1, MED8"
"MED8, RPN5"
"CDC36, MED8"
"GLE1, MED8"
"CWC2, MED8"
"MED8, TIM22"
"MED8, YRB1"
"MED8, PSF1"
"DAD1, MED8"
"HEM13, MED8"
"MED8, RPC11"
"DBF4, MED8"
"MAK21, MED8"
"LCB2, MED8"
"MED8, STN1"
"MED8, SSS1"
"MED8, SLU7"
"MED8, RLI1"
"DOP1, MED8"
"MED8, TAF12"
"MED8, SUP35"
"CDC1, MED8"
"MED8, SLY1"
"CAB5, MED8"
"MED8, SPC19"
"MED8, PCF11"
"MED8, SEC26"
"MED8, RRP45"
"MED8, NSE3"
"GPI11, MED8"
"MED8, TFB1"
"GPI8, MED8"
"MED8, TFC6"
"FRQ1, MED8"
"MED8, SYF1"
"GPI19, MED8"
"MED8, UTP6"
"MED8, SNM1"
"CAB1, MED8"
"MED8, TSC11"
"MED8, PUP3"
"MED8, RSP5"
"MED8, SCC4"
"MED8, SEC4"
"MED8, SMC1"
"CDC4, MED8"
"GNA1, MED8"
"CAK1, MED8"
"MED8, MOB2"
"ACT1, MED8"
"MED8, RPN11"
"MED8, RSC8"
"MED8, PRE4"
"MED8, RET2"
"ERG26, MED8"
"MED8, STT3"
"MED8, RPT6"
"DUO1, MED8"
"ALG2, MED8"
"MED8, NBP35"
"MED8, NUP145"
"MED8, SLD3"
"CEG1, MED8"
"MED8, SEC27"
"GPI10, MED8"
"MED8, TIP20"
"CDC43, MED8"
"MED8, TFG2"
"MED8, PRP18"
"MED8, TFC4"
"MED8, NUP57"
"CBF2, MED8"
"MED8, YIP1"
"MED8, OKP1"
"MED8, TYS1"
"MED8, SKI6"
"MED8, ZPR1"
"MED8, SDA1"
"MED8, MES1"
"MED8, TAF1"
"CAB4, MED8"
"ERG11, MED8"
"MAS2, MED8"
"MED8, RPN1"
"BRL1, MED8"
"MED6, MED8"
"IPI1, MED8"
"MED8, ORC6"
"DNA2, MED8"
"CDC23, MED8"
"MED8, SPC97"
"KOG1, MED8"
"ERG9, MED8"
"CTF8, MED8"
"MED8, MET30"
"MED8, NEO1"
"ARC15, MED8"
"MED8, SEC6"
"MED8, MOB1"
"MED8, SEC24"
"MED8, NUP159"
"MED8, RHO3"
"KAR2, MED8"
"MED8, TAD2"
"MED8, NUP192"
"MED8, SMC3"
"EXO70, MED8"
"HYS2, MED8"
"ESS1, MED8"
"MED8, NUP85"
"MED8, SSC1"
"CDC8, MED8"
"MED8, NPA3"
"CDC11, MED8"
"FIP1, MED8"
"MED8, YJR141W"
"MED8, RAM2"
"MAK11, MED8"
"MED8, UGP1"
"MED8, PRI2"
"MED8, MIF2"
"GFA1, MED8"
"ABF1, MED8"
"MED8, SNU114"
"MED8, TOR2"
"MED8, RSC4"
"BET3, MED8"
"DAD2, MED8"
"GRC3, MED8"
"MED8, PRP19"
"COF1, MED8"
"MED8, NOC3"
"MED8, SSL1"
"MED8, SPC3"
"MED8, SMC4"
"MED8, SEN2"
"CFT2, MED8"
"EMG1, MED8"
"MED8, NMT1"
"MED8, SEC13"
"MED8, UTP13"
"CDC42, MED8"
"GCD7, MED8"
"MED8, YHC1"
"MED8, STT4"
"MED8, RPP0"
