1.110041365858965672e-02,3.840963123366236687e-03,3.970070276409387589e-03,9.179751873016357422e-01
3.638278626437698154e-03,3.295559668913483620e-03,3.359313355758786201e-03,9.315260052680969238e-01
3.025421757151239635e-03,2.575429622083902359e-03,2.588041592389345169e-03,9.453092217445373535e-01
2.493861449849126694e-03,2.360008191317319870e-03,2.366011962294578552e-03,9.529982805252075195e-01
2.252241159190556882e-03,2.182079013437032700e-03,2.142639597877860069e-03,9.557815194129943848e-01
2.119203567937282765e-03,2.090641995891928673e-03,2.069922629743814468e-03,9.562089443206787109e-01
1.946430763096681626e-03,2.074450021609663963e-03,2.025106223300099373e-03,9.568380713462829590e-01
1.904349868917571634e-03,2.378434408456087112e-03,2.281470689922571182e-03,9.582522511482238770e-01
1.993261128830324524e-03,2.109798369929194450e-03,2.016026293858885765e-03,9.579304456710815430e-01
1.809411004485030321e-03,1.989424461498856544e-03,1.904129865579307079e-03,9.595893025398254395e-01
1.803905703958922149e-03,1.940455986186861992e-03,1.828508567996323109e-03,9.611561894416809082e-01
1.667105700055669356e-03,1.792607479728758335e-03,1.684234244748950005e-03,9.647598862648010254e-01
1.663749071303754958e-03,1.783640705980360508e-03,1.675597741268575191e-03,9.650448560714721680e-01
1.580787431781313342e-03,1.915270695462822914e-03,1.794859301298856735e-03,9.620628356933593750e-01
1.541669159944701432e-03,1.765790861099958420e-03,1.643808092921972275e-03,9.670322537422180176e-01
1.522734031979260799e-03,1.694255392067134380e-03,1.587907085195183754e-03,9.660788774490356445e-01
1.510273107643505348e-03,1.834482187405228615e-03,1.738565275445580482e-03,9.633858203887939453e-01
1.475270773101198824e-03,1.760701299645006657e-03,1.593726454302668571e-03,9.677585363388061523e-01
1.457153938827104910e-03,1.756029436364769936e-03,1.621607458218932152e-03,9.659491777420043945e-01
1.415834836162892761e-03,1.812317757867276669e-03,1.642443356104195118e-03,9.659090638160705566e-01
1.376444541217227173e-03,1.672687474638223648e-03,1.505096792243421078e-03,9.690350890159606934e-01
1.354442837847662749e-03,1.697323517873883247e-03,1.542534679174423218e-03,9.678851962089538574e-01
1.315561119866158262e-03,1.734063145704567432e-03,1.617830246686935425e-03,9.659239649772644043e-01
1.295149664760434196e-03,1.673447666689753532e-03,1.548318308778107166e-03,9.670829176902770996e-01
1.303557656605594875e-03,1.573825371451675892e-03,1.425758120603859425e-03,9.700481891632080078e-01
1.276639512174629733e-03,1.708644442260265350e-03,1.530013163574039936e-03,9.694378972053527832e-01
1.322644342352369967e-03,1.620866823941469193e-03,1.435690908692777157e-03,9.707914590835571289e-01
1.262774995744361459e-03,1.604098011739552021e-03,1.444664667360484600e-03,9.696364998817443848e-01
1.288673249239634085e-03,1.642702962271869183e-03,1.513900933787226677e-03,9.677006006240844727e-01
1.233727344411558301e-03,1.622447860427200794e-03,1.460450352169573307e-03,9.696775674819946289e-01
1.227338383822435767e-03,1.561289420351386070e-03,1.399333123117685318e-03,9.707487821578979492e-01
1.220656541408970909e-03,1.538507989607751369e-03,1.381199574097990990e-03,9.711068272590637207e-01
1.197110240380944894e-03,1.637219451367855072e-03,1.454053330235183239e-03,9.706824421882629395e-01
1.176655543219697281e-03,1.637975103221833706e-03,1.484818058088421822e-03,9.691022038459777832e-01
1.202422089824852066e-03,1.515836571343243122e-03,1.361549948342144489e-03,9.714040756225585938e-01
1.169569454006185588e-03,1.615519286133348942e-03,1.428991556167602539e-03,9.701100587844848633e-01
1.191102101750272793e-03,1.613936736248433590e-03,1.456252532079815865e-03,9.701614975929260254e-01
1.198483950325420974e-03,1.533652190119028091e-03,1.384547329507768154e-03,9.709234833717346191e-01
1.162856725776301994e-03,1.577646355144679546e-03,1.409504213370382786e-03,9.707727432250976562e-01
1.139500195443231148e-03,1.551147201098501682e-03,1.386645482853055000e-03,9.711087942123413086e-01
1.109658948345375882e-03,1.607909565791487694e-03,1.446931273676455021e-03,9.701293110847473145e-01
1.128969737744358074e-03,1.566727412864565849e-03,1.423141104169189930e-03,9.699854850769042969e-01
1.118562067443105816e-03,1.481706509366631508e-03,1.336731947958469391e-03,9.717339873313903809e-01
1.130418684832485646e-03,1.500441809184849262e-03,1.336447079665958881e-03,9.719106554985046387e-01
1.106533248925448435e-03,1.508106943219900131e-03,1.343831419944763184e-03,9.724360108375549316e-01
1.111773296309235973e-03,1.467757858335971832e-03,1.309890067204833031e-03,9.728658795356750488e-01
1.134623695231442046e-03,1.493190182372927666e-03,1.345715369097888470e-03,9.716564416885375977e-01
1.112898612960374701e-03,1.488966750912368298e-03,1.339705195277929306e-03,9.718171954154968262e-01
1.101100048981607004e-03,1.437888131476938725e-03,1.285587088204920292e-03,9.730488061904907227e-01
