"fpr","tpr","cutoff"
0,0,0.0679816756161134
7.93251272018077e-08,0,0.0573543451438159
1.58650254403615e-07,0,0.0569761483281211
2.37975381605423e-07,0,0.0513035111661151
3.17300508807231e-07,0,0.0467029986892049
3.96625636009039e-07,0,0.0421261706158343
4.75950763210846e-07,0,0.0398559298442118
5.55275890412654e-07,0,0.0364511340618618
6.34601017614462e-07,0,0.0359420645110156
7.13926144816269e-07,0,0.0358213205064465
7.93251272018077e-07,0,0.0340508544358619
8.72576399219885e-07,0,0.0336397205330187
9.51901526421693e-07,0,0.0331856871826759
1.0312266536235e-06,0,0.0321788537869335
1.11055178082531e-06,0,0.0317894292348291
1.18987690802712e-06,0,0.0310280374085673
1.26920203522892e-06,0,0.0306170433441756
1.34852716243073e-06,0,0.0304970671298887
1.42785228963254e-06,0,0.0303848776171295
1.50717741683435e-06,0,0.0300873710198803
1.58650254403615e-06,0,0.0300463870609822
1.66582767123796e-06,0,0.02797596082927
1.74515279843977e-06,0,0.0279394315879172
1.82447792564158e-06,0,0.0278882571887099
1.90380305284339e-06,0,0.0261722442527601
1.98312818004519e-06,0,0.0252218618698063
2.062453307247e-06,0,0.0246094369171317
2.14177843444881e-06,0,0.0245914098297268
2.22110356165062e-06,0,0.0244889970729071
2.30042868885242e-06,0,0.0239106024443773
2.37975381605423e-06,0,0.0238586472392988
2.45907894325604e-06,0,0.0238088875294981
2.53840407045785e-06,0,0.0237218361849038
2.61772919765965e-06,0,0.0234706889971252
2.69705432486146e-06,0,0.0234458619996065
2.77637945206327e-06,0,0.0232316983983229
2.85570457926508e-06,0,0.023224951653526
2.93502970646689e-06,0,0.0228907757113607
3.01435483366869e-06,0,0.0228128240722898
3.0936799608705e-06,0,0.0227631143793045
3.17300508807231e-06,0,0.0226355967765946
3.25233021527412e-06,0,0.0225920946701611
3.33165534247592e-06,0,0.0225043466902534
3.41098046967773e-06,0,0.0221644309897768
3.49030559687954e-06,0,0.0221333479580106
3.56963072408135e-06,0,0.0220805608967828
3.64895585128316e-06,0,0.0219533262019555
3.72828097848496e-06,0,0.0217490254907843
3.80760610568677e-06,0,0.0217070880624746
3.88693123288858e-06,0,0.0215799443043102
3.96625636009039e-06,0,0.0214027956639514
4.04558148729219e-06,0,0.021333245273224
4.124906614494e-06,0,0.0211867432480427
4.20423174169581e-06,0,0.0205966437531367
4.28355686889762e-06,0,0.0205952026908906
4.36288199609943e-06,0,0.0205414370502628
4.44220712330123e-06,0,0.0204580604442552
4.52153225050304e-06,0,0.0203880703908084
4.60085737770485e-06,0,0.0203713208922395
4.68018250490666e-06,0,0.0202194691735837
4.75950763210846e-06,0,0.020078370885761
4.83883275931027e-06,0,0.0199843224713137
4.91815788651208e-06,0,0.0199826518468613
4.99748301371389e-06,0,0.0198183814861644
5.07680814091569e-06,0,0.0197203131088826
5.1561332681175e-06,0,0.0197034247983227
5.23545839531931e-06,0,0.0195839038819093
5.31478352252112e-06,0,0.0194901364774
5.39410864972292e-06,0,0.0193900804561441
5.47343377692473e-06,0,0.0193713999206164
5.55275890412654e-06,0,0.0193450485697269
5.63208403132835e-06,0,0.0193284702151916
5.71140915853016e-06,0,0.01914288174212
5.79073428573196e-06,0,0.0190852253458761
5.87005941293377e-06,0,0.0190686547423635
5.94938454013558e-06,0,0.0190406187265998
6.02870966733739e-06,0,0.0187782283133759
6.10803479453919e-06,0,0.0186084857569694
6.187359921741e-06,0,0.0185142346328271
6.26668504894281e-06,0,0.0184782397539435
6.34601017614462e-06,0,0.0184699849701362
6.42533530334643e-06,0,0.0184099400906588
6.50466043054823e-06,0,0.0184068691577197
6.58398555775004e-06,0,0.0183963407510263
6.66331068495185e-06,0,0.0183361636975005
6.74263581215366e-06,0,0.0183149028698058
6.82196093935546e-06,0,0.0182843885790383
6.90128606655727e-06,0,0.0182799500684109
6.98061119375908e-06,0,0.0182216862400872
7.05993632096089e-06,0,0.0180862784804013
7.1392614481627e-06,0,0.0180211216979198
7.2185865753645e-06,0,0.0179371584125264
7.29791170256631e-06,0,0.0178717111275755
7.37723682976812e-06,0,0.0178502071872466
7.45656195696993e-06,0,0.017818050289206
7.53588708417173e-06,0,0.0177579004182632
7.61521221137354e-06,0,0.01759736228686
7.69453733857535e-06,0,0.0174610001436418
7.77386246577716e-06,0,0.0173857331392889
7.85318759297896e-06,0,0.017372352433965
7.93251272018077e-06,0,0.0173429808467943
8.01183784738258e-06,0,0.0173044157385362
8.09116297458439e-06,0,0.0172900895188237
8.1704881017862e-06,0,0.0172354054898463
8.249813228988e-06,0,0.0172326482725447
8.32913835618981e-06,0,0.0171990631500647
8.40846348339162e-06,0,0.0171764620309835
8.48778861059343e-06,0,0.0171703118890098
8.56711373779524e-06,0,0.0171646574542042
8.64643886499704e-06,0,0.0171318530280157
8.72576399219885e-06,0,0.0171216922344689
8.80508911940066e-06,0,0.0170994847332783
8.88441424660247e-06,0,0.0170228451224926
8.96373937380427e-06,0,0.0169945750656767
9.04306450100608e-06,0,0.0169288679134294
9.12238962820789e-06,0,0.0169260260992165
9.2017147554097e-06,0,0.0169214553778438
9.2810398826115e-06,0,0.0169178844285774
9.36036500981331e-06,0,0.0169061173637924
9.43969013701512e-06,0,0.0168079366421804
9.51901526421693e-06,0,0.0167792485039173
9.59834039141873e-06,0,0.0167735490411401
9.67766551862054e-06,0,0.0166760296413221
9.75699064582235e-06,0,0.0166492851753534
9.83631577302416e-06,0,0.0166402013463267
9.91564090022597e-06,0,0.0166315980523201
9.99496602742777e-06,0,0.0165968753074334
1.00742911546296e-05,0,0.0165953215744229
1.01536162818314e-05,0,0.0165929954264936
1.02329414090332e-05,0,0.0165642800655651
1.0312266536235e-05,0,0.016558540277504
1.03915916634368e-05,0,0.0165212900512248
1.04709167906386e-05,0,0.0164565262944737
1.05502419178404e-05,0,0.0164057666111712
1.06295670450422e-05,0,0.0163955435959699
1.0708892172244e-05,0,0.0163636100073439
1.07882172994458e-05,0,0.0163353616965168
1.08675424266477e-05,0,0.0162449435689935
1.09468675538495e-05,0,0.0162225182972976
1.10261926810513e-05,0,0.0162141660237792
1.11055178082531e-05,0,0.016193871396102
1.11848429354549e-05,0,0.0161728616489702
1.12641680626567e-05,0,0.0160915297002953
1.13434931898585e-05,0,0.0160591760108816
