<<<<<<< HEAD
9.398683160543441772e-02
-5.671992152929306030e-02
1.859800145030021667e-02
-8.209134452044963837e-03
-4.837718233466148376e-02
3.117157705128192902e-02
-1.495820935815572739e-02
6.447915732860565186e-02
-4.337441548705101013e-02
-3.091595508158206940e-02
-5.244258046150207520e-02
2.995565906167030334e-02
-7.062581926584243774e-02
6.491274386644363403e-02
3.596236556768417358e-02
6.810595095157623291e-02
2.917715907096862793e-02
1.147107034921646118e-01
5.223486199975013733e-02
5.149603262543678284e-02
-8.831005543470382690e-03
2.292898483574390411e-03
3.858291357755661011e-02
-5.966183543205261230e-02
9.601331502199172974e-02
-2.610470354557037354e-02
-3.905322402715682983e-02
-6.583905965089797974e-02
-5.021131411194801331e-02
8.878246694803237915e-02
-4.343643039464950562e-02
1.335914898663759232e-02
-2.719830907881259918e-02
-3.899464150890707970e-03
-6.388657540082931519e-02
4.881415981799364090e-03
2.361778356134891510e-02
9.974154084920883179e-02
8.723865449428558350e-02
9.384303539991378784e-02
6.367354094982147217e-02
1.140482127666473389e-01
-1.648855581879615784e-02
3.216489451006054878e-03
-6.766180694103240967e-02
6.491673737764358521e-02
4.183842614293098450e-02
1.676430925726890564e-02
1.114024221897125244e-01
1.254734694957733154e-01
-2.002299204468727112e-02
-8.026923984289169312e-02
2.289129048585891724e-02
-4.267556592822074890e-02
-3.847254440188407898e-02
-1.716962456703186035e-02
-1.788009889423847198e-02
4.170858487486839294e-02
8.555573970079421997e-02
-6.546666473150253296e-02
3.101703524589538574e-02
1.066733896732330322e-01
-6.460432708263397217e-02
8.416210860013961792e-02
8.405440300703048706e-02
-4.621184989809989929e-02
6.327020376920700073e-02
2.899193018674850464e-02
-2.734898962080478668e-02
5.963145755231380463e-03
9.569331258535385132e-02
-4.197630286216735840e-02
-1.508944761008024216e-02
-1.711189374327659607e-02
-3.068616241216659546e-02
5.661264434456825256e-02
9.393637627363204956e-02
3.889497742056846619e-02
2.733555063605308533e-02
-3.800960257649421692e-02
2.426534518599510193e-02
-4.424557834863662720e-02
3.031755238771438599e-02
7.235392928123474121e-02
-1.403473131358623505e-02
4.208925738930702209e-02
-5.055930092930793762e-02
-7.135163247585296631e-02
9.203747659921646118e-02
-5.188302695751190186e-02
-1.630484871566295624e-02
1.037261486053466797e-01
6.937646120786666870e-02
-6.416869908571243286e-02
-5.476246029138565063e-02
-7.268550246953964233e-02
-4.634248465299606323e-02
6.295959651470184326e-02
-2.034961804747581482e-02
-3.484599292278289795e-02
-8.166188001632690430e-02
-1.464098319411277771e-02
-9.799934923648834229e-03
3.954298049211502075e-02
4.775301367044448853e-02
1.047432050108909607e-01
-6.902169436216354370e-03
3.150695562362670898e-02
-2.722690254449844360e-02
1.072243377566337585e-01
1.339099705219268799e-01
4.509834200143814087e-02
1.274831499904394150e-02
3.773838654160499573e-02
3.421590477228164673e-02
-1.963025704026222229e-02
7.012926042079925537e-02
-1.628085225820541382e-02
1.036999225616455078e-01
-3.441828116774559021e-02
6.613095849752426147e-02
-1.978402025997638702e-02
-4.352803528308868408e-02
3.253530338406562805e-02
-4.822036996483802795e-02
4.853823408484458923e-02
3.009018301963806152e-02
1.107445657253265381e-01
2.378240041434764862e-02
4.881539195775985718e-02
1.039104070514440536e-02
-6.237822771072387695e-02
2.347243390977382660e-02
6.333516538143157959e-02
8.905610442161560059e-02
8.190415799617767334e-02
1.055928617715835571e-01
2.483659051358699799e-02
1.033837050199508667e-01
6.446715444326400757e-02
2.093417802825570107e-03
-3.175324946641921997e-02
3.141129855066537857e-04
-3.916468005627393723e-03
-7.894644141197204590e-02
-2.167700789868831635e-02
4.602759703993797302e-02
-2.916814014315605164e-02
1.799999549984931946e-02
-1.091901492327451706e-02
6.932040303945541382e-02
-6.281309574842453003e-02
7.586749643087387085e-02
2.445701323449611664e-02
1.019591018557548523e-01
1.138368248939514160e-01
-5.361414328217506409e-02
-5.166901391930878162e-04
-6.162903457880020142e-02
1.123406440019607544e-01
8.109042793512344360e-02
-1.810484565794467926e-02
3.660913556814193726e-02
-7.365793571807444096e-04
3.337451443076133728e-02
4.228713363409042358e-02
9.253825247287750244e-02
4.586444795131683350e-02
7.699844986200332642e-02
-6.264399737119674683e-03
8.405002951622009277e-02
-4.773195832967758179e-02
-6.357164680957794189e-02
5.793872848153114319e-02
6.340958178043365479e-02
9.643806517124176025e-02
-7.185475528240203857e-02
2.971794921904802322e-03
2.436333335936069489e-02
5.773533880710601807e-02
-3.657275438308715820e-02
8.878315985202789307e-02
-6.847146898508071899e-02
-4.271895810961723328e-02
5.262429639697074890e-02
1.092519238591194153e-01
-6.447505205869674683e-02
-5.694854259490966797e-02
7.826709188520908356e-03
-6.229382380843162537e-02
-7.608433067798614502e-02
-4.611025564372539520e-03
6.750281900167465210e-02
6.733643240295350552e-04
9.665545821189880371e-02
-2.292473800480365753e-02
5.245157517492771149e-03
-8.799506351351737976e-03
6.539978086948394775e-02
4.214354231953620911e-02
-7.008468359708786011e-02
1.073669940233230591e-01
-6.043540313839912415e-02
1.162593737244606018e-01
-6.005249172449111938e-02
3.198346123099327087e-02
1.004252210259437561e-01
5.413843318819999695e-02
4.172613471746444702e-02
9.304283559322357178e-02
-2.494384162127971649e-02
-4.382948949933052063e-02
2.452495135366916656e-02
8.041705191135406494e-02
2.045011706650257111e-02
8.243995904922485352e-02
-8.263413608074188232e-02
-3.316444810479879379e-03
-2.009879052639007568e-02
-2.405074983835220337e-02
7.058932632207870483e-02
1.136838197708129883e-01
-6.021253392100334167e-02
-4.190587252378463745e-02
-3.202864900231361389e-02
6.748910248279571533e-02
9.640146791934967041e-02
-2.994338236749172211e-02
-4.341281950473785400e-02
-6.797648966312408447e-03
6.273017078638076782e-02
-5.883049964904785156e-02
3.946661576628684998e-02
4.944864660501480103e-02
-6.388533115386962891e-02
3.356321528553962708e-02
-2.717985399067401886e-02
7.453841716051101685e-02
2.863814309239387512e-02
7.276634871959686279e-02
-1.282620429992675781e-02
7.538483291864395142e-02
1.164862141013145447e-01
-1.037970278412103653e-02
-6.871968507766723633e-02
8.171818405389785767e-02
-3.506173193454742432e-02
1.961424946784973145e-02
-3.777712211012840271e-02
-1.795801334083080292e-02
8.243090473115444183e-03
1.385080278851091862e-03
8.081889152526855469e-02
9.943143278360366821e-02
9.379321336746215820e-02
9.749711304903030396e-02
-1.275506918318569660e-03
1.180271208286285400e-01
-4.858319088816642761e-02
1.066628023982048035e-01
5.113970115780830383e-02
-4.278857633471488953e-02
7.486195117235183716e-02
5.650490894913673401e-02
-5.402862280607223511e-02
-4.235078394412994385e-02
2.763323485851287842e-02
5.531549453735351562e-02
-1.226274762302637100e-02
-3.431493416428565979e-02
1.003543138504028320e-01
-6.980936229228973389e-02
6.544019281864166260e-02
3.697388619184494019e-02
-7.156963646411895752e-02
-2.916365861892700195e-02
-5.886502191424369812e-02
3.372949361801147461e-02
-7.564758509397506714e-02
3.059415891766548157e-02
-2.387980185449123383e-02
2.918459288775920868e-02
-1.738687977194786072e-02
3.733938187360763550e-02
-5.872305855154991150e-02
4.769451543688774109e-02
-7.738052308559417725e-02
5.836245417594909668e-02
9.045728296041488647e-02
1.224471628665924072e-02
9.979945421218872070e-02
-6.558681279420852661e-02
8.418114483356475830e-02
1.165326833724975586e-01
1.614862866699695587e-02
2.362299151718616486e-02
-1.710871048271656036e-02
-3.546907380223274231e-02
-5.522384122014045715e-02
-1.792687253328040242e-04
7.134696096181869507e-02
1.159165874123573303e-01
-6.946107745170593262e-02
-7.793138176202774048e-02
8.446703851222991943e-02
8.777043968439102173e-02
8.013835549354553223e-02
1.355171576142311096e-02
-1.433924119919538498e-02
1.084035336971282959e-01
-3.969711251556873322e-03
2.093478478491306305e-02
-3.644892573356628418e-02
2.615725994110107422e-02
9.378550201654434204e-02
7.506749778985977173e-02
5.205566808581352234e-02
-5.152951925992965698e-03
1.156016960740089417e-01
7.721734046936035156e-02
-2.089384198188781738e-02
4.512203112244606018e-02
6.711554713547229767e-03
7.339390367269515991e-02
-4.696589335799217224e-02
-3.659990802407264709e-02
3.133251098915934563e-03
1.127485483884811401e-01
-1.800661790184676647e-03
4.233461618423461914e-02
5.716386367566883564e-04
4.388284310698509216e-02
-4.587717726826667786e-02
4.076633974909782410e-02
1.453532138839364052e-03
7.881951332092285156e-02
8.316383510828018188e-02
7.449921965599060059e-02
