150,5,,,,,,,,,
-0.041775843,0.091051889,0.102829512,0.150008122,0.19686371,0.083708752,0.132232987,0.056633221,0.129787857,0.040820136,0.091137865
0.603674767,0.644574779,0.771805885,0.604200159,0.733605028,0.677682998,0.70071356,0.661520768,0.631709591,0.632288207,0.738666024
0.42209061,0.448604783,0.303886688,0.418294195,0.527608948,0.453488275,0.41131533,0.459005476,0.424515152,0.433196717,0.405693514
0.16842006,0.055267642,0.049487042,-0.026546801,0.12209548,-0.030136747,0.083172422,0.073931878,0.067739816,0.025895306,0.059653369
0.346444945,0.375501806,0.31798374,0.35292299,0.362757024,0.340133512,0.410451301,0.347070933,0.402796695,0.36766745,0.375098995
0.365438679,0.368963437,0.384243332,0.344539091,0.350208969,0.393033501,0.358388059,0.393294146,0.345762563,0.409177078,0.239856589
0.300472082,0.335976792,0.32745929,0.416841095,0.324981891,0.345284819,0.319749274,0.327993231,0.227426258,0.322273023,0.221408183
0.041173061,0.095815358,0.103988447,0.187573645,0.089143676,0.043207818,0.088645394,0.083903051,0.141162747,0.134362147,0.181155707
0.777417969,0.785339982,0.728102598,0.802849173,0.799979956,0.722528142,0.731816837,0.760292207,0.821966876,0.769308612,0.801360619
0.64150932,0.518263658,0.580704074,0.530073682,0.574708383,0.559186648,0.593531138,0.592416239,0.587713916,0.520326024,0.633415446
0.338706943,0.352734788,0.355145549,0.435869007,0.354754915,0.379124142,0.411783782,0.371277769,0.343466044,0.391454465,0.43515058
0.87464014,0.839713301,0.713091799,0.851889544,0.879959229,0.86605079,0.785973707,0.865145701,0.786365984,0.741733535,0.721613068
0.072385216,0.101143082,0.071371413,0.036270022,-0.004453889,0.043720715,0.074904225,0.058381668,0.037418338,0.121228995,0.025742139
0.534076465,0.488177477,0.533369603,0.644160371,0.625768373,0.504606801,0.503024574,0.548020166,0.616818169,0.583305032,0.603099809
0.434753147,0.446213311,0.425389474,0.347833385,0.42850206,0.379457058,0.335724074,0.441460784,0.385884566,0.45011406,0.404459148
0.31954658,0.339784468,0.299972552,0.368017411,0.372579512,0.429508513,0.364909153,0.4571363,0.357941506,0.366703513,0.341358343
0.149799611,0.081104014,0.045413115,0.100300273,0.158970082,0.152002407,0.1475456,0.14874232,0.140716339,0.194345419,0.144061896
0.399704172,0.453449537,0.412766681,0.444821172,0.448447816,0.381396794,0.373139756,0.484876,0.439995809,0.444909068,0.402898379
