"node","sample_1_tau_1","sample_2_tau_1","sample_3_tau_1","sample_1_tau_0.333333333333333","sample_2_tau_0.333333333333333","sample_3_tau_0.333333333333333","sample_1_tau_0.2","sample_2_tau_0.2","sample_3_tau_0.2","sample_1_tau_0.142857142857143","sample_2_tau_0.142857142857143","sample_3_tau_0.142857142857143","sample_1_tau_0.111111111111111","sample_2_tau_0.111111111111111","sample_3_tau_0.111111111111111","eqn"
"MAK10",0.527752900649501,0.428352606184121,0.463133550033342,0.423596137687787,0.422262987570082,0.675894754295954,0.423596137687787,0.422262987570082,0.675894754295954,0.517187450117482,0.329499311054381,0.490898653589401,0.517187450117482,0.329499311054381,0.490898653589401,"(((1 - 1 * fAct(SSN6_TUP1, 0.499472541641444, 1.32990386035526))) * 1 - 1 * MAK10) / 0.111111111111111"
"MDH3",0.693846638902995,0.552493477578114,0.79577508373453,0.696034017438944,0.623159840523168,0.860261057191448,0.696034017438944,0.623159840523168,0.860261057191448,0.736964465081613,0.745656859927963,0.734041543711851,0.736964465081613,0.745656859927963,0.734041543711851,"((1 * fAct(OAF1_PIP2, 0.4813782336656, 1.24786267793272)) * 1 - 1 * MDH3) / 0.111111111111111"
"MEI4",0.266592867287507,0.415468035043604,0.944020164906927,0.286161372929014,0.424771334234816,1.00323664283628,0.286161372929014,0.424771334234816,1.00323664283628,0.296865190080109,0.392351250742976,0.967573722316844,0.296865190080109,0.392351250742976,0.967573722316844,"(((1 - 1 * fAct(UME6, 0.517421908164397, 1.49119790770346))) * 1 - 1 * MEI4) / 0.111111111111111"
"MEK1",0.414259713139079,0.475690136872784,0.977708224595904,0.336564470758057,0.532637002375488,0.906267552056921,0.336564470758057,0.532637002375488,0.906267552056921,0.357003455133153,0.506584149703138,1.01062833168104,0.357003455133153,0.506584149703138,1.01062833168104,"(((1 - 1 * fAct(UME6, 0.593422585353255, 1.42304832168389))) * 1 - 1 * MEK1) / 0.111111111111111"
"MER1",0.965554955965695,1.03020257370832,1.05102924755403,0.957912852645394,0.924710760211891,0.987183415403078,0.957912852645394,0.924710760211891,0.987183415403078,1.08954063995356,0.953339689714276,0.95183417145409,1.08954063995356,0.953339689714276,0.95183417145409,"((((1 - 1 * fAct(UME6, 0.594636768568307, 1.36884241549531)) + 1 * fAct(IME1, 0.483421463146806, 1.65144028085284) - (1 - 1 * fAct(UME6, 0.594636768568307, 1.36884241549531)) * 1 * fAct(IME1, 0.483421463146806, 1.65144028085284))) * 1 - 1 * MER1) / 0.111111111111111"
"MSN1",0.376564091337215,0.329419674280848,0.417969844216407,0.497851461847453,0.370207394966399,0.375401297217854,0.497851461847453,0.370207394966399,0.375401297217854,0.413058060442362,0.379708496828796,0.450211699214297,0.413058060442362,0.379708496828796,0.450211699214297,"input gene"
"MUC1",0.0293003476322527,0.058307479189443,0.123229660104305,0.0361303658236911,-0.090451054021754,-0.0152205839698337,0.0361303658236911,-0.090451054021754,-0.0152205839698336,-0.125210738203907,0.045172406529583,0.084037001710599,-0.125210738203907,0.045172406529583,0.084037001710599,"((((1 * fAct(ASH1, 0.480847387388349, 1.67341822377872) * 1 * fAct(FLO8, 0.491261285636574, 1.06091551291524)) * 1 * fAct(MSN1, 0.407998458342627, 1.12209150854265))) * 1 - 1 * MUC1) / 0.111111111111111"
"OAF1",0.706961618755877,0.662958229277274,0.856303786625128,0.609431061019215,0.702128096931384,0.676083616110797,0.609431061019215,0.702128096931384,0.676083616110797,0.615573320431287,0.65224258194126,0.684670364596867,0.615573320431287,0.65224258194126,0.684670364596867,"((1 * fAct(OAF1_PIP2, 0.436625652108341, 1.51230524730403)) * 1 - 1 * OAF1) / 0.111111111111111"
"OAF1_PIP2",0.6588786144853,0.662720835177757,0.772529694906228,0.662909804716633,0.539507748530464,0.750335400960955,0.662909804716633,0.539507748530464,0.750335400960955,0.568382532738595,0.58426462029683,0.695956069813657,0.568382532738595,0.58426462029683,0.695956069813657,"input gene"
"OPI3",0.328490407142734,0.343772633362512,-0.00740145010210889,0.323918046127103,0.213650099865531,0.0564856661279097,0.323918046127103,0.213650099865531,0.0564856661279097,0.429878398250873,0.265382957604923,-0.0723746255442849,0.429878398250873,0.265382957604923,-0.0723746255442849,"(((1 * fAct(UME6, 0.584284936450422, 1.38982665349962) * 1 * fAct(INO2_INO4, 0.578246447257698, 1.33537901670206))) * 1 - 1 * OPI3) / 0.111111111111111"
"PCL2",0.341338237649827,0.0906690714960025,0.417467067309597,0.304947776033205,0.0358697186748924,0.430439984540986,0.304947776033205,0.0358697186748924,0.430439984540986,0.268812672440115,-0.0127688434440323,0.494254973872127,0.268812672440115,-0.0127688434440323,0.494254973872127,"((1 * fAct(SWI5, 0.41922167763114, 1.27623611006886)) * 1 - 1 * PCL2) / 0.111111111111111"
"PCL9",0.24157234111202,0.0183069279967128,0.456870685801305,0.310489942426821,-0.0506767855927267,0.463303989183939,0.310489942426821,-0.0506767855927267,0.463303989183939,0.340635764962566,-0.0473340650938048,0.445961253029393,0.340635764962566,-0.0473340650938048,0.445961253029393,"((1 * fAct(SWI5, 0.451558758877218, 1.50495819570497)) * 1 - 1 * PCL9) / 0.111111111111111"
"PEX1",0.475988497081802,0.638258756778081,0.958528958005941,0.611659348179765,0.652292375904278,0.920094113369118,0.611659348179765,0.652292375904278,0.920094113369118,0.628678697286303,0.618038769990044,0.971066541472884,0.628678697286303,0.618038769990044,0.971066541472884,"((((1 - 1 * fAct(UME6, 0.490809950511903, 1.363076088659)) + 1 * fAct(ADR1, 0.442874150490388, 1.64270305390004) - (1 - 1 * fAct(UME6, 0.490809950511903, 1.363076088659)) * 1 * fAct(ADR1, 0.442874150490388, 1.64270305390004))) * 1 - 1 * PEX1) / 0.111111111111111"
"PEX11",0.523354591498892,0.477313914596739,0.559116023300622,0.560796209030672,0.540260607282422,0.630695484239309,0.560796209030672,0.540260607282422,0.630695484239309,0.582857571419593,0.498401094986861,0.65339073891409,0.582857571419593,0.498401094986861,0.65339073891409,"((1 * fAct(OAF1_PIP2, 0.591948361508548, 1.41724147314439)) * 1 - 1 * PEX11) / 0.111111111111111"
"PEX5",0.733426565819266,0.665793783359764,0.736062321383406,0.750792560341253,0.565798139725565,0.686273507281969,0.750792560341253,0.565798139725565,0.686273507281969,0.674004553332999,0.509855585266909,0.666333223418479,0.674004553332999,0.509855585266909,0.666333223418479,"((1 * fAct(OAF1_PIP2, 0.539596153888851, 1.40197092766874)) * 1 - 1 * PEX5) / 0.111111111111111"
"PGI1",0.745509814083332,0.30642999459397,0.474623831332766,0.745699016788751,0.361673297081753,0.513333486844643,0.745699016788751,0.361673297081753,0.513333486844643,0.726362917602102,0.320978767826033,0.543326513791739,0.726362917602102,0.320978767826033,0.543326513791739,"((1 * fAct(GCR1_GCR2, 0.568674191087484, 1.68438596637454)) * 1 - 1 * PGI1) / 0.111111111111111"
"PGM1",0.926923511571122,0.511534717794371,0.697064169871418,0.825988551303535,0.51965123681075,0.686464153764109,0.825988551303535,0.51965123681075,0.686464153764109,0.943465809302263,0.488756838141316,0.709465393085458,0.943465809302263,0.488756838141316,0.709465393085458,"((1 * fAct(GCR1_GCR2, 0.409053773526102, 1.53037007580977)) * 1 - 1 * PGM1) / 0.111111111111111"
"PGS1",0.862793795025024,0.668732305521454,-0.10645009947998,0.844737558204098,0.772318867428731,0.065986438405729,0.844737558204098,0.772318867428731,0.065986438405729,0.752403096132718,0.708524504189053,-0.026908064094141,0.752403096132718,0.708524504189053,-0.026908064094141,"((1 * fAct(INO2_INO4, 0.402858402533457, 1.28875097826822)) * 1 - 1 * PGS1) / 0.111111111111111"
"PHO23",0.101490536813071,0.540514484890936,0.542606589195349,0.0793685299263374,0.650921553311266,0.440442272376754,0.0793685299263374,0.650921553311266,0.440442272376754,0.0702926629378354,0.658581127309897,0.59391112392719,0.0702926629378354,0.658581127309897,0.59391112392719,"input gene"
"PHO3",0.696760567084027,0.646156548619644,0.566407146340203,0.754250583646124,0.636667886316375,0.714761832012983,0.754250583646124,0.636667886316375,0.714761832012983,0.873467239172732,0.662144717140471,0.71771473011416,0.873467239172732,0.662144717140471,0.71771473011416,"(((1 - 1 * fAct(HDA1, 0.551735329534858, 1.69774222216103))) * 1 - 1 * PHO3) / 0.111111111111111"
"PHO5",0.218142255803228,0.0742012153777305,0.0283151114779208,0.161614650449223,-0.0310128260435869,0.0647833993038249,0.161614650449223,-0.0310128260435869,0.0647833993038249,0.0829516554054171,0.00279513135587673,0.006102034951055,0.0829516554054171,0.00279513135587673,0.006102034951055,"(((((1 * fAct(INO2, 0.420903363404796, 1.69715079833521) * 1 * fAct(SIN3, 0.44633559496142, 1.42838074124651)) * 1 * fAct(SPT21, 0.553373298048973, 1.09651125783799)) * ((1 - 1 * fAct(HDA1, 0.583693846128881, 1.64510166301625)) + (1 - 1 * fAct(PHO23, 0.582004735199735, 1.04974371142685)) - (1 - 1 * fAct(HDA1, 0.583693846128881, 1.64510166301625)) * (1 - 1 * fAct(PHO23, 0.582004735199735, 1.04974371142685))))) * 1 - 1 * PHO5) / 0.111111111111111"
"PMA1",0.169488147683737,-0.0306506904930522,-0.00378557953000966,0.248610192196195,0.100976071025561,0.021937952294614,0.248610192196195,0.100976071025561,0.021937952294614,0.186261244862165,0.0121741378415919,0.00760729555990359,0.186261244862165,0.0121741378415919,0.0076072955599036,"(((1 * fAct(RAP1, 0.53579562860541, 1.56341826157179) * 1 * fAct(INO2, 0.41329901474528, 1.16174585264176))) * 1 - 1 * PMA1) / 0.111111111111111"
"POP2",0.553196912255149,0.347839574815925,0.426212419963175,0.447876428515891,0.417537258104745,0.449795575643527,0.447876428515891,0.417537258104745,0.449795575643527,0.406121563584964,0.376403950628608,0.489904799799618,0.406121563584964,0.376403950628608,0.489904799799618,"input gene"
"POT1",0.341399096582634,0.372465669494963,1.01974342034733,0.305980487750593,0.419634240593442,0.970381009373863,0.305980487750593,0.419634240593442,0.970381009373863,0.29947420709089,0.466889274630081,0.936731806501333,0.29947420709089,0.466889274630081,0.936731806501333,"((((1 - 1 * fAct(UME6, 0.522948080068454, 1.03592363844626)) + ((1 * fAct(ABF1, 0.492779513634741, 1.36565881768474) * 1 * fAct(ADR1, 0.411837198305875, 1.62660089577781)) * 1 * fAct(OAF1_PIP2, 0.459243218461052, 1.52624416666105)) - (1 - 1 * fAct(UME6, 0.522948080068454, 1.03592363844626)) * ((1 * fAct(ABF1, 0.492779513634741, 1.36565881768474) * 1 * fAct(ADR1, 0.411837198305875, 1.62660089577781)) * 1 * fAct(OAF1_PIP2, 0.459243218461052, 1.52624416666105)))) * 1 - 1 * POT1) / 0.111111111111111"
"POX1",0.883497232365631,0.830603274978181,0.997078241475124,0.888462890335083,0.892932749733801,1.00695910223691,0.888462890335083,0.892932749733801,1.00695910223691,0.916485774770734,0.890727977271647,0.984759929916098,0.916485774770734,0.890727977271647,0.984759929916098,"((((1 - 1 * fAct(UME6, 0.590189054096118, 1.3729468732723)) + 1 * fAct(OAF1_PIP2, 0.453747838363051, 1.65742044569924) - (1 - 1 * fAct(UME6, 0.590189054096118, 1.3729468732723)) * 1 * fAct(OAF1_PIP2, 0.453747838363051, 1.65742044569924))) * 1 - 1 * POX1) / 0.111111111111111"
"PRB1",0.825282907638047,0.629401173523135,0.921168433650582,0.833341135484341,0.623329201132213,0.926830678419522,0.833341135484341,0.623329201132213,0.926830678419522,0.919653621035436,0.707369989284298,0.999810775142466,0.919653621035436,0.707369989284298,0.999810775142466,"((((1 - 1 * fAct(SNF2, 0.527552248025313, 1.61913924964843)) + (1 - 1 * fAct(SNF5, 0.48346848138608, 1.63616459897486)) - (1 - 1 * fAct(SNF2, 0.527552248025313, 1.61913924964843)) * (1 - 1 * fAct(SNF5, 0.48346848138608, 1.63616459897486)))) * 1 - 1 * PRB1) / 0.111111111111111"
"PSD1",0.58604896347298,0.461173951872803,-0.020395309406869,0.552426678909669,0.499540022188594,0.17318211440806,0.552426678909669,0.499540022188594,0.17318211440806,0.661961485208317,0.403432111403726,-0.0469776547450607,0.661961485208317,0.403432111403726,-0.0469776547450607,"((1 * fAct(INO2_INO4, 0.589537844015285, 1.27376169740921)) * 1 - 1 * PSD1) / 0.111111111111111"
"PXA1",0.758747992006918,0.618318469675868,0.689679111838818,0.700413558561835,0.567636202073803,0.675992761418431,0.700413558561835,0.567636202073803,0.675992761418431,0.523470034857712,0.578390560468713,0.618458482549186,0.523470034857712,0.578390560468713,0.618458482549186,"((1 * fAct(OAF1_PIP2, 0.595985570596531, 1.58610020938795)) * 1 - 1 * PXA1) / 0.111111111111111"
"PXA2",0.55082151642303,0.59106897387567,0.738684291523176,0.712270170385419,0.590038303724378,0.614218726897243,0.712270170385419,0.590038303724378,0.614218726897243,0.743501520782527,0.558228344119114,0.742579813144447,0.743501520782527,0.558228344119114,0.742579813144447,"((1 * fAct(OAF1_PIP2, 0.529771753121167, 1.18638812867925)) * 1 - 1 * PXA2) / 0.111111111111111"
"QDR1",0.860282315608045,0.595705402043567,0.838686390391305,0.833208260772282,0.687983513810412,0.823970966233346,0.833208260772282,0.687983513810412,0.823970966233346,0.824681985820864,0.619870961209044,0.900493620967594,0.824681985820864,0.619870961209044,0.900493620967594,"((1 * fAct(OAF1, 0.481157129397616, 1.50429117638152)) * 1 - 1 * QDR1) / 0.111111111111111"
"RAP1",0.400923628555523,0.00951242699130186,0.557551506971192,0.396958791174787,0.123000472335684,0.575789251462919,0.396958791174787,0.123000472335684,0.575789251462919,0.398334278419066,-0.00602706921709788,0.567889344713777,0.398334278419066,-0.00602706921709788,0.567889344713777,"((1 * fAct(REB1, 0.462007714761421, 1.13383207421284)) * 1 - 1 * RAP1) / 0.111111111111111"
"REB1",0.38539460000573,0.0181400185040393,0.522301398400901,0.431716304972982,0.0492450421183454,0.549293894927928,0.431716304972982,0.0492450421183454,0.549293894927928,0.361024068027685,0.0625605045620674,0.536163177297454,0.361024068027685,0.0625605045620674,0.536163177297454,"input gene"
