"from","to","activation","EC50","n","to_withhold"
"ABF1","ACS1",TRUE,0.517533810576424,1.67893487344496,TRUE
"ABF1","DED1",TRUE,0.46934065753594,1.73848384496057,TRUE
"ABF1","PGK1",TRUE,0.550187340704724,1.62763780919136,TRUE
"ABF1","POT1",TRUE,0.549536385200918,1.53243530431297,TRUE
"ADR1","GUT1",TRUE,0.555187552282587,1.44563343597343,TRUE
"ADR1","PEX1",TRUE,0.571880422951654,1.55018635444343,TRUE
"ASH1","MUC1",TRUE,0.593318044999614,1.69759435894899,TRUE
"CAF16","ADH1",FALSE,0.535577893117443,1.60485587680014,TRUE
"CAF4","ADH1",FALSE,0.588922777073458,1.6974156131479,TRUE
"CBF1","MET14",TRUE,0.527610241947696,1.52466199689312,TRUE
"CBF1","MET28",FALSE,0.458249124791473,1.76920877480181,TRUE
"CBF1","QCR8",FALSE,0.434469830803573,1.44773564741481,TRUE
"CDC36","FUS1",FALSE,0.588340859021991,1.50772969665006,TRUE
"CDC50","CYC1",FALSE,0.51277564172633,1.77556297445204,TRUE
"CIN5","ENA1",TRUE,0.498524105316028,1.73868147648871,TRUE
"CRZ1","ENA1",TRUE,0.483934285957366,1.53605579225346,TRUE
"CRZ1","GSC2",TRUE,0.43576959464699,1.63007832046133,TRUE
"CUP2","SOD1",TRUE,0.581752211088315,1.46693789524259,TRUE
"DAL80","CAN1",FALSE,0.560438364930451,1.64624721780187,TRUE
"DAL80","DAL4",FALSE,0.556372108450159,1.77149389975704,TRUE
"DAL80","DUR1",FALSE,0.563223148789257,1.78673752973555,TRUE
"DAL80","UGA1",FALSE,0.437908331863582,1.74653528818861,TRUE
"DAL80_GZF3","DAL80",FALSE,0.561402943590656,1.61334311592625,TRUE
"DAL80_GZF3","GAP1",FALSE,0.48897606190294,1.6248493623035,TRUE
"FLO8","STA1",TRUE,0.503233203338459,1.67806940210285,TRUE
"GAL11","GAL7",TRUE,0.476064180303365,1.41884606519015,TRUE
"GAL4","LAP3",TRUE,0.464379365742207,1.71563030473655,TRUE
"GLN3","ASP3A",TRUE,0.408009846461937,1.60903181864182,TRUE
"GLN3","DAL3",TRUE,0.491238882951438,1.61678826209391,TRUE
"GLN3","DAL5",TRUE,0.582613451266661,1.606661532172,TRUE
"GLN3","DAL80",TRUE,0.41631777798757,1.72708278447855,TRUE
"GLN3","FUR4",TRUE,0.516155890002847,1.57518629871774,TRUE
"GLN3","PRB1",TRUE,0.524358567176387,1.63656924455427,TRUE
"GLN3","UGA1",TRUE,0.542208046233281,1.46223646323429,TRUE
"HAP1","CTT1",TRUE,0.44779646685347,1.62881499822252,TRUE
"HAP1","CYC1",TRUE,0.412160876579583,1.68932208231185,TRUE
"HAP1","CYC7",TRUE,0.53895133016631,1.46507013427792,TRUE
"HAP1","ERG11",TRUE,0.525932404445484,1.41774275375763,TRUE
"HAP1","SOD2",TRUE,0.472018737113103,1.55663119447185,TRUE
"HAP2","AAC1",TRUE,0.578394719585776,1.70627766615013,TRUE
"HDA1","INH1",FALSE,0.470161508116871,1.5537165259989,TRUE
"IME1","IME2",TRUE,0.54769576783292,1.72955088614253,TRUE
"INO2","ACC1",TRUE,0.58981115790084,1.41519023192581,TRUE
"INO2_INO4","CDS1",TRUE,0.497922166017815,1.55734307377599,TRUE
"INO2_INO4","CHO2",TRUE,0.510921343788505,1.57494890232803,TRUE
"INO2_INO4","FAS2",TRUE,0.457536624697968,1.61177660816815,TRUE
"INO2_INO4","HNM1",TRUE,0.583699727058411,1.40978494388284,TRUE
"INO2_INO4","INO2",TRUE,0.579065960878506,1.46183082838776,TRUE
"INO2_INO4","OPI3",TRUE,0.417925903201103,1.6076971108024,TRUE
"INO2_INO4","PGS1",TRUE,0.540327547164634,1.39769279235275,TRUE
"INO2_INO4","PSD1",TRUE,0.576146411523223,1.64573253930779,TRUE
"LEU3","ILV1",TRUE,0.407915023248643,1.65721884750528,TRUE
"LEU3","ILV5",TRUE,0.43164299055934,1.39114502368961,TRUE
"MCM1","CAR1",TRUE,0.469484699051827,1.62280210760422,TRUE
"MCM1","CLB1",TRUE,0.427822455437854,1.72391590089072,TRUE
"MET4","MET14",TRUE,0.442849988210946,1.6755229503219,TRUE
"MET4","MET16",TRUE,0.416068752575666,1.44307803008705,TRUE
"MET4","MET17",TRUE,0.420327959489077,1.79761512562865,TRUE
"MET4","MET6",TRUE,0.447977079311386,1.41988191158744,TRUE
"MSN1","MUC1",TRUE,0.444921590434387,1.73742535063997,TRUE
"NRG1","STA1",FALSE,0.52672701231204,1.6949591656914,TRUE
"PHO2","FLO1",FALSE,0.583596106059849,1.66764885764336,TRUE
"PHO2","PHO11",TRUE,0.481547116907313,1.55861980411923,TRUE
"PHO2","PHO8",TRUE,0.482211508601904,1.65073146967683,TRUE
"PHO2","PHO81",TRUE,0.40038279555738,1.63201245334232,TRUE
"PHO2","TRP4",TRUE,0.587416285416111,1.42991661924403,TRUE
"RAP1","ADH1",TRUE,0.445904183667153,1.56500755796675,TRUE
"RAP1","PMA1",TRUE,0.417747579794377,1.3970037820586,TRUE
"RAP1","RPL19B",FALSE,0.400890872068703,1.47903671812965,TRUE
"RAP1","RPS6A",TRUE,0.449740320676938,1.41223064343445,TRUE
"REB1","FAS1",TRUE,0.506716668698937,1.58811063592322,TRUE
"REB1","GAL1",TRUE,0.410126036964357,1.53776718843263,TRUE
"REB1","SIN3",TRUE,0.491750280419365,1.52044483575271,TRUE
"RFX1","HUG1",FALSE,0.589313102466986,1.46954396500951,TRUE
"RGT1","PYC1",TRUE,0.510986377252266,1.39822137763724,TRUE
"ROX1","ANB1",FALSE,0.54839669787325,1.49133781918325,TRUE
