"from","to","weight","activation","EC50","n"
"GLN3","ASP3A",1,TRUE,0.413601771229878,1.2914870751393
"GLN3","ASP3B",1,TRUE,0.506201788503677,1.32536742780125
"GLN3","ASP3C",1,TRUE,0.513237588154152,1.02436508845072
"GLN3","ASP3D",1,TRUE,0.419497315352783,1.39372941077221
"GLN3","CAN1",1,TRUE,0.590966438408941,1.35172424303135
"GLN3","DAL1",1,TRUE,0.543340259185061,1.20087812302168
"GLN3","DAL2",1,TRUE,0.544695618143305,1.64507436451269
"GLN3","DAL3",1,TRUE,0.507743779523298,1.62237835456617
"GLN3","DAL4",1,TRUE,0.492249090457335,1.03012661738088
"GLN3","DAL5",1,TRUE,0.401895206794143,1.53550363794668
"GLN3","DAL7",1,TRUE,0.510533208027482,1.34114486591658
"GLN3","DAL80",1,TRUE,0.583622717810795,1.23157467320096
"GLN3","DAL80_GZF3",1,TRUE,0.492236640723422,1.25788816108136
"GLN3","DCG1",1,TRUE,0.523155587445945,1.18063074042322
"GLN3","DUR1",1,TRUE,0.471236521843821,1.52556620316347
"GLN3","DUR3",1,TRUE,0.439008951187134,1.50767501339549
"GLN3","GAP1",1,TRUE,0.494891993515193,1.40486944952747
"GLN3","GAT1",1,TRUE,0.4147178939078,1.36243646985386
"GLN3","GDH1",1,TRUE,0.593144291639328,1.65442969142459
"GLN3","GDH2",1,TRUE,0.495979085378349,1.27573420956498
