8.057042676955460808e-03,2.386141422903165221e-04,2.386141422903165221e-04,9.893476963043212891e-01
8.036992466077207825e-03,2.382709644734859467e-04,2.382709644734859467e-04,9.893561601638793945e-01
8.025356940925121654e-03,2.381707890890538692e-04,2.381707890890538692e-04,9.893531799316406250e-01
8.014718722552060387e-03,2.381892991252243519e-04,2.381892991252243519e-04,9.893472790718078613e-01
8.009139867499470017e-03,2.384652034379541874e-04,2.384652034379541874e-04,9.893326759338378906e-01
8.005742961540818908e-03,2.384156687185168266e-04,2.384156687185168266e-04,9.893321990966796875e-01
8.001827960833906780e-03,2.384455001447349787e-04,2.384455001447349787e-04,9.893314838409423828e-01
7.999216625466942093e-03,2.386605774518102407e-04,2.386605774518102407e-04,9.893216490745544434e-01
7.996932137757539749e-03,2.386422274867072701e-04,2.386422274867072701e-04,9.893217682838439941e-01
7.994543761014938354e-03,2.386962296441197395e-04,2.386962296441197395e-04,9.893189072608947754e-01
7.992591988295317390e-03,2.386468258919194341e-04,2.386468258919194341e-04,9.893205761909484863e-01
7.990513695403933525e-03,2.385557163506746292e-04,2.385557163506746292e-04,9.893231987953186035e-01
7.987758610397577286e-03,2.386454289080575109e-04,2.386454289080575109e-04,9.893209338188171387e-01
7.985241618007421840e-03,2.388117281952872872e-04,2.388117281952872872e-04,9.893122911453247070e-01
7.981996238231658242e-03,2.388671273365616798e-04,2.388671273365616798e-04,9.893096685409545898e-01
7.979425601661205292e-03,2.387051208643242717e-04,2.387051208643242717e-04,9.893177151679992676e-01
7.977570826187729142e-03,2.384664985584095120e-04,2.384664985584095120e-04,9.893273115158081055e-01
7.975231437012553909e-03,2.383942191954702139e-04,2.383942191954702139e-04,9.893298149108886719e-01
