"gene"
"ABCA8"
"ABLIM3"
"ACADSB"
"ACE2"
"ACKR1"
"ACOX2"
"ACTA1"
"ADAMDEC1"
"ADCY1"
"ADD2"
"ADH1B"
"ADIPOQ"
"ADIRF"
"AGR2"
"AGTR1"
"AK5"
"AKR7A3"
"ALDH3B2"
"ANXA9"
"APOD"
"AQP9"
"AR"
"AREG"
"ARSD"
"ART3"
"ASPM"
"ASPN"
"AZGP1"
"AZGP1 /// AZGP1P1"
"BAI2"
"BBOX1"
"BCAS1"
"BCL2"
"BCL2A1"
"BEX1"
"BMPR1B"
"BRINP3"
"BUB1"
"C14orf132"
"C16orf45"
"C1orf21"
"C4A /// C4B /// C4B_2"
"C7orf63"
"C8orf4"
"C9orf116"
"CA12"
"CACNA2D2"
"CACNG4"
"CALML5"
"CAMK2B"
"CAMK2N1"
"CAPN6"
"CASC1"
"CBLC"
"CCDC170"
"CCL13"
"CCL14 /// CCL15-CCL14"
"CCL18"
"CCL7"
"CCNA2"
"CCNB2"
"CCNE1"
"CDC20"
"CDC25A"
"CDC45"
"CDC6"
"CDCA8"
"CDH3"
"CDK1"
"CEACAM6"
"CENPA /// SLC35F6"
"CENPE"
"CENPF"
"CENPM"
"CENPN"
"CEP55"
"CERS4"
"CES1 /// LOC100653057"
"CFB"
"CFD"
"CGA"
"CHAD"
"CHI3L1"
"CHL1"
"CHODL"
"CHRM3"
"CILP"
"CITED1"
"CKAP2 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-44 /// IGLV2-14 /// IGLV@"
"CKAP2 /// IGLJ3 /// IGLV3-19 /// IGLV3-19"
"CLCA2"
"CLDN5"
"CLGN"
"CLSTN2"
"CNTNAP2"
"COCH"
"COL10A1"
"COL14A1"
"COL17A1"
"COL2A1"
"COL4A5"
"COL9A3"
"COMP"
"CORIN"
"CP"
"CPA3"
"CPB1"
"CRABP1"
"CRIP1"
"CRISP3"
"CSAG2 /// CSAG3"
"CSN1S1"
"CSN3"
"CST1"
"CTAG1A /// CTAG1B"
"CX3CR1"
"CXCL10"
"CXCL11"
"CXCL13"
"CXCL14"
"CXCL2"
"CXCL8"
"CXCL9"
"CXorf57"
