"gene"
"AADAC"
"AAGAB"
"AAMDC"
"AASS"
"ABAT"
"ABCA12"
"ABCA3"
"ABCA4"
"ABCA6"
"ABCA8"
"ABCB1 /// ABCB4"
"ABCB4"
"ABCB6"
"ABCB8"
"ABCC2"
"ABCC3"
"ABCC4"
"ABCD2"
"ABI3BP"
"ABLIM3"
"AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2"
"ACADL"
"ACADSB"
"ACAP1"
"ACE2"
"ACKR1"
"ACKR4"
"ACOT11"
"ACOX2"
"ACSM1"
"ACSM3"
"ACSM5"
"ACTA1"
"ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B"
"ACTG2"
"ACTL6B"
"ACTL8"
"ACTR3P2 /// ACTR3P2"
"ACVR2B-AS1"
"ADAM12"
"ADAM2"
"ADAM22"
"ADAM28"
"ADAM3A"
"ADAM7"
"ADAM8"
"ADAMDEC1"
"ADAMTS1"
"ADAMTS2"
"ADAMTS3"
"ADAMTS5"
"ADAP1"
"ADCY1"
"ADCY2"
"ADCY8"
"ADCY9"
"ADD2"
"ADD3-AS1"
"ADH1B"
"ADH1C"
"ADH6"
"ADIPOQ"
"ADIRF"
"ADM"
"ADORA2B"
"ADRA2A"
"ADRB1"
"AEBP1"
"AF070581"
"AF198444"
"AFF3"
"AFM"
"AGBL3"
"AGL"
"AGR2"
"AGTPBP1"
"AGTR1"
"AGXT"
"AHNAK"
"AHSA2"
"AICDA"
"AIM2"
"AK021933"
"AK5"
"AKAP12"
"AKAP4"
"AKAP5"
"AKAP9"
"AKR1B10"
"AKR1C1"
"AKR1C2 /// LOC101930400"
"AKR1C3"
"AKR1D1"
"AKR7A3"
"AL109706"
"ALB"
"ALCAM"
"ALDH1A1"
"ALDH1A2 /// LOC101928635"
"ALDH1A3"
"ALDH3B2"
"ALDH4A1"
"ALDH6A1"
"ALDH8A1"
"ALDOB"
"ALOX12"
"ALOX15"
"ALOX15B"
"AMBP"
"AMD1"
"AMDHD2 /// CEMP1"
"AMFR"
"AMH /// MIR4321"
"AMIGO2"
"AMPH"
"AMT"
"ANG"
"ANGPTL3"
"ANK1"
"ANKH"
"ANKMY1"
"ANKRD1"
"ANKRD2"
"ANKRD34C"
"ANKRD53"
"ANKRD7"
"ANO1"
"ANO3"
"ANP32E"
"ANPEP"
"ANTXR1"
"ANXA3"
"ANXA8 /// ANXA8L1"
"ANXA9"
"AOC1"
"AOC3"
"AP1M2"
"AP1S1"
"APLP1"
"APOA1"
"APOA2"
"APOBEC3A /// APOBEC3A_B"
"APOBEC3B"
"APOBR"
"APOC2 /// APOC4 /// APOC4-APOC2"
"APOD"
"APOF"
"AQP3"
"AQP4"
"AQP5"
"AQP9"
"AR"
"ARC"
"AREG"
"ARG1"
"ARHGAP11A"
"ARHGAP22"
"ARHGAP32"
"ARHGAP44"
"ARHGAP6"
"ARHGAP8 /// PRR5-ARHGAP8"
"ARHGEF17"
"ARHGEF26"
"ARHGEF28"
"ARL14"
"ARL17A /// ARL17B"
"ARMCX2"
"ARNT2"
"ARNTL2"
"ARPC4 /// ARPC4-TTLL3 /// TTLL3"
"ARRB1"
"ARSD"
"ARSJ"
"ART3"
"ARVCF"
"ASB4"
"ASMT"
"ASNS"
"ASPA"
"ASPH"
"ASPHD1"
"ASPM"
"ASPN"
"ASS1"
"ASTN1"
"ASTN2"
"ATAD2"
"ATHL1"
"ATN1"
"ATP11A"
"ATP1A2"
"ATP1B4"
"ATP2A3"
"ATP2C2"
"ATP4A"
"ATP6V0A4"
"ATP6V1B1"
"ATP7B"
"ATP8A2"
"ATP8B4"
"ATRNL1"
"ATXN3L"
"ATXN8OS"
"AURKA"
"AURKB"
"AV8S2 /// TRAV13-2 /// TRAV13-2"
"AV8S2A1N1T /// hADV36S1 /// TCR-alpha /// TCR-alpha /// TCRA /// TRAC /// TRAJ20 /// TRAJ20 /// TRAV36DV7 /// TRAV36DV7 /// YME1L1"
"AZGP1"
"AZGP1 /// AZGP1P1"
"AZGP1P1"
"AZU1"
"B3GALT1"
"B3GALT2"
"B3GAT3"
"B3GNT3"
"B3GNTL1"
"B4GALT6"
"B9D2"
"BAALC"
"BAG1"
"BAG2"
"BAG4"
"BAGE"
"BAI2"
"BAI3"
"BAIAP2"
"BAIAP2L2"
"BAMBI"
"BANK1"
"BARX1"
"BBOX1"
"BC069739"
"BC069782 /// STAMBPL1"
"BC113958"
"BCAM"
"BCAS1"
"BCAS4"
"BCAT1"
"BCHE"
"BCL11A"
"BCL11B"
"BCL2"
"BCL2A1"
"BCL2L10"
"BCL2L11"
"BCL2L14"
"BCMO1"
"BDNF"
"BEX1"
"BHLHE40"
"BHLHE41"
"BHMT2"
"BIK"
"BIN2"
"BIRC3"
"BIRC5"
"BLOC1S1-RDH5 /// RDH5"
"BMP2"
"BMP4"
"BMP5"
"BMP7"
"BMP8A"
"BMPR1B"
"BMX"
"BPESC1"
"BPI /// LOC149684"
"BPNT1"
"BRCA2"
"BRDT"
"BRF2"
"BRINP1"
"BRINP2"
"BRINP3"
"BRIP1"
"BSPRY"
"BST1"
"BST2"
"BTBD7"
"BTF3P11"
"BTG3"
"BTN1A1"
"BUB1"
"BUB1B"
"C11orf1"
"C11orf63"
"C14orf105"
"C14orf132"
"C14orf79"
"C16orf45"
"C16orf59"
"C17orf59"
"C1QTNF3"
"C1S"
"C1orf106"
"C1orf116"
"C1orf186 /// LOC100505650 /// LOC101929219"
"C1orf21"
"C1orf95"
"C20orf195"
"C21orf2"
"C21orf62"
"C21orf91"
"C3"
"C3orf14"
"C3orf18"
"C3orf52"
"C4A /// C4B /// C4B_2"
"C4BPA"
"C5AR2"
"C5orf30"
"C5orf42"
"C6orf10"
"C6orf211"
"C7"
"C7orf63"
"C8orf4"
"C8orf44-SGK3 /// SGK3"
"C9orf116"
"C9orf156"
"C9orf38"
"CA10"
"CA12"
"CA2"
"CA3"
"CA4"
"CA5BP1"
"CA6"
"CA8"
"CA9"
"CAB39L"
"CACNA1D"
"CACNA1G"
"CACNA2D2"
"CACNA2D3"
"CACNG1"
"CACNG4"
"CADPS"
"CALB1"
"CALCA"
"CALCB"
"CALCR"
"CALML4"
"CALML5"
"CALY"
"CAMK2B"
"CAMK2N1"
"CAMP"
"CAMTA1"
"CAP2"
"CAPN11"
"CAPN6"
"CAPN9"
"CASC1"
"CASC5"
"CASD1"
"CASQ2"
"CBLB"
"CBLC"
"CBLN1"
"CBR1"
"CBS"
"CBX2"
"CBX4"
"CBX7"
"CCDC102B"
"CCDC106"
"CCDC144A"
"CCDC170"
"CCDC176"
"CCDC181"
"CCDC68"
"CCDC7"
"CCDC70"
"CCDC88A"
"CCDC88C"
"CCK"
"CCKBR"
"CCL13"
"CCL14 /// CCL15-CCL14"
"CCL15 /// CCL15-CCL14"
"CCL18"
"CCL19"
"CCL2"
"CCL20"
"CCL21"
"CCL22"
"CCL23"
"CCL27"
"CCL5"
"CCL7"
"CCL8"
"CCNA1"
"CCNA2"
"CCNB1"
"CCNB2"
"CCND1"
"CCND2"
"CCNE1"
"CCNE2"
"CCNG2"
"CCNL2"
"CCNO"
"CCR3"
"CD163"
"CD1B"
"CD1C"
"CD207"
"CD22"
"CD24"
"CD247"
"CD36"
"CD38"
"CD3D"
"CD3G"
"CD52"
"CD72"
"CD79A"
"CDA"
"CDADC1"
"CDC14A"
"CDC20"
"CDC25A"
"CDC45"
"CDC6"
"CDCA3"
"CDCA8"
"CDH12"
"CDH13"
"CDH19"
"CDH2"
"CDH3"
"CDH6"
"CDK1"
"CDK12"
"CDK5R1"
"CDK5R2"
"CDK6"
"CDKAL1"
"CDKL3"
"CDKN2A"
"CDKN3"
"CDO1"
"CDON"
"CDR1"
"CDSN"
"CDT1"
"CDY1"
"CEACAM5"
"CEACAM6"
"CEACAM7"
"CEACAM8"
"CEL"
"CELSR2"
"CELSR3"
"CEMIP"
"CENPA"
"CENPA /// SLC35F6"
"CENPE"
"CENPF"
"CENPI"
"CENPM"
"CENPN"
"CENPU"
"CEP162"
"CEP55"
"CEP72"
"CERS4"
"CERS6"
"CES1 /// LOC100653057"
"CES1P1"
"CFB"
"CFD"
"CGA"
"CGREF1"
"CH25H"
"CHAC1"
"CHAD"
"CHAF1B"
"CHAT"
"CHEK1"
"CHGA"
"CHI3L1"
"CHI3L2"
"CHIT1"
"CHL1"
"CHML"
"CHODL"
"CHRD"
"CHRDL1"
"CHRM3"
"CHRNA5"
"CHRNB4"
"CHST11"
"CHST3"
"CHST8"
"CIDEA"
"CILP"
"CIRBP"
"CITED1"
"CKAP2 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-44 /// IGLV2-14 /// IGLV@"
"CKAP2 /// IGLC1 /// IGLV1-40 /// IGLV1-40 /// IGLV1-50 /// IGLV1-50"
"CKAP2 /// IGLJ3 /// IGLV3-19 /// IGLV3-19"
"CKMT1A /// CKMT1B"
"CKS1B"
"CKS2"
"CLCA2"
"CLCA3P"
"CLCN4"
"CLCNKA /// CLCNKB"
"CLDN1"
"CLDN3"
"CLDN5"
"CLDN8"
"CLEC11A"
"CLEC3B /// EXOSC7"
"CLEC7A"
"CLGN"
"CLIC1P1 /// CLIC1P1"
"CLIC3"
"CLIP3"
"CLIP4"
"CLPB"
"CLSTN2"
"CLU"
"CMKLR1"
"CNGA1"
"CNGA3"
"CNGB1"
"CNIH3"
"CNKSR2"
"CNN1"
"CNPY4"
"CNTLN"
"CNTN5"
"CNTN6"
"CNTNAP2"
"COA1"
"COBL"
"COCH"
"COL10A1"
"COL11A1"
"COL11A2"
"COL14A1"
"COL17A1"
"COL1A1"
"COL1A2"
"COL2A1"
"COL3A1"
"COL4A4"
"COL4A5"
"COL4A6"
"COL5A1"
"COL5A2"
"COL5A3"
"COL6A1"
"COL6A2"
"COL6A3"
"COL8A1"
"COL8A2"
"COL9A1"
"COL9A3"
"COLEC10"
"COLEC11"
"COMP"
"CORIN"
"CORO2B"
"COTL1"
"COX7A1"
"CP"
"CPA3"
"CPB1"
"CPB2"
"CPE"
"CPEB3"
"CPZ /// GPR78"
"CR1"
"CRABP1"
"CRABP2"
"CRAT"
"CRCT1"
"CREB3L1"
"CRHBP"
"CRIP1"
"CRIP2"
"CRISP2"
"CRISP3"
"CRISPLD2"
"CROT"
"CRP"
"CRTAM"
"CRY2"
"CRYAB"
"CRYBA1"
"CSAD"
"CSAG2 /// CSAG3"
"CSF2RA"
"CSF3R"
"CSN1S1"
"CSN3"
"CSPG4"
"CSRNP3"
"CSRP2"
"CST1"
"CST2"
"CST4"
"CST5"
"CSTA"
"CT55"
"CT62"
"CTAG1A /// CTAG1B"
"CTLA4"
"CTNNA2"
"CTNND2"
"CTPS1"
"CTSC"
"CTSG"
"CTSK"
"CTSV"
"CTSW"
"CUX2"
"CWH43"
"CX3CL1"
"CX3CR1"
"CXADR"
"CXCL1"
"CXCL10"
"CXCL11"
"CXCL13"
"CXCL14"
"CXCL2"
"CXCL3"
"CXCL5"
"CXCL6"
"CXCL8"
"CXCL9"
"CXCR2"
"CXCR5"
"CXXC4"
"CXorf57"
"CYAT1 /// IGLC1 /// IGLV1-44"
"CYB5A"
"CYBRD1"
"CYCSP19 /// RP11-3L10.1"
"CYCSP44 /// GS1-103B18.1"
"CYLC1"
"CYP1B1"
"CYP21A1P /// CYP21A2"
"CYP24A1"
"CYP26A1"
"CYP26B1"
"CYP27B1"
"CYP2B6 /// CYP2B7P"
"CYP2B7P"
"CYP39A1"
"CYP3A43"
"CYP3A5"
"CYP3A7 /// CYP3A7-CYP3AP1"
"CYP46A1"
"CYP4A11"
"CYP4B1"
"CYP4F11"
"CYP4F12"
"CYP4F3"
"CYP4F8"
"CYP7A1"
"CYTL1"
"DACH1"
"DBF4"
"DBNDD1"
"DBNDD2 /// SYS1 /// SYS1-DBNDD2"
"DCAF10"
"DCAF13"
"DCC"
"DCLK1"
"DCLK2"
"DCN"
"DCT"
"DDC"
"DDX43"
"DEK"
"DENND2A"
"DENND5B"
"DEPDC1"
"DEPTOR"
"DGKB"
"DGKE"
"DGKI"
"DHRS2"
"DIAPH3"
"DIO1"
"DIO2"
"DIRAS2"
