pathway,phnx_z_score,mean_path_score,sd_path_score
module 501,-0.698639932,0.03639731,0.016342195
module 503,0.734287979,0.15500288,0.034260564
module 511,-0.202791504,0.04085362,0.01707971
module 522,-0.624014176,0.04114186,0.017262204
module 525,-0.914017738,0.05870282,0.019937053
module 528,-0.285237288,0.01301477,0.008956648
module 532,-1.067581738,0.54076115,0.059303328
module 533,-1.177082598,0.10374566,0.02687633
module 534,-0.428986232,0.01304412,0.009147426
module 540,0.567145748,0.03209981,0.014441067
module 543,-0.492923757,0.02530215,0.011953471
module 544,-0.732852923,0.17167345,0.032514641
module 545,-0.63907489,0.02755787,0.014251647
module 547,-0.497346891,0.02282952,0.012505396
module 552,0.845722513,0.01846126,0.011645356
module 557,-0.489859414,0.03097557,0.014525739
module 560,-0.478739831,0.01741326,0.010576225
module 563,-0.506710948,0.03281956,0.016142458
module 567,1.373591456,0.08055292,0.022457245
module 568,-0.921527355,0.06317155,0.020988579
module 571,-0.637743837,0.0262254,0.013226941
module 573,0.400837348,0.04965401,0.018127028
module 575,-0.688461047,0.03965528,0.01554958
module 576,0.895419274,0.1475736,0.033108959
module 1,0.917778463,0.89077216,0.074498196
module 2,-1.736963075,0.98465742,0.078949531
module 3,-1.54352236,0.57408938,0.062654991
module 5,-2.729045977,0.98147815,0.077929486
module 6,-0.274194323,1.11132817,0.086957198
module 7,1.429386107,0.33120605,0.045686711
module 8,-1.447919074,0.56872782,0.062626304
module 11,-0.588952215,1.24817986,0.094557519
module 12,0.230496422,0.93432817,0.077319335
module 13,-1.139880497,0.77434072,0.073596066
module 15,0.184379995,0.51451355,0.057253771
module 16,-0.461935397,0.80669658,0.069558601
module 17,-1.312768924,0.40357753,0.051934144
module 18,-0.68018178,0.76795858,0.064892329
module 19,-0.264955148,0.69951187,0.068792285
module 23,-2.29363937,1.19206889,0.085669043
module 24,-2.90202919,0.93629017,0.077109896
module 33,-0.802968587,0.84028882,0.074023842
module 38,-2.052372514,0.91447294,0.076632258
module 41,-0.907563793,0.89766746,0.074438249
module 44,-1.411386984,0.7245863,0.06686777
module 45,-1.651573346,1.01853423,0.08022001
module 47,-2.060893401,0.57671525,0.061315762
module 52,-2.169482688,0.91668183,0.075083259
module 53,-0.451052301,0.82310372,0.076141325
module 55,-1.942869083,1.90902597,0.104258682
module 60,-0.110854441,0.83742457,0.07207262
module 66,-0.213142748,1.3540174,0.092742541
module 72,-1.805327552,0.45260134,0.055691467
module 79,-1.063254983,0.18934371,0.034905748
module 84,-1.965214607,1.16330887,0.085524436
module 88,-1.995771184,1.92494148,0.106999481
module 94,0.846070848,0.77237418,0.069185483
module 99,2.085644509,0.84450792,0.073608939
module 100,-0.133788921,1.34006565,0.090782181
module 104,0.083649851,0.59670173,0.062980028
module 112,-0.710354996,0.65393343,0.068013078
module 117,-1.11342684,1.58878327,0.092644857
module 118,-1.134839799,0.96155545,0.080941336
module 128,-1.349127291,0.18094408,0.034870008
module 129,-2.185803812,0.50072393,0.055052484
module 137,-0.383940709,1.3441277,0.090398593
module 165,-0.071642062,0.18967228,0.033531698
module 170,-1.343337775,0.18353308,0.034431459
module 176,-1.745856332,0.5896407,0.060916066
module 181,0.584463666,0.50025727,0.055953401
module 204,0.672943529,0.14643424,0.03059062
module 213,-1.446221384,0.1736676,0.03559455
module 242,-0.170530308,0.35624784,0.050418252
module 321,1.034842444,0.19151633,0.034772124
module 379,-0.069424367,0.34039254,0.048002454
module 4,-0.191237991,0.00930022,0.008263107
module 14,-0.553946096,0.03667791,0.015864197
module 22,-0.465126195,0.01883898,0.01251054
module 25,0,0,0
module 27,-0.773219998,0.75405182,0.067525181
module 28,-0.257808013,0.00448667,0.005301115
module 29,-0.132683694,0.00433574,0.005092864
module 32,-0.054611517,0.09769441,0.027181263
module 39,-0.432168416,0.00868446,0.007067754
module 40,-1.236130274,0.14851274,0.033501922
module 42,-0.290525583,0.00894146,0.007784031
module 43,-1.127275508,0.12149305,0.028230055
module 46,-1.223934367,0.88258324,0.0809547
module 50,0,0,0
module 51,-0.574732708,0.08539356,0.022486209
module 54,-0.748332676,0.62844083,0.061965529
module 57,-0.87732172,0.14938952,0.033829688
module 58,-0.911999331,0.06464291,0.022031716
module 62,-0.563457294,0.03158511,0.015307478
module 63,-2.161489129,0.47508091,0.055235489
module 64,-3.436995153,1.20374357,0.08623334
module 73,-0.720668148,0.04636426,0.0190438
module 75,-1.574782394,0.88346965,0.071622372
module 76,-0.132177924,0.23823723,0.040341305
module 77,-0.308399071,0.01343673,0.009425223
module 78,-0.746402672,0.05041411,0.019485608
module 80,-0.559796742,0.08602073,0.025456972
module 81,-0.395890285,0.01362949,0.009900445
module 82,-0.148798096,0.00890209,0.007944255
module 83,0.014955351,0.09618657,0.024969658
module 85,-1.312344682,0.12188309,0.028577165
module 86,-0.639247571,0.03161847,0.014467744
module 87,-0.701925875,0.03685905,0.016595841
module 91,-0.235265358,0.00465718,0.006533814
module 92,-1.549076712,0.35365968,0.04784765
module 93,-1.928020141,0.30693686,0.045998928
module 96,-1.065924321,0.08092598,0.022314886
module 98,6.960804672,0.47542008,0.053638902
module 101,-0.553424717,0.02387996,0.013371213
module 103,-0.263880001,0.00860685,0.007074617
module 106,-0.483646738,0.02742951,0.013872749
module 107,-1.465172673,0.19650298,0.03594319
module 108,-0.551699359,0.15231177,0.032539044
module 109,-1.138053647,0.10927876,0.028802474
module 114,-1.160561967,0.10904583,0.027457241
module 115,-0.409426628,0.0175087,0.010597015
module 116,-0.351026824,0.00879077,0.006924741
module 119,-0.094649098,0.19697433,0.035650947
module 121,-0.434291781,0.19528884,0.037598777
module 122,-2.174666688,0.41532005,0.052401157
module 123,10.63253578,0.4276887,0.056536024
module 124,0.669651625,0.13946957,0.029374124
module 125,-1.058169159,0.06381895,0.019769004
module 130,-0.931216917,0.06711481,0.020859597
module 131,-0.199887697,0.07377691,0.022347098
module 132,-0.496482415,0.02763978,0.014541864
module 134,-0.731731423,0.06216001,0.021168983
module 135,-0.613645759,0.04479842,0.017499379
module 139,-0.088464101,0.2028881,0.039881714
module 143,-0.228747543,0.00436745,0.00523481
module 145,0.030670715,0.20542789,0.039357087
module 146,-1.512096777,0.20123984,0.035573014
module 149,-0.387891338,0.01385241,0.010498842
module 150,-0.232877589,0.00505016,0.006828308
module 151,-1.199987735,0.10922818,0.026673756
module 152,-0.757249133,0.05366663,0.018879691
module 158,-0.993535064,0.06805977,0.022253638
module 159,-0.646234405,0.03740491,0.016781697
module 171,-1.398796048,0.26874936,0.045109764
module 172,-1.426101882,0.21886051,0.040025548
module 178,-0.531131998,0.03615959,0.015569745
module 180,-0.675402591,0.29448001,0.045099042
module 183,-0.436241018,0.0179606,0.010706467
module 184,-0.74425437,0.04648638,0.019088071
module 188,-0.292743352,0.24680786,0.037482867
module 194,-0.555341254,0.03591009,0.015450122
module 196,-0.649362259,0.04441258,0.016866672
module 197,7.121050714,0.32064839,0.045207038
module 198,5.276766721,0.40632995,0.052535968
module 199,-1.351512373,0.14234396,0.033506138
module 200,-0.357448435,0.06402583,0.022397161
module 201,-1.253292141,0.13067653,0.030532809
module 202,-0.887819487,0.05449494,0.01997584
module 208,-1.550939094,0.23322538,0.039515014
module 209,-1.471376334,0.20502255,0.037816668
module 210,-0.924718714,0.08126212,0.025253214
module 211,-0.692338196,0.03993506,0.016357699
module 212,-2.24052858,0.52652604,0.058047035
module 220,3.577714778,0.79757881,0.069947216
module 221,-0.741880052,0.0460452,0.018554482
module 223,-0.802767589,0.25651576,0.043108068
module 226,-0.426616546,0.02282624,0.012742684
module 227,-0.520034385,0.02250674,0.012358298
module 233,-0.132078942,0.00863927,0.006960004
module 234,1.932475362,0.15664733,0.030097496
module 235,-0.506402892,0.14823836,0.033112686
module 238,0.542698537,0.30256013,0.04485892
module 244,-1.626636419,0.22814147,0.039647133
module 252,3.58233364,0.32601751,0.048633798
module 253,-0.73177889,0.0463582,0.017625816
module 254,-0.566486316,0.1134033,0.027879402
module 259,-1.257837165,0.11762531,0.027638959
module 263,-1.158342872,0.13550201,0.030648965
module 264,-0.419892913,0.00897151,0.007958005
module 265,-0.895328337,0.05833003,0.018674747
module 272,-0.460613707,0.01828335,0.011209719
module 273,7.133445979,0.02773449,0.014666896
module 274,-1.3162641,0.1286887,0.030175327
module 278,-0.39181335,0.0228723,0.012588392
module 280,-1.234756151,0.12207938,0.028045521
module 281,1.719003966,0.02241711,0.012572915
module 286,-0.955432999,0.06124791,0.020135279
module 288,-0.993557463,0.09484696,0.025098659
module 289,-1.566435032,0.25027081,0.04163646
module 292,-0.236771914,0.28636201,0.043890383
module 293,0,0,0
module 294,-0.565666863,0.0272059,0.013392865
module 295,-0.574493705,0.03591479,0.016126878
module 300,0.837759827,0.04182906,0.01816862
module 301,0.535066016,0.29231403,0.046631573
module 303,-0.642616007,0.03895767,0.014904188
module 305,-0.561608438,0.02323984,0.013033707
module 306,-0.531252502,0.01756594,0.010477014
module 307,-0.38520307,0.01304088,0.008906679
module 308,4.333259601,0.09895631,0.024665887
module 310,-0.602193069,0.04049554,0.017229591
module 312,-0.422057298,0.10264951,0.02646444
module 315,-0.692758235,0.04949392,0.018901139
module 320,-0.873572054,0.05946657,0.020589681
module 324,-2.091142274,0.36091617,0.050425153
module 325,-0.539078058,0.09182581,0.025498738
module 329,-1.25342561,0.14707104,0.032224521
module 330,-0.972844022,0.06855528,0.022228928
module 335,-0.231860486,0.00946184,0.009021977
module 337,-1.065950524,0.08580082,0.024232663
module 342,-1.201644672,0.5068421,0.057539555
module 343,-0.722534678,0.04157441,0.017527754
module 345,0.545765969,0.27401567,0.043726306
module 349,-0.425871986,0.01357047,0.01000411
module 354,-0.46080332,0.02627882,0.013647515
module 360,-0.339012442,0.00902575,0.00821725
module 361,0.967987532,0.25960386,0.040755835
module 362,-0.769599204,0.04892431,0.017599174
module 363,2.792654852,0.03486333,0.0140786
module 367,-0.737599688,0.05894941,0.021420033
module 371,0.494470317,0.05482055,0.020546127
module 372,-0.60845826,0.04012658,0.016840235
module 373,-0.916840652,0.06231668,0.020294344
module 375,-1.289730414,0.1902601,0.037566068
module 385,-0.852970041,0.06726883,0.022355803
module 387,-1.360650694,0.145233,0.030803644
module 388,-0.221212831,0.00489083,0.006558526
module 395,-0.439685017,0.01377496,0.010791725
module 397,-0.152104334,0.21566451,0.036912229
module 399,0.198443971,0.08551353,0.024170399
module 400,-0.836459463,0.06743158,0.021258149
module 403,-0.386995687,0.10328864,0.026534249
module 404,3.154459336,0.0530255,0.018416627
module 410,-0.971589315,0.07625289,0.023572604
module 414,-0.320940582,0.00837089,0.006234456
module 419,-0.675196789,0.03666206,0.01665005
module 429,-0.505491099,0.01817003,0.011968618
module 432,-0.543905259,0.02275274,0.012249817
module 433,-1.29734259,0.15652047,0.031734463
module 436,0.730977155,0.28084593,0.043317455
module 439,0.013327465,0.05480078,0.02020039
module 440,-0.596504323,0.02755569,0.013806589
module 444,-0.639579724,0.04190267,0.017765838
module 447,-0.579216988,0.0277706,0.014814137
module 451,-0.089678069,0.07107929,0.02207106
module 454,-0.522930972,0.01866128,0.011992558
module 464,-0.549539866,0.03690689,0.017427107
module 485,-0.014308266,0.09863637,0.024906583
module 488,-0.613188638,0.05354956,0.019487576
module 497,3.992670822,0.07277774,0.023413465
module 505,-0.574541288,0.03274313,0.016018222
module 509,-0.503534273,0.01769424,0.010931212
module 512,-1.130407752,0.11782105,0.029123164
module 514,-0.587772362,0.01764134,0.010397461
module 516,-0.664310727,0.04421367,0.016383402
module 519,-0.306602983,0.00912011,0.008154226
module 521,0.114929023,0.06394305,0.021116946
module 524,-0.714872597,0.03945767,0.015565948
module 530,-0.449190938,0.02274772,0.012550832
module 537,0.241049483,0.04159394,0.017158552
module 539,-0.388164973,0.0181726,0.011367847
module 562,-0.882585379,0.06619914,0.020031082
