"gene","h_cent"
"KLF5",21.142463072561
"MAZ",21.031143540753
"EGR1",20.8508119852532
"ZIC1",20.8247506884065
"WT1",20.6957777659682
"TFAP2B",20.6604078882952
"ARNT2",20.526271958901
"EHF",20.2765301152769
"INSM1",20.2614366737945
"ZIC3",19.9718010436213
"SPIB",19.7693192933007
"ETV4",19.661370197653
"ZNF423",19.4802742946459
"EGR3",19.4254847577838
"ESR1",19.421998350397
"BHLHE41",19.4216235331959
"ELK4",19.2671765897784
"BCL11A",19.2190644251433
"RUNX2",19.217537908257
"HIC1",19.0792292178268
"GCM2",18.788844604683
"NR2F6",18.1680749013861
"GFI1B",17.9864589586171
"FOXM1",17.8973940647584
"NR3C2",17.8682539772768
"TFEC",17.867627372983
"ZBTB6",17.8568699699901
"TCF7L1",17.8358473761176
"SREBF1",17.7957041509725
"NFATC4",17.7666211093736
"GLI2",17.7504396914255
"FOXA1",17.7142568061931
"TBX3",17.6195520084361
"E2F8",17.5915824880025
"SCN7A",17.5522871344061
"DSC1",17.5322301598839
"PITX2",17.4747124247055
"NR1I3",17.4469932879961
"FOXI1",17.4337241114682
"POU2F3",17.2809759406054
"SOX10",17.1763773393266
"ELF5",17.0922951263406
"FOSL1",16.9679099000103
"SOX2",16.8701317078906
"POU4F3",16.729197702152
"GJA1",16.6404004527305
"FOS",16.6097295518233
"FOXG1",16.4191893599103
"AR",16.2217851774647
"BRINP2",16.2077898731862
"MAOB",16.1939700331227
"PAX4",16.1800951008584
"MYBL2",16.1102438787042
"NR2F1",16.060443848483
"RORC",16.0139250413382
"NR4A2",15.9595299152664
"NKX3-1",15.9329039140451
"FOSB",15.9086142934209
"GSC2",15.9034021399305
"ONECUT1",15.8266838076671
"ZNF750",15.7421447050284
"MMP28",15.7382842953357
"DMRT1",15.7199013503123
"PAX3",15.6519719855243
"AZGP1P1",15.5858926108818
"KERA",15.5499034981644
"NANOG",15.5223923809583
"MSMB",15.484122061042
"AURKA",15.4365332723361
"CFD",15.3983395281582
"PGR",15.3353829962596
"MNX1",15.2896697105031
"GTF2A1L /// STON1-GTF2A1L",15.281580877212
"SYCE1L",15.2340480512992
"HOXD1",15.1995621426434
"AMBP",15.1639264531235
"MYB",15.0872789269348
"NR1D1 /// THRA",15.0817827129896
"SPDEF",15.0472808294387
"TBX5",15.0343212963702
"ZBTB33",14.9990114189681
"HEY1",14.9222450287555
"HOXC13",14.8955690003328
"ZCCHC24",14.8183638382408
"FOXD1",14.8103911133861
"C4A /// C4B /// C4B_2",14.7869200136154
"SERPINA3",14.7591145628244
"ADH1B",14.699535622818
"IRS1",14.6691231649959
"TRIM58",14.6027594572863
"HOXA1",14.5642509214138
"C4BPA",14.4488971676548
"CREB3L1",14.4322689701808
"SCGB2A1",14.3944901599997
"CMKLR1",14.3938383924064
"ESRRG",14.3710420833779
"APOBR",14.369008713077
"CCL22",14.3125616303742
"HOXC10",14.2770309731092
"DCAF10",14.2736965215118
