"gene","scale_to_500","scale_to_2000","scale_to_4000","scale_to_11165","h_cent"
"PIR",,0.0405102655964106,0.0298854015456268,0.0229177623856215,0
"PLXNC1",,0.0404381579551577,0.0109634829732417,0.0600014793813903,0
"SCRG1",,0.0404369470909933,0.141610963912146,0.143681034674163,0
"MYOM1",,0.0403236111122165,0.0167302881724049,0.0489202364935742,0
"VCL",,0.0401823481614376,0.0851949448131705,0.146797523364815,0
"ARRB1",,0.0401582079743691,0.0389052578946323,0.0826642940920541,0
"ATP6V0A4",,0.0400982497904066,0.0514842085075441,0.225156573352567,0
"DCAF10",,0.0400979368704539,0.0204818510916837,0.0954864714583069,0
"SLC9A2",,0.0400661324120825,0.0803960020447781,0.0504212273257854,0
"CRISPLD2",,0.0400246682508262,0.00154923334119217,0.029197756350283,0
"CBLB",,0.0399887822278555,0.0663156796931673,0.0939547094300834,0
"APLP1",,0.0399712405702224,0.111790212103689,0.100080339998023,0
"CXADR",,0.0399204568364646,0.00779565617152722,0.0129048007055783,0
"SH2D1A",,0.0398132023889407,0.122018920987382,0.0750059027710366,0
"PTHLH",,0.0397850169178472,0.0814864489388306,0.025449252020032,0
"ADAMTS3",,0.0397664956847103,0.0224204589604433,0.00957875698866087,0
"NUP62CL",,0.0397296799720253,0.0382991335506059,0.09853405618825,0
"ERBB3",,0.0397096939107045,0.085270249414958,0.0319012038527379,0
"AAGAB",,0.0396963199840344,0.0345645756795167,0.137064224779534,0
"CLIP4",,0.0396902611281404,0.015392491885353,0.0424755495787594,0
"MSH5 /// MSH5-SAPCD1 /// SAPCD1",,0.0396485883535824,0.0178128905673116,0.0438823219969011,0
"TECTA",,0.0396232962582826,0.0246101668834738,0.0455228886546053,0
"MST1L",,0.0395901448835934,0.0949886352646632,0.206747319741778,
"S100A14",,0.039571206423853,0.0852276242908336,0.097012957964115,0
"RAG1",,0.0395626215329793,0.0637441538052138,0.0797557415268972,0
"NENF",,0.0395316288524559,0.0149770377570477,0.0270584796583189,0
"RENBP",,0.039511724422427,0.0204632418547501,0.0609823157847904,0
"HIST1H2BM",,0.0394889266166045,0.0275379894046267,0.0295956555810122,0
"BIK",,0.039437993225478,0.0581533213124869,0.0190154061024251,0
"RNF32",,0.0394310636358029,0.0569882626448835,0.0305592881433752,0
"ACTG2",,0.0393935903377103,0.00800999909783606,0.0728912398141893,0
"PI15",,0.0393689648979617,0.119271552702976,0.0397282145623478,0
"GJA1",,0.0393585750485208,0.0694905812748068,0.162515229601956,0
"ZMYND8",,0.0392762997763441,0.117375456645311,0.0498391479288966,0
"IRX4",,0.0392699914915024,0.059862884698759,0.0670296269940012,0
"ULBP2",,0.0391243658016741,0.0167903376029275,0.120388193719376,0
"FOXJ1",,0.0390822213796512,0.0627428098024079,0.0570589943338881,0
"SBSPON",,0.0390240590841124,0.0663290635806904,0.141310174629511,0
"KIF2C",,0.0390031115875748,0.044177185435086,0.0216591475779098,0
"SMPD3",,0.0389974472829255,0.0400811169126899,0.0476424244222333,0
"TTPA",,0.0389768671272018,0.067745243346413,0.117815808718455,0
"ZNF254",,0.0389734386129385,0.048341319475452,0.154872358787342,0
"CHAC1",,0.0389726812559518,0.00984965150744759,0.148585128094604,0
"LGR5",,0.0388627919317255,0.00612809306896059,0.0550912889067991,0
"TXK",,0.0387649795036411,0.0384625309389212,0.0227029117013582,0
"BMP2",,0.0387273565481798,0.011529616721076,0.070540426754716,0
"NDRG1",,0.0385880527484085,0.0897795511302843,0.0489004029455621,0
"PART1",,0.0385708149405844,0.0809093230177711,0.026346880145457,0
"RHD",,0.0385251558379345,0.0531675544963409,0.0776240358136667,
"APOBR",,0.0384871972871618,0.0234620679388482,0.0361946857569669,0
"COA1",,0.0384838640094058,0.0193035558434952,0.0247619239373974,0
"ABCA12",,0.038472272365944,0.07674310078015,0.0676571161548261,0
"SCN3B",,0.0384720592175705,0.0469716854646693,0.0911052749329099,0
"CBX7",,0.0384713472113015,0.081524353765904,0.0465064675242382,0
"PTTG2",,0.0384260690546808,0.0977432361578566,0.0770358432541621,
"KRT8P17 /// KRT8P17",,0.0384241325790321,0.0221944528858998,0.126629644153474,
"MX1",,0.0384176156808887,0.0385045085600208,0.0680660617656969,0
"C4BPA",,0.038355485197545,0.0824877087662433,0.131067864646353,0
"KIAA0408",,0.038331803052726,0.0380880087143304,0.105927108867354,0
"MGP",,0.0381871342630426,0.00287875980054887,0.144345476654594,0
"SIAH2",,0.0381864358619889,0.0177863817934751,0.0606443440724305,0
"HPGD",,0.0381160742233701,0.0631745130191212,0.164744753971271,0
"ITGB6 /// LOC100505984",,0.0380646192989893,0.0422884191116625,0.122919123584614,0
"C5AR2",,0.0380615445203246,0.0483947125748793,0.0569373029320949,0
"CSAD",,0.0380194545191631,0.00467942888586124,0.1685170988303,0
"DUSP2",,0.0380102528585277,0.10781598098796,0.111838706255649,0
"PCNAP3 /// PCNAP3",,0.0379556143137595,0.0131190877213333,0.0285578233999439,0
"DDX43",,0.03784538485915,0.00559389578906839,0.151199354834377,0
"SYNM",,0.0378399382379459,0.0734268169130392,0.0574057773768166,0
"NRP1",,0.0377974128698938,0.0654390512479735,0.0678410426126558,0
"WNT2B",,0.0377293278373071,0.111107420164008,0.0538991940069178,0
"GPER1",,0.037680317316614,0.0437092608991637,0.0704641451168589,0
"RTN2",,0.0375684280257341,0.0613002831386051,0.127216862150822,0
"EMCN",,0.0375243108474883,0.0328711351185628,0.104942188967977,0
"WDR25",,0.0374865790503044,0.0306657883787252,0.0224592671352093,0
"PIEZO2",,0.0374426251346426,0.0473983575828797,0.0826220093704039,0
"RUNX1T1",,0.0373909933424625,0.0613137835766728,0.0338592804446397,0
"CPZ /// GPR78",,0.0373559236324116,0.106110768822014,0.0189809440542801,0
"USP49",,0.0372996660670191,0.111662602207556,0.093256947088992,0
"SEMA3E",,0.0371335373176873,0.0667181869984911,0.0240328709022849,0
"BRF2",,0.0370820959985218,0.0260756718108701,0.103137694512226,0
"ACSM5",,0.037066418255389,0.0764726193415886,0.206757500291905,0
"GABRB3",,0.0370255572586791,0.0379061542522923,0.101080128010955,0
"PODXL2",,0.0368593922287731,0.0498554211236193,0.170017151344402,0
"KRT7",,0.0368507075663203,0.0231619308617496,0.0425328433630374,0
"GPR39",,0.0368003773397402,0.0386338181515941,0.173982991089703,0
"FCN2",,0.0367379566118028,0.0929357787246878,0.113488035918526,0
"PLA2G16",,0.036727380824419,0.0621951517440083,0.129885052249653,0
"HSPB2",,0.0366753454108508,0.0716629021228631,0.0276719222373232,0
"C11orf1",,0.036663631320451,0.104240313884133,0.115069081796612,0
"STC1",,0.0366526609818227,0.0050844938281332,0.121750768535602,0
"TEKT2",,0.0366029339197889,0.0294344027387735,0.0854309874567489,0
"ABCB8",,0.036585002245983,0.00545822124276103,0.253553059397055,0
"RHCG",,0.0365018335646662,0.108581795765484,0.0456037491237497,0
"HSD17B3",,0.0364823645015279,0.0532543069516073,0.107376476095105,0
"TSSK2",,0.0364671402655729,0.00569122277810908,0.0272734471289562,0
"GNRH1",,0.0363797539675036,0.0670392319482614,0.0563973391179698,0
"PLA2G2A",,0.0363546976959361,0.113145228733686,0.0297395927735098,0
"JMJD7-PLA2G4B /// PLA2G4B",,0.0363057733416068,0.0148347635361597,0.133540046938312,0
"NTF3",,0.0362851251598066,0.0308795323647361,0.0475429425670974,0
"SLC4A7",,0.0362403503961531,0.0657075772274,0.0141816059978324,0
"ZNF750",,0.0361671407324585,0.0311690665798031,0.0429815205037941,0
"EVL",,0.0361522793022456,0.0417315276601288,0.0355557998568782,0
"DENND2A",,0.0361438894194583,0.110952369089682,0.0118936381025223,0
"PDK4",,0.0360545621106685,0.0231777704044945,0.0302222346135425,0
"PRC1",,0.0360346939612138,0.00150082439629846,0.037807078708703,0
"DNASE2B",,0.0360325987580529,0.0169340946057422,0.132588213826848,0
"RAPGEFL1",,0.0360189028412866,0.0406083818633225,0.0905094711235083,0
"PTPN2",,0.0360057783435643,0.0166426454004793,0.232280638822347,0
"NEBL",,0.0359506953617619,0.0462837685385466,0.176076479468794,0
"ZNF674",,0.0359101744954352,0.0276476990796385,0.0299324272127005,0
"PPP1R16B",,0.0357655873370438,0.078719351237258,0.112507280057452,0
"FAM83E",,0.0356999557782883,0.0622240433289761,0.0526891864935222,0
"EEA1",,0.0356542558599924,0.0423763662100097,0.152143455882454,0
"CKS2",,0.0356099572788756,0.018611231040531,0.0349169502008366,0
"CIDEA",,0.0355834543194113,0.0433912786387009,0.128614416499644,0
"SGCG",,0.0355785791172511,0.0203478503406955,0.117243861546297,0
"ZNF780A /// ZNF780B",,0.0355636179154591,0.0862695343581449,0.0131789245018045,0
"CRAT",,0.0355205755492245,0.0155783430598118,0.0265097890830684,0
"EZH1",,0.0354845761494594,0.091605289509271,0.0399449217472474,0
"ATP11A",,0.0354346540793391,0.0465746851725716,0.101548844082658,0
"NAIP",,0.0353857206548663,0.0152068835245284,0.0216025746474581,0
"AMBP",,0.0353298531056465,0.0223952856615956,0.0249423468040047,0
"CCDC144A",,0.0352748517551362,0.0419235835323231,0.032268114423172,0
"HAND2-AS1",,0.035273776943125,0.0737445013221106,0.233063043094833,0
"PCDHGB6",,0.0352562806362097,0.0694441941581081,0.142077356402204,0
"CTPS1",,0.0352442944415033,0.112697040089961,0.0759757532010403,0
"COL11A2",,0.035110051781835,0.0603297732298415,0.0560043650505337,0
"TNPO2",,0.0350685241295739,0.00299286683047798,0.217370240545185,0
"P4HTM",,0.0350567556183128,0.00748804286262823,0.141594666236775,0
"HNMT",,0.0348415664624984,0.0117086998701679,0.0334127135128492,0
"KIF20A",,0.0347714859983298,0.0840205944771608,0.0875935408812024,0
"RUNDC3B",,0.0347505294316487,0.0344194702516527,0.0495598714373036,0
"RYR1",,0.0347418493042677,0.0263292210453323,0.120834664000374,0
"GREM2",,0.0346811609737491,0.0171921164673484,0.101658921280904,0
"KCNN4",,0.0346223501629462,0.00860141945754744,0.032361805285,0
"EIF5A2",,0.0345913438772074,0.0252388809892789,0.0891848639602076,0
"ACAP1",,0.0345665324995159,0.0385973604937812,0.00638713640186966,0
"PCOLCE2",,0.0345514352455706,0.00964851845222403,0.143456112171915,0
"CACNG1",,0.0345316305871208,0.136253005882299,0.0198844195526419,0
"CXCL6",,0.0344981118716177,0.040514118372968,0.0784283556533167,0
"GNMT",,0.0344825792507818,0.070841997787986,0.0456369808878505,0
"DCAF13",,0.0344229657322743,0.0858300870052546,0.155618180734927,0
"GPD1",,0.0344027302420057,0.00521377590082794,0.0686603594335845,0
"SLCO2B1",,0.0344018459030092,0.12838878379437,0.0967848943111151,0
"MAST4",,0.0343924265589286,0.0461867207851853,0.106139676176648,0
"SPON1",,0.0343115480888592,0.0755403444864411,0.105089235094295,0
"KDM4D",,0.0342773763230202,0.00850940765896181,0.0274670145033222,0
"KIF5C",,0.034271993192821,0.00968458518008573,0.0712410725111122,0
"EFHD1",,0.0342554492509788,0.0489215307484248,0.149774045599687,0
"B9D2",,0.0341854458830304,0.130155754798824,0.130908036452748,0
"BTBD7",,0.0341625301653417,0.112653657387297,0.222678430928414,0
"TRIM36",,0.0341115650287128,0.0367836527209957,0.0312382277426576,0
"CASQ2",,0.0340876697355203,0.0284857687197037,0.10238738635703,0
"RARRES3",,0.0339413819252125,0.0314753646481829,0.18513154722727,0
"RECQL4",,0.0339326428418984,0.0215599144903863,0.11682620125565,0
"KPNA2",,0.0339213550482456,0.109135229550865,0.0877928831404109,0
"EFNA5",,0.0338968792658657,0.099943360785799,0.211124746886274,0
"ABCB4",,0.0338046993969282,0.00521020330288845,0.0763530054062551,0
"LRRN3",,0.0337931621743277,0.137969044298819,0.195740034845687,0
"CCL8",,0.0337574530191563,0.00671774817355053,0.120480422737969,0
"TNFSF12 /// TNFSF12-TNFSF13",,0.0336897852131731,0.14191461693067,0.21561662467737,0
"LILRA1",,0.0336252057910699,0.012187144711486,0.0621643630293843,
"DEK",,0.0335902902734595,0.0702699029654294,0.0828944115743914,0
"HEXA-AS1",,0.0335554065013515,0.0140149146312132,0.0577266821700952,0
"CD207",,0.0334174450828261,0.0347861900647943,0.069148929188881,0
"SLC16A5",,0.0334151775469376,0.0716096320490104,0.022158405299993,0
"PMAIP1",,0.0334059260005127,0.0591287328191484,0.0670147105550495,0
"TREM2",,0.0333999533109825,0.0523754057707964,0.0321680808530965,0
"FASTKD2",,0.0333803618009063,0.0381664860809396,0.165035254036125,0
"IL12B",,0.0333695275144313,0.0422185859104347,0.0583795985435391,0
"UPP1",,0.0333559449744594,0.0447370521630187,0.208189333455078,0
"PRKG1",,0.0333311834825575,0.013238068020903,0.0322860673078498,0
"DNMT3A",,0.0332008183092584,0.0427930797316983,0.154130080702144,0
"LZTS1",,0.0331968365162383,0.0377558947003507,0.13993571982006,
"SMIM14",,0.0331410596684541,0.0120633388956238,0.045830218038676,0
"CENPU",,0.0331314045006411,0.0280095237699124,0.0930951939337725,0
"ANXA8 /// ANXA8L1",,0.0330560043972782,0.0938144921296215,0.07829610515246,
"RAB27B",,0.0330273790242223,0.00392413360435368,0.0340944600122259,0
"MAD2L1",,0.0330008080386814,0.0863177344833131,0.123417664479987,0
"PEX11A",,0.0329714253086388,0.0498285983108158,0.0434642952386663,0
"SLC47A1",,0.0329321289116919,0.080351427936549,0.0931313332758762,0
"IFIH1",,0.0329219748859834,0.0476040077810803,0.158832367268172,0
"NF1",,0.0329173173672685,0.045964672572881,0.0174486363517914,0
"GAB2",,0.0328721797978729,0.0649922871109026,0.134481409547273,0
"TMEM255A",,0.0328182033735841,0.00608206855395581,0.100001642090357,0
"MMP11",,0.0327590206868954,0.0666410240630224,0.0228603357065041,0
"KIAA0319L",,0.0327199011577478,0.0119586295627212,0.114184517636618,0
"NCAM2",,0.0327198830174607,0.0119075334802745,0.165347081709156,0
"FBXW4P1",,0.0326552899901422,0.097693980602758,0.155070815080954,0
"PTPN11",,0.0325985018213517,0.0660028191816308,0.185439202807765,0
"MTUS2",,0.0325683617343224,0.0364044360994749,0.0231841722404838,0
"STK17B",,0.0325672279663781,0.0564566950366509,0.0722387422608455,0
"CDA",,0.0325249338869867,0.0501221211445157,0.0443977727538181,0
"RCAN1",,0.0324955965076619,0.117757716531049,0.0820687802350296,0
"PLK1",,0.0324815151097946,0.155846589864262,0.0389347155843239,0
"SLC6A16",,0.0324190762415701,0.0376973733769668,0.0382753679060727,0
"ATP8A2",,0.0324095616609821,0.0448096890523439,0.123879349206547,0
"FGF14",,0.0324054211404498,0.0424968956605664,0.133035900296983,0
"SKP2",,0.0324048451863341,0.0357515782246315,0.113102753643314,0
"TAOK2",,0.0323973169671844,0.0118391911547615,0.0558877800322694,0
"KCNA5",,0.032382627869699,0.0346184317436067,0.0784181912116553,0
"AEBP1",,0.0323758071217466,0.0322519474010104,0.12495199580844,0
"CCNA1",,0.0322903527642543,0.0958525726505704,0.0384880721373227,0
"LGALS2",,0.0322615142428249,0.112364702687437,0.0342108315933239,0
"GFM1",,0.0322530926145352,0.0660295869566772,0.17783628098732,0
"RGS7",,0.032236507857047,0.0114513449366772,0.0293676966330373,0
"B4GALT6",,0.0321433892282517,0.00904169723306711,0.041848100689098,0
"TGFBR3",,0.0320888051043448,0.0138598101378883,0.100874873944948,0
"ZNF682",,0.0320801295120356,0.0480464077477638,0.0983647401085296,0
"KLRC1 /// KLRC2",,0.0320499168638578,0.0656481817749325,0.0773167346194104,0
"MMP13",,0.032028547605645,0.0637786916165581,0.0493921460685405,0
"ASTN2",,0.0320030922477612,0.0495207947979032,0.0464508490203608,0
"CRYAB",,0.0319922942418604,0.0283368074113269,0.121471641047314,0
"DLL3",,0.0318895068400367,0.0394384992981841,0.105073795130218,0
"GSTP1",,0.0318596025767398,0.0106163193702075,0.084966403206419,0
"TSPYL5",,0.0317667107015334,0.14804850373529,0.0861301512343292,0
"ADAM22",,0.0317159677834215,0.122009946595458,0.056890515894368,0
"FASN",,0.0316702905404845,0.00614984755183725,0.12333654224828,0
"AASS",,0.031534669218996,0.044895492915679,0.0455025879610968,0
"LDB3",,0.0315224154550548,0.0250407159260454,0.0249999667847068,0
"PLA2G2D",,0.0315122432890592,0.121167726461004,0.0781081113071192,0
"FGB",,0.0314393737557478,0.0328358494412248,0.146177427989604,0
"IFI44L",,0.0313438606090543,0.0090395208135249,0.0216818605141105,0
"CCL19",,0.0312860066983962,0.0566743596534771,0.0209612583826535,0
"CEP72",,0.0312386650841171,0.0239933716895982,0.160410980767984,0
"NID1",,0.0312370596687081,0.0998278009209579,0.0756933154231145,0
"PTPRC",,0.0311901307459606,0.00205475635431924,0.0322073613459514,0
"C5orf42",,0.0311565712148115,0.0463474310359476,0.0459338679592317,0
"BST2",,0.0310507589201126,0.0531345577421956,0.0651478360670729,0
"SH3BGRL",,0.0310093446446459,0.0096464326831053,0.0453430376385194,0
"DGKE",,0.0309761751296696,0.0495868724815869,0.0313455181763916,0
"CH25H",,0.0309531823157606,0.0103426522167639,0.0393191964633827,0
"PBK",,0.030901255743915,0.0388946291324798,0.171378526079957,0
"ANG",,0.0308912831210776,0.0909572620069928,0.0158545647658789,0
"FRS2",,0.0308634831310851,0.0102019198624538,0.046066102351623,0
"HIST1H2AC",,0.0308514289103021,0.0200539891866651,0.030750282190395,0
"G6PC3",,0.0307806455100081,0.0392731140755825,0.0622623105531918,0
"QDPR",,0.030757289890357,0.0369435989181888,0.234131211543348,0
"SCN3A",,0.0307548817672435,0.07743811757694,0.274071007778264,0
"CYB5A",,0.0307204832478156,0.0434608431261733,0.12703675339929,0
"SIX3",,0.0306823206188129,0.101242828131296,0.027763039771805,0
"ZMIZ2",,0.0306431103882297,0.0576867824330378,0.046371269174215,0
"UGDH",,0.03062220824241,0.103846755070612,0.123903640772356,0
"TDRD1",,0.0305434884665064,0.140661918728656,0.0660284294903474,0
"CYCSP44 /// GS1-103B18.1",,0.0305391121222416,0.00467476686408248,0.0981950535341051,
"ZNF814",,0.0305202371535061,0.0484779879389025,0.0283776179976194,0
"AMD1",,0.0304506691524483,0.0490290033004858,0.0141760767670871,0
"BAMBI",,0.0303408070386527,0.0232075863000302,0.117975161712331,0
"GPM6B",,0.0302587539849931,0.0329447788750916,0.0362930762635726,0
"LINC00115",,0.0302160562842135,0.052582282987229,0.131982181141923,0
"LIFR",,0.030186650878812,0.129905792731119,0.0424303290892917,0
"SPRR1A",,0.0301644154218898,0.00141675058010782,0.17206473059713,0
"IFRD1",,0.0301523521309632,0.0963117753207482,0.0775400221124221,0
"HMGB3",,0.0301407468822861,0.0755739498934297,0.0269038867159654,0
"ZMAT4",,0.030116579484787,0.038999812761348,0.0458190065467641,0
"KCNH1",,0.0300479230331563,0.0962288560833887,0,0
"PRSS21",,0.0300325309995455,0.104867563014344,0.0212171796129883,0
"LYPD1",,0.0300042684322318,0.0191279659732223,0.0188066081740323,0
"ODC1",,0.0299847041325862,0.0456269803203424,0.0898882884268838,0
"SELENBP1",,0.0299395484229035,0.00875869956103575,0.15660028165286,0
"CIRBP",,0.0298889506270885,0.0410363748877036,0.111915857750637,0
"MPZL2",,0.0298397496333808,0.00982809127547838,0.123482404402392,0
"HBA1 /// HBA2",,0.0298203304560321,0.0273485688697435,0.028297695846584,0
"TGFBR2",,0.0297645898888221,0.0459215747715485,0.12429852369294,0
"KLRC3",,0.0297403544652463,0.0156042350870171,0.0676444549010291,
"GPD1L",,0.0297105817190309,0.0108843532473351,0.184772344557525,0
"EFCC1",,0.029690414254839,0.121800906718922,0.0719084623407096,0
"CDADC1",,0.0296296170825977,0.0239103585643001,0.140795396401025,0
"GLRA3",,0.0296030052814108,0.043276165550947,0.0258746524282993,0
"GALNT12",,0.0295855407199979,0.0469582141642377,0.0240515083967418,0
"CROT",,0.0295764161555828,0.0742950407689707,0.0133415877853186,0
"SPATA6L",,0.0295163037791798,0.10350846064026,0.13968458884462,0
"ETNPPL",,0.0295130385275005,0.0334841003320465,0.0203302253594427,0
"MDM4",,0.0294806807903722,0.00525100327786164,0.0574927067102969,0
"SCCPDH",,0.0294199425740641,0.134204396962166,0.115121450417596,0
"ITPR1",,0.0293598392678047,0.0996851365794975,0.0253307057961063,0
"IL4I1 /// NUP62",,0.0293335857372881,0.00880594300048477,0.114453665930597,0
"FAP",,0.0293251505037831,0.0094369274137707,0.0931996009522015,0
"SCN9A",,0.0293071099882545,0.0353115707816247,0.177862795521353,0
"IL1RL1",,0.0292738724472016,0.0784693114691904,0.0885663633230707,
"PDGFRA",,0.0292163904124292,0.0286777339414745,0.0814577458716012,0
"HSPB1",,0.0291904815473678,0.00337199765784801,0.0985797800672612,0
"PDGFRL",,0.0291626316715858,0.0401687111218886,0.0928003284747978,0
"CEL",,0.0291010408617835,0.0690054979087266,0.0486949273881561,0
"DCLK1",,0.0290950409618227,0.0111383638277024,0.0395748861345275,0
"DGKI",,0.0290712000894915,0.00615435579164761,0.050463040874823,0
"UPK1A",,0.0290194821309476,0.0734001074132651,0.0489623158322908,0
"MYEF2",,0.0289794283770139,0.00985140705002366,0.156739136624527,0
"WNT5A",,0.0289649206823996,0.0604836523236919,0.158037076223373,0
"RBBP4P4 /// RBBP4P4",,0.0289200007964493,0.00433041423355475,0.11521140814257,
"AKR1C2 /// LOC101930400",,0.0288913754233934,0.032782757430704,0.0216806040538101,0
"SAP30",,0.0288908629602827,0.0273080157552986,0.144255349790734,0
"UBE2S",,0.0288310544336888,0.0632936341505989,0.0712641317793189,0
"NCS1",,0.0288207870311858,0.121943927187047,0.0528201845611948,0
"CYP21A1P /// CYP21A2",,0.0287583617681767,0.0208562033467305,0.158884300960591,
"GTSE1",,0.02862274498176,0.0511090646800494,0.0787692671606104,0
"PKP1",,0.0286145183615567,0.0789672218701925,0.02599490212244,0
"PHGDH",,0.0284697679405813,0.0819391830537904,0.076408201062916,0
"PCYT1B",,0.0284528611929969,0.00197822999526177,0.0507437228300213,0
"ANKMY1",,0.0284438817508787,0.0845319276158675,0.172284740017435,0
"B3GALT2",,0.0283848033708408,0.0852044890077565,0.0354498947511677,0
"BTG3",,0.0283581507540079,0.0313009953211118,0.121975143350027,0
"SIM1",,0.0283068182765651,0.0565167056169919,0.0388029080662654,0
"UCHL1",,0.0282838481380151,0.0326525380973808,0.0614917540570004,0
"SPTBN2",,0.0282790454970033,0.0387712700937046,0.0417070106678582,0
"CYP26A1",,0.0282100035642716,0.0298045834555828,0.175919260846582,0
"TMPRSS4",,0.0281731016852229,0.0980260072038293,0.0363212459424244,0
"POSTN",,0.0279833588171488,0.0705397239509055,0.0545229943291683,0
"NAALAD2",,0.0279645291991311,0.00395507817859961,0.104745609310583,0
"CST5",,0.0279565837533779,0.0305772002523833,0.114759332115616,0
"CLEC7A",,0.0279192691827975,0.0311546402124099,0.0188605091127874,0
"DSC1",,0.027897650495637,0.0740097056110197,0.0183174202563764,0
"LRRC32",,0.0277655529249191,0.0319319643562009,0.129230597517765,0
"HIST1H1C",,0.0277204652413131,0.00329760320249978,0.069350397765521,0
"KALRN",,0.0277044700431559,0.0121018313316922,0.0668579751867991,0
"PPFIA2",,0.0276885247307883,0.0202349355257109,0.027665583556192,0
"PCLO",,0.0276743435613419,0.0386448677907128,0.14630304180272,0
"CHEK1",,0.027642203507659,0.127608905251146,0.0674408116815613,0
"PTPRJ",,0.0275054076025803,0.0715299309016844,0.0814050309186105,0
"LOXL2",,0.0274696440265476,0.0172482760234493,0.0574874231336488,0
"UCN",,0.0274051417006646,0.0152840124660884,0.0499191546493753,0
"CRABP2",,0.0273982756019943,0.0114938259913787,0.10033445103956,0
"MED1",,0.027351587038051,0.0686832356532697,0.0432267557809004,0
"RAG2",,0.0272955244807449,0.0134808347112442,0.167706665828034,0
"THBS2",,0.027230795401273,0.00216583590291789,0.166684470939744,0
"CT62",,0.027095917831556,0.00947538099965768,0.0772609268410648,0
"DEPTOR",,0.0270901991060453,0.0486577768662914,0.287043670428195,0
"LTC4S",,0.0270820042313444,0.010852313178909,0.0963402845578695,0
"CCDC102B",,0.0269969126795943,0.0869711297856672,0.0728764119717973,0
"COL8A1",,0.0269795388196169,0.0274050084709027,0.0776216034353927,0
"STEAP1B",,0.0269375213796038,0.0364449697888292,0.207710557646739,0
"CDK5R1",,0.0267738324988881,0.125630951861083,0.0657524673155086,0
"HS3ST1",,0.0267577420642236,0.0611925774854552,0.0587050137071271,0
"RNASE4",,0.0266956569315977,0.019704599791983,0.0859505015740607,0
"HIST1H3G",,0.0266789542622433,0.0687511328204531,0.063604637028422,0
"AKAP12",,0.0266255356517831,0.0432250710872578,0.0620793506032855,0
"NQO1",,0.026592951161066,0.0669635064695078,0.0857841655604375,0
"VNN1",,0.0264801457856872,0.0304293267490882,0.133344312975351,
"ACSM1",,0.0264664997547104,0.0276644920705874,0.0581782991057857,0
"CD52",,0.0264325547424603,0.0481596009890491,0.0488750079498738,0
"TIGD6",,0.0264042060087828,0.0394696830438598,0.089138439362952,0
"SPP1",,0.0263530594692828,0.0312510987380185,0.0748735717278529,0
"SLC4A4",,0.0263162664319567,0.0143074597353456,0.0174508432115499,0
"HMMR",,0.0263080987676865,0.0627700567296926,0.0225443439951697,0
"SMCO4",,0.0262980853292031,0.0101611797815104,0.0370774336874874,0
"SLC16A10",,0.0262765119927604,0.072438973348301,0.0167664972085708,0
"PSMD3",,0.0261945178950338,0.00932793484835896,0.0437306285783179,0
"STIL",,0.0261776156825213,0.0275011335324535,0.0127504916749274,0
"TYMS",,0.0261130135850592,0.0332020577269768,0.148272494998304,0
"COBL",,0.0259795645629519,0.0618080614857055,0.0872286599774075,0
"ALOX15",,0.0259564855826792,0.0236156281374588,0.245946561497293,0
"SLC25A30",,0.0259420277738544,0.00467895297113799,0.0736489095380682,0
"L1TD1",,0.0258041842671952,0.00584367169965338,0.061012857435171,
"SIX2",,0.02579176724067,0.0537972382379257,0.0287951896917068,0
"NME8",,0.0256296248194302,0.118771680367809,0.0679823621795274,0
"ITGB8",,0.0255371819163296,0.107811940569085,0.0908547480249228,0
"ATAD2",,0.0255339846907269,0.0530914923160143,0.186741040655236,0
"NACA2",,0.0255269054436832,0.120692303840054,0.0414370529234937,0
"TUBAL3",,0.025495540887274,0.00628098310194056,0.0442400386607135,
"FUT6",,0.0254831601413231,0.0410474471894282,0.0392664372121122,0
"TARDBPP1 /// TARDBPP1",,0.0254528069059202,0.0369389045212588,0.226302030218027,
"RAI1",,0.0253982635976593,0.0496777657186972,0.141123944661131,0
"RASSF4",,0.0253903181519062,0.0367031972326457,0.0232862636670129,0
"TGFB2",,0.0253544230587919,0.0195885672499338,0.0473709122109586,0
"MMP15",,0.0253485637460562,0.121275522764577,0.150525876004862,0
"CXCL5",,0.0253199746535745,0.0506730555682209,0.111383883735346,0
"LYZ",,0.0253145869883036,0.0105593666229012,0.0548570275217402,0
"AURKA",,0.025280487783613,0.0211527726821622,0.148170222351539,0
"ZNF117",,0.0252394680593908,0.0308212117672898,0.0446786077394376,0
"CNN1",,0.0252203300564923,0.0978991354611445,0.167097330907705,0
"CLCN4",,0.0252092690164284,0.0810715419505813,0.0706956881983832,0
"CCDC68",,0.0251639591143053,0.113418604510769,0.111107776584318,0
"DTNB",,0.0251524082864895,0.0084308299293838,0.0206632799627421,0
"CD3G",,0.0251395332177149,0.00971814364310501,0.119481101870534,0
"SUSD5",,0.0251119055604499,0.072870067912171,0.0302382705908389,0
"ZNF257",,0.0250835114760547,0.0493917960077819,0.0745597707678116,0
"BMP5",,0.0250527001984024,0.0527508409746523,0.114344796867255,0
"ZNF613",,0.0250396346566131,0.0431273693558415,0.0714953849084661,0
"RNFT1",,0.0250310089500934,0.0941849221350954,0.20040976620316,0
"CRTAM",,0.0248528713306964,0.0310104866139924,0.0394129880031194,0
"SPAG5",,0.0247860425129918,0.04513714428206,0.0386176244702265,0
