"gene","scale_to_500","scale_to_2000","scale_to_4000","scale_to_11165","h_cent"
"UGT2B28",0.0789151520522623,0.0669360562793156,0.0518728819107425,0.119137476086822,0
"MFAP4",0.0788585345050033,0.0491285572737378,0.100409472313252,0.125415194730747,0
"TRAT1",0.0773761667267758,0.0265291245608778,0.0474703631567558,0.156589247354067,0
"MUC16",0.0765087604118193,0.0304850087159431,0.0902654438751455,0.0401247204108207,0
"KRT5",0.0751555595711478,0.0945324124788459,0.0424003561970796,0.156017783435871,0
"ZBED2",0.0750098772628088,0.0577348854317175,0.0760704422628073,0.059160609433769,0
"NKAIN1",0.0749946134054789,0.0977483225772882,0.177393962423402,0.174952591838493,0
"UGT2B17",0.0739819086820156,0.0334146560136833,0.0574929783026765,0.0153922598634018,
"KRT15",0.073811011832695,0.128850343681231,0.179313912492502,0.0164806343681913,0
"RNF128",0.0728375263160936,0.0805483009712992,0.0103715640362012,0.090307374316718,0
"CPB1",0.0711835015668776,0.120692420745193,0.192861203879044,0.103967272425608,0
"PTPRN2",0.0707403736685178,0.0437857075820684,0.118541246991333,0.0589443935570639,0
"LCN2",0.069614533664493,0.024301633356213,0.0812926448084693,0.0586386468297179,0
"TSPAN1",0.0694807445729568,0.0823511552652048,0.00489315830305406,0.0633688252035693,0
"KLRC4",0.0684826817890953,0.0109441009705795,0.0273977758621153,0.0511165290987883,
"AZGP1P1",0.0679990678144274,0.0147017843487068,0.0367448090145363,0.181813380549929,0
"GABRP",0.0676667410856491,0.0390603668687583,0.135418309732993,0.070758470942243,0
"MATN3",0.0675256271853138,0.0492956565284298,0.0137320610286048,0.0223195060623642,0
"NOVA1",0.0674757969870889,0.0796524247522014,0.0422505207596193,0.101910680486494,0
"BBOX1",0.067355144947812,0.0351995559584241,0.00776063435167183,0.038229869545577,0
"THBS1",0.0672152441709465,0.0337301201415569,0.0200225950025063,0.204894282425572,0
"CHRD",0.0669377613722024,0.146339330990701,0.129991936533542,0.0425178020834789,0
"OLFM1",0.0664929519925774,0.0532690959463436,0.0165506465519542,0.0388354713290525,0
"MAB21L1 /// MIR548F5",0.066470478496398,0.0210238535410542,0.0127716877796949,0.082972795366982,0
"LEP",0.0661898093290462,0.0540041313098015,0.00685613494815313,0.0334870742162085,0
"COL17A1",0.0652487326362826,0.0404310741730422,0.00913416552128525,0.0691811541738949,0
"CDC6",0.0650670789136625,0.144223810708208,0.0067142370883984,0.0462117510685684,0
"CHL1",0.0641244742995666,0.0296618387675727,0.00477971415434662,0.0285425485476372,0
"IGKV1-17 /// IGKV1-17",0.0637291342523243,0.0274335176447727,0.0195024104974502,0.0250281888160711,
"WISP3",0.0635730712925214,0.0261850713405225,0.0234620420387272,0.0421089289607024,0
"KRT14",0.0629839846779435,0.0739595128700723,0.0856252817985015,0.173842428620705,0
"TPH1",0.062723930931583,0.0458248844662687,0.0047123139457347,0.0432934730174318,0
"CXCL2",0.0622983088655735,0.0815167746194019,0.0171825382788537,0.0281557561037948,0
"SCGB2A2",0.0619139637095266,0.0283892205307516,0.0165337111103398,0.075236253826122,0
"PI3",0.0615816676927349,0.0344933863268262,0.0692315930149361,0.095172791311756,0
"TTYH1",0.0608879223058913,0.0608339448707559,0.0083479794892207,0.0575534597875175,0
"KRT6A",0.0607238358395946,0.0435779151283221,0.0322390038155441,0.247204471559644,0
"FAXDC2",0.0592388268305213,0.0625473947596515,0.027002663041335,0.0846509430744425,0
"MMP10",0.0589475082818231,0.0404961751283997,0.0195745795658399,0.0498620300039839,0
"SOSTDC1",0.0586781488035291,0.0392614519513465,0.00627795197840558,0.0764908052734389,0
"IGLJ3",0.0579896935563738,0.0441032215623852,0.01128877878037,0.163108890985461,
"OGN",0.0578994233498205,0.0733141902965051,0.00882272870702465,0.0375455698544359,0
"IGHG1",0.0578461687650919,0.0281799949943238,0.0872617420932705,0.216611048571327,0
"AGR2",0.0578213611579325,0.0574846764516418,0.0515917425723924,0.0596421397896898,0
"S100A8",0.0576883705780474,0.0924105068152911,0.00299945072217231,0.104227963775257,0
"GPR19",0.0575331138078923,0.0677254580832352,0.117678643461657,0.0493414084296765,0
"FGFBP1",0.0568758158711216,0.0296689951108366,0.134820159388717,0.0933573028283754,0
"CENPN",0.0564349529817721,0.090809118550003,0.0281949362610719,0.022578208016537,0
"UGT2B4",0.0558634489795107,0.0479419738835965,0.0120169906291066,0.0710591757199217,0
"SIGLEC1",0.0556159334016713,0.042432859390442,0.020790731078375,0.114160741541702,0
"TNFRSF17",0.0547275891898644,0.023426128679537,0.00669053362141701,0.0687924488497873,0
"NMU",0.0540704755250133,0.0759950979774253,0.022066316893559,0.0512776379153923,0
"FABP6",0.0540219198742313,0.0273724891838708,0.0252439509379633,0.109064997654277,0
"GRB14",0.053945853961471,0.0672047955626717,0.0854174139024409,0.0306972007698167,0
"TAT",0.0535567484475043,0.110759724679693,0.0683606820214516,0.0364613050218792,0
"IQCH",0.0532109506736127,0.0587100029599733,0.0555528067141118,0.0356405102492509,0
"ADH1B",0.0528321375141484,0.0633614401436069,0.0338606039158933,0.163675119652405,0
"CORIN",0.0526698323430733,0.066086156617892,0.0730444987520295,0.0338103026556196,0
"TMC5",0.0523973786321315,0.0495402828351481,0.052428021866594,0.111035087134243,0
"MUC1",0.0523734578335845,0.0377614724260618,0.0785804100381904,0.174107863913411,0
"KRT81",0.052368367321809,0.0760788244725706,0.0893704328190769,0.0704463855337658,0
"KIF18A",0.0523377397931928,0.045535442580251,0.0371109104622892,0.17292149154586,0
"CASC1",0.0522417264451492,0.0426801477842933,0.0424216331464755,0.0584030846860786,0
"EGOT",0.0508903644846741,0.121763994715072,0.0630125919377025,0.249917507626122,0
"TRIM58",0.0507306122474834,0.022777815226133,0.0558636988164528,0.101622612799914,0
"SUV39H2",0.0502088079175041,0.0211168587930551,0.00810586273004064,0.1004601695577,0
"KCTD14 /// NDUFC2-KCTD14",0.050033131515272,0.0298658126908827,0.010946851858049,0.0646008409078048,0
"GNGT1",0.0499943921832005,0.0293705556424135,0.0203456277865628,0.0871912963919341,0
"GPSM2",0.0496174255819293,0.0971327591447211,0.0127557592052842,0.0205725953432676,0
"RALGPS2",0.0495627390508265,0.112194512548184,0.0283313748609486,0.105708484775073,0
"CERS4",0.0491697331145642,0.0898660685142817,0.0399450959522642,0.102250504672374,0
"ADIRF",0.0490209834465655,0.0605781894978971,0.0539876106022554,0.0741395653396328,0
"SERPINB2",0.048996079864448,0.0430157929815742,0.0712110032868053,0.0767144471526891,0
"IGHM",0.048958465358885,0.0592171781770723,0.0196108688728664,0.11982303626538,0
"ELOVL2",0.0488229372011088,0.0690179535396545,0.076142127322686,0.0510580473151878,0
"CYP2B7P",0.0487291888620754,0.181833850285031,0.0754219356082908,0.0181862933209807,0
"CRISP3",0.0486063946617346,0.0283854065353872,0.0141365415993969,0.0604523472734401,0
"TRIM2",0.0485524528963064,0.114722660871371,0.093450750830394,0.0837783555584671,0
"BMPR1B",0.0483884048199929,0.0628561968670849,0.0103271728475766,0.0265412690515579,0
"HPSE",0.0483750067158477,0.0581599304989366,0.0430069305557083,0.0201158961867464,0
"ART3",0.0482894008922562,0.0478771314273302,0.0605155288976042,0.196054762042488,0
"TRIM29",0.0481597963088914,0.0388091193572457,0.0199147323298729,0.118806052465643,0
"PTK6",0.0481482754749258,0.0623139383347198,0.0944210405881292,0.156999288340585,0
"SLC4A8",0.0479973452558801,0.0912723852021578,0.0371285970074124,0.0661182744560634,0
"CLGN",0.0475283117968407,0.0436185584415868,0.0328227472175174,0.0419820143890063,0
"SLC16A6",0.0474759862497061,0.0297061963046226,0.0400881682206303,0.0227617116271502,0
"APOBEC3B",0.0472653864797351,0.0803480594120616,0.0413436992483778,0.212304949711581,0
"LMOD1",0.0472298872622477,0.0308176970464254,0.0938186685241316,0.11617574947741,0
"WISP2",0.0471790742804522,0.100679593430724,0.0787222261506883,0.0303625755911417,0
"CYP4B1",0.0469697989649024,0.144143685060054,0.0209609401985115,0.0244347730866637,0
"ARNTL2",0.0469691194621993,0.0595005521370525,0.0224970439994624,0.0735551743779604,0
"SYT1",0.0468340481452235,0.0798532377304829,0.0626685735806113,0.156276275979994,0
"GBP1",0.0467497091910783,0.0344304576708498,0.0942560632924332,0.1635262291068,0
"S100B",0.0465450521905104,0.00969667278994325,0.135005979806783,0.0460555231169778,0
"RARRES1",0.0462369034731667,0.102622490741101,0.0125217677996869,0.047041365225998,0
"REEP1",0.045733656861078,0.0182114491864266,0.00210751894767614,0.0175890216276704,0
"DNALI1",0.0455828763629668,0.108104031997852,0.0403144478652018,0.0936386532848874,0
"EDN3",0.0455500951562917,0.0350397309588623,0.0882812420808926,0.0988858731266131,0
"LAMA3",0.0453820506827246,0.0948953270627213,0.0286331857333663,0.104767855101288,0
"PDE9A",0.0451979476791748,0.0680927716867342,0.0215191638875188,0.10600963253555,0
"SLC44A4",0.0451585941073718,0.0965295673879614,0.0547439200353756,0.0722497040715438,0
"BRINP3",0.0449444624589441,0.0325800939650092,0.0116037671487218,0.157119956854825,0
"CACNA2D2",0.0448993887796406,0.119927481118438,0.0458260518878107,0.217490216395414,0
"SIDT1",0.0444129915311889,0.0568152907872264,0.0694992383902488,0.00811920921078332,0
"GAD1",0.0442189839119673,0.0290964740445042,0.0289769418517324,0.0415505773333339,0
"HLA-DQB1",0.0439074683930949,0.0848119668426481,0.00764198832553867,0.0101958743113324,0
"ACOX2",0.0438365121871017,0.0450647338753102,0.105680943364073,0.114407780966932,0
"KIAA1324",0.0435498196313821,0.0892759014836653,0.0811088186997206,0.0550258563203826,0
"CYP4F3",0.0435438807009773,0.0439859718166649,0.0431036189448908,0.0792102686176085,0
"TENM3",0.0431376916444758,0.0384866122629026,0.00436878162060155,0.0719259964052873,0
"GCNT2",0.042995583443575,0.0306876538632225,0.134273485534915,0.0585224886857863,0
"SLC27A2",0.0424868278688935,0.124474670607136,0.022302870792377,0.0780933962239849,0
"CENPF",0.0423038304968606,0.0434069021066866,0.0453890359087786,0.0371508762083194,0
"ACADSB",0.0422288395036306,0.0374714681911437,0.0275914310667809,0.102355016395828,0
"CCL7",0.0421137079439413,0.0220137417980874,0.0599122050041602,0.242350926503599,
"C1orf21",0.0417266179040939,0.0645148902993461,0.114868778185294,0.0417207068905566,0
"FERMT1",0.0417120834564452,0.0819970024400024,0.0159669112437687,0.130032654118027,0
"GSDMB",0.0416563987857786,0.033723938838725,0.122026755773983,0.173009508200754,0
"COL4A5",0.0416132753176229,0.126756881987861,0.0745816644579411,0.0470171985007958,0
"GUSBP3 /// SMA4 /// SMA5",0.0415021094432007,0.125737016906383,0.134779871750513,0.10627050913255,
"ZNF711",0.0413844825346019,0.0448500526475349,0.0996449395917162,0.0619033092392645,0
"CYP39A1",0.0410643753374839,0.048703852336902,0.02842542791282,0.0787032143982763,0
"CGA",0.0410537720241174,0.0776125585370909,0.0394032524710276,0.0261304387502364,0
"DST",0.0409466102249455,0.119855391617473,0.0571204568624324,0.0261610448344785,0
"CDC45",0.0409350855519816,0.0693226105914837,0.0210178735207271,0.0609557931965248,0
"SLC6A14",0.0407005649834636,0.0548093831895814,0.00689473017532679,0.0440584882015289,0
"SLC26A3",0.0406783295051802,0.0194644101546307,0.00204810366542853,0.089868273658636,0
"TFF3",0.0406756767573394,0.0472753410077496,0.028771842031103,0.147533954077076,0
"ADAMDEC1",0.0406592381665228,0.0624504984160661,0.0616949491822983,0.0433620709172977,0
"KRT19",0.0398487718746844,0.0213465057576942,0.0484080025744639,0.0921221459733887,0
"C1QTNF3",0.0398155798951888,0.0700965024499263,0.031985350980598,0.113992335590276,0
"CYP26B1",0.0397976517730231,0.0109616448957485,0.0197459752352695,0.0428348327908311,0
"SERHL2",0.0397725639189862,0.181103413484355,0.0342068140707235,0.172705444808041,0
"ACKR1",0.0395732699990746,0.0838266771483967,0.0137118945468966,0.0468508705414053,0
"RGS11",0.0394201016440069,0.0238483483970391,0.101418333826176,0.0340421034725902,0
"HSPB8",0.0391756534258271,0.05818153104581,0.0216925117785682,0.0259223697299026,0
"PVALB",0.0390721693870481,0.0517641006316736,0.010513435995835,0.159151959221521,0
"IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37",0.0387527570486265,0.0260687331442295,0.0787172662775181,0.0281601657961955,
"ELN",0.0382742988487055,0.150260698714472,0.00911033498183523,0.0381037241531034,0
"EPHX2",0.0382727632493765,0.110180940679236,0.109694270712441,0.076715268684424,0
"UGT8",0.0381708186489248,0.0399288920699696,0.132689084483343,0.148787466528375,0
"ZMYND10",0.0380512338511816,0.0358601435835924,0.044492409332663,0.130241017117855,0
"CAMK2N1",0.0374427295830888,0.0772235582203547,0.0856359850235019,0.0344972964875973,0
"CSAG2 /// CSAG3",0.0371868718618948,0.0309728237116264,0.021603340899504,0.0336788213339853,
"MAOB",0.0371423049303699,0.044961003178557,0.0530494564196425,0.0788269676836395,0
"SLC18A2",0.0371415371307054,0.0432369321515598,0.00888322329587678,0.135912550046434,0
"ROPN1B",0.0368368127998654,0.0601490401907199,0.059340356232753,0.104660556613321,0
"NAV3",0.0367695305152667,0.0808668897636271,0.00969874849937507,0.125330142033484,0
"SLPI",0.0366706993424544,0.0323278124571315,0.0772906487630354,0.0177353066289987,0
"CNTNAP2",0.0365220072594307,0.0729483097756876,0.0158127100171635,0.12216589174295,0
"STK32B",0.0363430178016464,0.0487399242978155,0.0309974977033144,0.0663360609081441,0
"OLFM4",0.03617121878772,0.0324104868156246,0.0723698653504611,0.149079480788976,
"IL12RB2",0.035721242116353,0.0303924070853304,0.00955900034966276,0.0232606834239727,0
"CDH3",0.0354286912491934,0.0442790236198171,0.0480059129085911,0.0212463520438107,0
"DHRS2",0.0352663092981518,0.0918279949858342,0.0508950228426471,0.113313847028025,0
"HDAC11",0.0352523545392499,0.0384588893691303,0.0556272307117856,0.0758703071865935,0
"PTPRT",0.0352438204459791,0.0764821918966961,0.0309331618027674,0.119780163584743,0
"SLC15A1",0.0349745876546298,0.0303471561391404,0.104761158842274,0.0503243107437629,0
"GZMB",0.0346439347291202,0.0802502741944078,0.0167289672662343,0.059781091412149,0
"COL9A3",0.0343764333260143,0.0715464828088705,0.115776784627071,0.0322702165779055,0
"ABCA8",0.0343182533064381,0.0287222671319043,0.0589304285427646,0.0160378126546041,0
"CCNB2",0.0341964956356444,0.0501364497657253,0.102746181229251,0.0530806584465606,0
"ANXA9",0.0340801816644718,0.0420970282552182,0.0693948285274952,0.120538163532162,0
"WNT4",0.0340275144464866,0.0395982808023611,0.0617599908611423,0.0371946308274366,0
"TIMP4",0.0334677347451019,0.0472761754609565,0.0975930737313687,0.247176330070606,0
"FAM198B",0.0333536742659446,0.134074265650623,0.00875180689133645,0.0579813972790839,0
"SERPINA5",0.0332609048714835,0.114635741685695,0.0145162454669439,0.0505311716291925,0
"WIF1",0.0332230254750362,0.0442250653358154,0.0418496548744633,0.342068126318868,0
"IRAK3",0.0331298721807428,0.0500510498290943,0.088969803272525,0.0913943574528093,0
"CX3CR1",0.0329334076025949,0.0485405988230768,0.0193609618429189,0.19600761256429,0
"CEP55",0.0329171993516776,0.113626107726145,0.0562700458147139,0.247370614271682,0
"GPRC5A",0.0326344225742469,0.0618487669524186,0.0189870935963832,0.039776475524658,0
"NDC80",0.0326097954000086,0.119348470364393,0.0291511525405624,0.056548291547145,0
"INPP5J",0.0320578318992083,0.0297085046561571,0.0155493171179663,0.0153616416978106,0
"EXO1",0.0320181213005613,0.167403632836934,0.0613390944699133,0.0593677804071574,0
"PCK1",0.0315845678640176,0.036433535383706,0.0664018105455299,0.014657655448404,0
"PTGFR",0.0315036494573777,0.00962675785589453,0.0526342386299412,0.059123551909138,0
"ADIPOQ",0.0312901205316867,0.0415813271031787,0.0353960343136984,0.154773033989744,0
"ST8SIA1",0.0312869226460841,0,0.0533039121583394,0.0194461283449458,0
"MPP6",0.0309033606456949,0.0182120251405423,0.0072103870905517,0.0417214317714991,0
"MSLN",0.0307873960233697,0.0220131862517948,0.0257762405120686,0.240001426284055,0
"IGKV1OR2-108 /// IGKV1OR2-108",0.0306002986011285,0.00368717888474753,0.1049021461509,0.128452896917173,0
"TTC39A",0.03055933265003,0.0460098337634747,0.00915588358211676,0.0631789466677777,0
"DLGAP5",0.0305207545558881,0.099895171135616,0.0389389474770141,0.146269165700003,0
"AQP9",0.0304248602167925,0.0146551320653377,0.0267388994466562,0.0194779345098595,0
"NAT1",0.030027792620305,0.0415819438729404,0.0144984164711552,0.039546418449066,0
"ICOS",0.0299077202697749,0.00305072124273629,0.00587931997868529,0.0467258487143926,0
"PROM1",0.0298560665473468,0.0589802116065852,0.0213613188376413,0.0313623756854228,0
"RHOB",0.0296852771899791,0.0490299965588102,0.0754848988024251,0.0293151790087477,0
"TF",0.0295693855086221,0.106665099073756,0.102997975730516,0.0555971672081578,0
"EZH2",0.0293891445373847,0.0498825220267926,0.0181039318456689,0.102308897859415,0
"HBB",0.0293873133351849,0.011714151623227,0.0169938720849944,0.0707880299762347,0
"IGLC1",0.0293466468259555,0.0316932878894652,0.0828795387466877,0.0812760826531588,0
"CHI3L1",0.0293192632509217,0.0553753692174833,0.0308716263528029,0.0843083321240501,0
"KERA",0.0291645631355234,0.0259340913982448,0.0238426977357207,0.0317291734965992,
"GALNT6",0.0290155908056221,0.0364711583391672,0.025926781727826,0.0351619639865437,0
"DACH1",0.028939659257803,0.041506552839721,0.0573611790619727,0.0837806268520872,0
"CHRM3",0.0289311827495071,0.028687165676351,0.00374060939389032,0.0467381354463692,0
"GALNT3",0.0288467823713888,0.105310681747295,0.062941774531877,0.141089311460541,0
"S100G",0.028797608641877,0.0323906322713853,0.0962802548734996,0.0479403585438649,
"LPL",0.0287926524950427,0.041602868694119,0.0298113239620713,0.112043815345467,0
"ZFP2",0.0287691194353263,0.0380046021590937,0.100535573527337,0.0233976738407706,0
"EGFR",0.0286998139986118,0.0304017493331908,0.0420886611909879,0.1523620960832,0
"TMSB15A /// TMSB15B",0.0283516552407519,0.0258098032211268,0.0993645125066934,0.0527717464057653,0
"C4A /// C4B /// C4B_2",0.0281454472848617,0.0559999211623122,0.0133833272307354,0.0471464850440206,
"ORM1",0.0279752683282274,0.0197336709712412,0.101004398092464,0.202732413610898,
"CDCA3",0.0279068189881387,0.111275697936039,0.109793999128325,0.189102267837584,0
"GPR171",0.0278465428754785,0.0238698809178359,0.0215476750644595,0.145320328763102,0
"TAF13",0.0276784830459181,0.0370555114077656,0.0558203484889406,0.0333051331267381,0
"ASS1",0.027665050390788,0.0327724082187809,0.074517063081154,0.121479759713871,0
"ZNF667",0.0272639288120721,0.0845315089338204,0.0142380134171752,0.063555844486754,0
"CXCL9",0.0271708331027535,0.0267542863395296,0.0994791658672997,0.155957489449914,0
