"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"ROX1",8.68506525720959,0.427806046106516,12.3078208524301,8.32034760445307,9.85132158257531,16.619458358948,0.570276919374756,1.35157925491013,11.1491476641075,11.0498990828823,4.76900466284272,7.76248392833711,12.0021739137571,7.7031581251362,11.0083658944859,4.96822417407987,6.49431697417291,7.41869565294877,10.8304558884242,2.74136335011468,6.25955264980435,7.70204089318546,0.799909672272787,4.03561950904365,8.25181584264126,11.4266230953245,11.0875987983295,2.62066149140374,4.15398875764539,5.77322674954783,8.15014490171183,3.70336822889122,7.14971911926157,5.38609071311144,6.34019577200576,10.4820383201669,6.23526506559343,7.51902082432888,9.41727761363936,2.00001958603031
"SIN3",11.132074103142,10.461972957908,17.0446230141709,65.6876385094501,3.44307182489972,17.0089608011744,21.5042061657763,23.9066255251996,1.72313374945198,24.591511454345,21.3689795347105,39.2594068195658,11.8444096211813,13.9526802281836,13.3154090641419,4.98964571029019,1.45477759332083,52.2232352035215,12.9539067377851,35.0287695660853,23.888478371071,17.6225313466065,15.9690497826109,9.96852321702528,25.7108011918034,32.2984728463654,48.7447840391668,19.1754101360847,37.5797194529732,16.9989263292344,15.8805733984968,16.9484673392058,19.475133854134,6.95939107084914,20.5808993236088,25.192931677942,27.8754155084851,16.3186912852353,6.94814797026714,22.5881916034074
"SWI1",4.10913078315743,6.7085731839921,2.74182133185002,4.11944319626674,6.76627783017329,7.9248712440739,7.25690855152896,6.12196988083423,7.96358934381313,7.12389846163536,5.96312025300776,1.23563358086132,5.54209840281252,2.58640040867686,0.719885090620887,9.60011587898678,2.79698712539389,14.1486120244861,1.16209100777796,1.91347491593674,5.65947035460252,2.78837000378079,8.09642110914659,7.25307968651644,19.0394920860734,5.57584856248098,7.30469018476971,7.28223829338921,5.32315878507733,3.66535393821205,5.2000539421924,7.56384281090948,6.48461317919677,1.41274513605538,6.14246236349094,6.40090646543538,7.17004131873057,3.04323848261949,7.75487083720222,2.14025369763613
"SWI4",0.680820219981456,7.48995262397458,9.78559314369963,0.266295964499087,2.02262117947616,1.20075631615968,4.63291558108231,7.42501816598553,8.58770759958158,9.7083550435496,2.43870392232854,2.77983534132707,4.86119099926164,3.8537425029139,2.22371110709193,7.34949964264072,2.58983815113956,7.13463730092137,6.07131033754374,5.14357083318023,6.8527359332868,2.26978161380986,2.04883929105418,1.0836929040866,6.61096481681767,7.34721582954891,15.2483099078129,3.00968803672084,7.3919600425484,2.35176630685443,5.83135870247317,2.51310421276743,7.44978474665813,4.74967329869969,6.58473340760496,0.191240473865062,7.18920071941955,7.79688363337352,8.10316280620396,6.24298956003364
"SWI4_SWI6",6.8597111674383,3.45412425905006,3.64988195483586,9.0088427564789,4.39145628085244,2.88492913697694,5.88050284835549,6.38720469184793,8.40015917724388,1.48369791267868,4.19123271246817,6.07532700391356,1.57756104016011,5.79033730353594,3.01349735403106,2.70464277233686,1.05860211002804,5.75983714593239,5.29498513673149,2.07575286329302,6.31930985994042,3.67691657157138,5.69994361122005,1.29085979028476,3.5630657092868,0.350322503723456,4.62785404445911,4.52473835813871,5.03229010654383,0.977204725785652,2.59988764154164,1.67652440376362,4.80922629853405,4.40730423670755,3.74751767123323,6.5850857870242,1.69153045885395,6.17611590329842,1.28962975648562,3.44651137368726
"SWI5",7.029104116313,7.31999997031797,6.87465437214977,14.1941580143864,1.27304996939842,2.81010138605827,8.30751738771409,9.60520093830496,2.43918288054311,0.357682900566432,8.28632022737311,11.3057148115237,6.03736965532131,0.126677509065232,8.8954317813963,11.0944658969862,8.60618839820748,9.91606996333964,4.62051103207262,6.22498397751083,3.78127092052302,7.6196025309848,6.13798296890484,6.28567636911561,2.27720101345193,5.93835465953057,2.77452095837473,1.9513722935754,0.0104624209674839,8.88936444780558,0.504268296256067,12.2501778927586,7.44643544023969,4.84891297291496,5.72457519924478,6.68189875761693,8.51173101651612,5.70323051862499,6.86432809223445,6.92725031601712
"IME1_UME6",6.05271835851294,3.01525822142018,0.410231986934046,1.7571334198795,3.58121813422499,5.23537809721412,2.86496169322636,2.33960588993239,2.75571494709677,5.7217670224165,3.72881305189964,0.260120015667625,4.2962942332986,1.79846939298405,2.45144925421631,3.77171436699628,6.05696390860307,4.16290279355552,2.32698863113244,8.45614640839601,6.57969600945021,4.44099851535817,5.47764191708076,4.0309281259593,6.48207093353818,3.13711568707227,6.60471766118272,0.172869452429457,1.39861166844411,1.91366915462671,6.01686436039249,5.82457349389194,0.53380443108054,0.281283128170415,5.26370522852821,4.01993061064801,4.87355547945847,3.52626121613014,2.51678860688158,4.25841472134595
"SNF2_SWI1",28.6484270359096,5.95286216773745,22.4765502625448,0.843966393746125,14.0269685497821,13.5053951209802,9.92705201974228,14.3832719353611,19.3660229394923,13.0355264115341,20.6978122810696,22.0646629960747,6.451109688432,21.9221604455262,1.82561357455489,5.52506176181206,24.2344667404266,13.9877514680934,5.90360529325376,23.6145461353227,20.8301079616421,14.4434921320083,26.2291410275183,6.25627243599159,21.6366265406386,2.39983432811526,12.6647319803442,20.4906985761493,18.0256841269282,32.4228184221297,2.24864372089848,24.8714439846097,20.9987590988707,5.15704633135822,2.6378253378158,20.8483712083682,23.8291717335626,23.1657396737223,2.30636326848158,3.31474540179631
"FUS1",0.725928008845481,3.27120976128567,1.00384082196136,3.32876920008953,5.98722088960789,0.975245699921701,4.1560963271176,3.9675856176609,4.55020467596026,4.68874112478517,4.22258475549301,2.71232260514269,2.92829066900381,5.57287066285241,1.66256886392924,6.2172295530924,4.32638329423679,2.81759731953303,4.27544269288468,3.9548095200146,4.45422247558801,3.76586340867452,0.485482570379503,5.27331663053142,3.80568479975484,1.76519049444722,5.1628287446467,1.41946117243712,2.63246890695559,5.27227975347494,2.16869309844793,4.98318048276463,3.25458244935234,4.15269287478013,0.222711188722805,3.54396261951932,4.74662836511308,1.93090958281431,4.03253382419861,1.68784757734989
"ACS1",5.96847458100026,3.68662276076842,5.21069561106291,6.26557056185669,0.193129778738355,6.62094915758885,6.72427291844974,4.27602150962378,1.80005652321185,0.642828469308864,5.97019684692175,5.40823019674961,4.97103243205673,5.49573169905621,5.39274447226204,1.75473666470795,4.81338378768294,4.57003376876888,2.02500396655706,4.60153950029499,2.81491409750914,8.35871248129578,5.7885369813429,5.03484800522793,1.31851156705593,6.907778768382,0.96132061609418,0.122958596350632,6.92600274840968,5.30336067115207,7.2229665150285,5.5352456817806,6.61280867640378,4.16374128695737,4.63443111195423,1.92110605260826,1.0994757845987,0.857461378211038,5.92808623992846,8.21957231744758
"ADH1",4.37600659391676,1.20714682257846,4.72982744763267,0.13860055043194,4.76002620184125,1.97617716570221,3.78289759216234,2.63008177631611,2.48711404534097,4.47478935199085,4.86055759931419,0.0244509242028223,1.72230176997886,1.99203625046771,6.301694002166,7.27919270497998,3.57128819946071,4.9741277014781,4.89248915054247,2.39021384298607,5.45142304237213,6.33049330719501,2.67115406260948,4.42393067536422,8.66604877716162,3.88200346739062,2.74362734257469,6.32790993918363,0.279096731408086,5.9178355081152,6.19257869671117,1.37030607959321,6.28154345656218,4.25103796427727,1.96482110728005,4.66728962196509,1.49206459583301,5.97871612855084,4.62271486355605,2.2737056657254
"CDC19",2.42743867900117,4.29824053131057,3.87050163799436,2.18785970561796,5.91087892339991,7.05904760501016,6.64534815249342,2.47968002053,4.12582550798281,2.56909403647236,3.18517218346038,3.35632355268649,0.587794125662543,4.30523706344966,3.32810337047215,3.60928114963624,4.91030767213389,5.70927847815204,4.05856429827372,5.66099479133553,5.19458641214933,1.70173376482432,3.23030248116273,6.55746687509499,4.6636995478546,0.381591528291246,7.91924871178318,1.35183800002049,0.391961601788055,4.71107135172588,0.146874040352489,2.91420923360784,6.44950995043259,0.529016121239368,3.01339277203189,0.742632257908174,6.00911423045084,5.65742869881169,3.25286010270778,0.211735349885813
"COX6",0.63816588850467,2.6555021415948,5.44540626594962,3.62411662969978,1.66478692343134,6.76149674467947,1.82266347642324,3.05726530264056,5.92534985640052,2.80581832551406,3.50994316843645,7.98186607773137,2.1805414435965,2.73150233785001,8.11861663624417,5.62714695387173,4.41125220339099,3.37000663070361,2.40718838399737,8.76318854655013,3.68670613585838,3.34031974096311,5.64355401718304,5.08708943166251,1.111171547116,5.20160721783992,2.28605358181166,2.89298043042852,2.17559998261643,4.79269353041632,0.473794668695124,4.4970098272416,5.07336760117931,4.18141883772931,2.21372326873558,6.36133615913646,4.98283192953805,2.22029936008481,6.22965849998768,5.96333187688855
"DED1",5.04231470025911,4.20397773898604,8.07824213388471,4.73503075362585,6.0271445418319,6.81199308528573,4.69995963959954,3.10317958654464,5.33160927734703,3.79017755414433,4.1810231472472,1.79087491752924,6.02341576674247,2.79043681437647,4.12439136717036,6.75600005666172,4.22873281210309,6.35675193754564,3.80165973657699,2.70785600456162,5.37517523621666,2.31451408955287,4.8948910134519,3.10784056380023,0.0708179359596073,3.61284920279235,1.54128420325826,4.10826808120244,3.32038800105661,6.56375167790975,4.75812769217475,6.6490501830121,6.03103807278655,2.07275561986896,1.69495476985638,1.41472071769899,7.76160249611772,4.51783812747964,0.612049983705809,0.695666237323956
"PGK1",0.200001789229302,6.50035779729006,1.1333251943365,4.94122159556395,0.986760971192934,1.65622820878687,2.59395027424637,4.55393852296306,2.30005363145319,5.81928033715477,4.74400968321805,5.02170187717007,5.84905180917547,4.66161156225793,1.28293406407755,5.13737934585677,5.37570550306842,4.94778163290329,2.27755757186323,2.4038225191008,2.6530430466268,4.91708449510633,4.46205170418868,1.11955430451302,7.58164774594112,3.06944175485965,4.41127196937668,3.08241525395591,3.01974648782216,2.79647978911298,5.59540526060561,0.598926976249573,5.55429877885373,5.53131429024406,3.26859905473604,0.00102437226377442,5.25560643525468,0.628711279315741,5.3882088805257,2.00465264097791
"POT1",4.68069739735541,4.04877909381691,4.15446489475068,4.90058709316698,2.27519232277767,4.75938556761986,3.79248836038448,1.57979524733001,1.9646853929993,1.20951275079888,4.7352071768911,1.18273101913333,4.11206555987332,2.70479262188439,1.5072033519408,4.21389819245087,1.91411514632432,3.34277224511532,4.22699071931514,5.13334991227306,2.50063528566121,5.30011067889924,2.08050679286346,5.80410677554194,2.58879861524528,4.27659103999762,2.29088401049884,0.271062684338339,2.36441029895333,5.1773568086772,1.74983919565657,0.495033430576831,3.70786102128343,2.04812541124156,2.00975286687918,3.79346845327725,3.1862543987643,2.56931803299722,3.26116352819926,2.11741521218464
"QCR8",5.63046653751896,6.75926528742843,5.04291599748977,5.06743454697478,0.100473762717611,2.58086652562516,5.79540874785239,4.89030339547545,3.78346545181853,6.36463259419563,7.19295090708983,1.64123524356156,4.16430938534194,2.7979871236584,7.8963574269331,3.66959154988347,3.09653140069262,4.76450840600645,0.0395864524391256,5.23827781136497,6.42576625816147,0.705677620601636,3.64522773740097,4.63650515633261,3.48341801773876,3.37102936025996,4.38920889717703,1.99845485992343,4.98859818860605,1.23001908911422,6.43847491882732,1.17722782499738,5.61595049579873,4.86347151344545,2.70129678798392,7.84986780952615,5.78595558157495,5.04007632661728,5.58732105107641,2.7646388429145
"RPL4A",4.16729685498367,5.73389726561017,1.49163707581743,1.51354519757931,2.78633096152074,6.44880624928192,5.81821709437211,2.20977212601197,2.42036589631897,3.82926438709917,4.33920278660033,3.70753351416171,0.288498975028653,4.63851862522845,0.442777161410766,0.579970975111967,5.179272682076,3.38293824860282,2.66408953891244,2.86216455735632,0.639568404424174,3.99320632414268,5.1358190554927,4.06331164067145,2.3251074161434,3.20371436432162,2.40419233949983,2.48681411900606,0.399139058496719,4.42172774697434,5.0924365175649,0.477955591078456,2.79503777599842,2.58933697304027,3.76445368477583,4.08924377560808,6.75334042722254,3.92645687469192,5.21564488229752,4.61331161037563
"RPL4B",4.40303093142297,1.54650097774226,5.9252872569678,1.77253076910384,1.21668788294708,4.91984642223796,5.02384968320586,1.21436196763749,3.5143672008741,0.132614063058502,5.12646950480437,1.59853169947091,3.89373917456867,2.10615154782841,0.435677958111867,4.94333902302218,1.3892056405061,3.86932307469982,6.3320784299797,1.54754746948064,3.79008752868152,4.10844927168786,1.67463212431765,4.81764152608561,5.0821434810076,2.41972890112997,3.45755280778397,3.55973445440661,1.40320320667884,2.56086616927561,3.59677407024128,0.884574899900583,1.62399402346006,0.593651529978604,3.21967622322455,4.23104756816116,3.14238263590025,4.90348005495765,3.72115448320404,2.75275563877544
"SPR3",5.54417967557784,5.54146520337823,4.59481585817019,6.50480460386654,5.11945619552804,5.14728960100761,2.97948096720343,5.08880039428506,8.28432253447032,6.60177186891493,4.73009048662801,6.67476470515499,6.11400151146135,4.37868639652935,6.66552270382963,3.62381862308536,7.28543567224287,5.88868589849833,4.32445358789041,0.957162294135146,4.95384648977755,0.849120860307558,7.64126052600004,3.2000928375393,2.85341213736843,1.07663401178068,2.73659708421185,5.46550947287971,4.69771012202348,3.99779464351178,5.37091899238468,5.36519246651236,1.77151041522192,1.14989606370756,5.73477105072433,6.61231983739714,0.919715097248312,7.06308498572485,2.01898038209829,0.788462323336906
"TUB2",9.07565833893679,8.43038962377044,10.7364724971638,9.07716784388112,2.91298150917083,6.52390304034349,7.11661021508604,4.52532597117971,5.86608972906142,7.24553688495014,0.683734916882501,3.04666946859377,0.0340789763574837,7.22470375680747,4.28980343737835,7.55730699889277,6.63230885860384,7.37704560009871,7.22670197464291,4.31967513050692,9.78384322905363,5.94927883608848,5.60989581379482,2.57526270695037,6.12416500528491,4.78377190448795,2.18194211098171,2.50127565389364,6.19422065176743,2.07068185064556,4.11825833429199,3.67372448512541,7.59747922159621,5.32495523214065,5.20387530968594,6.47225078840859,4.89258906498504,6.24125313803352,0.201343460571272,1.58247990347598
"CDC6",3.16436196930984,1.76197002960644,2.10998687711949,3.98999347196928,5.04534722942202,3.28383280449324,1.26411475592728,0.486237768607,3.77471979725288,3.95359379263399,4.31185378577857,1.2567927829043,3.11881213489311,2.23013126230968,4.5842493218441,3.05270087474538,5.82471525317072,0.277668674671023,3.60028017708749,5.26993524020505,5.18480191882621,4.89625471169111,5.07760990722475,1.73658639188644,2.47179544243191,1.18503963857045,3.87308029265022,0.643909378239623,4.64810607807294,4.69879280775623,4.96556617925854,4.56295056069171,2.02820798313285,0.411007182068095,2.15287231409264,2.72042196401125,4.53643998078995,0.759931923509527,2.52882834847745,2.91856822287418
"CTS1",0.776737288476279,2.01403385309131,5.12738394508991,1.20011052635115,3.21251454325705,3.35103334410974,4.331314174118,0.374224029635075,4.61330953132319,1.12104131065804,4.49280203852652,2.65780127791308,2.54524918395648,0.343648303054877,3.01921521920642,3.01097063237269,2.2810368421778,4.8376263224291,2.66375003232748,2.67218976720837,2.55250162793272,2.6011130225943,3.66315194489984,3.97242262344961,4.06663388544863,3.49579139977891,0.122050590161519,4.16581431622779,1.67825041175858,3.89740756483445,1.46951427068535,2.8809932507706,3.54484224783675,3.56793849372357,3.85493407772574,2.38622886006351,4.10235214677312,0.431940967817148,3.12665740549347,0.372946598598595
"EGT2",4.56602872040302,5.75818356634824,4.23015647142767,4.99108907383394,4.78884434222083,0.757698394925794,2.86559911345895,5.34233464624073,5.45783099605674,2.0920772560792,2.32243620872409,3.09835803842296,1.25154828020758,2.65997865467408,4.94978971662232,2.51147437980611,4.48840294680588,3.24661103380112,4.79721371821257,3.24675717591756,3.79421074065674,4.03798065267088,2.989884685221,4.62130254614854,2.82656845210327,4.48775168114117,4.40843120013788,2.63668113711907,4.74808394287884,2.84389223612414,1.47651158812116,3.83588782545172,1.69529966288582,6.80989594559625,3.64856252904241,0.798077047986433,3.15030370402917,2.97361345456429,3.22565427923625,4.07076414961909
"HO",6.0462604875565,5.34258616666577,3.27934594865825,2.43898907888673,1.932855896919,5.05826501168598,6.45867973844502,2.31981549069189,1.32897113180773,5.70036952095786,5.17574275279132,4.12790179112802,3.65141714734516,1.33404815786677,1.25997284874439,4.2790379893963,1.19342646674063,8.07778267077083,0.373639011870221,4.67223156552613,3.06439584598666,2.1561596898408,5.18582756426726,1.32949803792512,4.29436763352403,0.373583091391419,5.32372522052003,5.29318470414762,5.94957389851303,5.05753728441656,0.943713860369363,1.87760653649793,5.70939539070067,3.98737121850117,0.623987876103623,4.7594813876504,7.23615738714139,5.65973384592562,5.30041393199142,0.929131528721304
"ADH2",4.78076716382541,3.31030891583344,0.534978410447033,2.22478760192343,0.544804304629667,2.46195822995848,3.78795000204431,0.228544117984544,3.54082261945548,4.43771915064742,1.22750747963029,2.65061348741728,1.8178908518922,2.35407321770388,1.18000425367766,0.173456827318521,0.512324082032152,4.3768743644543,0.903978971156296,1.79792289893487,1.70818568740078,3.98929346680539,3.78554543342402,1.2857201180788,3.56766898371982,3.37618918862699,1.79622972329733,1.21632056552591,5.10425405894828,1.30733430369729,2.02378209637517,2.89188091372358,3.84507841456054,3.64044136600492,1.55299139968937,3.0082557241462,0.412587812498064,1.62587953457629,0.0968881288089241,2.04770567743854
"CTA1",5.55457242383945,2.87606490624136,4.6598203600483,3.945363331138,4.03192961386024,1.79980090837504,4.34489360719865,4.27388393367508,0.874996952211863,5.56291436769091,2.52989878885188,3.10536037120439,3.93575041094358,3.44462363414983,1.20235249430691,4.65529099808622,4.54053406454669,2.94396953459268,3.06742570032987,4.66913201165216,3.26708478915316,1.03803203580769,1.72150415737596,3.18235834460781,4.28975789195798,0.688748877411141,0.566648739561053,1.36630106119857,1.13969967093808,4.53986306125939,2.45918002267906,2.00724281105049,3.93264470122118,2.87706064805571,1.61613208255385,0.409753912858743,4.45057143756979,2.05724649140862,4.49480351807717,2.09141263743915
"FOX2",4.3261518321496,1.42458196706075,1.56426428586787,4.14848673894843,3.407463190826,0.338540365342844,2.31488754206684,3.42767820445123,3.92580544972776,2.91294898516514,1.02283348806465,2.97312842512884,4.02289116524583,4.61009565343488,4.21005291324536,3.3869674018825,0.34412691599411,0.840599103904154,3.66487375115619,0.91390114475763,1.25281137151933,0.333887058809576,4.16939717459766,1.30502136231343,3.73094345900158,3.37125438041913,2.96324846085537,3.68945222239757,1.86215659094948,3.06727403220396,1.06318374992514,1.60400414701505,0.863857992956499,0.129169275245803,1.24882074200534,3.61167060835111,2.96608778608795,3.79692136078752,2.70853249119805,4.13784732427192
"GUT1",2.46428151743249,4.94788803380603,4.16409487036294,4.23329200843133,2.40142216154027,2.1680409251445,1.16913923572614,2.2791402471229,3.63806498991374,2.15015798667062,0.348738627629283,4.32587564999296,4.41476740137939,0.484351515849769,3.74087507692029,4.15070456239116,3.8558847807105,0.0659864574669395,5.21353769677225,2.41237188681927,5.33946438532034,3.60194206578694,2.62004195746677,1.12168158935592,4.87756083586994,3.0701761773718,5.77794455791612,2.69819661143981,3.08438498225049,2.51899548407936,3.1160183696171,6.47975863195393,1.06909238912082,2.08603713251783,2.46800729566232,5.96521717398089,3.70379360194286,5.29741841389599,5.61235604881852,0.135171160124503
"PEX1",2.09681432019914,1.22454977861625,1.07313977958088,5.71676350530201,3.9411854915893,0.728949555614863,3.6072165822118,4.86600973051033,0.242161363486646,0.0811065805485934,6.16510144914643,4.11201437792816,1.21748171030224,2.18341469669973,4.37977184961902,0.399374949918513,4.27244483978155,2.70497487114084,3.22277775922699,1.66557326693452,2.36305427787076,5.83198401290704,0.638322776602488,2.59478276536394,0.735748036469982,4.58781487682554,0.368732985558259,1.13755661722357,1.94603841811947,2.81739804366581,1.82561730182102,0.313276722837607,2.10570501691811,3.41726603162789,1.17016939872766,4.12038423953169,4.1349245140377,0.473831981576367,5.04199836160701,1.60858618442175
"MFALPHA1",7.12843009579354,4.60771661179125,2.78302921936323,4.86020973995708,3.61281174526707,1.73290725906172,6.86216783011646,2.2602937658339,5.61721747985557,0.924091376771061,5.13576757403338,1.14814176062146,8.28691765250844,3.8663650800505,1.55033221237284,3.31396856661831,4.41351427536667,4.77110912153352,1.87168012583941,4.41832192418702,0.200459589413336,3.65940921475525,2.76675168594397,3.41245604214375,4.6960757133116,4.24003890426031,3.07240091273986,4.11910595125452,3.45054184652669,5.27498414436903,3.41151298004133,4.84680340020443,5.16847639254251,6.68675698461769,0.73082541178974,3.15213829781438,3.69977093822176,1.35541750139927,0.933642097939264,6.57691035046374
"STE3",4.77104512187802,4.2888373219358,6.42399611738682,1.25310268592802,0.649193969452794,7.61917527674282,2.93854335746738,2.47689082563992,5.74342630454405,5.59174602834644,0.67719636994783,7.8647667889787,5.65990479184648,5.44839915869456,2.75815627412958,4.51827202072199,5.61575111401831,2.88928470019535,2.44373449161737,3.66351813082212,4.08743033951165,2.5599264218331,5.8073172007979,3.34245325622334,7.30346839960855,4.85992038396904,1.09649230003357,3.65805519266589,3.25173766756884,6.0865580856828,0.94877317033689,3.93925012765108,4.92594933769642,2.11792271623367,1.14851663750447,3.57476215846824,5.99756637469786,4.52890043092498,4.12397798041486,3.31401710107752
"STE6",3.85958239722197,3.74741621019279,3.68396167594863,4.09610707774466,2.06689062644213,4.88774491693653,3.33541058028447,0.707319462379079,0.744703705994156,3.32181321980205,2.79851905481034,3.55583252468068,0.405822212231602,1.37446777415561,0.912742784908399,5.05168647060303,4.6033667355226,0.316452086961121,1.42634047376299,2.69585664759243,0.71420501989443,3.55552007602204,5.06535004375985,5.41262028350952,1.54496205534492,3.18618622091058,7.12070815075827,3.3749120343438,2.89203805424959,4.86661241447219,3.86726959991273,0.730666954156594,5.09699766461991,3.51628977957429,3.14444811733758,3.4758856533635,0.230264335291474,2.59907215671,5.62806638021708,0.0735598477058951
"MUC1",2.7898680312419,3.05971492571573,3.59230027143966,3.39267582043259,3.72497050869361,4.57680777890927,5.34702889747723,4.25751830927331,0.705518550438086,2.27830298188059,4.19430061105661,0.368988307427061,5.67048601345651,1.07704286508311,0.338902890883919,4.55466843876454,0.914591891403939,1.06387884794037,0.498746420818373,2.15784602263125,4.06937607044444,1.4407724934509,4.13906508673816,3.51961625739223,2.61183494609197,4.28873638996142,3.4678764798231,3.65683295823439,3.55099968711196,5.3121364549604,0.723334211158347,3.20056821091589,2.86600544804595,1.97522181465227,5.40017084653989,2.78474614495,4.92786484532932,4.84426509807756,5.99309306618659,0.0683758289471751
"FKS1",0.184907712683116,1.81578047270177,5.5429282282553,1.72550992360619,2.65482230717457,7.61650450226555,5.50969058534107,3.90806908175544,4.04230235314657,5.81291063194411,5.34935358057564,5.85548861274744,1.69522297788332,7.79436398361169,6.0244025174914,0.669868561437678,6.07335817008645,1.73497325401605,5.72748063251274,8.6108339859969,6.93979531229399,1.05760855519614,5.28796754429118,6.89519404769542,4.45077114929601,6.196258034384,5.1277371444063,4.5263948964995,4.96039227461399,4.95094972020877,4.98997741684855,5.49531024122898,6.28339217895234,6.31862736809067,2.11709982170203,3.55747256222098,0.321725067813047,1.44160834554828,5.63353613821282,6.02005883660821
"GAL1",2.64985784716728,1.59142657157894,4.00298436075674,2.9768005296847,4.6210187550267,3.85212545080178,1.17680759902057,1.84571691607866,3.46967208456328,3.98285249127404,3.38491681593158,4.51102039163836,4.27655309755668,4.54086123990124,2.35855036644556,3.45217140669284,3.9958463047556,0.358198653565522,3.99626960422769,2.76497103267059,2.72666974983498,3.22947153421896,3.09704071710608,1.14560590235236,0.0799952639427083,4.96326322140705,1.94247368534353,0.401984085951786,1.11377842374629,2.86089819216567,3.21644601216113,0.177312899617388,3.76561680330226,0.152338602957554,1.58321662023833,0.609694090767342,5.25988870505221,1.72112722315283,3.54068317702798,4.7794521770277
"CAT5",6.27527754844519,0.933224796897772,1.12892579409013,6.69233453426439,5.47278963982397,5.14767125401648,0.457690189459305,0.743249416502641,7.26208088641058,1.4349540605242,5.2020915951185,1.87568965469415,6.258303611043,2.3430862254809,1.29847636166751,3.00913450240694,4.62998787628531,1.66132079353802,8.01625911268336,1.55650065514839,6.62338313245301,2.0781307331102,3.32249866734625,0.0651111838253579,5.74967255682373,4.53155656288749,2.53723204775907,6.68824329262218,6.81809316951138,4.30760468144183,0.678080785887886,2.10850188603418,8.11734424267351,1.78193286374828,1.36007706574426,0.488120138608088,7.12538739963563,5.11328792599912,5.42832582914719,6.65563029612371
"IDP2",4.01951385559119,0.391717651867538,0.140369233244269,3.21948591745208,4.23836190380787,5.0583301815528,2.31832481967977,1.66368121738782,4.27812490516752,3.50700893576258,8.20980310630675,7.24720128782729,3.05378497550291,2.25243687829414,6.19255717615015,4.43710451934065,3.85720882964814,5.62620947900935,4.34651708852469,0.760226497847694,6.22297338541345,3.4736373460953,2.73118461986993,6.81216731273906,2.32235539970757,4.1704368597358,0.184597639586498,5.02171318540552,3.30584051213375,3.13684583252603,1.8993091341614,6.11532424279203,4.65909834583011,6.61311542672449,4.32306542017246,0.129233526597132,0.0416088198331223,1.89665714554546,3.85175747040966,7.19556166803281
"JEN1",3.77095327506887,5.59344205887507,4.1059406129873,1.67582592613326,2.98887530025374,4.13811478048602,4.91796143031684,5.23694386197158,3.53635362908535,5.28850867133696,1.03618837463686,5.78580877666607,1.39252629966541,5.00488275320856,4.05580298879256,0.354757607131614,4.74534871804639,3.99996944516451,3.79242382826771,0.0504145051556859,0.729880535045688,6.21245777481796,5.34967319249116,5.20857723429258,2.03066453800406,1.53538077768149,4.89586750256709,4.73056751506956,3.03415351587366,4.13341314844374,4.37243521178505,2.71679467599917,2.52934582708517,3.3040802216259,2.15539495078237,1.02286903016104,2.59228549653233,5.44248051889521,5.15537129714519,2.79939894753589
"MDH2",7.88149555883545,6.87362290925151,8.93810345299727,1.85323861898332,3.82434173332301,5.98069410004451,6.46115483458192,3.67660022020796,6.86154887488091,4.70275362011939,5.71177807894549,0.226756029818892,1.94168168874446,3.58391686605394,2.96110246260085,6.35508506521008,3.60723597068873,6.70698765188067,2.56927458453219,4.76033940790367,0.468581625070833,4.27186448452181,7.891739713634,2.07665196780584,9.29486166998547,4.62363564905432,4.27292677861937,5.16521253716857,6.21134270285587,8.82803772955006,9.37671486555039,8.60930815481635,0.367752055128905,5.76844399833516,6.72249916619711,1.4672430812709,8.19068769393366,8.15385010086553,5.66747024779913,0.716580044718963
"CYT1",4.29850472706007,5.0058496282005,1.66135097253789,2.99321440729899,1.67459502489429,5.86112229830667,1.00168459042956,3.00161995494052,3.35177771383887,2.3687438902094,5.11731087221573,5.24971630051337,1.65249300740806,5.36195596723703,1.31072930229357,0.145686039720698,1.50588892830004,5.01928335869062,6.62584739408052,4.78194337555094,5.7517100348091,0.941894811125906,5.88118087750093,5.2861598997073,4.49734594093574,0.45655655772972,5.4735104453969,2.91506825487666,5.74311087863068,1.86291484229277,0.244400987688406,3.98812790553644,4.32158526331639,1.61766663893526,3.39545453591267,4.12045849976428,1.99391334255543,5.81720902226742,5.34182117483591,1.16683083696916
"GAL2",4.5780673938559,0.763912136435715,1.93776439288353,3.27697117245474,6.06671025541946,3.42101765706227,4.62647081291703,5.39777678598353,5.51127433410643,4.80032467580529,4.28232199415659,1.7003884108195,6.03984657314597,4.78109609667264,5.01283543515577,2.99428114296403,8.40222799636524,2.48855470238047,4.03343159577326,4.26994529354298,4.38527989949201,1.52700690201405,3.41171343450776,4.57115878106495,0.563152098510184,3.49575980453425,2.95460484141882,0.224215080189825,1.05307735682014,2.11582122909568,2.31752705261776,5.8818773052515,5.59571203426435,2.8793577315303,5.40377780663791,4.75745878079868,4.9745766904204,5.96146711846755,2.52115729303282,5.58357330595628
