"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"IME4_input",31.5399690224196,16.373792555204,19.6925721469393,21.8292298780058,5.77799901602027,17.7190625153288,10.8789038893258,32.4096130565338,16.5651038334427,27.1453070561714,27.3597366282438,26.0684280033234,33.3879976633122,26.7571782186385,1.12630244473274,33.9267196372151,27.295348889408,11.3049310717273,33.2955281679842,15.5056832385863,26.7478937685538,29.8604004280295,26.9415423500306,8.06047982019628,20.8359467510931,5.50668645537561,20.3380345278161,18.0978812595877,20.9436274078103,14.8392875344078,23.5464383406325,29.4381675138103,20.8901012533059,23.8624396763745,29.8533307508671,21.3412966893246,14.4606892288079,22.8064471981047,23.4374359864986,34.5073505844536
"INO4_input",32.7018486808324,14.28030448015,21.5663185977736,29.4669424921761,28.4155672958073,37.8302485484343,18.222804248011,26.7317343638287,17.478959351125,39.0900476877656,7.8727330963363,12.7176623380456,28.7168722198024,15.2179696118035,36.2290919178282,36.7104618267711,26.4509901833798,10.9852392173402,37.8304628878598,24.3820100253736,35.1761283737371,25.606055604984,2.36423916092792,28.8353069040581,7.89189457797648,12.9056986996205,16.2736280086695,26.2051725819499,15.6874732823984,22.6347156689307,26.3132673096083,36.6966047333515,27.1304070259824,28.6967415308396,27.178804304784,2.42762483887095,3.49101935146978,18.4268925109989,1.0881624852488,9.74296104567692
"IXR1_input",9.2033012338915,41.16977114694,37.9489593751386,6.7276136341605,20.4914457359907,28.6367453439615,30.2297350816093,47.8391230083476,42.4890047902798,30.1626614842589,33.2709558502573,17.9937473290386,50.9094378840334,30.7523396593645,9.14112798085247,44.1963249426398,47.2129259002441,26.4510873417966,47.3411523075796,30.2531813043852,43.4888439388525,32.0204132448963,27.8285483955723,33.3005627022644,35.1371235664439,50.9867713939202,32.6999253917437,32.4045018685294,29.1909076164647,42.2619828171884,31.6861787727411,43.8866076196555,21.8850825252774,29.5065834226736,24.1014088073377,31.4037885629968,22.9719091864813,29.7652563128101,24.1664426010023,13.9853306816097
"LEU3_input",71.2853223381141,40.259369204379,50.7290116212683,76.3069211056358,44.3008852142702,85.6998353399795,33.0703685631269,76.8871508041957,58.3816702888349,76.223777651316,77.0723008237058,51.403124254324,51.3617418892506,52.3328265414386,61.6743869372857,55.4777051601867,52.3397486292578,1.49689642631275,39.799297859193,69.8136552643661,58.6307111520244,55.9394914915862,45.0417903114891,45.8342622023327,61.5708729428219,52.4316348169209,71.4235990302061,84.887570835589,76.236298354203,70.2355851802485,43.4549717378829,3.91222169708689,60.1083141450054,90.5921709527131,56.3540520812614,42.6744181165204,78.2394092732744,44.034120510957,18.1151049810063,74.6154093607328
"MAC1_input",41.4090409981847,43.0036801502372,10.976230378664,61.2986235221425,25.1370601749205,54.383712031646,6.37369079472589,44.5304861407627,38.2325205115864,44.4025575268158,62.7685419665747,34.2034944280297,12.9660465032608,38.2414125663796,46.546227766126,44.2603499474426,54.6103809549122,43.2193273933199,44.1213388010534,56.8586554938082,43.7724114428219,2.4839150652724,17.0219955166883,55.4450960810555,62.0024407841832,31.8900148894984,47.2098009637498,36.5656233352022,36.9531654559873,45.1610549457199,60.273224623562,65.5256256291786,39.1360877959864,61.0218574592589,37.5611446278723,3.38836427838342,28.7457051894357,23.5081709938271,58.3936930073971,55.600885647678
"MET4_input",44.8833666705077,40.2307562318202,40.0284239651736,28.1103647886505,15.1318004452949,42.2528664441747,30.5565681224539,53.1650129059339,14.6028054294833,73.9381964569889,51.7812299920323,71.3124238098463,61.3967413756761,72.8545034368461,33.3390872200288,44.1384093792334,97.1683588627365,79.8685025722986,78.5915024934306,42.2405233047688,44.0066457850693,32.2038693551958,64.984742993969,60.9425922970508,54.7340561732776,42.0164030730603,48.2534948942073,53.3765562219686,53.734332200653,22.3054441300659,58.6341831773122,15.3192923720938,28.1165800272373,76.5743643933561,58.2639848947585,39.9180527992138,7.10154536288737,25.2753382678004,43.4097319581279,71.2463596454216
"MOT3_input",20.0603981607441,23.8881357631766,21.4652052787224,5.83061038412881,41.7177570625168,14.7608739231352,17.4279482352373,28.3309459341443,34.0009823199422,27.6798417005393,38.2803917340303,9.77418286946762,34.7471341044976,10.23915109952,32.892534672348,22.3779187827056,28.292590807472,22.744148273268,47.5649515732185,24.2817308889644,31.7639910153014,41.7099475809131,38.0867750765664,26.6986194305481,30.5815483167653,31.0527125591443,32.0292199010676,14.4862253603093,22.0167240451249,20.9234512379407,26.6202458547435,26.8317318854598,39.6572158353821,26.4524292906346,25.6525225673046,7.82955924856805,10.7481035268972,44.8770382806889,31.5190739303165,43.2863002562609
"MSN1_input",27.3160898716306,9.45149780407895,25.2477203888581,3.76316558583188,6.11123734924895,22.5705332031824,12.8755888422448,16.5138292887946,5.88600281549764,14.30029648718,22.154300819079,4.37047840241949,28.6255938632401,22.8239909065512,21.7599774373876,21.3608963148419,6.7138644543867,15.8560111024062,12.6143572862327,27.7571260500664,23.3556656457448,29.9456358850117,13.9518917242163,30.1870315444691,11.897153151276,18.0864365971406,13.3345585623788,25.8629213291944,5.58473452100763,4.49777808347267,27.8380217788551,6.32504615402967,1.07736946017424,17.0535750627322,22.9964975457936,22.2673715180947,19.0072179790483,8.23501822680396,8.49070352664653,6.5645321672576
"NRG1_input",28.5318870030703,24.1325755368243,13.8496913088377,14.8927808772141,27.9498507432349,26.4974341803949,11.8889545854294,24.5965998551318,22.5446498415559,24.3222181723493,1.96953968176578,26.7848124155646,19.7197527317029,23.5892177434507,9.63051578326328,23.3466395203243,19.8322657740845,20.386504076229,17.1838897821615,15.290296829691,24.6701553435604,14.0351970433313,25.4118922159259,2.36810180755269,18.1636849764835,30.6385304236188,31.1974016403934,4.72462767837692,19.2533785210285,13.7582811918563,32.0231507758602,11.3422589297892,25.6066986026841,22.4587951057983,17.4771507675976,1.66769206635172,20.2088864960946,10.4033228007029,28.9304995686454,31.8227864300897
"PHO2_input",68.964642104295,29.4742271010884,34.0729804709987,48.9307977706434,44.2535469960945,47.0387364817365,18.0553934976928,44.9281558315329,60.2512031439186,32.3636112694458,69.4950897631551,29.9781463297302,67.2980822801414,61.2094435755071,63.2520044123136,74.7196022710192,58.5991888581343,69.5645484792752,68.6619759562748,61.3725508420099,8.9986968984791,27.7532617446764,62.3211724062107,61.9849397352114,44.3946840326707,49.1060017651139,55.1659727217124,56.4091656241032,66.7251503640783,50.3378581239389,70.7067774051338,34.1024574722419,51.9550555490803,68.9453269273645,41.2476013891,15.7140585374305,71.7444812771703,34.6511044256932,56.5535034569039,28.228111579608
"PHO23_input",18.9115241861815,15.7051200002691,9.72276191833108,16.0225465564371,27.6990471739723,26.9943609816164,20.8067842735439,23.2573356194314,21.2479021995859,19.2257530851341,10.7037748145795,23.1843699452045,12.7165030255943,4.88834509651595,15.487046778082,12.6112138321847,24.5075774312635,8.8300981709077,22.8602879934038,10.6753953087405,26.1015196307465,5.31455148402634,33.8384846236285,6.16282103965105,21.1946134411381,17.8662700609806,21.8784628458735,11.3040834179929,36.5067198829535,18.2250739048784,17.8493400225266,28.373459958105,28.434686531417,5.21570381885095,15.3744016252657,21.1043166049956,21.4963248558693,10.4753022512214,31.2234979868134,14.8330320271097
"PHO4_input",53.8145134085481,53.43934267109,60.7284538860273,62.9458322896956,48.534305067235,49.1332806293392,35.9492061984547,47.2599733095192,58.4932666834235,64.1709799782085,15.8218766808654,57.6248478382656,48.6250294088394,44.4528180544128,49.7989568794795,28.3479941238838,40.9668019374039,39.1135079924842,66.6983695798943,49.0204185488337,53.2401083859799,47.6783260945101,48.0380960128232,37.3114425932924,42.6002702163992,70.4789950913255,72.0461472049327,64.1610295567469,53.455671517522,21.365520935774,46.9536491749818,43.678642441024,46.6651733732873,49.6597816147212,42.905227417254,38.9421458275014,66.3575829483792,73.8320516670881,28.3016611446876,69.2106523281867
"POP2_input",10.368478390425,21.110814101502,21.255688121647,15.7913261092457,6.84580041356685,18.2966339710528,39.112440552263,26.2815601192762,15.6966376581033,44.6910334185936,30.0653282146752,27.2284023103975,25.4224838303791,21.4354776018666,43.1248125513523,45.2626679912243,35.8378934307868,23.6415133696085,29.9285138838997,19.4887068097559,31.8969326591917,10.7222697535508,34.7428297046768,33.419227314521,28.4611176605198,22.1395717619936,31.102861162258,1.13150894692599,14.829333453455,41.8682896766274,32.274478058753,40.2649301009466,40.0681120806362,29.0236471014593,23.523310950466,24.3832324214009,40.6556951683464,31.3821965017676,26.8463966433267,19.378970797896
"REB1_input",154.718661675035,295.155524477944,132.813186837409,28.2069821305494,166.50902988373,172.397921282591,235.484522500815,156.806039104314,238.607495455386,158.739946371688,154.112064311631,29.7337438862744,171.869444228169,278.181634753304,286.177688897635,250.911218692203,184.301646162736,127.276008797196,185.824768584816,236.323923897128,273.854154563327,157.794946607738,163.184109079973,179.376299133409,18.0466664699245,166.328204638091,294.51725193739,141.501906448319,260.371364180198,175.565118699188,175.691174909578,251.645995545808,221.306085323025,255.365008020619,299.692223852892,240.678888189023,185.685651381404,256.847508104806,165.397853093704,170.37286342849
"RFX1_input",52.5599241395128,64.0891072515336,32.7346740562348,52.9832884559618,25.7813142847852,46.390129305393,40.1604327523508,44.5629010521098,39.0652623273975,58.0831646006709,57.1407342524591,31.2895134069911,31.9524055411656,41.419475341747,14.1327771735692,30.1652631778888,18.3366359196258,35.9541190861821,13.9902805190212,53.0149099454622,28.6675552819932,41.1909915528361,15.4546011632982,33.9934308477245,57.2939876640194,28.4532050758579,66.7780690406181,37.6231692194331,38.3976875743385,36.491368260358,23.0730462226686,31.9725945584512,55.5488070065934,20.5020152378653,38.6006860700389,39.4082176254055,29.9814511732219,59.5013234133462,52.6309123668112,37.9335238864257
"RGT1_input",36.3950309888466,46.8325559568325,59.0983359029431,31.1896406081103,21.4191919858862,37.9050142118457,57.3932991542388,54.1336336605063,22.078634613174,31.2799542138014,37.5939978198126,38.1933846869804,68.0021411480833,40.2634087625989,28.7099006945032,49.9846540097447,43.0030823780555,42.7814759865473,50.9521846703335,36.6653985951913,17.2483804497532,26.3023481396263,64.2540942874514,39.2757083125886,34.1129725937778,42.4372120807152,33.9733168644903,30.3898169186025,36.8441486190961,19.3068491886463,17.6362377561309,37.4015833819567,11.248444706805,34.2993825056219,36.1622489111068,58.4417311403081,24.8739651561121,52.0508204495155,56.9806617334294,35.5315848612714
"RIM101_input",49.6580659599122,28.2043110768081,32.3215934091496,27.8353698579224,33.995142461497,22.0760187034916,9.33190323078852,35.0159190359967,32.1398537086784,14.7016939224357,24.7535319364216,43.291994719749,44.4033811871728,40.6010586379598,30.7367925478033,42.8284280592807,24.335869218979,43.5291449163815,44.3586727961517,15.5390007575651,24.7939352744033,17.4160384081494,8.73351457479179,48.4958738263413,24.1011765031506,33.1257022786356,21.5536182672794,6.51965707587022,30.0743900500784,56.264485869282,46.1173546374383,31.0918504266376,18.36589336203,8.30601882500999,51.881987002336,22.4983956015149,20.8942499875549,1.39296798978705,7.36153415127769,9.53777251274377
