"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"ABF1_input",89.1631119332985,62.5632496383665,51.9876872236201,43.856598722272,50.3308321440427,52.8787190108001,45.3678233415053,60.1666114948285,91.4830351095979,51.5555958700242,87.737562977143,62.1767989264464,52.5366556725211,70.1902298708587,58.8965866728729,46.5923922772383,99.4449312878714,59.8931053712576,87.892446571816,49.7927260706979,63.2674106072542,53.754750855971,83.0499222802836,95.0052037494235,83.1838321711321
"ACE2_input",16.5390262960106,20.4610458713818,14.5327662903214,23.3574756253821,18.2527438068819,32.9719574557099,18.7271108768304,14.0255774752865,16.3423201838848,17.2362704633303,15.303476937377,27.2544892024385,23.8651770580223,30.0968358125979,28.8390359491568,18.8296705387893,24.6619358414362,14.4863300695863,33.582471978785,39.0681025908205,29.4639549112025,19.3562819317495,15.293345712936,15.8032135633742,46.6427463795155
"ADR1_input",46.0169316503867,39.4802509327522,19.5321362169344,34.9514627287941,52.328151541226,20.8183942492199,38.519421818446,23.7458377541948,36.7765020002487,59.3321026380951,36.2051591974824,35.0200301583962,34.8573313675322,27.8305779472156,61.1192544434488,54.2710231618799,37.1214850182677,35.3258865690147,65.7044393699609,71.4151320537152,40.1618971195661,37.5068935064832,32.7663144499693,28.2392879502961,55.3902338340661
"CAF16_input",40.0095989667757,27.5410537851886,20.0124945161468,30.0174297950182,44.0602354461166,50.1465506311335,24.4507328818823,29.0897316103554,43.7553441091774,27.9731095491862,27.9414754953389,39.9885893302662,26.3620377791036,28.3518612408712,27.8150288463268,29.2312652079755,37.4518467632555,29.1665335610227,28.0260024681055,33.3547447820374,38.2419358060238,37.1653579070992,26.6742900476927,27.2903359467126,27.6153910455098
"CAF4_input",24.3278115255901,21.609375016929,30.1559550852456,12.4666370679536,21.1390510167765,39.5488323022617,20.572401371921,12.9037084792735,23.4886694718718,14.4775379657299,34.3262345250368,22.0462770517771,25.4909377137721,38.7080235204781,19.810520976792,29.7146319342759,36.2257452547342,30.9175459348468,16.2040376652145,23.0669970841505,32.4553796585896,28.3173218587656,18.0070764792136,20.4665663580073,30.5016952339809
"CAT8_input",53.6402302772569,30.921165078583,31.8043347966703,54.2292048493294,36.6214867425607,56.4703645437408,34.0016300993578,50.0304702106685,51.4325365129771,36.4355643575154,34.7635388689574,35.2093822277967,37.9468948725941,37.5679938158173,64.0646228011666,58.4845982213681,60.2475091693102,56.7210788476987,39.2661171299866,41.9634706565624,60.679578657754,45.8643336146815,35.8072268777062,33.3849993633373,74.8082071105494
"CBF1_input",94.4368067300135,60.112300615049,32.498839516667,103.223049631322,113.341319177245,67.4660577869,53.5537226805674,61.8730748506357,61.3852921402905,57.8969229209131,45.6792459966363,48.3778388364761,35.9386429432514,51.2795820230053,87.5284578911527,87.2575333295519,63.1562582589858,55.7804409193739,79.7149126885855,55.4068386066249,74.9447339463699,51.5876870956702,36.8051176022238,63.0214715289804,73.9080211974029
"CDC36_input",14.4955326830704,9.36261995212172,19.1881880491901,15.1220427869189,27.3406207597254,11.1306326114381,9.72851051649748,8.82422707294063,12.3885518207385,14.4042846039503,19.8964610025926,13.0064454474956,14.7360616032451,11.4811526565583,11.6155724821932,12.3903119148805,24.5200941370515,15.3471205324897,12.92243618931,11.9213081504562,10.6156355688236,9.85992705765061,19.1234645843078,6.82478340908255,25.6033198681338
"CDC39_input",14.3793976780332,10.2035790143614,20.1418995127494,11.6614575056111,18.1481198117781,26.8550226170134,23.02360341727,16.3054768336198,22.0006216128159,18.5819691470448,13.6306152416768,17.8348327199578,19.948193303508,13.7345107281883,14.0501373818936,14.5239963838062,29.5682660929265,15.9099561472239,16.2367617096174,16.3547779584644,25.3921451562291,15.2018702252178,18.7976230696189,21.8984041264131,14.3581077003182
"CDC50_input",36.0170675540305,13.0864224676882,12.950331209992,18.8638601405493,32.3956744014271,31.8426998387692,31.7893866822071,18.256555258713,33.1790408856337,19.7924905914872,20.8048867511264,19.5212100039224,15.7623063467304,37.8476844738409,18.2203635138827,30.6720639636565,40.6312684883052,29.3663571924714,27.0746075162652,20.7379515757784,33.6342589920002,16.1328454709672,18.8204643766264,9.82004651980518,50.3476245792512
