,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
CDC19,2.427438679,4.298240531,3.870501638,2.187859706,5.910878923,7.059047605,6.645348152,2.479680021,4.125825508,2.569094036,3.185172183,3.356323553,0.587794126,4.305237063,3.32810337,3.60928115,4.910307672,5.709278478,4.058564298,5.660994791,5.194586412,1.701733765,3.230302481,6.557466875,4.663699548,0.381591528,7.919248712,1.351838,0.391961602,4.711071352,0.14687404,2.914209234,6.44950995,0.529016121,3.013392772,0.742632258,6.00911423,5.657428699,3.252860103,0.21173535,1.26103062,4.277509982,2.344899763,1.06380612,3.046518749,3.661611982,3.326995313,2.880410598,1.208863127,3.209611129
COX6,0.638165889,2.655502142,5.445406266,3.62411663,1.664786923,6.761496745,1.822663476,3.057265303,5.925349856,2.805818326,3.509943168,7.981866078,2.180541444,2.731502338,8.118616636,5.627146954,4.411252203,3.370006631,2.407188384,8.763188547,3.686706136,3.340319741,5.643554017,5.087089432,1.111171547,5.201607218,2.286053582,2.89298043,2.175599983,4.79269353,0.473794669,4.497009827,5.073367601,4.181418838,2.213723269,6.361336159,4.98283193,2.22029936,6.2296585,5.963331877,3.405935289,1.5963202,8.359087204,3.097574885,5.042383393,4.717670645,2.438823484,2.242344205,3.420602,4.422407593
DED1,5.0423147,4.203977739,8.078242134,4.735030754,6.027144542,6.811993085,4.69995964,3.103179587,5.331609277,3.790177554,4.181023147,1.790874918,6.023415767,2.790436814,4.124391367,6.756000057,4.228732812,6.356751938,3.801659737,2.707856005,5.375175236,2.31451409,4.894891013,3.107840564,0.070817936,3.612849203,1.541284203,4.108268081,3.320388001,6.563751678,4.758127692,6.649050183,6.031038073,2.07275562,1.69495477,1.414720718,7.761602496,4.517838127,0.612049984,0.695666237,9.53E-01,5.422472092,5.808489401,9.33947245,2.644844911,2.90E-01,6.621245621,5.242870668,7.106813203,1.41E-01
PGK1,0.200001789,6.500357797,1.133325194,4.941221596,0.986760971,1.656228209,2.593950274,4.553938523,2.300053631,5.819280337,4.744009683,5.021701877,5.849051809,4.661611562,1.282934064,5.137379346,5.375705503,4.947781633,2.277557572,2.403822519,2.653043047,4.917084495,4.462051704,1.119554305,7.581647746,3.069441755,4.411271969,3.082415254,3.019746488,2.796479789,5.595405261,0.598926976,5.554298779,5.53131429,3.268599055,0.001024372,5.255606435,0.628711279,5.388208881,2.004652641,4.07639825,3.269621476,2.74E-01,5.263656298,4.011500815,4.570375724,3.535240313,3.204014099,5.512038527,4.313607494
POT1,4.680697397,4.048779094,4.154464895,4.900587093,2.275192323,4.759385568,3.79248836,1.579795247,1.964685393,1.209512751,4.735207177,1.182731019,4.11206556,2.704792622,1.507203352,4.213898192,1.914115146,3.342772245,4.226990719,5.133349912,2.500635286,5.300110679,2.080506793,5.804106776,2.588798615,4.27659104,2.29088401,0.271062684,2.364410299,5.177356809,1.749839196,0.495033431,3.707861021,2.048125411,2.009752867,3.793468453,3.186254399,2.569318033,3.261163528,2.117415212,2.944339082,3.42E-01,7.80E-01,1.653626755,3.074061625,1.743786381,2.407110176,1.873797529,1.742392271,5.294969224
QCR8,5.630466538,6.759265287,5.042915997,5.067434547,0.100473763,2.580866526,5.795408748,4.890303395,3.783465452,6.364632594,7.192950907,1.641235244,4.164309385,2.797987124,7.896357427,3.66959155,3.096531401,4.764508406,0.039586452,5.238277811,6.425766258,0.705677621,3.645227737,4.636505156,3.483418018,3.37102936,4.389208897,1.99845486,4.988598189,1.230019089,6.438474919,1.177227825,5.615950496,4.863471513,2.701296788,7.84986781,5.785955582,5.040076327,5.587321051,2.764638843,4.458169374,2.726399416,6.090273176,4.21E-01,1.215242571,5.80E-01,3.821828935,5.285094335,6.9095099,8.84E-01
RPL4A,4.167296855,5.733897266,1.491637076,1.513545198,2.786330962,6.448806249,5.818217094,2.209772126,2.420365896,3.829264387,4.339202787,3.707533514,0.288498975,4.638518625,0.442777161,0.579970975,5.179272682,3.382938249,2.664089539,2.862164557,0.639568404,3.993206324,5.135819055,4.063311641,2.325107416,3.203714364,2.404192339,2.486814119,0.399139058,4.421727747,5.092436518,0.477955591,2.795037776,2.589336973,3.764453685,4.089243776,6.753340427,3.926456875,5.215644882,4.61331161,2.858874688,6.43913755,2.453956818,7.441870917,3.166143358,4.92784816,2.150213477,6.831909946,6.74E-01,2.71E-01
RPL4B,4.403030931,1.546500978,5.925287257,1.772530769,1.216687883,4.919846422,5.023849683,1.214361968,3.514367201,0.132614063,5.126469505,1.598531699,3.893739175,2.106151548,0.435677958,4.943339023,1.389205641,3.869323075,6.33207843,1.547547469,3.790087529,4.108449272,1.674632124,4.817641526,5.082143481,2.419728901,3.457552808,3.559734454,1.403203207,2.560866169,3.59677407,0.8845749,1.623994023,0.59365153,3.219676223,4.231047568,3.142382636,4.903480055,3.721154483,2.752755639,1.405527904,4.63E-01,3.977744497,6.493985504,1.10437238,5.703362702,3.266696195,5.059534096,8.85E-01,4.84830421
SPR3,5.544179676,5.541465203,4.594815858,6.504804604,5.119456196,5.147289601,2.979480967,5.088800394,8.284322534,6.601771869,4.730090487,6.674764705,6.114001511,4.378686397,6.665522704,3.623818623,7.285435672,5.888685898,4.324453588,0.957162294,4.95384649,0.84912086,7.641260526,3.200092838,2.853412137,1.076634012,2.736597084,5.465509473,4.697710122,3.997794644,5.370918992,5.365192467,1.771510415,1.149896064,5.734771051,6.612319837,0.919715097,7.063084986,2.018980382,0.788462323,6.175818966,5.770164211,9.508787077,9.944915784,5.959021229,5.285289936,2.919270579,1.260751307,4.769976478,3.889796415
TUB2,9.075658339,8.430389624,10.7364725,9.077167844,2.912981509,6.52390304,7.116610215,4.525325971,5.866089729,7.245536885,0.683734917,3.046669469,0.034078976,7.224703757,4.289803437,7.557306999,6.632308859,7.3770456,7.226701975,4.319675131,9.783843229,5.949278836,5.609895814,2.575262707,6.124165005,4.783771904,2.181942111,2.501275654,6.194220652,2.070681851,4.118258334,3.673724485,7.597479222,5.324955232,5.20387531,6.472250788,4.892589065,6.241253138,0.201343461,1.582479903,6.476289224,6.089501432,7.114047457,4.194509448,3.78E-01,3.433548982,3.830701607,7.581848352,2.088527125,1.567664242
CDC6,3.164361969,1.76197003,2.109986877,3.989993472,5.045347229,3.283832804,1.264114756,0.486237769,3.774719797,3.953593793,4.311853786,1.256792783,3.118812135,2.230131262,4.584249322,3.052700875,5.824715253,0.277668675,3.600280177,5.26993524,5.184801919,4.896254712,5.077609907,1.736586392,2.471795442,1.185039639,3.873080293,0.643909378,4.648106078,4.698792808,4.965566179,4.562950561,2.028207983,0.411007182,2.152872314,2.720421964,4.536439981,0.759931924,2.528828348,2.918568223,2.952025282,2.138061507,4.976992854,4.195568411,3.11E-01,3.88140195,2.600888903,3.764235095,4.90E-01,5.069398214
CTS1,0.776737288,2.014033853,5.127383945,1.200110526,3.212514543,3.351033344,4.331314174,0.37422403,4.613309531,1.121041311,4.492802039,2.657801278,2.545249184,0.343648303,3.019215219,3.010970632,2.281036842,4.837626322,2.663750032,2.672189767,2.552501628,2.601113023,3.663151945,3.972422623,4.066633885,3.4957914,0.12205059,4.165814316,1.678250412,3.897407565,1.469514271,2.880993251,3.544842248,3.567938494,3.854934078,2.38622886,4.102352147,0.431940968,3.126657405,0.372946599,3.910628137,3.844184651,1.846028471,4.317758963,4.855220085,1.93456968,4.751033842,9.03E-01,3.896163339,4.443628036
EGT2,4.56602872,5.758183566,4.230156471,4.991089074,4.788844342,0.757698395,2.865599113,5.342334646,5.457830996,2.092077256,2.322436209,3.098358038,1.25154828,2.659978655,4.949789717,2.51147438,4.488402947,3.246611034,4.797213718,3.246757176,3.794210741,4.037980653,2.989884685,4.621302546,2.826568452,4.487751681,4.4084312,2.636681137,4.748083943,2.843892236,1.476511588,3.835887825,1.695299663,6.809895946,3.648562529,0.798077048,3.150303704,2.973613455,3.225654279,4.07076415,2.11E-01,2.69458155,3.198875111,4.44E-01,3.741737154,9.98E-01,4.103194828,3.146015383,1.691739719,8.50E-01
HO,6.046260488,5.342586167,3.279345949,2.438989079,1.932855897,5.058265012,6.458679738,2.319815491,1.328971132,5.700369521,5.175742753,4.127901791,3.651417147,1.334048158,1.259972849,4.279037989,1.193426467,8.077782671,0.373639012,4.672231566,3.064395846,2.15615969,5.185827564,1.329498038,4.294367634,0.373583091,5.323725221,5.293184704,5.949573899,5.057537284,0.94371386,1.877606536,5.709395391,3.987371219,0.623987876,4.759481388,7.236157387,5.659733846,5.300413932,0.929131529,6.321499045,6.995408113,2.679260706,4.697639586,8.63E-01,5.705405001,3.824518492,3.264430145,4.104719847,4.074114998
ADH2,4.780767164,3.310308916,0.53497841,2.224787602,0.544804305,2.46195823,3.787950002,0.228544118,3.540822619,4.437719151,1.22750748,2.650613487,1.817890852,2.354073218,1.180004254,0.173456827,0.512324082,4.376874364,0.903978971,1.797922899,1.708185687,3.989293467,3.785545433,1.285720118,3.567668984,3.376189189,1.796229723,1.216320566,5.104254059,1.307334304,2.023782096,2.891880914,3.845078415,3.640441366,1.5529914,3.008255724,0.412587812,1.625879535,0.096888129,2.047705677,4.291583502,2.708141288,4.937386876,3.597809326,3.309046149,5.230580554,1.323605271,1.73E-01,3.97E-01,2.071288997
CTA1,5.554572424,2.876064906,4.65982036,3.945363331,4.031929614,1.799800908,4.344893607,4.273883934,0.874996952,5.562914368,2.529898789,3.105360371,3.935750411,3.444623634,1.202352494,4.655290998,4.540534065,2.943969535,3.0674257,4.669132012,3.267084789,1.038032036,1.721504157,3.182358345,4.289757892,0.688748877,0.56664874,1.366301061,1.139699671,4.539863061,2.459180023,2.007242811,3.932644701,2.877060648,1.616132083,0.409753913,4.450571438,2.057246491,4.494803518,2.091412637,7.50E-01,2.540893336,3.263437034,3.322749204,1.199378008,5.10E-01,2.832430149,8.91E-01,3.481467172,4.423458128
FOX2,4.326151832,1.424581967,1.564264286,4.148486739,3.407463191,0.338540365,2.314887542,3.427678204,3.92580545,2.912948985,1.022833488,2.973128425,4.022891165,4.610095653,4.210052913,3.386967402,0.344126916,0.840599104,3.664873751,0.913901145,1.252811372,0.333887059,4.169397175,1.305021362,3.730943459,3.37125438,2.963248461,3.689452222,1.862156591,3.067274032,1.06318375,1.604004147,0.863857993,0.129169275,1.248820742,3.611670608,2.966087786,3.796921361,2.708532491,4.137847324,3.715227404,1.639707859,1.243061321,8.63E-01,4.649132944,2.338105535,4.385494343,4.453718814,9.68E-01,4.211516444
GUT1,2.464281517,4.947888034,4.16409487,4.233292008,2.401422162,2.168040925,1.169139236,2.279140247,3.63806499,2.150157987,0.348738628,4.32587565,4.414767401,0.484351516,3.740875077,4.150704562,3.855884781,0.065986457,5.213537697,2.412371887,5.339464385,3.601942066,2.620041957,1.121681589,4.877560836,3.070176177,5.777944558,2.698196611,3.084384982,2.518995484,3.11601837,6.479758632,1.069092389,2.086037133,2.468007296,5.965217174,3.703793602,5.297418414,5.612356049,0.13517116,5.279286293,2.431924356,5.067865032,2.34E-01,2.526869935,3.630090132,3.977098381,5.271394597,2.348972191,3.497393471
PEX1,2.09681432,1.224549779,1.07313978,5.716763505,3.941185492,0.728949556,3.607216582,4.866009731,0.242161363,0.081106581,6.165101449,4.112014378,1.21748171,2.183414697,4.37977185,0.39937495,4.27244484,2.704974871,3.222777759,1.665573267,2.363054278,5.831984013,0.638322777,2.594782765,0.735748036,4.587814877,0.368732986,1.137556617,1.946038418,2.817398044,1.825617302,0.313276723,2.105705017,3.417266032,1.170169399,4.12038424,4.134924514,0.473831982,5.041998362,1.608586184,1.27123549,2.037995697,3.511432309,5.177896809,1.31406246,2.667130926,4.432248163,4.15E-01,8.20E-01,4.979285049
MFALPHA1,7.128430096,4.607716612,2.783029219,4.86020974,3.612811745,1.732907259,6.86216783,2.260293766,5.61721748,0.924091377,5.135767574,1.148141761,8.286917653,3.86636508,1.550332212,3.313968567,4.413514275,4.771109122,1.871680126,4.418321924,0.200459589,3.659409215,2.766751686,3.412456042,4.696075713,4.240038904,3.072400913,4.119105951,3.450541847,5.274984144,3.41151298,4.8468034,5.168476393,6.686756985,0.730825412,3.152138298,3.699770938,1.355417501,0.933642098,6.57691035,4.74E-01,5.086438282,6.286932818,6.359807782,3.802175651,4.133729338,2.016952848,2.003983774,4.528487282,1.455448502
STE3,4.771045122,4.288837322,6.423996117,1.253102686,0.649193969,7.619175277,2.938543357,2.476890826,5.743426305,5.591746028,0.67719637,7.864766789,5.659904792,5.448399159,2.758156274,4.518272021,5.615751114,2.8892847,2.443734492,3.663518131,4.08743034,2.559926422,5.807317201,3.342453256,7.3034684,4.859920384,1.0964923,3.658055193,3.251737668,6.086558086,0.94877317,3.939250128,4.925949338,2.117922716,1.148516638,3.574762158,5.997566375,4.528900431,4.12397798,3.314017101,7.098213167,6.019598369,6.395505633,5.307880438,4.20910485,1.86E-01,3.328563215,4.882297227,2.32E-01,4.323587092
STE6,3.859582397,3.74741621,3.683961676,4.096107078,2.066890626,4.887744917,3.33541058,0.707319462,0.744703706,3.32181322,2.798519055,3.555832525,0.405822212,1.374467774,0.912742785,5.051686471,4.603366736,0.316452087,1.426340474,2.695856648,0.71420502,3.555520076,5.065350044,5.412620284,1.544962055,3.186186221,7.120708151,3.374912034,2.892038054,4.866612414,3.8672696,0.730666954,5.096997665,3.51628978,3.144448117,3.475885653,0.230264335,2.599072157,5.62806638,0.073559848,3.637238058,5.559242937,2.024160366,5.886033992,3.505216407,2.834371085,2.317839409,1.05298993,2.715231289,3.155176176
MUC1,2.789868031,3.059714926,3.592300271,3.39267582,3.724970509,4.576807779,5.347028897,4.257518309,0.70551855,2.278302982,4.194300611,0.368988307,5.670486013,1.077042865,0.338902891,4.554668439,0.914591891,1.063878848,0.498746421,2.157846023,4.06937607,1.440772493,4.139065087,3.519616257,2.611834946,4.28873639,3.46787648,3.656832958,3.550999687,5.312136455,0.723334211,3.200568211,2.866005448,1.975221815,5.400170847,2.784746145,4.927864845,4.844265098,5.993093066,0.068375829,5.715449189,1.599028364,6.284773687,3.501684213,4.30E-01,1.892069644,3.21157291,6.49E-01,3.177385247,1.25994908
FKS1,0.184907713,1.815780473,5.542928228,1.725509924,2.654822307,7.616504502,5.509690585,3.908069082,4.042302353,5.812910632,5.349353581,5.855488613,1.695222978,7.794363984,6.024402517,0.669868561,6.07335817,1.734973254,5.727480633,8.610833986,6.939795312,1.057608555,5.287967544,6.895194048,4.450771149,6.196258034,5.127737144,4.526394896,4.960392275,4.95094972,4.989977417,5.495310241,6.283392179,6.318627368,2.117099822,3.557472562,0.321725068,1.441608346,5.633536138,6.020058837,5.980069276,5.598851047,2.841969367,3.193458684,3.140504356,1.711344798,7.069659266,4.819988816,1.49375814,5.983510856
GAL1,2.649857847,1.591426572,4.002984361,2.97680053,4.621018755,3.852125451,1.176807599,1.845716916,3.469672085,3.982852491,3.384916816,4.511020392,4.276553098,4.54086124,2.358550366,3.452171407,3.995846305,0.358198654,3.996269604,2.764971033,2.72666975,3.229471534,3.097040717,1.145605902,0.079995264,4.963263221,1.942473685,0.401984086,1.113778424,2.860898192,3.216446012,0.1773129,3.765616803,0.152338603,1.58321662,0.609694091,5.259888705,1.721127223,3.540683177,4.779452177,3.59E-01,8.05E-02,4.80E-01,1.023929027,4.345036005,5.256626802,4.292812498,3.001800246,5.219295871,3.27761038
CAT5,6.275277548,0.933224797,1.128925794,6.692334534,5.47278964,5.147671254,0.457690189,0.743249417,7.262080886,1.434954061,5.202091595,1.875689655,6.258303611,2.343086225,1.298476362,3.009134502,4.629987876,1.661320794,8.016259113,1.556500655,6.623383132,2.078130733,3.322498667,0.065111184,5.749672557,4.531556563,2.537232048,6.688243293,6.81809317,4.307604681,0.678080786,2.108501886,8.117344243,1.781932864,1.360077066,0.488120139,7.1253874,5.113287926,5.428325829,6.655630296,5.819390321,2.108767294,3.046132072,2.145465296,6.139964317,2.595212349,5.723328449,1.827777136,7.61557945,3.761214456
IDP2,4.019513856,0.391717652,0.140369233,3.219485917,4.238361904,5.058330182,2.31832482,1.663681217,4.278124905,3.507008936,8.209803106,7.247201288,3.053784976,2.252436878,6.192557176,4.437104519,3.85720883,5.626209479,4.346517089,0.760226498,6.222973385,3.473637346,2.73118462,6.812167313,2.3223554,4.17043686,0.18459764,5.021713185,3.305840512,3.136845833,1.899309134,6.115324243,4.659098346,6.613115427,4.32306542,0.129233527,0.04160882,1.896657146,3.85175747,7.195561668,6.778105714,1.948371556,3.954760599,5.362793203,3.009599471,2.06255398,5.568480872,7.81E-01,7.060891211,3.88550905
JEN1,3.770953275,5.593442059,4.105940613,1.675825926,2.9888753,4.13811478,4.91796143,5.236943862,3.536353629,5.288508671,1.036188375,5.785808777,1.3925263,5.004882753,4.055802989,0.354757607,4.745348718,3.999969445,3.792423828,0.050414505,0.729880535,6.212457775,5.349673192,5.208577234,2.030664538,1.535380778,4.895867503,4.730567515,3.034153516,4.133413148,4.372435212,2.716794676,2.529345827,3.304080222,2.155394951,1.02286903,2.592285497,5.442480519,5.155371297,2.799398948,4.214216981,2.185733264,2.95E-01,4.45E-01,4.5916214,2.210813193,4.055362747,6.045289395,9.88E-02,4.252432233
MDH2,7.881495559,6.873622909,8.938103453,1.853238619,3.824341733,5.9806941,6.461154835,3.67660022,6.861548875,4.70275362,5.711778079,0.22675603,1.941681689,3.583916866,2.961102463,6.355085065,3.607235971,6.706987652,2.569274585,4.760339408,0.468581625,4.271864485,7.891739714,2.076651968,9.29486167,4.623635649,4.272926779,5.165212537,6.211342703,8.82803773,9.376714866,8.609308155,0.367752055,5.768443998,6.722499166,1.467243081,8.190687694,8.153850101,5.667470248,0.716580045,4.847989393,7.33E-01,5.737410851,5.838291538,7.940004626,1.824129708,2.613094131,8.44E-02,7.55255857,6.941843446
CYT1,4.298504727,5.005849628,1.661350973,2.993214407,1.674595025,5.861122298,1.00168459,3.001619955,3.351777714,2.36874389,5.117310872,5.249716301,1.652493007,5.361955967,1.310729302,0.14568604,1.505888928,5.019283359,6.625847394,4.781943376,5.751710035,0.941894811,5.881180878,5.2861599,4.497345941,0.456556558,5.473510445,2.915068255,5.743110879,1.862914842,0.244400988,3.988127906,4.321585263,1.617666639,3.395454536,4.1204585,1.993913343,5.817209022,5.341821175,1.166830837,5.112464956,4.785335116,5.806063935,4.46707814,5.192259902,3.258427124,5.366875392,4.095054268,2.133211739,4.377179135
GAL2,4.578067394,0.763912136,1.937764393,3.276971172,6.066710255,3.421017657,4.626470813,5.397776786,5.511274334,4.800324676,4.282321994,1.700388411,6.039846573,4.781096097,5.012835435,2.994281143,8.402227996,2.488554702,4.033431596,4.269945294,4.385279899,1.527006902,3.411713435,4.571158781,0.563152099,3.495759805,2.954604841,0.22421508,1.053077357,2.115821229,2.317527053,5.881877305,5.595712034,2.879357732,5.403777807,4.757458781,4.97457669,5.961467118,2.521157293,5.583573306,5.52E-01,6.707786614,6.304811755,2.413626781,1.632651756,1.31E-01,5.408086063,5.017798824,1.687401165,4.285514372
MET14,3.943156545,6.439370015,4.205464675,5.234971322,3.208793976,7.613043494,3.207569474,5.352017653,3.126418547,4.175556736,1.914768494,1.822453281,4.819093624,6.575020267,2.115761811,3.619857536,9.729015067,3.518007368,2.939480139,5.436287337,6.145206927,7.532718772,6.951903361,5.712454802,6.226182224,6.723235636,3.790403938,1.896209333,1.927635063,4.637399794,5.566514087,0.004874915,4.315233929,3.470103079,8.189390823,4.92304021,5.512592552,4.604990559,5.748534754,0.708650608,5.451406467,8.76E-01,7.512536552,1.728512662,3.675731248,1.81E-01,5.154480119,2.885620448,3.148614574,5.185018417
MET16,3.560058476,4.147181242,2.287291146,4.208092598,5.546191602,6.343553782,5.541647901,4.470397586,6.283978246,4.397457723,3.363596482,7.070496469,2.047929126,6.241909256,4.325939066,0.575285007,5.068671859,5.583101591,6.319936294,3.14659558,3.048659987,4.543502102,5.068966309,0.225427232,5.553782585,4.281645688,5.898683482,2.87992238,2.854690263,3.935302862,3.193265274,4.748722677,5.956087002,3.170643094,4.215744551,1.261403034,4.622174648,3.051472655,5.805408262,2.972819268,5.503941031,2.611551774,7.26821101,6.477053483,6.522558285,6.854967025,4.326836685,5.051321437,3.882274655,2.803291678
MET17,6.435746386,5.172488334,5.032433062,3.458912808,6.28710987,6.772300457,7.833223934,1.300765662,0.020899401,3.649629112,2.106085547,5.608278097,2.414457022,5.135655859,0.663253125,5.830736765,2.84012596,7.755761889,4.278898548,6.187893493,3.206309667,7.400819453,4.508157988,1.325758244,5.108186627,3.894030225,4.826435011,1.615387008,3.645688251,7.574807048,7.453528922,4.283363044,3.9128328,6.338337607,7.783748337,3.341254199,0.523977574,2.056870156,5.834097578,6.281597924,5.312819011,8.60E-01,4.532755672,3.296900894,1.63961167,5.72E-01,8.59E-01,3.932991849,6.240286492,7.63E-01
MET28,3.085259537,3.175808307,0.330692371,1.422163969,1.604986988,3.26322634,1.323081835,0.543999127,0.216163441,2.304677985,0.015313407,1.268348118,4.400800406,3.099722702,2.796028546,0.789493348,4.259516365,1.828985444,0.01057461,0.725826482,2.842389163,4.150109287,3.455241237,2.346157584,2.100064159,1.384205822,1.41765997,0.287862974,0.574077192,3.6711492,3.606987866,1.62834583,1.828847159,2.534905454,1.651350887,4.153781592,0.010937377,3.420973785,3.793866259,4.133612334,2.172606767,3.181246172,2.553473507,1.17691597,3.105186254,3.974290547,1.346049421,2.191121306,2.208717227,1.261129958
MET8,3.44280604,3.94501149,2.545196901,3.276916502,0.188824868,2.158847558,4.330032405,3.056826003,2.777515594,1.638859135,0.976854848,3.038829033,2.400340482,3.090285306,2.105551762,3.12078536,4.589903467,2.400634682,2.547493484,1.540633768,1.368336971,1.737686594,4.686790201,4.623225565,3.159893674,4.913775682,4.478142116,3.773935379,2.068895696,1.476471741,1.533162242,0.253400412,1.054358532,0.980167646,4.504031833,3.276393247,1.668463802,4.896972937,2.435043833,1.491076563,4.205693774,5.179872939,4.475466279,2.097599056,4.89E-01,3.310564132,5.232000759,4.046842593,3.9224856,6.70E-01
SAM2,5.802274877,5.028169578,0.691401075,6.259295796,5.794122403,5.61110098,1.859954995,0.698691643,2.309290813,0.316645054,2.181780181,4.968955602,4.952496559,4.394271223,4.032103541,5.631277604,5.660783716,3.774431504,3.112202753,3.295878245,5.330531676,1.870386955,3.16739014,8.147171501,4.798641517,6.207661265,2.976973121,2.625972963,1.043864036,5.850272801,0.97573292,2.668449892,1.849768801,3.069643902,3.041293045,5.215698414,4.513826842,2.121420169,4.288070743,1.702042638,4.444578029,5.848584347,2.563903447,7.556966138,5.966608596,9.58E-01,1.480408779,2.045971777,1.672260205,4.123991714
TRP1,5.586494806,5.880530696,0.805456204,1.561525523,5.732694409,6.584732419,0.440780748,5.247371109,2.648242099,0.854779463,2.872157712,5.66723366,2.191880565,6.054538979,5.000952964,3.257344553,4.571717584,4.351723579,6.061877188,4.572701638,0.706851788,3.504301239,4.17999921,7.343346612,3.328863989,5.343689365,4.680131541,2.366172228,3.718313742,4.326992369,4.405849447,4.350638284,3.269652746,3.825900645,1.017270373,0.380312528,1.605572788,1.66598772,5.999341045,3.728811541,3.504728865,4.648035824,5.441957694,3.438355419,7.305573107,5.715641664,5.155458836,5.051340432,2.37505306,2.205593395
CYC1,1.899683295,4.223943335,3.354920496,4.143398252,1.085575878,3.60786431,0.016501643,2.860600085,4.229032517,4.187193376,2.995737846,2.828345365,2.913446576,1.871914665,2.188147923,3.526187133,0.593986526,2.755038255,4.240604274,1.644919884,1.006494242,2.020738515,3.239593888,3.776463608,0.365089766,2.629844433,3.926978035,1.892591486,2.173134583,0.649092864,1.728266112,4.564023248,2.094539992,1.048031092,3.768351885,3.113685491,2.119363867,2.846040906,1.893947764,3.624033992,2.67385665,1.113777975,1.22108598,8.92E-01,2.782193131,2.30E-01,3.284169074,4.085322905,5.06E-01,3.04E-01
CHA1,5.219158028,2.942832638,4.650684545,5.33216307,1.230097939,5.909695463,4.478118211,2.987804104,4.738085124,3.825520511,6.164776117,2.967199481,0.806301801,1.827660478,4.458708229,0.958501257,2.816554687,3.975406927,1.038222292,1.771433984,3.531089283,1.597374858,4.398062058,2.891720383,6.096021082,1.656260531,7.37111724,3.722998227,2.455646884,2.93156444,2.523963516,3.074394012,0.842468286,1.107162259,7.356765689,3.586793008,0.855050676,2.584623979,7.07059431,2.951589892,2.525092724,2.807221247,3.100593176,1.509989472,1.191849401,1.970858101,5.228147227,3.88673678,5.459976786,1.657054681
ENA1,4.911521216,3.411847108,3.231171674,5.431588927,5.549766903,2.778677675,5.015353264,0.413443127,6.104894532,5.217490049,2.80697323,2.06586223,1.970018019,4.925598278,3.81436096,4.757597317,5.300373034,4.980534752,3.937392298,1.996482235,1.915293578,4.007283379,3.625648017,3.934994667,2.007431603,4.782469284,3.070125278,0.857924285,0.794285598,0.665611044,4.415551273,2.111097417,4.84411428,5.750353183,2.020491934,0.826932114,3.930026061,3.746758178,2.041135649,4.501586092,1.08E-01,5.23E-01,3.367578201,3.105695765,5.596445196,2.912797153,4.169763468,5.845347131,1.698161465,3.05743958
GSC2,2.925004285,3.295503411,5.564933153,1.346272298,4.936503394,6.114516897,0.504235579,5.393207033,6.600458354,1.702554702,4.874070802,2.694423074,2.465915543,5.060385551,3.982854229,3.783949932,4.674974723,6.290590743,0.531816908,4.854853484,2.66824825,2.522994198,2.478541945,5.751556569,2.758706062,4.646452705,4.309364304,5.206816941,5.094506243,6.299237201,5.480734208,4.094563496,3.983728409,0.471569702,1.127158832,1.256330291,4.827292215,2.339971926,4.601701634,2.242836374,4.84E-01,1.721615379,3.743782449,1.935261881,7.13E-01,5.073493828,7.44434053,4.372390494,4.340011629,3.265393149
PMC1,2.893093576,5.078252404,7.102659084,2.354445218,5.072984304,4.011547355,2.749645788,3.31179165,0.671309427,5.117364972,10.00977692,4.012876841,4.266500506,6.381982347,2.925623772,2.087862502,6.693127494,5.748058112,4.201868301,3.505740977,2.20546919,1.151525655,5.953057361,4.52148996,3.135089559,4.761695233,7.865243319,3.75929457,5.376057825,1.4906409,0.719221605,5.905309053,5.591395003,2.82071651,4.106288603,1.272711726,0.342277201,2.977557821,7.154444586,2.463430862,2.613245304,3.924323697,3.7491848,1.986709467,1.50E-01,1.293838624,3.705820586,1.864171797,5.145331225,5.240943638
CUP1A,4.452478555,4.369356349,1.050889188,4.066317001,7.809494599,6.648617456,8.256201,7.108577858,7.219081332,6.347215736,5.451807468,7.301915831,6.77867346,4.998007513,7.744673824,4.606919009,6.894571702,8.665475809,2.883157877,0.627759039,1.865653094,2.038729719,3.33846289,7.261434359,5.831451464,7.657881745,5.633916403,5.909075381,7.33829102,1.347762186,8.726396291,2.316147101,4.433370366,7.749224818,1.436411457,5.702287886,8.547871043,0.220603024,6.467711341,2.568913586,7.805234421,4.891435979,6.962732372,6.982894827,5.825950997,4.548619371,4.775980447,5.36416308,7.040500669,2.478582476
CUP1B,5.376969677,7.300166291,5.990439739,0.599800721,2.817774063,4.208357211,1.561429941,4.522667756,8.968581894,5.247115624,0.450039849,4.644243327,4.991886736,6.317745407,5.781532607,5.125765094,3.157372018,3.794218307,5.905388374,2.519435772,2.584791176,0.549936751,0.718000567,0.127383772,3.139878556,1.42153253,8.626533713,4.628371428,4.755694919,6.200378561,8.627949031,4.918114092,2.347027333,4.755048911,4.687882771,5.002456255,5.75075316,2.191370408,4.11706993,0.592579848,2.988660227,2.363823415,6.794274745,4.384289905,5.320088961,3.605270154,1.136227104,4.662421955,1.522229692,3.193939142
