,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
GLN3_input,84.70227711,76.56742122,86.42709818,48.09731813,40.93118288,73.99450422,66.7708186,86.65512838,68.60934824,91.796375,91.20510941,150.018237,169.15322,92.1716419,73.29653064,12.10861916,96.58775783,83.69164793,183.9798868,73.32310625,90.97812089,22.73082102,79.96927332,84.97073329,106.9234529,102.116905,172.2765751,86.41805788,122.262655,77.50886736,154.2439398,87.72487429,21.58470653,86.01740383,85.20547028,75.29003442,89.14869923,129.5127637,82.85646625,142.4390471,137.1471923,148.9802174,96.09168842,89.86297497,84.52001822,91.48285212,102.9856991,92.69769787,97.96601535,80.18937527
HAL9_input,42.50285933,29.25867686,21.40621627,22.84115517,33.04941596,23.82537665,34.97682921,5.929349371,48.10208316,34.01008003,19.09522516,44.09690043,50.81600929,23.22386037,22.6805001,14.13919384,21.4716918,27.68682039,44.92293664,15.81266618,29.95035964,33.80477501,24.69536492,41.81001332,40.83696835,7.944937907,11.50964354,37.27195552,2.035898608,19.90990134,24.78436507,34.64208413,18.77601179,22.18957177,7.453650976,20.22243515,35.28278204,33.57883107,45.93704876,34.29550732,46.84349905,26.72019505,42.13905544,32.33247372,21.68804103,45.08198382,16.01367631,22.62500209,23.25945506,15.00731333
HAP1_input,85.88347963,83.63592927,119.0073795,85.41943496,101.7511672,62.095676,90.80657839,93.27143326,2.647205597,56.4690295,77.81548912,64.06060745,65.88752034,48.89421269,78.80555763,95.2659637,35.46734004,122.8115954,33.09528017,76.58212962,135.5200312,71.36588419,63.65564761,93.07141559,139.8033147,115.4527823,57.19619503,140.4692377,74.04310521,88.20539812,123.7058591,64.18471577,50.52082332,55.55858423,134.3711591,126.0453416,81.26837533,4.834461404,91.52922085,124.9481279,107.0106912,46.80775009,89.92159225,90.6687596,81.40985633,128.9988649,76.84437243,129.8624532,76.31243901,108.0928564
HAP2_input,52.64440798,51.41244737,38.52285775,42.78887301,42.12234817,46.97597563,12.81455656,33.99005941,18.42334712,11.04087366,42.30302961,39.97398663,23.08550645,52.83287624,51.98170008,31.88509746,53.88957371,36.75495786,11.62963935,10.83501899,33.44902892,43.35540565,40.39583808,38.83203203,26.04758128,38.98854601,26.53429694,34.03386087,38.57275493,43.23004577,16.33463796,47.46862127,21.23194099,47.41892656,51.41133575,39.20242085,25.35183217,54.56815694,43.12380114,32.40783488,44.83740556,35.47703621,56.32265661,51.36452656,13.12147179,14.76574192,17.36600325,41.92288178,25.54434448,36.91224836
HDA1_input,42.92612394,57.95134911,33.32037646,35.61407415,57.10319903,23.7620534,41.50648498,22.10091362,51.92450326,42.46604106,34.95943424,40.02897654,48.3540808,48.43364055,37.42274651,24.77763029,52.45470655,43.66287621,59.25103236,33.65454374,58.44185439,64.81304418,43.69652512,32.64006497,7.917322648,22.7839839,44.29378331,37.89491609,44.33817365,50.37845274,31.85855148,32.93836657,4.168559118,42.83267215,31.99376993,56.99162858,41.45430803,65.5574755,58.85313053,29.5146752,51.76198729,46.65304017,59.46096124,37.91491346,36.84427396,25.25855528,12.58625514,57.91237985,35.825902,55.06441239
IME4_input,31.53996902,16.37379256,19.69257215,21.82922988,5.777999016,17.71906252,10.87890389,32.40961306,16.56510383,27.14530706,27.35973663,26.068428,33.38799766,26.75717822,1.126302445,33.92671964,27.29534889,11.30493107,33.29552817,15.50568324,26.74789377,29.86040043,26.94154235,8.06047982,20.83594675,5.506686455,20.33803453,18.09788126,20.94362741,14.83928753,23.54643834,29.43816751,20.89010125,23.86243968,29.85333075,21.34129669,14.46068923,22.8064472,23.43743599,34.50735058,36.6029158,38.11955162,15.72445481,21.43430755,27.32906937,29.86837983,18.8553157,25.60241482,37.37971978,11.97512706
INO4_input,32.70184868,14.28030448,21.5663186,29.46694249,28.4155673,37.83024855,18.22280425,26.73173436,17.47895935,39.09004769,7.872733096,12.71766234,28.71687222,15.21796961,36.22909192,36.71046183,26.45099018,10.98523922,37.83046289,24.38201003,35.17612837,25.6060556,2.364239161,28.8353069,7.891894578,12.9056987,16.27362801,26.20517258,15.68747328,22.63471567,26.31326731,36.69660473,27.13040703,28.69674153,27.1788043,2.427624839,3.491019351,18.42689251,1.088162485,9.742961046,7.257455227,33.89183321,28.97039493,24.17790663,11.59106351,23.56374866,34.25023221,25.4507259,37.24941515,36.04226315
IXR1_input,9.203301234,41.16977115,37.94895938,6.727613634,20.49144574,28.63674534,30.22973508,47.83912301,42.48900479,30.16266148,33.27095585,17.99374733,50.90943788,30.75233966,9.141127981,44.19632494,47.2129259,26.45108734,47.34115231,30.2531813,43.48884394,32.02041324,27.8285484,33.3005627,35.13712357,50.98677139,32.69992539,32.40450187,29.19090762,42.26198282,31.68617877,43.88660762,21.88508253,29.50658342,24.10140881,31.40378856,22.97190919,29.76525631,24.1664426,13.98533068,15.18243401,41.06603731,15.96483352,34.84120558,30.36162708,8.981588161,9.433392009,8.317769526,29.26803123,12.9088123
LEU3_input,71.28532234,40.2593692,50.72901162,76.30692111,44.30088521,85.69983534,33.07036856,76.8871508,58.38167029,76.22377765,77.07230082,51.40312425,51.36174189,52.33282654,61.67438694,55.47770516,52.33974863,1.496896426,39.79929786,69.81365526,58.63071115,55.93949149,45.04179031,45.8342622,61.57087294,52.43163482,71.42359903,84.88757084,76.23629835,70.23558518,43.45497174,3.912221697,60.10831415,90.59217095,56.35405208,42.67441812,78.23940927,44.03412051,18.11510498,74.61540936,75.05615491,27.3611603,77.99355336,43.44809043,74.63111643,3.472736491,64.53973005,81.37814118,75.94272764,85.08872086
MAC1_input,41.409041,43.00368015,10.97623038,61.29862352,25.13706017,54.38371203,6.373690795,44.53048614,38.23252051,44.40255753,62.76854197,34.20349443,12.9660465,38.24141257,46.54622777,44.26034995,54.61038095,43.21932739,44.1213388,56.85865549,43.77241144,2.483915065,17.02199552,55.44509608,62.00244078,31.89001489,47.20980096,36.56562334,36.95316546,45.16105495,60.27322462,65.52562563,39.1360878,61.02185746,37.56114463,3.388364278,28.74570519,23.50817099,58.39369301,55.60088565,38.280374,43.01933087,46.29645886,38.74525395,42.98954652,42.33969394,41.63691552,53.05306192,7.83E-02,35.2831054
MET4_input,44.88336667,40.23075623,40.02842397,28.11036479,15.13180045,42.25286644,30.55656812,53.16501291,14.60280543,73.93819646,51.78122999,71.31242381,61.39674138,72.85450344,33.33908722,44.13840938,97.16835886,79.86850257,78.59150249,42.2405233,44.00664579,32.20386936,64.98474299,60.9425923,54.73405617,42.01640307,48.25349489,53.37655622,53.7343322,22.30544413,58.63418318,15.31929237,28.11658003,76.57436439,58.26398489,39.9180528,7.101545363,25.27533827,43.40973196,71.24635965,47.45703414,45.43871805,67.0897047,23.0877574,49.60093566,22.17277752,59.2220144,77.62641178,76.85847629,55.84222068
MOT3_input,20.06039816,23.88813576,21.46520528,5.830610384,41.71775706,14.76087392,17.42794824,28.33094593,34.00098232,27.6798417,38.28039173,9.774182869,34.7471341,10.2391511,32.89253467,22.37791878,28.29259081,22.74414827,47.56495157,24.28173089,31.76399102,41.70994758,38.08677508,26.69861943,30.58154832,31.05271256,32.0292199,14.48622536,22.01672405,20.92345124,26.62024585,26.83173189,39.65721584,26.45242929,25.65252257,7.829559249,10.74810353,44.87703828,31.51907393,43.28630026,25.67866079,21.79731826,40.48311328,41.18194753,17.13268868,29.55269611,22.72679344,39.8239602,28.46737932,35.56995964
MSN1_input,27.31608987,9.451497804,25.24772039,3.763165586,6.111237349,22.5705332,12.87558884,16.51382929,5.886002815,14.30029649,22.15430082,4.370478402,28.62559386,22.82399091,21.75997744,21.36089631,6.713864454,15.8560111,12.61435729,27.75712605,23.35566565,29.94563589,13.95189172,30.18703154,11.89715315,18.0864366,13.33455856,25.86292133,5.584734521,4.497778083,27.83802178,6.325046154,1.07736946,17.05357506,22.99649755,22.26737152,19.00721798,8.235018227,8.490703527,6.564532167,11.28755676,13.54491542,16.68182636,15.95860758,8.822550875,27.39560637,17.93694601,7.967104233,17.89404718,25.91534707
NRG1_input,28.531887,24.13257554,13.84969131,14.89278088,27.94985074,26.49743418,11.88895459,24.59659986,22.54464984,24.32221817,1.969539682,26.78481242,19.71975273,23.58921774,9.630515783,23.34663952,19.83226577,20.38650408,17.18388978,15.29029683,24.67015534,14.03519704,25.41189222,2.368101808,18.16368498,30.63853042,31.19740164,4.724627678,19.25337852,13.75828119,32.02315078,11.34225893,25.6066986,22.45879511,17.47715077,1.667692066,20.2088865,10.4033228,28.93049957,31.82278643,23.3594659,29.54913375,19.83444756,20.53651933,3.019089836,32.06277219,10.10370309,27.08390279,23.42448369,17.12774167
PHO2_input,68.9646421,29.4742271,34.07298047,48.93079777,44.253547,47.03873648,18.0553935,44.92815583,60.25120314,32.36361127,69.49508976,29.97814633,67.29808228,61.20944358,63.25200441,74.71960227,58.59918886,69.56454848,68.66197596,61.37255084,8.998696898,27.75326174,62.32117241,61.98493974,44.39468403,49.10600177,55.16597272,56.40916562,66.72515036,50.33785812,70.70677741,34.10245747,51.95505555,68.94532693,41.24760139,15.71405854,71.74448128,34.65110443,56.55350346,28.22811158,40.51567851,65.18468628,47.13320164,21.55766192,41.8537853,37.42645828,50.81355365,58.72254934,72.88900446,24.1871348
PHO23_input,18.91152419,15.70512,9.722761918,16.02254656,27.69904717,26.99436098,20.80678427,23.25733562,21.2479022,19.22575309,10.70377481,23.18436995,12.71650303,4.888345097,15.48704678,12.61121383,24.50757743,8.830098171,22.86028799,10.67539531,26.10151963,5.314551484,33.83848462,6.16282104,21.19461344,17.86627006,21.87846285,11.30408342,36.50671988,18.2250739,17.84934002,28.37345996,28.43468653,5.215703819,15.37440163,21.1043166,21.49632486,10.47530225,31.22349799,14.83303203,26.58235979,12.96676693,19.54774044,17.71320808,8.938122718,6.169090919,14.4285832,11.51019843,23.96028358,18.64425263
PHO4_input,53.81451341,53.43934267,60.72845389,62.94583229,48.53430507,49.13328063,35.9492062,47.25997331,58.49326668,64.17097998,15.82187668,57.62484784,48.62502941,44.45281805,49.79895688,28.34799412,40.96680194,39.11350799,66.69836958,49.02041855,53.24010839,47.67832609,48.03809601,37.31144259,42.60027022,70.47899509,72.0461472,64.16102956,53.45567152,21.36552094,46.95364917,43.67864244,46.66517337,49.65978161,42.90522742,38.94214583,66.35758295,73.83205167,28.30166114,69.21065233,66.92340332,42.2267205,72.31021971,39.19556376,37.86325564,32.93784056,51.24881112,55.68984948,17.36477346,56.44700728
POP2_input,10.36847839,21.1108141,21.25568812,15.79132611,6.845800414,18.29663397,39.11244055,26.28156012,15.69663766,44.69103342,30.06532821,27.22840231,25.42248383,21.4354776,43.12481255,45.26266799,35.83789343,23.64151337,29.92851388,19.48870681,31.89693266,10.72226975,34.7428297,33.41922731,28.46111766,22.13957176,31.10286116,1.131508947,14.82933345,41.86828968,32.27447806,40.2649301,40.06811208,29.0236471,23.52331095,24.38323242,40.65569517,31.3821965,26.84639664,19.3789708,14.95163204,14.10133098,26.40188943,33.45978843,30.04630947,26.32890629,35.5382751,14.36191017,18.82079952,29.13432443
REB1_input,154.7186617,295.1555245,132.8131868,28.20698213,166.5090299,172.3979213,235.4845225,156.8060391,238.6074955,158.7399464,154.1120643,29.73374389,171.8694442,278.1816348,286.1776889,250.9112187,184.3016462,127.2760088,185.8247686,236.3239239,273.8541546,157.7949466,163.1841091,179.3762991,18.04666647,166.3282046,294.5172519,141.5019064,260.3713642,175.5651187,175.6911749,251.6459955,221.3060853,255.365008,299.6922239,240.6788882,185.6856514,256.8475081,165.3978531,170.3728634,185.7715389,266.5613182,181.160553,273.7410577,156.7906618,17.29959405,140.2540959,148.2375699,5.648792869,156.197983
RFX1_input,52.55992414,64.08910725,32.73467406,52.98328846,25.78131428,46.39012931,40.16043275,44.56290105,39.06526233,58.0831646,57.14073425,31.28951341,31.95240554,41.41947534,14.13277717,30.16526318,18.33663592,35.95411909,13.99028052,53.01490995,28.66755528,41.19099155,15.45460116,33.99343085,57.29398766,28.45320508,66.77806904,37.62316922,38.39768757,36.49136826,23.07304622,31.97259456,55.54880701,20.50201524,38.60068607,39.40821763,29.98145117,59.50132341,52.63091237,37.93352389,18.90811163,39.77302398,26.46327722,37.34602282,28.56063226,41.14090018,33.16417009,28.79557236,62.71183238,59.39739456
RGT1_input,36.39503099,46.83255596,59.0983359,31.18964061,21.41919199,37.90501421,57.39329915,54.13363366,22.07863461,31.27995421,37.59399782,38.19338469,68.00214115,40.26340876,28.70990069,49.98465401,43.00308238,42.78147599,50.95218467,36.6653986,17.24838045,26.30234814,64.25409429,39.27570831,34.11297259,42.43721208,33.97331686,30.38981692,36.84414862,19.30684919,17.63623776,37.40158338,11.24844471,34.29938251,36.16224891,58.44173114,24.87396516,52.05082045,56.98066173,35.53158486,66.44306898,50.32069629,38.72999647,43.84992621,54.43430328,34.79716473,51.62238428,54.1049729,42.80508555,34.51747916
RIM101_input,49.65806596,28.20431108,32.32159341,27.83536986,33.99514246,22.0760187,9.331903231,35.01591904,32.13985371,14.70169392,24.75353194,43.29199472,44.40338119,40.60105864,30.73679255,42.82842806,24.33586922,43.52914492,44.3586728,15.53900076,24.79393527,17.41603841,8.733514575,48.49587383,24.1011765,33.12570228,21.55361827,6.519657076,30.07439005,56.26448587,46.11735464,31.09185043,18.36589336,8.306018825,51.881987,22.4983956,20.89424999,1.39296799,7.361534151,9.537772513,47.37432639,9.839246832,27.66047926,36.34960853,50.87285863,34.46172193,53.65754977,36.30333518,23.49078618,16.05572373
RPH1_input,35.43049969,43.3567391,15.0722357,8.509110835,27.07839385,51.55484251,27.88052483,24.81997841,32.75448338,38.31267597,9.856702188,3.254239168,18.20996481,38.34773503,28.88363552,30.96960816,28.88294423,11.19370268,25.22793348,21.12973804,25.64868175,31.16768238,19.69599428,32.02110457,2.838149527,39.26903326,39.02002473,25.83351906,28.6958762,17.66632489,39.1768585,29.9590543,26.38128262,21.97581782,37.70072646,37.68179859,27.62049059,42.85845772,31.21473354,21.15625849,4.376853613,41.94571324,34.40340819,18.46426542,22.32928173,33.37887955,23.76244553,24.94547837,17.87136792,23.15775295
RTG1_RTG3_input,54.29709953,39.33149396,18.18281914,40.99441972,31.39866794,34.0359661,45.36123255,21.07872185,43.72823928,43.50668678,27.84381639,31.80653476,46.17265343,33.36566017,25.69238577,57.6600891,41.49254939,33.3720462,4.188814876,35.86342294,31.02713653,31.92684356,21.76925692,10.60249556,51.00706739,20.92830097,27.03818088,48.43192296,29.74584166,32.84368061,47.93110313,27.32013444,3.759940508,49.82477748,28.45452512,18.95101444,32.49544738,36.06265785,43.93228937,38.996392,28.06420921,47.41963576,33.40928314,32.93431712,31.00900695,14.11084083,31.64695294,33.7186676,66.84652281,28.78936456
