,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
TAF90_input,15.43423862,22.9133229,16.22395781,24.3818826,21.93025752,14.64967283,26.75004316,19.44510288,17.02787353,12.34114692,16.04414587,26.96521123,21.38531238,26.5885882,28.16366146,10.59016983,26.91263036,9.953003436,17.00073849,14.29530547,16.3474218,16.07919751,19.58120681,9.780235198,15.91713774,16.13708266,14.96396661,22.80043898,20.95259402,25.07897828,16.87218564,16.23207615,12.06569299,24.37256089,25.27220576,22.63261503,21.74971195,17.18285309,26.02531944,13.10937174,16.19160248,13.60837732,11.33168278,15.77997502,25.09390098,10.80442333,26.20375151,15.5363067,16.37481156,16.03074763,27.06051146,26.67398958,17.59612431,24.034981,26.70903714,15.56874228,17.29548702,13.13444427,13.05560524,15.00623088,19.46624444,12.61188736,11.06589791,15.82807224,17.62832539,28.33968749,11.51185025,16.25960439,22.38962885,24.882637,15.17557584,24.13249296,28.99059854,9.678441171,15.10550878,28.11618342,12.7293092,15.36622894,13.07633159,24.74317746,14.72780146,27.22795325,17.17742963,24.39589424,25.43190242,11.79840538,16.83135667,25.07136246,23.87474225,16.12044818,20.43282414,29.49481853,15.6046971,27.47564051,13.42314095,14.20400574,20.15729243,14.69371904,15.68478331,18.9970588
THI2_input,64.55178532,64.40989424,71.11284203,68.33406356,109.0222856,98.83146784,98.10477563,68.98129336,107.8023489,53.45451625,68.62952663,97.70865997,53.89150962,94.72894427,94.94845974,65.39464552,64.18201213,65.90700576,73.92439121,57.56789543,66.4145438,94.52261949,99.05666583,61.97986589,104.4386216,59.86889068,63.98497564,111.475374,101.7425815,106.1475856,72.06001888,67.17973534,64.56109671,57.28825741,71.12980928,77.95813043,114.0229912,64.04804275,104.4984348,63.13169501,61.14878273,54.9485277,65.82436098,36.31773937,97.49085951,86.5177133,62.83338879,92.54864934,55.08360266,90.76368374,55.52166218,66.30270229,110.5373514,116.5838598,42.42863355,50.8108049,114.2882477,98.08104226,64.69992441,52.10964531,105.2327834,63.17065904,52.29367073,58.69872376,99.65912061,59.32919891,109.380528,64.66563121,68.59331495,65.7787802,94.21300743,74.49244198,114.8826865,65.0567206,100.3810699,106.4964485,68.17745527,55.59041546,54.57272096,66.65451132,123.602838,101.9597561,67.87242612,65.87592379,67.80254175,60.25784772,61.99681274,52.10929842,69.53738093,59.42398651,97.63115022,74.10085873,67.91134535,102.5391268,65.48645558,93.99563421,82.76802268,103.0886646,89.76913108,55.5337246
TUP1_input,126.1240559,167.902188,112.5314696,130.532689,111.776848,189.4379664,120.8874984,123.2562541,147.7138368,190.5016571,223.7000244,207.3109565,232.9060136,189.665195,91.64331872,189.3109411,112.5631686,130.3214354,209.2398711,151.6218929,119.4705534,160.9561067,108.9834244,134.1111431,112.2592281,118.5919908,84.7781071,181.6546263,95.68389633,78.22010907,164.7394316,191.2833756,109.2999738,125.5881474,152.4910555,95.14183058,245.3510133,189.6642796,130.733096,164.1545061,132.9709642,112.4521122,113.7862634,187.5618736,106.0193591,96.64075121,155.4232047,113.1339863,151.3451829,115.0110409,185.6612978,115.288836,95.53012834,141.005018,116.2159354,117.2121892,108.1472923,154.0316129,197.30181,106.5485737,123.7289096,137.4939576,105.8244091,138.0308464,190.4697152,232.2462021,120.8100043,112.8577408,154.6119024,112.9293902,82.61682472,68.16226599,111.3980922,113.7747426,106.2022743,214.6047917,194.169497,107.4900866,93.6197117,102.231134,140.9994705,112.2155685,179.8463586,167.9169556,62.2435002,166.2992605,164.4156119,121.4143912,119.5709763,158.3408019,154.4018768,145.7262291,117.1828245,82.9208298,137.0938205,66.53735346,121.4543696,120.77571,117.5171113,129.7375882
UGA3_input,11.28322179,11.86801743,25.10128812,27.01679441,16.36734665,14.8393699,16.47366302,16.41785047,28.866354,17.68832144,17.3201862,16.63974808,25.52706026,17.67396892,24.68460166,27.86334223,11.9253042,12.87504541,26.73107974,11.45060646,12.65405021,28.15147333,16.70218215,27.49860369,26.75705545,12.67339809,8.720585754,22.78759128,27.63058632,17.39296937,19.39288992,19.03656752,25.30911177,13.88677473,10.91553938,14.39123007,16.49813739,20.55812717,24.13997166,25.55547645,21.24045195,17.76160562,29.48335781,26.3482746,20.64779691,17.14569162,14.04250765,14.625181,29.90713128,15.51389223,16.52409708,16.77409469,27.47105923,16.19622264,23.44644816,16.98515612,17.22415426,28.36635169,12.83303043,29.43386224,10.07561273,20.83688971,25.74296331,17.76045517,17.41370757,21.48080487,29.00137859,17.11037245,26.7904,12.46116757,21.57852397,30.66046469,10.87962478,17.71424689,11.00679439,15.84003138,15.95632389,27.16910492,16.89212665,13.71415209,16.92050115,21.5838074,26.68098322,10.17105094,18.00470186,17.64188624,28.32878535,15.44229487,14.03871953,16.2607075,14.9903936,16.92158772,20.29244243,17.62989318,13.95972986,17.87624848,18.44283952,14.66623172,28.12936955,9.176625699
UME6_input,200.8997096,246.6290775,220.6721973,211.9216622,330.1809672,324.3643156,119.1321711,167.5838153,325.9000528,220.5890437,334.0003682,132.091572,159.1285902,221.2076677,224.814693,202.8181413,181.4090866,199.6678637,203.831257,194.1018228,339.1595296,215.1894582,208.7808041,208.3538349,203.5691536,170.1321001,195.5560829,188.6673532,182.2033308,204.7348477,216.5751107,154.0958413,329.0513533,198.1510394,177.071745,203.5897392,201.7745214,201.6347778,226.9862241,209.6475425,299.910473,213.6824591,217.7623758,320.2975275,242.6640882,215.6015037,203.7413191,126.4291855,320.7346901,156.0066509,273.1453724,229.1724701,194.6683099,207.9909386,190.2322355,202.1529987,192.3729943,193.7188736,185.0882208,203.4378725,185.485928,150.0323655,209.036827,176.4277192,272.9674619,124.598559,170.7123862,341.6145013,220.3654546,319.0022555,342.1078517,131.2065635,169.7154654,317.8970471,331.3926963,193.5239556,288.5146824,326.3530621,334.4457555,226.6348062,209.4208584,192.4410067,194.0628881,190.0658195,320.3801418,178.3367516,250.9414137,159.3288422,186.0010615,201.2224376,191.4389874,215.3962055,323.9202796,186.234233,149.931481,154.3421887,316.8121276,200.5617114,185.7574835,373.3830228
XBP1_input,25.96415246,34.0964453,42.68651882,55.33094383,52.19232421,58.81721104,38.29507711,41.55605297,40.87227699,36.86419328,52.35191287,64.68455315,54.23509583,37.09430921,34.5619951,39.08418727,38.28627051,55.70158113,69.49738178,59.09295954,53.19389361,55.58009199,37.29608752,32.37912042,50.45539644,62.62987237,37.96812501,49.76790394,52.38784707,35.97488793,37.3241172,31.57078326,25.72877987,37.62992366,30.68848406,32.25926673,46.3507147,34.18141706,60.17013417,36.44704406,40.23254791,34.15064696,36.44041281,34.64269138,24.99617435,54.82620548,40.41985342,55.39779423,27.08218707,33.6241569,34.8894169,34.29974029,63.19456597,36.49149223,42.07532831,42.31153409,59.67094248,49.62525863,37.63209176,48.02150016,49.48385123,41.9610641,37.43681244,51.94850477,33.4091339,22.5197863,44.9742211,32.45788947,53.31974092,55.88936927,52.01135235,39.08490197,64.10983871,37.16596149,49.41710857,45.82608852,30.84509559,55.92768511,58.11101727,72.89617697,50.65822155,24.90742812,35.78680763,31.25074276,35.80604239,50.27343139,21.85784072,37.75475329,46.17195624,38.19664808,44.55989946,47.60954919,48.21090223,43.40773177,42.70533143,26.49198887,38.28582148,44.91667355,32.55637496,39.25057857
YAP6_input,13.74972372,17.56976103,30.04972877,22.03047508,32.07222868,28.63507723,17.56951591,20.11170912,9.978815819,9.75593883,33.88707,19.75977395,23.21218394,16.46503296,19.84411613,30.99648426,20.62177979,13.86948501,34.43954585,32.60525669,16.33975342,19.67530601,16.96269903,19.78861717,23.31314474,20.21491261,27.20166686,33.78374427,19.99825612,33.71045686,22.33404171,18.43275921,21.14483349,10.6836821,28.28604561,20.3792332,19.96917436,19.30924338,19.41913829,20.0233508,27.23841675,17.91826358,28.30944288,17.41152151,20.01896968,32.18933083,21.62468613,31.46869653,20.66196358,13.89568961,19.07309226,33.85923458,33.2914021,21.57271252,18.79000443,13.12958756,19.87742265,34.29725013,16.69721736,19.06893583,18.77214718,28.26669845,30.98373969,30.37183776,19.40127705,10.73829927,22.88119725,14.56008395,18.17431577,18.66396744,21.80229368,15.90515997,17.20701714,20.47449008,13.46398599,32.94580936,19.6631012,21.27835587,15.66592067,31.28305743,18.42108545,29.48489074,19.49755534,22.19122143,19.95863421,13.59462956,33.44863133,20.16730708,17.44852004,19.00576417,26.48551781,18.17372677,36.3562802,21.42365286,33.3740824,22.89894856,19.33664849,14.8476701,20.81219879,20.72483507
ARG80_ARG81_input,48.06490003,80.85479481,71.80808239,86.40063386,52.94907402,45.08803076,72.24537469,50.75829779,51.07721876,50.23996001,45.03598088,61.78992335,52.20326619,53.02847474,50.72057626,67.66385545,43.36974569,43.71700515,55.71783692,89.21321562,51.80883518,36.14722105,50.55506565,50.99936156,58.83714129,24.61828796,53.89718506,56.51182151,74.35679375,46.14639489,49.60186616,75.19188645,73.7739642,81.66078102,33.95729399,52.44250234,83.93300526,71.00618444,56.35233052,85.41566467,66.95651398,35.62972962,33.16178712,75.35091117,46.92943845,36.28947118,63.89367038,40.51038708,46.73591027,74.70713337,61.05643545,51.09442202,58.97546162,52.63141843,68.4130791,56.54279976,54.68872306,30.02174074,23.60655566,61.38409655,69.65960331,78.1948462,68.23208836,63.19168215,41.71441571,26.97228798,34.60589263,59.30344605,29.00156114,36.89254595,43.5052884,52.04062922,48.899252,60.02295535,81.08222319,75.76959717,76.41929099,51.7448767,52.93206446,70.43363294,75.37274498,51.30305731,42.96779459,54.61040098,46.48029305,55.98249822,49.49053332,68.31119575,51.37510815,76.02731062,47.48482374,54.51589057,44.59551091,55.94245105,45.26499655,38.23272475,68.80224485,52.12150343,52.25774207,54.70089437
DAL81_DAL82_input,42.9143921,55.97668134,33.91684421,72.52227936,56.26607487,43.66016067,55.80041159,32.73991577,43.54347983,40.77276609,66.38828635,66.31968314,39.92062677,79.75614802,77.48149043,40.47285168,21.54073619,64.78581288,44.8491706,56.97908241,41.52213099,81.20974559,38.92145266,40.69253458,21.11364764,68.89716755,27.98908446,49.73292073,59.83357757,67.8194644,41.21892885,40.53401654,66.72220962,41.35530974,25.68713611,38.9547367,37.1646725,64.16854725,36.18602605,44.62434125,40.79650359,41.89658494,43.41895416,57.18033997,65.54043327,41.07718938,44.09049727,63.00422951,69.34746033,49.72492892,57.456107,25.10772769,73.26176459,51.84841634,41.56137652,49.3364317,69.3289,42.80751177,42.43460248,35.96255811,23.43354493,37.94830366,41.03575284,62.56834825,39.33374128,48.13842508,80.2654282,32.13369392,41.60310365,40.2711077,64.1292411,60.37050788,35.97237339,38.15953656,27.68248748,65.03409566,26.93406997,42.35595165,76.12198129,79.37693322,78.02714406,67.66838219,52.28055854,67.37717013,53.42391851,59.77767683,40.35822267,40.063761,44.34526489,67.46414659,68.31750757,68.07393098,44.00932091,26.74011636,63.99427359,41.28285324,25.79629893,35.60079267,40.33822185,96.28855875
GCR1_GCR2_input,88.42388742,47.43951933,66.2315852,114.2781426,56.32699508,104.0015598,51.83837276,52.30160582,59.95144191,77.96610242,90.10258954,57.97771048,86.51407724,69.15252001,56.89593429,51.50305696,82.84143808,88.80599811,57.9147982,30.05240172,89.32981205,40.65758343,58.88011177,55.05759528,32.23891678,87.779933,69.72039271,112.0726052,44.92998358,60.01035325,62.15541436,48.17573647,42.65006982,76.01712955,52.86905359,36.25987053,93.27147743,32.06728704,64.91653408,74.67468096,73.35037928,45.74981023,88.85797484,46.81219232,24.60889898,60.2119994,54.43996602,51.96410006,33.46343939,84.22600234,92.23732193,74.74218975,107.9108643,94.34628814,61.95290936,50.7689686,60.38380484,62.80096441,50.75348591,44.46512429,67.95133592,63.7984692,54.11631126,42.62491068,84.05928128,96.99581998,82.60372739,55.16850516,60.25624213,60.30533056,83.62452028,81.99636234,59.80854408,33.36657399,62.74109408,61.59754474,81.22470862,50.97300861,100.5251385,75.49914691,50.03473678,91.59096314,37.83142925,37.92173193,45.54293708,60.41000926,65.68016623,53.07220862,65.5448655,65.34121717,84.83680087,71.47366097,72.58757868,63.12413503,66.50417566,73.50867677,58.11455236,76.89596355,47.34284258,127.3800546
HDA1_TUP1_input,54.9653936,52.10829955,31.13705411,53.86841333,53.45832452,16.34443524,31.22587535,30.79331978,56.45888133,19.61728611,49.54132139,24.4875335,34.02304098,31.56966246,44.14715221,32.50937763,56.97615941,41.42528736,28.65143956,28.88021876,25.24055668,31.05794038,31.85749475,31.71260099,33.3229041,23.19584801,54.87770388,43.07043126,30.06553755,36.92585955,53.4640005,55.77519251,30.57882241,28.42494438,54.04076525,28.66546701,26.3369534,50.52481063,32.02859734,46.86718764,53.14287771,23.92514068,20.4498096,29.85768688,44.57714458,19.08766594,21.90264738,30.23616237,48.80661248,51.43323965,49.160724,22.75307603,19.60604524,46.62942559,32.17367143,41.45818627,50.95655524,32.40715715,29.62107932,43.68994001,52.9912061,46.36069953,46.94574705,51.62212339,32.27348569,32.88462602,31.59633557,54.25060282,31.30349718,46.03952858,40.24912824,26.56272522,33.56471034,41.89308156,50.50313709,53.76080421,48.16745158,31.63638038,47.77084039,53.4886137,26.95432917,39.03221665,32.94839879,25.8420698,52.2969479,27.79310475,23.58126699,39.56813677,30.71699927,32.97119585,31.37670159,34.98011063,21.50825018,32.11381724,55.26458797,17.82234581,30.31963094,25.17146307,52.19488536,57.70517193
SSN6_TUP1_input,28.47146131,18.79793929,29.07663851,25.32909748,30.57078024,23.45995556,31.8909,39.01866085,23.87931371,26.79374044,21.68019019,22.56248571,23.13666962,21.88896449,39.06005226,24.3057138,24.07192142,23.42612465,25.35106002,35.88790086,21.8881243,34.76003143,23.00138312,22.16661143,38.09688399,23.10893533,39.8121456,40.0179473,22.31364542,35.13342862,23.11734664,20.3516041,34.35138808,17.34580303,25.56536408,32.52155607,21.51182929,18.75407644,22.35829095,23.38540986,33.99033849,23.14519528,24.34699931,26.90716324,32.46836068,22.40992843,29.1778379,21.45750235,23.14026346,22.90499222,22.99407109,20.85411864,26.55856597,23.84225022,21.62755737,21.97173276,37.92014449,25.26525104,26.94597539,40.61363041,19.87305004,38.89727544,33.59666739,17.87465321,22.72251516,21.84304271,22.5423514,40.47749732,37.58086497,22.08730256,40.24992642,24.72312991,35.86108776,21.31339973,22.69958868,20.36187667,14.87446823,33.9161117,33.74263578,23.48124348,27.08232361,15.62159499,24.72282069,21.89563151,34.08587385,27.14155233,18.04015694,31.90187525,30.32213649,31.06980176,21.84842753,43.17241533,24.4225458,25.04065545,24.63472057,23.07562084,22.49690069,32.94597911,27.23177721,45.98058741
A1_ALPHA2,3.659588372,6.061776972,4.359554966,1.327374587,2.584695562,2.58531975,2.405441058,0.902291736,2.591709744,2.367786134,3.628800601,2.561007742,1.823783045,4.465692912,2.242942263,3.607787072,2.480396685,2.414996437,4.834066102,3.194451938,3.573378697,4.691063299,1.929505298,6.643119685,6.716625012,8.074289582,1.766413634,2.461588513,3.392287682,2.172460906,1.819722602,2.326701415,4.102028818,2.811308205,5.986342038,3.18549972,2.252117377,4.667696937,1.443114049,2.178966258,4.964784655,4.255533952,2.629448182,2.975931675,1.313330755,1.441232537,3.817052879,3.413791168,2.641503318,3.184546835,1.162214713,2.873233936,3.944617708,0.762928316,2.014340165,2.018492519,2.870241142,2.314653815,1.857545405,0.839252597,1.855812105,2.96766272,3.494229742,0.908589616,3.879999277,4.267036411,5.229909375,5.256600096,3.69366606,1.784944896,2.605145105,4.444309723,3.138410967,1.141106056,2.606030098,5.077230232,2.983794985,4.190396484,3.29865985,0.973454797,4.585761189,2.853917312,2.808461711,3.198663804,5.373061387,3.632066273,1.216239975,3.648217889,4.426365675,1.767815071,3.565758031,2.664017568,2.01797122,3.116498219,4.136301741,2.805493228,1.992669854,3.702694365,3.537809481,2.423774528
ALPHA1,2.362275658,1.778027609,3.080131239,3.413505005,3.272307459,4.851005146,1.957985261,4.437664847,2.668681763,1.397564856,4.432330829,3.089665204,1.31652711,3.110376127,3.539690057,2.529271113,1.250444241,3.58934461,4.581825794,3.764310077,4.859541036,3.871640107,2.629278848,3.751175026,6.15997105,4.238852757,5.153171619,2.232813844,2.106031331,2.930990848,1.596914377,3.86365604,3.360697582,2.490629255,3.967093323,2.150764077,3.719810155,7.332148173,4.292293223,3.849231586,4.829303629,4.633691956,0.938991253,3.584177143,2.21090418,3.369854911,3.600965874,3.521932699,4.028037421,3.0275615,2.363420969,1.01954967,2.93402546,1.951389344,1.41005377,2.626172627,4.846902052,5.046315726,3.096665424,3.150940187,3.124899806,3.813979772,4.024075629,4.988157176,1.731311661,3.228687155,4.009924179,5.677179177,4.817415251,4.13973393,3.167208998,2.321239253,1.946642429,1.44749315,4.433806063,3.320505975,4.143543349,4.235718407,4.357138814,1.778821218,1.359999543,4.594029503,4.722921382,2.287306333,1.449012496,2.592567176,2.900936787,1.408382427,3.044544777,0.929788329,3.670596698,3.102182355,3.237065775,4.118503803,2.608830533,2.866440197,2.986499677,1.736491369,2.610740115,4.140878423
ALPHA2,0.937862249,1.367530223,1.006124477,1.690897258,1.913805707,3.012413958,2.796409414,2.392986974,3.108941278,2.207377534,3.507749117,1.125802926,2.895309297,3.140311983,1.256829741,1.474210827,4.361536081,3.695478681,3.40540895,3.057954465,4.474903457,5.533350466,1.616871758,6.14591412,3.649864372,4.70420409,1.167675599,3.398674249,2.522911336,1.460216974,0.618388408,1.025192397,3.418212207,3.609937682,3.20293101,1.244220275,1.302204571,2.248114239,3.437913637,3.077799701,1.598003847,2.426748109,1.43099675,1.437697626,1.269568208,1.602704718,4.3386772,2.726153441,2.137009398,0.63855197,3.604606042,1.617447748,2.018039281,4.108378486,2.154667985,3.012432875,2.613260508,1.634956103,4.548144519,1.832599228,2.186982066,1.400903644,2.623682127,0.982677406,4.590009755,3.068343902,3.819848543,4.761062514,1.569388239,0.74529297,2.952183084,1.941756537,2.4761219,1.925720652,2.440289916,2.536627042,2.082806272,1.693709002,2.974181738,3.115248969,2.269522699,2.767979747,2.083918642,0.964642965,5.177725792,2.796565019,3.583374466,1.936379477,4.338051301,1.745189031,1.865770769,2.513174636,1.200419341,2.555290035,3.708775936,2.720810617,2.832798215,2.474644516,1.770455057,2.813717285
ASH1,1.394894644,0.845857844,2.782232725,2.419247762,2.499173334,2.265003756,2.522866092,0.959441513,1.121143462,4.182964783,0.847300375,2.445369141,2.364388309,2.725837723,1.475885825,0.889263602,1.563261,2.209611048,2.126177762,2.100958304,2.278465769,2.069417057,0.934076707,1.907783592,1.846515819,0.940159112,2.175375544,1.270982846,4.492577633,3.430597536,1.475907254,2.250549535,2.958026006,3.047405421,1.125269311,3.268825548,1.503304486,1.705982324,2.806935809,2.472099369,1.511623508,2.583604604,1.727228244,2.53665791,1.720022569,2.630257009,2.792646424,3.156018004,1.76706856,1.272264489,1.849410098,2.106984207,2.018428675,1.785516717,0.734594167,2.126303555,2.558144024,4.434840484,2.001578893,3.238071236,1.537729306,1.46862804,2.591282136,1.613053232,2.144541623,3.098347232,2.224189321,3.155556474,1.457301537,3.552296635,2.271253301,2.843944128,1.116665601,1.894769927,1.815252079,2.03830147,1.698174427,2.497493427,3.029924278,2.308201051,1.436235489,1.228180792,3.065706241,1.02415355,0.988386467,4.172326993,2.648825842,2.704997358,2.504916091,0.816611135,2.324277368,3.639848593,3.633926885,2.738445322,2.487261942,2.476672894,3.455655263,1.945143678,2.414885821,2.459592067
CCR4,1.690090003,1.061128172,1.042246922,3.400162565,2.020851413,1.485756422,3.131237679,3.298684772,1.846108619,1.096328979,0.684042279,3.607702091,2.70262493,0.87489099,2.676878687,0.703882875,0.856310539,1.84350091,1.310860383,3.943086208,2.466575972,2.355032107,2.830027398,2.297439555,1.173080085,2.613924636,1.59314337,1.413819345,2.560863461,4.204645518,2.586583785,2.563343967,1.536410095,1.732725169,2.255732019,3.001838616,2.875431465,1.640859763,1.336521307,2.825381839,1.607883735,2.661663686,2.512643766,2.08165142,2.838663183,0.730848826,3.227161777,1.641432936,3.663686508,0.871093856,3.039724336,2.746643203,2.740116774,2.497171473,3.034022083,2.814660904,3.41292301,1.964546829,1.837332876,3.224953734,1.265731399,0.888918501,0.880397487,3.929725415,0.929103049,1.483391557,3.653588333,2.088282435,2.96122003,2.246508775,2.742376881,2.890431598,1.882076836,3.314255187,2.785606496,3.145292106,2.692900712,1.653062754,0.875675864,2.613735427,2.836181667,3.940680185,1.430132159,2.445864737,1.456321699,2.443937012,3.080589527,2.489466589,0.819526043,0.825254772,3.650473609,2.870087789,1.937979997,3.749913007,1.693167655,4.02258359,1.215522324,3.433310311,2.430725181,4.402258713
DAL80,5.033700312,1.440424274,1.431269939,2.71268506,6.700766764,4.642632387,5.771291311,7.351485069,1.551677862,7.092423306,4.366155324,5.096435644,6.354819355,4.812610898,6.342633804,5.191379096,2.927186961,4.107875949,2.255979284,2.051452679,7.339550783,3.430475569,5.220401736,3.702753792,5.516222037,6.799182845,2.19668285,5.8151773,5.097600953,7.440150501,2.405658871,5.039395078,3.682805967,5.815404708,1.974862308,8.194502379,7.725262916,5.676418124,2.978274721,6.152120196,4.190122441,4.513380094,4.13487366,6.353383176,3.138776844,6.244247877,8.86898573,8.131034982,5.571167681,3.571801388,2.305812975,6.364594676,2.103182801,4.636130606,5.012260968,5.059597635,8.670514024,3.460340596,5.356770291,2.149465632,3.905650563,1.664882917,7.138791555,8.490057975,4.814111324,5.901889154,4.824600204,5.728890394,2.408011983,4.616427547,6.038903954,5.053694924,6.880670283,4.31849868,2.440635007,1.300782839,5.5551929,4.659469312,2.989628718,6.223898568,4.940066275,1.470130603,7.114558459,6.261355532,7.478239671,4.33104085,6.222455449,3.644869007,4.168994534,3.904286744,1.366932564,6.584390765,3.42630512,2.525397684,4.37199572,7.81680487,6.481368516,5.266054349,3.258302239,3.588470021
DAL80_GZF3,4.964418036,4.543273847,6.475038795,4.794170922,7.59556815,5.700500918,2.252274349,9.041752158,5.970898579,3.827621409,3.954877693,5.047408005,3.428471752,2.322267287,1.83362697,2.684457961,2.873474246,2.879745963,3.732374108,4.417533009,2.942012298,4.098963028,2.698949768,2.673191202,3.199394677,7.179584554,5.176187437,1.626159203,5.984609033,4.931435438,4.141311254,3.2655968,3.542634692,2.724751084,6.076092839,3.93087106,6.37029749,3.433437885,2.638815095,1.661812522,3.256433943,1.617401129,5.558538462,2.769007088,4.356038047,8.937699529,3.906040917,6.366674152,1.750597578,6.200471677,3.599139882,6.20337332,4.714026718,5.381676327,2.001051583,4.996110289,5.37886155,2.564198558,5.242326033,2.828814287,2.177742996,3.866483237,7.608049684,7.63485598,2.653809984,4.023799467,3.122590235,2.938603664,8.618108609,1.841183661,5.821646318,3.249180191,5.26666975,4.895260109,4.415470566,4.187861242,3.384590516,4.33302474,3.693029762,1.521755257,5.86492091,4.807984004,5.889335215,5.060440342,5.393130115,5.038463228,6.664710797,4.728388271,6.600132078,3.541407823,1.958573796,2.705050775,4.446571679,10.26500607,4.82879014,5.631589113,7.945927818,4.629647171,1.613421566,2.973272193
GAT1,3.063953565,6.163092308,3.133364866,1.693543108,6.953795888,2.628482222,6.629343317,6.245936424,4.841769005,3.541608476,5.803166683,5.071819001,4.096042503,4.275836868,3.6311237,4.122733906,3.976461499,4.040104182,4.21084202,4.417773156,6.298548393,5.076791255,3.768172712,2.090848169,4.058943761,6.24182612,4.219038222,4.30530847,4.911237067,3.645715428,3.316727502,3.211909777,4.40753946,3.044276107,3.085201352,5.3513176,2.211161066,2.384041499,4.12602986,5.83805316,6.447860949,4.122865801,4.360669349,5.539584621,5.695484735,4.25097631,4.996315931,4.625626151,4.222506217,5.623322675,2.966741823,4.548932538,5.679348474,2.454591256,4.2130763,5.507218621,3.337339363,2.347304365,3.714799473,2.827866822,3.983874471,4.191074108,1.989954815,5.979091693,1.978017402,2.218565582,2.900960758,4.256922662,4.195368098,1.487627156,4.738776536,3.052127509,7.774558189,3.083210281,1.05622839,3.734940423,4.192971639,3.969541272,6.152224274,2.644673,4.992245995,3.836900538,6.63190876,4.903471359,2.992321277,2.779229285,2.844912479,2.543946117,5.034931816,4.85355218,4.411784618,3.591649723,1.519965302,5.774653799,2.070150154,2.798370434,1.37991123,1.667499272,6.2636054,5.23282397
HAP4,3.734172769,3.142735998,3.314609344,4.092827471,4.554349268,1.271265653,5.069989801,3.913987974,2.3871375,3.426310927,3.382617835,2.910320632,1.490378901,3.090470652,3.443767379,3.764185879,1.36219749,3.385073247,3.895490818,4.208289579,2.560348533,3.414523147,3.953485618,4.198768426,4.031644873,2.358576939,2.308369133,3.862408248,3.466594975,4.371698287,3.506737549,3.962754658,4.608657363,4.045372152,2.820543676,3.625860577,0.854577176,3.604253594,3.005875151,3.334313783,2.562683886,2.611141711,3.734405189,1.422653857,3.853381557,4.347901948,1.460896735,2.971690799,3.938470796,2.255133576,2.537443889,4.445583839,3.808861203,2.763038879,3.172031965,2.722957029,1.861340176,2.942361698,1.268125926,6.298544964,4.38734504,1.856615922,1.046878917,0.991163595,2.456784717,4.138568328,2.111054667,4.139319857,2.059965946,1.500229338,3.666437916,1.515871757,4.401233018,3.136502959,2.752360756,2.425494925,2.799924858,4.317806864,4.095181029,3.431275446,3.146906981,4.008422167,5.162309986,1.662586372,2.871858972,4.517048001,1.951062211,3.718874786,4.225357211,0.729261551,1.927568026,1.010405916,5.183360077,1.890094375,3.925747897,5.087252099,1.101642842,3.735567594,3.916762523,3.369297472
IME1,0.780270518,1.452472772,2.316045242,1.905961261,1.417552956,0.742923103,2.487073568,1.108830921,2.709105539,1.583104886,2.32548609,2.609397853,2.155125229,1.528562711,2.25920594,3.612531213,2.048482844,1.726698955,3.382404353,1.439603421,1.949886745,0.85652941,3.347532665,1.736876964,1.946193597,1.923591083,1.989398104,1.395944028,2.710445334,3.157948447,2.746192593,1.320253477,2.90332877,3.077589308,2.091685795,2.121687828,2.170970963,2.83298331,0.743434366,1.959194853,2.73531879,2.791614119,0.788234281,2.438595005,2.807969224,3.100805493,4.218359779,1.614076598,4.238685299,3.234864421,0.571181134,0.967225675,3.05387798,2.870578486,0.909277376,1.683047183,2.988239178,1.207520159,1.745186556,2.917879547,2.124890508,2.041053466,1.75040852,3.666030412,2.628207125,1.566688414,3.081670353,2.977748759,1.601607343,2.519406702,2.274840466,2.026201183,1.58424525,2.558072336,1.720051735,2.092598297,2.097551433,3.330198477,1.504663914,1.109063418,2.402304008,2.559654194,2.956586118,2.343603761,2.644880664,0.948428049,3.279741135,2.021709167,2.496501608,1.646774545,3.07131848,2.223348851,4.105160254,2.419930815,2.091823071,3.162425885,0.963512654,1.260679048,3.052430102,1.097475674
