,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
DAL5,3.013848167,0.823169122,1.890113943,1.381931197,2.087642924,2.760680447,2.314909663,3.720100343,3.005344139,2.33177252,2.545322292,0.930703015,2.86318963,2.514968632,1.356046245,2.002304515,2.189643204,3.127730798,1.255039443,3.064061337,1.40570734,2.599566321,2.337385256,0.637654087,1.421200774,1.414637581,2.434622982,2.80749477,1.711108334,0.923468756,0.709706823,1.752464254,1.859367911,1.331504673,1.85601452,1.621741814,1.99833023,1.862568601,1.591098714,2.137908635,1.177470697,2.349660389,1.854996978,2.347845687,2.837812194,4.487166429,1.979789228,1.601649669,3.044952671,2.7443689,0.657552891,2.488703613,1.612149678,1.76498716,2.899093648,1.722468109,1.484797204,2.813159663,2.217925716,1.802467618,1.170865525,0.784336057,3.47424557,2.68185206,1.746198756,2.020120102,2.021854744,2.506487749,1.766110185,1.380659549,2.84050117,0.824564684,1.627737494,0.827133017,2.521846856,2.728436715,2.063375696,1.781868791,2.920621213,2.462499071,0.704370839,2.988982347,4.309665068,2.335019552,2.287761903,2.065315655,2.474058133,1.826948322,3.502317342,2.721248275,2.491732705,2.630706506,3.522521207,1.974075118,1.482292401,1.032329541,2.572657474,1.550941003,0.927061031,1.480180204
DAL7,2.615380811,1.583841217,2.113296306,2.63971297,3.562247944,3.244242642,3.800584487,3.773867519,3.660797117,1.901466911,2.85051906,2.621557683,1.65299529,2.984595562,1.274174031,1.768706495,3.815778765,2.995475845,2.581868515,3.523529796,3.791457556,1.207507012,3.074982198,3.144380455,4.11998554,3.138181456,2.497991683,3.355650326,3.474956428,2.476222289,1.879137113,2.240619345,2.788240133,3.694604347,3.760946096,2.993821268,4.496221194,1.573454588,1.818192081,3.42612693,2.507747917,3.802179896,2.070094183,3.191962969,3.20409574,3.619410366,3.815614121,4.407521724,2.127939114,4.272012065,0.711672723,1.774475078,2.601412443,2.723701227,2.266093432,2.009319529,1.534756233,2.968206338,1.828619444,2.254644552,4.387066855,4.095037996,2.76752885,2.908483698,2.547818926,1.653819344,3.831159761,2.001211866,1.562260593,1.600954048,2.922407733,2.587852814,4.404968532,3.378614228,4.545988386,2.811738989,2.5748702,1.433786112,2.915290146,3.06873312,1.431516198,1.415887889,3.617540697,0.871379575,2.538262686,1.496643732,3.448204826,2.477958669,2.50004911,3.044717185,1.981531946,1.204948859,2.472266904,5.461138555,2.864379461,1.357156207,3.887260347,3.671881817,2.999944443,1.940583751
DCG1,2.047792355,0.486485686,1.597159575,1.191696555,2.200347842,1.85817631,1.952251244,1.571603543,1.981431163,1.985588323,1.335045492,1.924632704,2.176827738,2.139896483,0.889288636,2.011572745,0.555866103,1.918983019,1.166800938,1.199396872,2.600510846,2.572884198,1.734695494,1.760518951,1.303272138,0.910429765,2.86509088,2.502500992,0.934795971,2.388251657,0.856278041,1.709654326,2.068278072,2.236405096,2.134829381,2.286097134,2.15162281,0.815981864,1.207659316,2.711240302,2.422196483,2.853228049,1.239460487,2.701245686,1.347354051,1.654384661,2.677617013,2.335375647,2.11685784,1.802002319,1.082823939,2.515076753,1.1137987,1.611466424,0.883192967,2.97138701,1.882836439,0.889111621,0.70252901,1.213361198,0.668219141,2.255478105,1.80316022,3.46040849,1.333247901,1.812573181,0.986833533,2.385951303,1.017910099,2.10974108,2.394629809,1.66641564,3.111996625,1.150548581,1.786459653,1.440369544,2.213663379,2.733034141,0.98447842,2.592743303,2.005538108,1.484438244,0.908383847,0.650204616,1.618220095,1.119955345,1.894319397,2.463275715,3.053249491,1.58444591,1.694965062,1.607503765,1.597756633,0.977519262,2.843317481,1.572027658,1.181511548,0.61967489,2.334200089,3.169137918
DUR1,2.20417626,2.357238525,4.038943807,3.077975025,3.638491732,3.441686629,3.686119811,4.298319478,0.888314722,2.853428052,1.655144183,1.718233957,1.747156941,3.840608804,2.19455045,4.180729865,4.271259821,2.757033515,2.710297649,2.939078604,2.775910754,2.924435305,3.830380885,2.172136731,4.342562301,4.210698036,5.298296295,4.327542986,3.51290643,3.251042897,4.318408007,1.249730773,2.088024144,1.786100915,3.908036738,4.393173846,1.340975304,3.528777625,3.913363661,2.552820672,1.717091238,3.029754391,1.427232678,3.534116308,1.493554073,4.001839733,2.726526936,3.905279557,2.741745141,1.350433185,1.746309003,2.177288893,4.108559022,3.216121021,1.998520019,2.720881776,2.929796874,3.362697631,3.191190313,3.031597691,4.318660069,2.978987058,2.013540714,1.336044457,3.751718304,2.975923684,3.046457364,4.72601651,2.664377042,4.186817281,1.204186532,5.839468429,3.361432634,3.855180963,3.456207399,3.212178893,2.969473178,1.796766783,3.032563048,3.316038185,2.478320541,3.889167228,5.516939627,3.94128315,4.412856236,3.541776501,3.232345358,1.472787703,5.622156705,2.536590148,2.546966386,6.040854532,4.85085979,2.215016217,3.684600304,3.149308242,3.953430075,2.872272455,3.711677568,2.037581138
DUR3,1.581931434,1.915400608,2.716298857,2.583595427,3.211222815,1.619610148,0.723603302,4.373170052,2.139582291,3.82804259,1.160004549,2.289745246,2.654327934,1.192628137,0.859444749,1.390027877,3.324461442,2.211085457,1.60703518,1.870720495,2.226794473,1.878177246,4.136612516,3.543954469,2.445706968,2.305571839,2.992562686,2.558009211,2.289526804,3.036047435,2.031167693,2.405379182,1.611909468,2.696408855,3.149395188,2.836415758,2.026348421,2.7380401,1.701431024,0.987430993,2.75525506,1.26455203,2.03669555,2.084841824,1.825539483,2.684001897,3.671122843,1.696665302,3.261820845,1.439322788,2.109977461,3.365284508,3.737358571,2.631212866,1.320180768,1.821659095,0.737202972,3.038745951,0.853681924,2.231556537,1.111914737,2.594039006,1.60315754,1.075361812,3.439036774,0.913117553,2.00208546,2.869625084,2.884962762,1.998706283,1.857109193,2.335203729,2.141802068,1.00136141,2.544897242,2.538643612,2.721529256,1.91505738,1.257731367,1.832529078,2.803500652,0.695995358,5.19684547,2.280348255,2.314047736,3.090798631,2.55598591,3.12421423,3.414802243,2.62992951,3.035958881,1.895704966,4.159071141,5.368929079,3.344050062,3.741825171,3.702683751,2.000225317,2.689857376,2.240182322
GDH1,3.067185554,1.812216756,1.416208269,1.344795603,4.199593244,2.255936311,2.240403543,4.610944375,2.966977994,5.405390065,5.065197595,2.051893696,3.222698559,0.913810753,1.244526135,4.552695474,4.014690518,1.355329389,1.766923279,3.249509822,1.081412406,1.72425213,1.574077109,2.616741535,1.968357178,3.918153946,1.888760918,3.313511808,1.747200158,3.380849176,3.155672586,4.286352286,3.307425193,2.810923008,5.178589034,4.676882387,3.07256857,2.811818896,3.662820095,3.139758557,2.727332329,1.753508098,1.746655099,2.405235895,2.478164254,2.008562184,4.682401568,5.693689192,2.571234983,1.472792292,3.344899558,1.686005482,3.825153922,2.939470376,4.813079414,2.179712034,2.71705716,3.168820079,3.258636168,1.894635223,4.407777146,2.59897669,3.46791079,1.877121513,4.404098701,4.272330323,5.422667072,3.10023701,3.415630735,1.648601227,2.70596085,2.28815252,4.175132631,2.382119261,3.088674847,2.505365953,4.321159544,2.122055876,4.818194883,2.372452413,3.694668563,3.548148544,2.118400651,1.801316573,2.231802424,5.615132954,4.685549298,2.210091905,3.673694995,4.117980133,1.990320904,2.152685323,3.935997626,2.575645512,3.898444267,4.858133833,3.004483378,2.618436165,1.894659262,2.24414157
PUT1,4.018212761,2.130934196,3.234956041,3.555266879,1.593508521,2.667110123,0.743166018,3.073230261,3.148036179,1.304923434,0.968574471,1.70989279,1.163157894,1.250085027,2.634511448,1.732715852,3.479129904,2.00607696,2.264164184,1.29539796,3.538921436,0.760213411,1.726323984,2.211669747,2.551081541,1.148179176,2.198123883,3.554581978,3.092734846,2.652134187,1.220024345,2.33353659,1.300819264,1.895201046,3.462244873,1.826765731,3.006280388,3.411519027,2.465527934,1.318289003,1.657439007,2.791229233,3.634835019,1.685661306,2.746897795,3.012641408,2.377857415,2.821140958,1.736916161,4.396596954,1.918228036,2.036936081,0.862958685,1.920336521,2.877862194,2.389505294,4.133709085,0.660391209,2.379950223,2.490895371,1.251156316,1.098590389,1.312607641,1.67602026,1.759651301,3.161293522,2.741070811,2.747019509,2.222188742,2.743135498,3.009737796,1.848549763,2.133868279,3.20470369,1.707879851,2.088640202,3.789399893,1.60966084,1.240161898,1.638474968,2.720743424,1.102248951,1.232234117,2.793679978,2.934925401,3.570606091,3.364195706,0.994299966,4.190534835,3.13112552,0.788778544,1.155012648,2.022673097,3.884665555,2.332212466,2.603067572,3.094959205,0.676871544,3.552812731,3.197952823
PUT2,2.13965363,3.11077702,1.794223937,3.749450437,2.277405248,4.891048031,3.557010516,1.087584829,0.769531384,2.510502185,2.515889473,2.589174339,0.810778284,2.104534437,2.586632805,1.354991292,1.530660222,3.325789855,2.853943965,1.607164084,4.413540791,1.537870722,2.431894877,2.752042011,2.609041174,3.088631694,3.085378408,3.184925852,2.038370427,2.84232778,3.306171133,2.307902104,3.429623249,2.602080089,2.782839804,3.128847785,2.112227703,2.801382282,1.162378356,3.710620895,3.011834274,3.086083643,3.800329792,0.8804542,3.39644695,0.950827065,3.013182186,1.623080243,1.35178922,2.060124147,1.53111138,4.518780582,2.100842642,3.339348598,1.88782658,1.88228024,2.105489062,2.771001317,1.216637761,0.860829037,3.299615231,1.234882429,4.09259894,2.706329951,2.72471183,1.516797689,3.316942271,3.761741771,1.387643371,3.125206461,2.655747107,4.076608137,3.037896483,3.865926774,3.39637943,2.634111166,2.544340525,2.267514251,1.061223282,3.770712082,2.1906628,3.711021754,1.556817757,1.731683634,3.612726326,3.742837938,1.974407159,3.24894072,2.520294999,2.59880403,1.202790217,3.462120968,4.160917928,2.33596875,3.586526739,2.039647612,3.233756799,0.948257899,3.225684828,1.884735184
PUT4,2.862600953,3.535709439,2.909878111,2.176371377,3.885257538,2.209553076,2.554714865,3.700487673,0.922629919,1.59601002,2.585000523,4.213431799,1.689217565,2.059652918,2.656279043,3.938045925,3.111908283,1.820034176,2.877296134,1.750096192,2.917053479,2.295989631,3.475599719,2.310267248,3.079007761,4.575803891,4.315026741,3.470232493,2.511235491,2.983634373,1.379842888,2.981709845,3.172791017,1.747193644,1.656024228,2.239394717,3.054641966,4.151584794,1.512276848,3.78212175,1.366585817,3.449535107,0.783312891,2.591873707,2.555097634,4.458897635,3.39565418,3.868806406,2.10236989,1.797171861,0.763411395,1.624199895,4.016517636,2.302568606,3.475632118,1.395585542,2.77525026,4.213538145,4.233294912,2.395691004,1.440058103,1.265847549,2.904542547,2.430130041,2.21850126,3.00768397,2.234833176,4.282893256,3.886958218,1.371068813,2.776857496,0.948674207,1.235989784,3.958948642,2.579929654,2.61294478,1.591655773,1.606991393,1.97259493,2.871319184,2.765062884,2.211729515,1.880481486,2.906074989,1.072657649,2.85570473,3.261374544,1.040166102,1.917594046,2.916507601,2.734201642,2.402497355,1.828436934,2.929220355,1.714281755,4.493852666,4.352491844,3.307218224,3.343765501,1.578358167
UGA1,4.659024316,2.561342537,2.108046426,3.704722061,2.106778328,4.659311095,1.699927271,2.116984413,4.225755955,1.456414664,3.219337137,4.846364492,2.587041752,6.202447795,1.717182181,1.955344249,2.929015954,1.964105,4.919877285,3.546179687,1.566904621,3.61555041,5.519977564,3.639973303,4.733302781,3.725117159,2.079586059,5.346060628,3.945813924,3.629966192,3.024367393,3.656855875,2.974351512,4.165243044,3.274410395,1.364123095,5.155200758,3.084886463,2.969844398,6.60642631,3.553313502,3.863180121,1.986343706,0.909582011,3.03236345,4.106603801,1.566288697,3.926239749,2.022254701,5.839451472,4.063198217,6.034494278,4.13502007,2.702779657,1.561133195,1.487517255,2.893012476,3.617045572,3.68480323,3.215162755,3.084888965,3.898392419,5.448198242,2.992042201,3.586775983,3.645970804,3.202329562,2.580999383,2.604299942,3.36552162,2.12597901,5.688177754,8.284102465,3.266331757,2.06373019,4.080411944,1.561280253,1.686565254,4.365362626,3.094290009,5.055273011,1.749049007,5.259310578,3.807183378,3.627054629,4.12043259,1.362969007,3.31952352,3.86805076,3.917632099,5.017552083,6.440845833,4.040107489,4.771691137,3.841436805,3.650908346,4.491437993,0.95273803,4.905856195,6.428748967
UGA2,1.002360088,1.713367895,1.746337516,1.911567187,0.686717599,0.817726183,1.772067578,0.599163109,0.849944397,2.116453839,2.135388407,1.521454581,1.822566385,1.724711694,0.911500533,1.138299223,1.998471544,1.676265791,1.769187871,0.446457537,1.345946399,1.480230262,1.971356303,2.435743439,1.129383586,2.498764594,1.604125331,1.151601459,1.89983391,1.746025277,0.529527257,2.129768472,1.331982869,1.481346196,1.108745293,1.852991916,0.621668583,1.261847382,0.773859162,1.319189748,1.535639719,2.333526938,1.181814403,2.513886683,1.470163062,1.311045444,1.305142617,1.357870444,3.007331908,2.194156317,1.198233197,0.558474887,1.744418213,0.778663648,0.675415072,2.032928076,0.508638898,1.978647611,1.313106548,0.994666682,1.830630406,1.408713635,0.990665813,1.835673914,1.997711186,1.690646948,1.354741997,2.362887147,0.640876518,1.211289555,0.645678105,2.437240028,2.248913133,1.552612109,2.099931518,1.056465628,0.98154906,2.2153232,1.167884761,2.19084827,1.615962707,0.868869471,0.88370884,1.29817741,1.154355631,1.143893199,1.306836429,1.336366069,1.810212227,0.907916654,1.607876484,1.234128327,2.168112216,1.556916213,1.865584224,1.698739609,2.38790539,2.116473455,2.690522846,0.706581066
GAP1,4.447569925,3.49230857,6.449049676,4.294673868,5.775093033,3.903307587,2.562185516,4.37826965,5.183750089,4.529263496,4.805910375,6.565033872,2.75424012,4.535334844,2.658142706,4.912692624,5.547047337,5.906194125,4.722980801,4.949475307,2.912347266,1.414259841,3.993960761,3.331213548,2.958311608,3.684742683,5.497060656,4.758759371,4.139790334,4.334582149,5.430499807,3.709219631,6.44175748,3.026980026,1.773629303,1.927497688,4.370743422,2.067390862,4.588488629,4.74174506,5.700471614,5.313427736,5.522864152,1.495991256,2.052033477,6.634944279,8.601149334,3.269791371,2.365148428,2.677359216,4.521925246,2.344497235,7.46712779,5.022069175,4.928808757,7.251861317,5.140152077,6.784418831,1.520532346,6.322282397,4.328171994,5.525996432,2.70254539,2.814881513,5.718037244,4.115906185,5.181081826,6.621473789,1.627169499,4.909844926,5.297635705,1.694835125,6.279600941,6.039087495,3.112549997,2.550152751,2.498109287,2.39572405,5.895209787,3.973390729,5.498900908,4.897235415,9.059119576,2.984617356,6.108570863,5.256148361,3.557739582,2.993831504,2.123646631,4.798083016,2.357188951,6.320203374,3.390541985,7.754777192,2.109738482,2.304534085,8.631702848,5.113615369,6.927438318,2.93839129
UGA4,4.654240018,3.328490267,2.823802414,3.440419753,3.402589145,3.889985129,2.08621722,3.440145356,2.985624364,2.903107125,4.785820747,1.621720615,1.781133262,2.581794992,1.716195114,4.719713953,1.308868502,3.939824763,3.26451516,3.264436092,3.995339042,4.056256473,2.551224293,2.113761023,2.80440709,2.8726569,3.139637828,4.997800993,2.110592259,1.909856161,3.423828622,2.843726069,2.350671548,3.294489832,4.183430706,3.660371443,1.52885447,2.44089175,2.85667553,3.280777241,1.833489305,2.999244385,3.314917705,2.831801518,2.532885324,1.96142857,2.234744578,2.210349553,2.52268492,3.344143971,1.395166104,2.740181254,2.246772409,3.527285664,1.789021255,2.624110629,1.592147982,3.793507071,2.542775971,2.023938921,2.774222118,1.049547898,2.336395465,3.18496903,0.968149839,4.316678056,5.228056241,2.672678769,1.985748137,0.912242639,3.744450254,2.775897953,3.040860402,3.549817959,2.789888269,3.496563421,1.676980715,1.947573644,4.192389292,1.638734788,2.12672473,3.251393077,4.065470593,1.330478633,2.435976355,3.883891807,1.018656695,3.981877336,4.517218474,1.786332306,4.271834447,2.384860288,2.553871871,4.66343155,4.427983582,2.105634872,3.240650786,1.93215303,2.780318671,3.671937952
CLB2,1.813981269,2.327949128,5.631548084,3.337283134,4.199688469,3.301205187,5.785234358,4.830847972,3.862079581,6.865022312,2.082162935,3.132234763,1.769816877,2.969166691,2.815702349,2.59359577,5.342602351,2.34718581,3.500436763,4.401378619,2.825145862,3.038871016,1.027647422,2.314638394,3.315687826,7.304575044,4.160819577,0.816205155,3.888728239,5.98410991,6.216361898,4.867568075,2.944479156,3.862157665,3.655650987,6.363855703,1.05121065,3.676803728,1.179771362,5.427852409,4.539163875,1.361330693,5.904832699,4.133232105,5.797000574,5.969287508,3.421905512,3.67800601,4.55662877,1.684528322,1.340305409,2.692342917,2.909799527,1.065431103,2.81981832,3.958775337,3.321268912,5.134043913,4.270737219,4.963704892,3.68229365,2.390178733,2.611200338,5.613905454,4.665952316,1.923510255,4.296989166,5.048920483,4.10102631,2.553252917,1.804093697,4.277765356,5.162825097,2.486556535,4.449075948,4.075467952,2.197301714,3.107659432,6.039164263,2.814458468,5.187759403,2.652073808,2.527594179,3.001886082,3.788740431,5.332669125,1.345427383,5.082508822,6.02528743,4.716177327,4.825423169,2.523923735,5.877821994,5.511324109,2.157704559,1.412226183,6.614032127,5.695323859,3.557347249,1.66385384
STA1,4.300291276,3.340669687,4.893643577,3.959229051,6.741292636,5.566232992,3.723448031,4.703707067,3.612009571,2.710194855,1.114562959,1.588258996,4.422690473,1.786970123,4.139638865,1.455307554,3.940746426,2.80730651,4.089427186,4.102358842,3.494314607,1.222115161,3.256580037,4.010136909,2.825395641,5.111547523,4.675956112,3.635084486,4.207342244,3.432113713,3.920023401,3.644260576,3.345055415,2.386624384,3.628600025,4.499638661,4.42314629,3.726779272,2.739426443,5.0614262,3.509498535,2.985235009,6.160685008,5.185683249,4.999358944,6.473473968,5.729025945,2.06562847,3.647262922,2.972266243,2.238324233,4.291778061,4.196757863,2.596626868,3.922439651,2.570158922,3.975364344,3.793752229,3.052661695,3.888636993,2.107422698,3.769401863,3.440535351,4.362052277,3.349932829,4.498354217,2.873416977,2.680491988,3.224729068,4.329647328,1.345099541,6.647876021,3.907102846,1.945181888,3.659253046,1.748671664,1.430755826,1.770523087,4.733427579,4.101895261,1.640563192,4.490770262,3.551011322,1.678761378,2.806504509,5.067991325,4.190271186,5.623518481,3.944781204,2.820883772,2.421341074,5.204992742,3.755457894,5.119235284,6.221362962,4.248711405,1.876788996,4.745795246,3.019215722,3.635637733
STA2,3.733673057,4.301439591,2.726217648,5.109736801,4.544804417,2.686810175,3.95528473,4.116289453,3.932169411,3.504862234,3.88038544,2.535154997,2.640026234,4.307071525,2.314250075,2.695188621,1.239298315,1.57033967,4.579812992,4.002014128,1.665887118,2.223075606,4.423021625,3.516014097,4.135246428,3.892973568,2.876658847,3.672875974,2.963664571,0.913034552,1.477560838,4.041862191,0.990239038,2.204405356,5.540578152,3.281370597,3.995366155,1.372793966,4.220878668,6.155740946,3.877664863,3.63606163,4.373435975,3.499834543,2.474586227,3.135126679,1.940085585,2.214917389,3.411935876,4.638077301,3.802462302,3.86507515,1.760484252,3.606461141,5.320560762,2.47701423,2.417212208,4.499522303,4.675722175,4.109658234,3.893980627,4.607938769,1.622304163,5.399356681,3.668267035,5.407387078,4.539671582,2.976412139,5.634188892,1.4758467,5.518960895,2.389986033,1.820147897,4.135493747,2.535389715,3.975250857,1.611156048,3.744602934,5.175608048,2.89129492,2.720239696,2.506223464,3.382749779,3.293601797,3.784856918,3.702055744,3.974284342,4.782726189,2.302676081,3.46636729,5.503806057,4.2605088,2.455783544,3.408240955,3.446697085,6.029900739,3.823376012,4.251042044,1.336877346,4.394690117
GAL10,2.793047385,2.000432556,2.709704155,2.069982041,3.400631811,2.712364424,1.16541179,0.748199336,1.999079004,2.787438957,3.593324922,3.374308764,0.802286674,1.705310222,2.829002014,2.311683752,2.993927053,1.432202548,2.151436539,1.242225659,1.202646316,3.20935955,1.107008496,3.374969345,3.733860064,2.789694439,2.218304937,2.463466806,0.847748587,2.024015804,1.467059349,1.046827825,1.76331482,1.226446025,1.601209649,1.492162594,2.971863685,3.048307484,2.390867772,3.2335868,1.036286604,1.161618504,1.487394339,3.403689845,3.02317537,2.657947137,1.453217076,2.719333308,2.560226653,1.153855169,0.962328038,2.801623762,1.809253317,0.88021661,0.879618202,2.520409767,2.939114723,2.299859868,3.561390271,3.028139349,3.595096365,1.314642239,1.876942185,3.585079963,2.633522453,2.347700287,1.816373989,1.143860952,2.31300826,1.454319857,1.715721637,2.689267168,2.565736675,3.378944017,3.157942664,1.014063642,1.691671448,2.275647759,1.006707017,2.490476331,1.127608721,1.056676018,0.799771025,3.640612729,1.424162104,0.755338505,2.268862628,1.968520048,3.319140052,2.601354546,0.65618827,1.379768707,2.108395876,2.586457874,2.110310998,2.756707805,2.381586066,2.970198912,3.207897497,1.322853546
GAL7,1.924812805,0.704501,0.992368787,1.122495217,1.178214786,0.614013343,1.702807496,1.667276975,1.290635615,2.148138725,1.86783507,2.095147262,0.93605822,2.530163476,1.588119889,1.701198761,1.250529639,1.051881153,1.400097689,0.814541079,0.863503441,1.42240734,1.19491287,1.687713283,2.837733331,2.375495418,2.221606846,1.533219909,1.594831361,1.716190226,0.72588572,1.94410752,1.949541411,2.924592637,1.668648956,2.69953676,2.171583278,2.042074028,1.664056814,0.875598392,1.295789976,2.782254223,2.306227391,1.534313797,1.67318082,3.369921027,1.679076382,1.378250216,2.171524595,1.618076886,0.930691909,2.261995145,0.967053274,1.7779163,2.198524955,1.347987713,2.638200487,1.67268784,1.948661052,1.324322665,1.487314329,1.222795932,2.577981446,1.807550505,0.557941649,1.121629234,0.976108668,2.122684457,1.818386304,1.328664262,1.372125149,4.044578113,1.315861542,1.583696507,1.454753955,2.912695726,1.746614152,2.436287386,1.936627452,2.45902968,2.675722229,1.239285449,1.73761708,1.545537914,2.408107944,1.138950462,1.153500519,2.665920891,2.390576125,0.935014195,2.542512111,1.193645713,1.288369144,1.126580871,2.12495669,0.802633263,1.287025483,1.535371968,1.147553896,2.399265488
FUR4,2.157466357,0.839329334,2.435886913,2.371170824,2.457727536,1.051321061,3.040694165,1.827656108,2.171951003,1.443210843,2.657177825,2.281618815,0.605180356,2.467060404,1.164999072,1.494396002,3.389909346,2.220711054,3.670946539,3.315628504,1.101957705,1.370107447,2.888813557,1.45601483,3.335662284,1.123468298,1.950146991,2.37171347,2.646084868,1.926000524,0.794544658,2.901232533,1.172180428,0.926934244,2.57560503,2.433851616,2.966063788,2.599965691,3.634453403,2.088375167,2.435053985,2.871250581,2.485686586,1.290371335,3.009779541,3.292828285,4.645109512,3.341069287,3.291606991,1.281510191,2.284471509,2.097947884,0.763401458,3.049248126,1.266269502,1.010498367,1.659458232,3.532401513,1.508674774,0.771190441,2.173079716,2.932980293,2.172884314,2.620020296,2.603480012,2.47176412,3.132651635,2.887230584,1.690995519,3.450298005,3.152785106,2.813683415,4.25669724,2.738610775,3.33719759,0.77545904,1.71295017,2.778672115,3.06468427,3.038099334,3.065357643,1.261730259,1.465208437,4.272520301,1.279892381,1.65676276,2.13397404,1.219390954,2.075515578,1.540540945,1.478739476,1.852716115,1.77501234,3.77384628,1.152769913,4.422766444,2.325142417,3.638515902,0.932881779,2.397659975
GAL3,3.138780366,3.769533057,3.688711937,2.281353867,3.22237281,4.028420968,0.881821398,1.247167665,2.141403179,2.763116855,3.623198663,1.428006627,2.847173137,2.174328512,3.404362613,2.111898068,1.279806564,0.758561957,4.427464336,1.796685454,3.133847955,1.844248068,2.63427376,1.923097284,1.222570904,1.409664954,2.96125572,2.045322427,2.188060424,0.940372778,2.528819992,1.564865761,3.049822318,4.367753868,2.059010242,3.008564704,4.783587716,2.646792309,3.837559428,2.102941263,0.767304608,1.565963534,2.282913467,3.035891865,2.1558332,1.953291355,3.978438747,1.866837991,2.685333488,1.836755845,1.347976516,3.13682501,2.781785466,3.649188018,2.600080406,1.870982446,2.444354048,3.743907659,0.953013989,1.533868422,1.993479813,1.507951937,3.338571704,1.34871996,3.59774303,2.204411232,5.00680748,1.845040945,0.965577031,0.773002236,2.688599193,5.029738417,3.530015594,1.968829822,1.147513987,2.480512152,2.778176199,2.120856846,2.07116918,3.335343999,2.905070973,2.190862914,1.671372097,2.256226264,3.611848666,3.740057889,1.321982731,4.043229882,2.552321823,2.217661784,3.718641108,2.904791227,2.061950514,1.111255874,1.989318066,4.520120656,2.350255157,4.555042804,3.392859447,3.926839076
GAL80,3.952993508,3.803930559,2.482090483,4.478838665,3.809097786,3.132186412,1.227411624,2.083043618,3.110669487,2.380613379,4.983322539,2.215986337,2.715182655,9.274610189,2.175505315,3.332090359,4.001627039,3.446785628,4.877659009,4.145335564,5.515992803,4.922443536,3.337089185,5.526766023,2.223099297,5.859813688,2.704692804,5.236975576,1.701702202,4.404530571,4.15792653,5.632686231,2.522174988,2.118579912,6.058955417,8.160449426,5.752684832,2.708948613,6.124830055,3.165363835,2.988333936,2.884374802,2.463460428,2.856602284,6.817864103,4.242338326,4.010182838,4.000566377,3.697187827,3.481939482,3.331898134,3.38393373,1.986817301,5.731916011,5.087423975,3.160514842,2.577946993,2.634509779,4.729799511,2.991199779,5.21347074,3.223226126,3.653049442,2.373812061,3.899820096,5.857613772,9.472150398,6.570388378,4.168168107,5.044128724,2.70567761,4.908858247,16.77082422,4.578681942,5.424448518,3.783055846,4.071057114,9.440898705,4.042082138,3.032040737,2.909121857,4.886907155,3.123694542,4.055898034,4.187115469,5.613945323,5.273948012,5.360388934,4.019786248,3.538958389,1.91946537,3.895470438,5.754587901,2.177213206,4.666910162,7.870052564,3.07884631,7.272848095,3.045562569,6.968566485
GCY1,4.048814552,0.792822796,1.186007336,3.598487823,2.886763322,3.267624467,2.251322887,5.056124986,3.410153364,3.782295358,4.004009563,4.559751226,3.057570356,2.080354868,1.353570064,3.699830663,3.931879351,0.835345913,3.479934517,2.404747625,3.213552509,2.521601896,1.139023432,2.647080012,1.507917259,2.223925002,1.403820595,2.063605662,0.942732071,2.818922518,1.711268686,1.038494537,2.135109361,3.499679679,2.408668825,1.241667028,2.921616069,1.772143861,3.822930752,2.939823983,1.155600494,4.258844511,2.429554718,1.571207148,3.166509324,0.755122894,1.699903413,0.841391983,0.9361042,1.042372734,2.487648727,1.164325672,2.869542864,2.133914583,4.99818159,3.336769376,1.936485951,1.952387572,0.954699987,0.787232709,2.593852713,2.961713124,2.511541646,1.152709793,0.74511676,3.851943612,2.047526002,3.909485407,3.555981622,1.973784986,3.658689741,4.439684815,3.969023634,2.18797197,3.567681391,1.288852991,1.237390303,1.539872337,2.274754432,2.866441034,0.855847861,1.609692798,2.721458337,3.562321852,0.786290034,5.766981339,2.016390623,1.313768415,3.242263483,3.584915028,3.108458392,4.247016946,2.235058816,3.847767327,3.996033444,2.834195248,2.68333932,1.739557493,3.598765539,2.781525816
