"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"MUC1",0.000571544918912781,0.000159902836428894,0.000628477368694523,0.000350168421268954,4.29545783130692e-05,0.000189206964379824,0.000321157290974032,6.49076143978625e-05,0.000317738524733001,0.000125994908045487
"FKS1",0.000598006927647942,0.000559885104683589,0.000284196936674462,0.000319345868377753,0.000314050435644373,0.000171134479758642,0.000706965926575922,0.000481998881571218,0.000149375814015407,0.000598351085563043
"GAL1",3.59272534760923e-05,8.04876070762106e-06,4.80417838481488e-05,0.000102392902702429,0.000434503600515307,0.000525662680205577,0.000429281249794145,0.000300180024611559,0.000521929587087079,0.000327761037968259
"CAT5",0.000581939032104986,0.00021087672936312,0.000304613207170471,0.000214546529638573,0.000613996431749135,0.000259521234933426,0.000572332844877458,0.000182777713599841,0.000761557944950844,0.000376121445598389
"IDP2",0.000677810571367997,0.000194837155643311,0.000395476059919265,0.000536279320274419,0.00030095994714935,0.000206255397989873,0.000556848087164692,7.81074886144783e-05,0.000706089121115081,0.000388550905028788
"JEN1",0.000421421698086273,0.000218573326418765,2.94585904809902e-05,4.44687420191765e-05,0.000459162140044739,0.000221081319259641,0.000405536274732092,0.000604528939476151,9.87613547665695e-06,0.000425243223313178
"MDH2",0.000484798939329587,7.3277243856259e-05,0.000573741085110026,0.000583829153790872,0.000794000462633924,0.000182412970764766,0.000261309413119416,8.44104034797664e-06,0.00075525585700867,0.000694184344557383
"CYT1",0.000511246495641173,0.000478533511571522,0.000580606393471149,0.000446707814008857,0.000519225990183089,0.000325842712367911,0.000536687539230825,0.000409505426768118,0.000213321173887351,0.000437717913455623
"GAL2",5.51569115320249e-05,0.000670778661376245,0.000630481175506691,0.000241362678060011,0.000163265175561324,1.3085337353261e-05,0.000540808606313841,0.000501779882378368,0.000168740116540028,0.000428551437186871
"MET14",0.000545140646700949,8.7640617708885e-05,0.000751253655165203,0.000172851266180973,0.000367573124818206,1.8122954833593e-05,0.000515448011934577,0.000288562044831121,0.00031486145738724,0.00051850184167138
"MET16",0.000550394103141096,0.000261155177398503,0.000726821101039818,0.000647705348335521,0.000652255828464474,0.000685496702492706,0.00043268366851671,0.000505132143697799,0.00038822746545373,0.000280329167848758
"MET17",0.000531281901113418,8.60061884349537e-05,0.000453275567162269,0.000329690089391192,0.000163961166966565,5.71653535723994e-05,8.59189759497266e-05,0.00039329918493343,0.000624028649166192,7.63494364948975e-05
"MET28",0.000217260676651021,0.000318124617167838,0.000255347350655691,0.000117691596958347,0.000310518625357359,0.000397429054748403,0.000134604942105589,0.000219112130649488,0.000220871722729634,0.000126112995797458
"MET8",0.000420569377416146,0.00051798729392779,0.000447546627918781,0.000209759905637112,4.88601015091391e-05,0.000331056413154807,0.000523200075923532,0.000404684259254952,0.000392248559983859,6.69924568759888e-05
"SAM2",0.000444457802871983,0.000584858434698734,0.000256390344716006,0.000755696613800779,0.000596660859565379,9.57932384016e-05,0.000148040877876525,0.00020459717770903,0.000167226020483313,0.000412399171427112
"TRP1",0.000350472886479847,0.00046480358239309,0.000544195769379647,0.000343835541896479,0.000730557310681736,0.000571564166417485,0.00051554588355526,0.000505134043189517,0.000237505305953408,0.000220559339490536
"CYC1",0.000267385664991913,0.000111377797482967,0.0001221085979968,8.92178301405157e-05,0.000278219313083169,2.29999537710451e-05,0.000328416907429142,0.000408532290538696,5.05808575904535e-05,3.03711470231249e-05
"CHA1",0.000252509272441701,0.0002807221247311,0.000310059317550201,0.000150998947169134,0.000119184940070255,0.000197085810147227,0.000522814722709706,0.000388673678022566,0.0005459976786389,0.000165705468149837
