"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"CHA4_input",16.1177308344593,38.7896772089334,1.59350236812024,15.4883323958606,26.44742722714,22.6449350859308,33.0420909320686,18.6968862137134,15.0028995049507,37.5829358079715,35.1277438680486,15.0195906831216,29.1628984453272,34.8406091771048,23.5126726003199,9.12429450914075,23.8385630373158,32.8429792575398,18.5841606961258,22.1831992096596,37.1621619902407,41.8119636162372,28.1955527886423,26.4258002052263,26.3482658161633,2.23072666610644,33.2502635765161,35.022398692331,20.0193033299174,38.7605008423385,37.1129967967212,23.5855766397033,21.1395652002289,26.5928186510688,22.1109927237402,27.7030220470689,9.88741797377233,11.6929950399204,22.7485572512657,37.4564309586222,12.8175743208795,27.1992267362885,33.4874893876445,27.3237307033906,2.81267589363401,19.5414405241659,26.1766428512269,21.6345257345552,41.6515391849099,17.1914447939627
"CIN5_input",27.573139985254,24.741449504221,32.6056650616567,29.4332335604932,36.7661914012727,30.2946187591936,5.94125028285135,20.056568657155,39.5066164153493,1.88668623814408,40.4903636401438,29.6083072572649,6.25554432959591,24.0162259037522,16.91305294289,22.7222003383408,15.7826309993885,36.4798950229705,42.0717764878818,5.25133621928639,40.0332265830029,42.2636586249804,18.3395264207532,30.7741176722287,16.3194793740045,28.2817680233142,14.194233540287,29.6971577313338,31.5183206750183,33.486561193817,34.6322862402996,25.4040519392701,3.77698840962513,26.659932271992,17.1156418292485,27.4635732102394,3.89474587429705,49.3265604099985,26.0822755116604,27.4797109973499,28.6578647149935,28.99446707902,43.0381398937403,22.1869259362695,25.5283093642033,26.5045853819376,10.400809117189,15.9770223798624,37.2092337760189,29.982753002932
"CRZ1_input",43.7627956148868,69.3143270613389,48.3467963264513,31.3625705718776,45.4178402192063,65.8480755308479,48.5617166233169,23.1597344678603,26.3586600911486,42.5620845994102,61.1473243894221,52.9179327923945,46.0297130191561,45.8810790142651,67.1324232763295,47.0662775779978,51.4943661633827,40.5471967886115,46.1656336769497,40.8068429148913,53.5477810629661,22.0535658863081,33.166056465299,29.36521187602,42.9250240321437,38.2439330305492,27.8432908574003,67.5815775458415,56.4811953000348,69.9875740583642,41.8855010236764,22.6115722022903,54.8177638319605,81.6214926058377,49.0677706440368,30.4831170063906,0.314737917394752,21.1462458868522,68.9704224827114,69.6610863959926,26.5880333912296,52.3351353129907,44.6746437958193,32.0665776919316,48.516121710169,47.2054321245305,19.7146581197482,71.6842579956887,44.8238135509603,43.9500213605309
"CUP2_input",71.8466251942293,28.778292121833,81.86059486495,39.9441813359756,26.3894985150833,62.0785801188963,61.9672033252797,56.6178437036293,47.2723746551145,28.7079300284964,53.750239028318,55.5916118711237,36.2428947141613,58.6531176883654,36.5857528535673,74.1819396399498,35.0393591600209,33.3687135403038,34.8966119712822,30.3688108683585,47.6674084434632,41.2975654884291,59.3845308136869,68.4278217516298,52.7001500692087,75.1569130346439,46.9864193208435,51.574983859552,27.6802754520746,9.13080748149761,30.7445242938116,17.6096915928614,42.0314617337015,55.7564097840188,33.8965600813757,38.4201386694408,74.1314470711038,9.74714704801672,77.3211202989557,75.5911850309431,22.8417567809226,72.6842885003746,76.7922067425421,31.6504072994465,31.7640471802824,30.2922862975502,41.6100533337644,27.390332149287,40.1696929722195,53.1122245912535
"DAL81_input",32.5224237149938,20.4040832008737,37.2313462962842,7.06807045359135,22.9184131222561,21.495515611818,25.2837938979812,39.1342083121077,29.6964975471053,14.6590284557889,4.51082707382752,50.9350947650854,42.4507882961629,43.8126888676463,27.4024255680987,46.6681897727747,34.0802277203317,19.2263793591977,26.0368677267012,26.498564607886,0.370834483918802,17.385569553778,21.480851952806,0.583454290548484,37.4336287364046,19.5904615382577,22.23013781386,40.6518872814755,45.7604612054712,40.0782563001983,45.9515120154529,47.6312419463021,17.1795820412377,19.8083639063088,29.0295156236523,26.374488724189,24.2555184248225,12.7395109801113,44.8817821457465,26.6307324623269,25.4551504329622,19.0793387474654,31.8908689710997,27.7423281120656,36.8091466286107,14.034687491268,26.9883445435689,44.8066976751852,34.188601533746,28.1675609352857
"FKH2_input",24.7053656834781,16.5782188401132,29.3309778020018,15.9725912130488,9.94437431424167,25.4593107271557,30.0812081250988,23.0788567222969,38.306469064677,37.2339428765846,6.49084362566685,2.85653892745068,33.1815879999401,26.8322837574258,27.6086133704349,14.7534479718044,26.6227940958675,42.0767443016704,9.93653909680794,5.25831782260392,37.5167175837794,7.82532338865702,28.6207104996634,29.8949632700829,7.35584906261942,39.4440845194851,13.2843406460979,32.502214868788,22.1359703679687,5.4489632337512,8.28180374068303,40.5547686214551,41.2477545273462,22.4396762474949,44.429556367717,36.4870008442424,30.1477010365763,28.7991848714245,44.0444444093017,7.40153250079074,30.0132071252671,39.6283554674375,46.139781183234,29.4989605660567,28.0829558979699,24.8622850831252,13.6356698646687,28.6427876394318,26.386852836462,9.80297716760537
"FLO8_input",35.2652229008737,32.5312267221779,41.5711502149942,51.5023661250389,35.7832269194283,29.0981404766196,37.439453549151,35.0472853896925,21.6958217593304,33.0951201413475,17.5357656353501,46.6181212076628,45.8651243415982,11.2028128337783,50.319712083462,58.0420283495022,32.3904481597176,5.31914538008944,31.946953194048,37.9978924088358,18.7067371397378,51.5001484983904,11.7937979859731,19.9892367488852,23.4037008657601,48.5308711091308,27.7058179977866,32.5361492766624,32.8783373538844,8.65697536065838,26.6044182028663,42.5006576553799,12.6981772209981,23.181461834281,25.4594837348133,46.7025678271921,17.1691384017797,30.0702680571274,28.6191640072895,23.5251934508308,29.9480142176354,52.9142135962104,28.2777729409034,31.6386677050436,36.6642342714075,32.3580113216938,45.3111584160821,35.4245471631874,53.4618823232968,17.3243097599173
"GAL11_input",59.0905138823014,44.5801287407458,45.0490426886703,79.7252798573522,30.091258917463,51.236127926036,47.0720172747424,54.4790041888673,54.1951610847733,83.3643493538147,47.448341173793,60.1891641236164,72.8240004370286,72.4779887803776,57.8588092097584,69.4278900189597,42.8044843149434,55.4446790147685,55.0143768240384,94.9765427270362,47.0950304513692,52.9237613079076,60.6941179741575,2.24148205783579,49.7409484723763,50.405508167598,18.5148811602428,84.4476662993886,33.8922048401778,79.7364370860965,55.4473571217979,59.8746185872984,71.9595370526083,61.5061338123308,63.5716616639081,56.573931628124,79.9100877302397,7.97129201701011,34.2278967716409,53.0491047008838,54.9660730556827,82.1759989662243,90.0344735673046,32.8877347921618,80.4833830709584,49.4624746042482,58.6249217450256,12.3434762943861,57.1936998742066,82.4064785990603
"GAL4_input",120.743232452899,41.6573365114763,187.991089374613,95.5428937190124,59.1595336158164,120.625926532273,123.096799738792,99.1967024294419,93.671600332833,96.9547634964245,105.257651651335,83.6991367831803,136.339195351052,11.0971697098619,68.2498957380595,97.9238724927312,76.0059903207612,138.700688586188,122.999979868212,92.4164722646588,110.223566239823,80.7754617237166,41.0092325930002,106.557401525028,83.6062354791328,39.0994882185393,79.8405267879852,90.6350263597251,75.8995286690808,81.7404742484612,61.4166155075209,89.6829995599398,76.9098293226294,98.1401607859828,124.650973751084,89.9919669317681,101.110798834072,56.0877039762763,73.4751434875426,56.4597404275488,137.55462528797,81.7028060416084,95.1192717429516,62.2282229372469,148.370078371786,93.2395358848828,130.144843665972,118.26261505334,92.9754442600693,170.966690214128
"GIS1_input",47.603164054326,13.457464651407,48.4059479415085,48.3279262064007,42.4644072247919,48.2029794182749,32.6727645006433,25.9487296670837,17.7240946671212,29.1997955474352,33.3638366872018,23.6669175241192,51.1257642020147,35.5747995535204,28.6479968954385,56.0936051316621,30.5475201047848,45.5150114579314,20.7210719503886,40.1376173582404,47.9431976090256,34.5458446383341,34.3229977622193,35.0776936941972,33.8616447250274,35.4218076238307,41.8798951866899,35.4898824504142,58.2808567119297,20.7169058409473,22.0955250656668,34.1200480909931,33.0736843818848,48.3717445937215,24.1651311876234,54.4227079702447,29.6794558620312,32.386005056966,12.9695329560376,18.8954918218547,13.1284575065512,44.2011706900024,12.3964528861931,5.82129040030077,61.5879269307069,31.3034345005596,3.39035348636603,28.3354527978497,39.8620756474142,41.1148775424759
