"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"MAC1_input",37.6334489717802,53.6248663569686,53.4420940332334,37.2899157568543,36.3850531992361,36.1862756986545,51.2490546752266,59.9380366909583,33.1159756736331,35.7098143603005,60.7077540443251,38.2376720986125,36.1881747291964,46.2715547285641,47.93978723257,35.9890439979678,30.7230465541926,26.116409160065,49.0553975309986,33.0812903043259,46.3896473777672,40.0461754502312,32.9142237759618,53.4628251841483,38.0570068015013
"MET4_input",59.3193493205717,61.8405087615417,66.4291164055276,70.6256242909826,73.049764627895,38.6781505580321,57.5379008897434,64.535595032835,69.1819817692536,39.5140784578413,78.4532222759031,60.841263636536,54.2183882851476,60.8954388145297,75.1010061359987,51.5542723610687,72.2651594836474,57.8453369802063,90.5349215903751,41.2962885914147,37.3036004984296,75.2640131885875,65.3942332595949,40.1618038205532,49.3285820255416
"MOT3_input",35.9220824477564,19.0413563182994,22.8218161247474,38.5325088164316,30.7822216892488,35.6206847899149,25.1389416840893,20.2526701212214,21.5016137635029,34.2578924482244,21.2813819875321,17.4229444740736,18.9876985487655,24.1827318058154,22.9014253526366,27.1671766476366,18.6589033536793,20.2188122477779,23.7907617896094,10.0166555563066,21.5543757172386,33.8975771968741,18.7961381988241,21.3616984601317,21.1858354414568
"MSN1_input",10.879336103367,17.8144764295562,11.4127241597945,17.2716289225043,7.51228305575841,11.3380673155054,10.0356940270924,11.2509246716485,7.84068805981893,17.6848304693358,11.8910041305528,15.9307024432621,12.5859205747496,17.9962738127883,11.1439646725933,20.1760772953466,15.7983146082654,9.66471371420982,18.3805644857101,11.9801012187383,10.1980190241608,18.9048778955496,11.0240149830133,18.9343453238607,17.478253041704
"NRG1_input",21.4347564080163,13.4689811547213,17.4958915990981,10.3133479379937,20.9609950916607,13.5553322614352,19.8186903120258,20.6651848574744,21.1117511439497,10.1274413477371,12.048565786079,13.2228292326745,10.175093545045,13.3147801990198,13.6307316392025,12.887748861864,22.4153019453577,19.7708714789353,12.2282252851924,20.2789606229675,12.4564435833299,12.326893344526,10.8438562824372,21.5258998703273,10.5495398570979
"PHO2_input",60.9189743343623,45.817772270384,47.8647236231322,31.7063465117831,36.5363803644859,40.0864442585863,73.2500485989111,44.589858343591,47.4471625732398,45.5025872086591,52.1081568136356,67.470330594289,69.7229793877118,33.7663940201894,41.9199304704856,66.8522631590682,40.435382688994,38.9590970259903,45.6073102666296,51.5449405618363,55.3571328037565,42.4836836350925,41.4411826112028,46.8109873537101,65.6890615648853
"PHO23_input",11.5217798175791,12.4867653898825,13.1499367340615,15.737949165206,10.8933865681483,12.7544114894399,10.1913426928816,11.6623583106009,14.8642671373384,16.9739302647228,11.6805146404852,10.6405610166192,21.029898057404,13.2309713322756,13.4462796028404,20.9376513899081,7.63047516482373,19.1250885167316,23.4108104955324,9.91212534109666,11.5518729443309,15.9575065505523,12.2754278663095,19.0056661639736,12.4583097558627
"PHO4_input",65.028323930216,64.8452237355999,55.4872422420257,40.5346826133619,39.0085168664514,42.516659249778,47.7178660436129,60.8291144618583,57.8709965168773,28.9312149307101,59.7317087246592,38.9975890638538,60.9031003142587,40.4312838181779,54.2034346539246,30.5883227815404,57.849494707934,65.8301651247967,43.1204322182504,38.1014372296676,60.3028168099637,46.6053191554628,69.3374830773279,36.1543063973832,42.2940643749888
"POP2_input",23.4147431365723,31.0376599753954,29.1585804864519,24.3201126800186,18.7296838933986,12.4244286573669,18.2906523615542,23.5741258936908,19.9092571928768,36.7647991628175,31.4865443555054,21.6581491736615,22.4234644628012,22.8217857707699,20.4907506333395,22.4291121604677,27.3644676721072,33.2973087765296,40.0682475449682,39.5639589602936,36.6486467539094,20.482523862396,36.9918803704646,24.4840152998768,28.271636793044
"REB1_input",188.90587769046,183.582837402042,185.641630827545,227.088632865561,184.261394994415,192.318234761005,277.414148426155,169.042214286115,200.743301401637,322.90759818729,320.759514290046,200.581240257561,304.118918861735,194.227919262709,339.084574188574,188.765399467107,317.211314056163,310.346081184583,187.567036990675,160.577719828146,170.948552556628,311.652913701331,325.937225911489,311.756711384485,287.10144029533
"RFX1_input",30.3256803718455,49.3184149971433,53.6114139094469,58.3273504957679,48.4954284567297,41.571179965248,44.095463723594,25.3622752199545,34.2634903405505,30.670469730835,37.6824389990384,44.8905047184774,53.8022734619326,32.7422491424371,34.8700726638344,46.2206748801587,52.821462655782,36.8736657822196,25.5924729505008,17.5490816660379,22.9504633680355,26.3314289092197,32.2116002910242,31.3975139427908,34.8075292776253
"RGT1_input",26.8153095312613,38.9093250343196,57.7225706924098,49.6220450879499,29.3595826983563,47.2510732497323,34.4025471627303,38.0147520358913,30.3761379466127,21.7925321977015,31.6043903867662,34.0352852995217,41.0884203872699,49.5457929113466,26.9556543147356,44.9567335574114,27.8735839696312,45.708598812782,41.9409868939718,17.8691777957325,32.2474990958871,31.0804974899139,32.4875237999144,42.528262097308,39.3968537918381
"RIM101_input",25.6422482747353,27.4217107934119,41.7191041042913,26.1890792291085,26.5455946492529,24.3929220923155,26.7127127246925,36.8108267997075,16.5086665816596,37.6006172140593,29.9084511959744,40.1806901404375,15.4766132300542,26.4966696408262,42.8846829989592,44.0684032465812,46.018350089767,40.5816537241538,17.3193651729523,29.0797399685729,25.5464546693271,26.2697152263181,25.5562672171557,14.8895254292271,34.4782589479151
"RPH1_input",29.2298359232222,12.2561016696307,20.778395690676,24.0493993236024,30.0899557948712,21.4197406286201,29.6624887546753,19.5212044625741,21.2227415051831,12.333472642936,19.7618583628858,23.6932227984796,18.353077600117,24.0632032368804,22.9387307169176,18.790410580501,29.4681941471402,19.5118709425501,21.5905857151319,17.5102301805717,20.5257764075015,17.7003250874608,34.1647404786732,32.0976778949275,30.1292882426194
"RTG1_RTG3_input",25.5454728710591,29.2505565134467,43.0104710383815,53.5706284878487,27.7873867508573,24.3984930728296,23.1672178606361,42.4540646130341,27.254077692857,46.0113387585798,27.298357010651,31.3054459860643,20.035442080707,47.4134864347465,26.8442989321342,31.6642955598351,24.7882124144304,47.2495449650511,53.7912912133871,21.8983126467264,40.6277971999264,44.4762490132386,24.6870228281962,24.9173524269608,24.347225455568
"RTG2_input",27.865107808083,27.406055348755,58.6796454897227,61.5560916997429,24.2959592268546,52.7490090415241,34.9982791029396,49.2888403035326,50.4732261109254,31.0208777829249,31.3070751511007,27.1504980341196,29.9921983613586,47.0534922441842,40.8151931056157,50.5614685625643,54.062565424876,47.0013029718809,33.5603614237485,21.055205087803,50.7888305267613,27.8950341674915,53.6979293176557,42.0559037625466,27.1679841511938
"RTG3_input",14.1509235775819,22.1012709212989,13.8271125747164,13.5366872047525,11.8356552973916,21.5815127350643,18.5195942261057,19.1416374823719,23.0288153400784,9.12375180591735,13.5785403105893,12.165927928325,21.0764736318474,14.2464706930084,21.294322145024,13.6961560414169,22.3286557879786,14.0149312907635,24.5781887678951,17.98934583437,13.3054276587047,8.83261158412232,21.5747382778672,13.0677420156,12.569333987818
"SDS3_input",24.5471866180313,29.0852040639485,21.5850618983945,17.9919589503402,37.6691240520341,19.8505458829464,21.6742594341192,24.8246407695504,12.6551149797583,27.8495113376077,37.9255699710617,30.5180564312698,31.1968314742452,38.2835486975969,29.9162180956803,36.3359672166619,25.5170642981973,21.4836395926531,42.8854903157262,37.9054015636747,14.3849346510292,36.029499920711,31.4538886352426,24.5697111180441,26.4050719980985
"SIP4_input",46.2774929678409,24.5150335814447,26.7107327144967,26.6636833469936,43.9119692416608,32.1719031716124,24.8586353045102,26.3549044185936,42.5644954057496,23.7146527938345,50.2881301297916,35.4627585025059,25.5559559421793,46.3218156652261,43.2654253113909,26.7361984974705,40.4328430585729,37.1984397330068,27.8543840327143,39.6195365861924,41.6922305540069,39.1391829548801,23.3250963553034,36.3033380392448,26.4767940448872
"SKO1_input",39.7693470937042,25.8636815105998,55.5782981893006,37.9656605794028,54.9964811949184,31.337862298891,35.6551953201391,62.66132381778,54.6212229392795,62.6090324993862,37.6836207541502,30.7875709645346,40.5416757187781,33.4148977846301,51.9764645434964,29.2359790429101,61.7495550814591,27.2380414961066,39.6530751454555,19.4131357166809,59.9543732660212,39.4680323267118,37.1846276140152,35.9664870282385,59.1168797297315
"SNF2_input",15.4208522394151,23.119410776714,26.8944907616686,26.2149038273545,21.8626410833416,39.4668919667918,27.1445400882882,16.9209917609421,22.804868432335,22.7120061483675,30.3703145759929,22.6781394589236,13.5708734771738,18.1460635078455,32.4672176096392,23.6795265295669,40.2228992099859,28.1267838016783,25.8089161989163,20.633657803102,23.076656183299,20.7666067727391,23.3158611325425,21.1001072458253,29.7003070189881
"SNF5_input",20.6760049710671,22.7548675067695,41.764276778977,25.862126002512,24.0897365239126,41.3118738560024,20.8214795788906,38.9303039524717,41.8139914586184,29.6196015833832,24.7346221447189,20.8680230064124,21.3207054821783,38.8698583417439,36.3613210481141,38.8984041875667,18.3156609393413,38.9328835739267,25.2120694846407,36.57667986511,25.6232276853803,20.3663860247886,31.6841798619856,32.0599591414153,37.6159532572176
"SNF6_input",24.6781149231,21.3076858439766,11.0835000476661,17.6174948052604,16.7460239586073,14.9875657145417,13.1370795654497,23.3002746926805,15.9295074753323,12.5942624433132,14.7430731970545,14.619141679226,14.7694403899345,18.95082317663,16.6031538535352,21.9667685286672,12.8122009669358,12.0016156925079,15.3370206469407,19.3564191368713,18.3463139970282,16.8940785272135,25.4754270861133,23.4933096341893,8.59156305603405
"SPT16_input",59.37167045397,104.46307228008,49.0723875623858,71.9885370768194,51.8845064515056,105.652352244575,72.2635715490427,65.0582836660657,66.7927763053764,95.6640877683044,45.4924708192317,66.3838199005557,35.675681730507,120.1360694753,102.756137448926,96.1325047816063,107.096463583173,73.6152174929505,112.614339152187,81.6938114456253,71.7693854134479,54.0369624958044,68.4059241966996,108.487344230039,56.720138827963
"SPT21_input",61.9603566626579,39.9080415633914,42.3508144172486,64.2584581390501,58.8036133512785,36.0075977130122,47.6358352030774,67.8150068402112,40.9875724044153,31.4285442858166,65.0350884556345,42.4528445673982,40.9625630551425,39.5414500414989,39.9843766986294,35.8249261179602,42.3212632077791,39.1667438889829,82.9362117047341,41.6771711457041,48.8158240516807,41.0716162500514,35.6335827293951,50.0652640402963,35.3036628874283
"SPT4_input",16.3853971532476,17.1160447068004,33.013938360131,28.4837178564922,24.3111507110909,16.9559660843269,16.6571944154615,28.2711922278063,17.8209083143926,15.6746930483097,24.3240867094155,17.0905413187607,25.8886434346397,16.2781584849278,10.4076176814698,23.6078901884432,24.3895326838175,29.1066522247807,19.1183126619206,18.4367709849047,16.7600645953747,28.326702829627,24.201381595141,14.3295308012307,21.0254787818827
"SPT5_input",16.5834708074891,9.97688241838999,18.1617688456719,15.5886870160339,10.5070830957652,13.02576419644,15.2035111749994,9.83818166756683,17.9333551904297,7.41529438601107,10.2520507933685,9.64051577962377,11.9737608981686,9.78026910894573,8.80176650514875,16.5331271769305,10.0748615390438,10.071658029798,10.1176421450748,9.94945384557558,16.4312935926006,9.03767219989133,9.32949483097996,6.66841054711353,17.0846068192112
"SPT6_input",20.0268079011962,21.3606392014714,31.0056958142334,48.0889469368069,20.6119068918783,40.4643917527832,19.5152118858434,20.5548526299278,24.1140134752681,14.030811981941,40.7462578749837,38.7353706537344,23.6627033031406,28.7017278646522,23.7390931895352,33.736346271673,34.8214865162743,35.9269366465383,38.9293418446852,24.9613129597768,20.0112067548466,22.5234985051864,23.0642768294004,21.53125971517,15.9332464213393
"SRB7_input",46.7298342618365,44.5761485865839,27.0922368307344,47.0679143514411,27.7121629118988,48.4045824586209,30.0458102995871,29.7611307743483,18.675126552253,25.1469545812174,29.5546543675789,43.0972920995682,27.2854188239377,37.3904056145003,39.9537627893019,39.2525005748974,47.2571422902143,26.4614958365652,66.8497226845736,47.1563688594922,29.9138415632654,30.0794160853181,31.2028710427854,31.0487284674568,29.7367084721743
"SSN6_input",48.6430357395031,34.9645047016566,48.9659923619714,39.7744256736296,41.9417581128018,35.5980377894768,25.2706895925158,22.3305040563866,37.6169792357053,34.895110270625,38.9626524131155,50.847782652923,20.3197793548104,34.5746171662797,54.7676665379138,37.8318110788228,35.9269906103284,47.691287186994,65.9004490244699,24.7419761643267,30.2921879237737,43.5580370965567,29.4035444098297,32.2648137955013,41.354507842803
"SUM1_input",31.6239331989427,51.6712944392114,61.3580424101027,37.6823063640735,61.2911056079288,39.0656176676799,46.7503392995497,35.0328600302988,35.3564161293911,32.1505965753288,57.6193698305689,34.4864342729209,34.3329340022591,56.4763313497805,23.7009037186755,52.5607638723113,35.2904539824671,55.2411691526294,33.5880927353265,22.0580959639959,40.3726406398463,58.4807747153431,60.3952049262527,31.8211185124357,48.0179349765421
"SWI3_input",31.8214083055742,26.6263623128121,35.7272301505239,22.3394359103952,17.4890767762822,35.331921377315,26.9837335064542,29.8024968956208,30.8181140152566,30.7825876837725,36.1423416805594,23.5255836714139,37.4805520717836,42.6385418935691,21.4516219257353,26.0608611826961,21.2086879561003,14.1826311754577,20.7023368460719,25.1828910985612,21.1822814514149,19.1200775234686,18.5963945710172,19.0352243695091,26.7755910910901
"TAF90_input",15.4342386181657,22.9133229039313,16.2239578094139,24.3818826046218,21.9302575221673,14.6496728301973,26.7500431601786,19.4451028844502,17.0278735316193,12.3411469162209,16.0441458665334,26.9652112311534,21.3853123825077,26.5885882004149,28.1636614596171,10.5901698323418,26.9126303613999,9.95300343616999,17.0007384946738,14.2953054671799,16.3474218038384,16.0791975137067,19.581206809889,9.7802351984912,15.9171377436986
"THI2_input",64.5517853195207,64.409894244321,71.112842031781,68.3340635645432,109.022285595677,98.831467835937,98.1047756322518,68.9812933556628,107.80234888836,53.4545162505405,68.6295266315811,97.7086599725182,53.8915096166775,94.7289442700657,94.9484597389049,65.394645515689,64.1820121347111,65.9070057585417,73.924391206412,57.5678954292388,66.4145437984563,94.5226194890282,99.0566658300458,61.9798658894948,104.438621643889
"TUP1_input",126.124055904529,167.902187968491,112.53146957851,130.532689039455,111.77684796847,189.437966428482,120.887498366589,123.256254094484,147.713836797235,190.501657055108,223.700024365669,207.31095648533,232.906013640659,189.665194958076,91.6433187173371,189.310941076821,112.563168573493,130.321435409104,209.239871128342,151.621892861307,119.470553405977,160.956106709767,108.983424421097,134.111143069532,112.259228104226
"UGA3_input",11.2832217878873,11.8680174300434,25.1012881206906,27.0167944078112,16.3673466461017,14.8393698979518,16.4736630157606,16.4178504749322,28.8663539983628,17.6883214428328,17.3201861961126,16.6397480772426,25.5270602574266,17.6739689186113,24.6846016584708,27.8633422346472,11.9253042017886,12.8750454073067,26.7310797421529,11.4506064645795,12.6540502054551,28.1514733309389,16.7021821547381,27.4986036937303,26.7570554515209
"UME6_input",200.899709557328,246.62907745778,220.672197338037,211.921662169612,330.180967222797,324.364315555407,119.132171131939,167.583815302406,325.900052844311,220.589043724907,334.000368162307,132.091571951851,159.12859024334,221.207667702427,224.814692991415,202.818141347351,181.409086594099,199.667863689482,203.831257014609,194.101822817475,339.159529634748,215.189458199452,208.780804068817,208.353834894636,203.569153615074
"XBP1_input",25.9641524563416,34.0964452983002,42.686518820143,55.3309438313825,52.1923242058879,58.8172110432749,38.2950771056112,41.5560529667421,40.872276990311,36.8641932768423,52.3519128718993,64.6845531507484,54.2350958266788,37.0943092064516,34.5619950990136,39.0841872730885,38.2862705055762,55.7015811319592,69.4973817822593,59.0929595442411,53.1938936139974,55.5800919912747,37.2960875161843,32.3791204246535,50.4553964449594
