"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"HAL9_input",26.5657073156056,24.5217774296522,36.8649453568444,34.9293885538985,24.1991114329521,31.1722535704437,24.1320971457731,23.5600409088467,24.5192160273449,23.9642077296803,24.6417047112979,20.2666611636587,20.4423819237593,24.5248944888341,44.2972640154791,23.9258445006928,26.4694150491236,26.859289578867,38.7302786872222,17.8630964011548,36.9689683901399,28.8922164780566,18.0362560555013,21.1465025677328,24.9996969174583
"HAP1_input",136.560027181777,94.7361663403231,146.746072487714,123.107678361433,89.1218490730895,105.215211296435,81.9232464645322,57.3805277853544,117.864686142039,54.167077060782,74.3886573090128,137.198510888246,90.8115264925782,77.8045633136757,94.3698440815326,82.7173133924717,115.563718223703,142.6301711616,87.2934339370319,129.203292647824,78.484565995765,147.820123695442,47.3576307249534,133.682126603136,73.360061544348
"HAP2_input",44.5749454178138,31.7332822509065,32.2481432846781,49.6306830484198,26.349283864394,29.9245843470867,32.9641745996515,27.3372043076097,32.5521122479265,40.2706807449205,37.5528931097018,34.3007867509863,47.2624897431822,45.4619665965536,24.8852864915453,49.916090027618,18.4454672525443,21.1163712199915,30.6737354453807,33.1622662023954,47.7759816309018,44.1470216874637,35.2160858453317,43.1896631346006,46.0361893191657
"HDA1_input",27.2128146312917,42.9630820528307,39.6305694795542,41.8105509593453,39.9405582108392,23.8333407470236,32.1316529661766,34.2647232519006,36.516796922864,51.870781433399,50.2623472757596,37.3683910646842,31.8043696885213,39.2982137644807,51.567403701747,51.7591977815118,33.0356796995246,32.9294948618145,54.8539189779577,46.9102151516647,20.4347907488626,59.4217446660925,31.9426978035048,33.0443610866648,59.8798530420115
"IME4_input",15.4711839440306,16.6565239055887,27.6221817044516,8.28893888523582,10.2355591138963,25.7623920232567,25.1356517396531,29.9582302949318,15.6477834099987,16.3026134112055,19.7460278484613,15.5344582544117,15.5829764828897,13.4597789857478,24.8811258289589,21.19811443199,12.3618777857438,18.1197454509209,15.6381682050241,12.612840221157,16.3494704883798,17.0718627049655,8.86304205473868,27.0822472029232,20.0273847796556
"INO4_input",22.0742141375878,18.5345788962685,18.5675343948222,17.3302747314533,17.8264417453063,17.032186916381,12.0474878338076,11.1251641036241,29.743152344255,15.0501603240398,16.4190057319264,19.0473732471371,17.8888192093026,30.1424160115586,17.409353454725,28.346913545372,17.9595935212077,29.8932494355768,16.3453516957449,12.1711084468704,27.2633468288894,18.8583664078267,16.3460681517329,17.5944401366778,27.4514042283688
"IXR1_input",42.003418894161,43.9412924407018,25.8892609725154,38.0932633911234,26.9030265815481,36.5772527987757,18.3457729699286,24.821211670859,43.432583894782,42.283301640327,23.6931117744196,24.3605376661115,43.0080025157895,40.9459465761202,17.5119038833345,24.6548656546878,35.6086154167414,41.937908240899,25.7629536069531,18.0903945056571,24.7261376875869,37.7253416248957,22.97055556551,40.2649014391063,17.1028897940724
"LEU3_input",26.7347329743703,50.0398229945745,49.849138334437,56.4576180995633,81.0242604949779,77.7264431353701,36.4972063372699,59.8226185698698,44.4671971142367,27.3662836781063,48.3906546719863,48.7381594133136,52.8084992498408,53.7570707474874,53.0586590403025,50.2180679812143,73.4985001237035,54.3375948601591,65.5941516014441,84.4875004965135,52.0755838938123,52.0068071855047,45.7972723281059,39.7482627930422,67.5940061527318
"MAC1_input",37.1942521582318,39.8651359652112,35.0686793435271,29.6792719982269,23.9443386902547,37.205861636589,28.2149906738028,44.6959161812548,36.3175999732372,36.3165562410594,31.5065247869143,49.6008733276539,26.4346669089795,21.8478422359208,32.1089694046137,57.9880087864187,59.199418096046,47.6910945664879,36.3877965257432,60.4107135741608,20.453058547638,43.1074209980262,43.4408350984199,35.7644384130119,53.1265368090514
"MET4_input",33.4775122936051,39.4627029423376,95.7798692140374,51.3236087917365,36.9631450821702,61.0730578823893,49.012518597564,80.2760000841707,64.9067244407341,63.395507288972,34.9358425633535,56.7799654400862,46.3056245902042,40.6442510700273,41.5484115485809,51.9426359012673,36.124740540868,81.6491655082329,80.7089743957778,51.9733780523797,54.8433870608616,83.0729745481351,74.2275919583063,63.5544299833531,74.6412861534882
"MOT3_input",34.3633971033802,31.1099709524545,39.296503193439,14.342419634846,28.8428812976208,20.6592071611257,20.0302107102621,23.3800641940926,19.3962233277001,36.5545368590231,27.9092928288929,31.8804751988286,18.0636514741931,18.824250316907,35.2840156924784,19.683665264631,18.0323814438595,39.4176396183634,33.9364426066796,16.0208071170295,20.7511757836072,18.702447920639,34.2142056443772,34.337251653707,29.5710479596474
"MSN1_input",15.9292580593628,15.7881272314248,19.0419273101968,15.20169035225,13.1021629935418,11.543121309155,9.84830024848046,17.4393086495243,9.25999987011305,18.8555651796879,10.1953560552281,9.6693210064679,11.4117509352763,17.5839714486248,11.7544716094992,17.9340647471077,13.8611693459593,11.4704692179157,10.1545009687807,10.0782972602273,5.61767254212212,15.2479451516388,7.83790151368089,11.062351559792,10.4603779966937
"NRG1_input",23.1637868680938,20.2835326807572,8.06316043367095,7.64732399321658,9.60816021918481,12.7659698181921,9.91158128305597,13.5189696161071,16.3320401385568,13.5582183522191,22.3295008725196,13.2398557702044,7.36624825848698,12.9275430193328,18.5821242717766,12.6708663474674,13.4006840745914,14.561324742276,21.13203114022,10.4799222691864,15.2762669722643,23.7785403593272,13.0354336367258,16.0385141932234,14.4991169322397
"PHO2_input",69.8964425440271,41.5402262742293,46.4380638592265,42.9590308115186,43.1800972896723,45.9478137628524,36.1842757512577,70.8712520949323,40.329359515446,24.2861283330816,70.0011809197111,56.5422278432865,24.2936919191644,26.2823795454667,29.3107111489108,41.056159919756,62.0443301106186,48.5164039662739,69.232706994313,37.3869015421515,40.646724622959,29.5861618471381,46.4375700062296,54.2790065678806,45.2022776219717
"PHO23_input",10.6773072073118,16.384076897271,30.5618559934037,18.1777319542081,9.98030795976093,11.258655339779,24.170427112779,9.97023817019618,20.0228445057682,14.6957282873591,17.821561009294,11.7316147404184,14.5574256429314,10.3746012010628,11.5919958759958,13.7427143501086,6.94304434637928,17.0328427079331,11.0461942189868,14.8848668509248,10.453650379998,10.8848276028791,17.5109940581331,10.5707141253429,10.8597646912756
"PHO4_input",64.2450396976085,39.0640226645435,45.0670795924215,36.9743320584002,41.974699723772,66.3398071847533,67.0673342383548,55.9717076531941,59.5376210175016,44.0204441611523,39.6234776132744,64.3419655426233,56.8469535426885,61.4722651818137,61.8411494125303,60.0198561143912,32.5246521390268,64.509465137865,59.3361469650012,54.6862090045904,25.9261581780119,59.3308660499539,42.7649007012347,37.0593640291257,67.0637408828107
"POP2_input",23.5164237358886,40.1930049052933,24.1362401818733,14.0453387817936,15.1646820158683,43.4232234990293,19.7658727317933,28.3168796300551,15.5546798284422,13.2210902938001,16.5613732924738,19.0627940065276,36.3845301547105,33.4099025056476,24.9436915566062,34.8528784372697,22.0026006030852,22.8702810660521,13.2311592617732,21.3259475446604,33.2365604433077,26.4232730592646,17.5062233158929,31.0851660703401,22.1858959233278
"REB1_input",202.449309491329,169.452422208864,215.342764921828,137.121767011788,138.222853636813,187.538817542287,314.964152083685,313.339929840513,182.139963413808,301.961441073035,284.03361544289,281.621592220448,167.983115965142,283.798121248119,314.855011171525,184.342522074354,154.681302170003,190.602084124127,178.472335569293,185.105597628638,338.991070185418,246.978233607443,270.096644476434,340.795875081282,320.539388751643
"RFX1_input",50.979175261339,50.7553147659221,44.0667819389257,27.3238421331416,54.9220291372453,60.7584166164156,55.5599325745145,26.7593003812905,26.9473573376804,28.526233827693,27.5818701357815,31.331227124853,27.0209588697103,27.5002576697437,47.5416897594404,24.8219063164018,34.4340710292553,45.2993091733993,31.424298264328,30.5284869822818,32.4900822603981,36.207371907915,28.8521255972288,51.6499733101619,47.7397696771068
"RGT1_input",27.8870304357919,24.2336053005534,65.2954953754962,30.922251366951,32.8549291959986,51.0124785490551,21.895035645951,52.3167437687959,38.5718662113616,35.6140801005909,42.3887931268445,46.995258173757,50.4251511111622,38.9626276444877,44.4080327001855,37.449108093495,27.9768464369204,48.1408972895636,32.0358752875837,29.2332867940575,53.7353540068097,54.574692551144,30.2207029822765,34.8102371051468,32.5569119530536
"RIM101_input",29.4016013079843,37.396682596614,26.5056365176928,36.7169896015424,36.9419303684072,39.1198551566696,42.5379135142091,16.5641421028381,25.8959232551083,20.1644845192524,27.4360206603025,21.1146036661871,15.5623804067878,26.3661134735371,43.1948540780174,42.7719684792221,19.8214003158699,18.9108734965982,16.6341716538023,45.0656900185553,29.5374827708429,26.5581902768315,15.3453033942113,27.94398366963,16.8955170815468
"RPH1_input",27.0870108493172,14.7046572202459,17.6561462130593,17.5150891236393,19.6489586782426,13.4276881092809,33.1159553169342,19.5942943727034,19.2522259660758,21.4237472739002,30.1603229520125,33.1713054901894,28.3815808374098,11.5104730104862,22.2848651639667,30.1384649526096,26.1905705400722,12.7663640155707,15.2483847510507,19.1552572636746,25.3669245282535,20.5862835284207,12.2812693832049,16.1218660374922,22.7221368273364
"RTG1_RTG3_input",52.1708782325986,32.8633918719024,28.1677866808416,24.7523118211019,22.0725951345632,19.9425238493525,54.2568747125601,42.6021441537063,24.1463660279254,36.9863092453927,22.2086098412458,23.2278700993201,32.0206408961659,22.2993097649285,28.1903573426045,39.8879665672822,31.8429597890351,53.674625110673,47.8182000323991,23.9236426652918,52.9309387435013,51.5761395231346,26.0473773550678,27.3649687205794,25.1608741958168
"RTG2_input",33.5940534259857,61.4924336215207,63.6729495647471,24.5565567600935,30.6515727095943,19.2478309707311,29.3934152779421,29.3735298760288,25.396991069639,55.6155190514554,29.0277844719106,29.9424892841808,45.3022893711881,43.6451626152581,36.8001225026605,29.957080869307,46.9279115556387,33.662706724234,16.9085957587273,25.6406690918626,66.5948426410952,73.4106127458278,26.7666745144274,55.4721673656407,27.9307493695789
"RTG3_input",11.0832184846269,11.5196408818492,14.5790322246546,13.0445449252702,18.9528348536207,18.5377177613065,22.1993059619073,12.3220896403044,11.7153049401964,16.6905924758249,9.33630052493069,12.672054966137,18.8627685768738,12.2310746247751,12.7860278624482,17.6718642384588,10.0841056945863,9.81835984893936,12.4286957562052,12.4955721521126,10.5669242873026,19.0387536502459,12.1931152393127,11.9421303319481,21.6400478126777
"SDS3_input",13.2001881957434,22.9386434735024,23.2599893579223,32.900515195926,29.6588524573943,36.8485699403927,19.1272724882996,43.7212573026866,34.9707177221928,35.1802771173287,30.8314261844657,20.9604565520033,16.3495827466869,35.827619719515,12.913380667048,36.3137010561932,20.5477734560092,40.5010103828437,31.0130561566819,31.965825472666,21.792141561982,42.6991359663966,13.6800618651296,23.8397411328171,17.1392669996473
"SIP4_input",25.713483521742,38.2999550225554,31.157617030981,24.695530590497,26.1350144521428,48.2399892832994,17.7043084664385,21.7601162893309,31.508289596879,27.0012233437297,26.8216754804734,46.6433926909884,42.9655427107369,40.3393028147762,28.299248863338,36.3645851086248,20.2371535752934,27.120804918861,16.7630029350632,18.0901566803195,32.090813584596,26.4734809669306,24.3833688454752,34.2878461019784,22.8962026426222
"SKO1_input",58.1156193263759,63.2223206432407,62.4478317702807,38.9770209964086,63.5170274646849,54.3200275233512,55.5404718178568,38.7110547567491,32.4228873646073,52.5374812686828,33.2882278312604,47.1592476025317,49.0246386571588,25.4392192239561,43.1062903977851,22.2340558222803,22.1842683623561,36.7334858280991,39.9502525893721,41.2420664377942,36.869729454561,61.0700011505226,39.1982912425448,63.2306525635337,39.8746129774525
"SNF2_input",22.1198916941298,20.946586868362,27.526083569142,13.6443633686438,37.489154697763,38.8170651050794,23.7001113640919,22.5279250860458,22.428369066887,36.4568140500765,20.8738672227273,36.3385866034315,34.6951710913907,22.9292295780828,25.4204022564786,22.2613437483425,21.6299037546085,34.0628667344553,20.1101075527335,19.320714663433,20.4953583694635,33.9887844992523,23.5393205014961,20.6325062721989,37.9886901774667
"SNF5_input",40.0765771128595,28.3651310225691,26.5462633486766,16.6338288316017,21.1595665649893,19.1715891677595,22.0073091925521,23.2671321344858,22.915894711718,28.0850777275688,22.5120308471372,15.7248626312004,25.5184433534505,32.8869659829923,24.4642793868696,18.8428057854979,13.7010247798112,24.6589978889616,22.0344051993254,26.0584601997621,22.6146509767373,21.5646559546864,21.691205163435,34.1608486874871,23.3315492496414
"SNF6_input",12.7001274176103,11.0323288467806,33.1836440257773,11.4057454435093,23.5562748036194,14.5264210398249,13.333105686363,22.6215419759921,14.1474794902318,18.814853035321,11.928377036085,16.3076596526574,18.0883575525092,12.4053610372259,17.2852192607512,13.8185590679886,11.6041960567603,15.6992491133097,12.0761102166316,11.2320288417967,19.152568729582,13.2000681354737,12.2818569869258,22.2948383076629,23.026904627874
"SPT16_input",94.7240564403065,48.4978566483113,129.113208895292,49.6107950451047,69.5361322113415,71.8206038717671,61.5298905504477,65.1822635661109,65.8895801476168,111.343554694927,58.0715827869122,108.45493413071,33.4147885486205,44.9493942871345,90.1523356851927,64.7575507727655,59.1817394851681,111.9578476987,38.3380064507531,44.5502913292452,54.1551637524524,105.923310667349,90.9612098363013,66.0715044279367,63.5177937835648
"SPT21_input",66.7329006269523,41.0254636183838,61.3121078162094,61.3782536268501,41.2071924078523,30.7754731526149,41.9291286609536,65.8157816406104,59.1460494145791,64.5426169014295,36.1906779271837,60.3445706014856,50.453271371299,40.2260527918603,37.8435106584917,37.4216806913044,23.4092821175623,67.1408283620815,53.6701519489792,35.4571244763314,53.1845947106972,67.6711380720598,26.2348683283355,54.6400331304274,22.9911893825868
"SPT4_input",28.1978872857117,19.6160269442237,15.8691067722025,19.7845683082419,18.3590175192116,19.729105507872,23.5140461316988,16.6107243193901,10.1056320730444,25.2677696255389,25.6791658969241,17.5502351413494,14.0974412800721,27.9188885073077,29.0694303120662,27.6628034549932,28.6193508623353,28.8858550646664,12.9054476356692,17.2408631276962,19.5365563633421,19.2477245269028,10.5240146941765,14.2861820326632,16.0112993267336
"SPT5_input",17.3313474283152,11.1707761375639,11.9155256419075,10.1982318132797,17.8179578684279,11.0234451388046,12.8967673969174,11.7728040606943,13.9966131841213,9.59982532288778,9.27361248635303,14.2570314879099,9.75628044699184,9.25465179249323,9.89054331689587,11.4445916735147,17.3083518494112,14.6864052808067,11.2467913460477,14.1281175673174,10.8665730490891,20.5475374687011,7.8316817258204,15.1060545012151,9.37957673485613
"SPT6_input",22.2420146240372,13.3949291640652,31.644906092621,14.8520678571689,21.2787522513357,40.7928179840071,19.4871571307078,18.4644664964414,38.160191733008,32.4066696211701,16.4472587500167,23.6227976373343,17.0286251386948,18.5626459008769,28.0386560479348,17.8466354844592,10.7053258488726,18.6837972037137,18.0387398884255,27.3387382392269,16.5993457997736,32.180548874166,29.3604378217912,11.9246701284874,22.7358666916692
"SRB7_input",49.3674653302032,49.1527386126514,23.2981108613599,28.1251010126114,42.4714255361904,39.0093431353575,29.4160118376934,36.7770844773991,29.8168862011054,25.7538564123432,27.6821528513759,35.452889109434,31.1229593610798,24.9036626660179,43.2394008501691,30.8872242141358,45.3184489713516,50.1580525766022,26.7063535490173,37.0946260412921,46.1440393900046,28.686150456845,23.0982163030562,41.0844960945348,21.4721073868239
"SSN6_input",52.7827067402014,17.3137829603771,37.1435835974861,55.7760075928849,29.6581586199682,38.0985535299917,31.9454844820367,31.9400239704295,33.6231078835286,23.444130985223,56.3878607913224,35.4155938862565,23.2790492514252,42.0067177125292,38.7493358341595,34.5216884800287,28.2248869318366,34.0471937482893,32.9623736577185,30.4027387045205,28.4066015147271,55.2729648444756,54.3039390726889,53.1834696308338,35.2510044322979
"SUM1_input",35.8637459573227,26.0199256132283,39.1205212320683,52.92487522045,29.9242831864782,45.8386442213598,42.8844645498089,34.4084461046671,32.4658426510218,30.5177291737793,51.8705298913279,44.7141486398024,33.9267971194136,25.9033946345687,58.2665245577822,30.3854269265991,28.9380532670938,50.2386689673555,28.1164948541812,56.8796638962399,53.5768566667353,63.9344494593148,31.4466880071307,35.2875738760323,45.535975203105
"SWI3_input",20.9853196192343,19.5926051045945,44.8976210752437,18.22019845551,13.565455505347,23.2326266844768,19.2214278985068,31.2098039367533,19.9804327014746,18.73185717454,17.4893348499444,25.4814245020191,17.672717059685,12.2823741018119,40.4270104921236,14.3727295082366,18.6845667304962,37.0247070242375,29.6392279968477,27.4674794623781,18.0757965932387,17.7984827476975,20.8172207546619,25.7682749244714,19.410748605956
"TAF90_input",16.1370826555137,14.9639666067192,22.8004389770373,20.9525940178489,25.0789782784505,16.8721856378012,16.2320761521089,12.0656929853971,24.372560894056,25.2722057558207,22.6326150341886,21.7497119504616,17.182853090618,26.0253194424495,13.1093717424001,16.1916024777093,13.608377322479,11.3316827845281,15.7799750150119,25.0939009798498,10.8044233327878,26.2037515112684,15.5363066962749,16.3748115625744,16.0307476335744
"THI2_input",59.8688906799758,63.9849756433336,111.475374028969,101.742581477099,106.147585557615,72.0600188832489,67.1797353390538,64.5610967077811,57.2882574117167,71.1298092808498,77.9581304329131,114.022991213283,64.0480427487587,104.498434847391,63.1316950090345,61.1487827346861,54.9485276971594,65.8243609783359,36.3177393742403,97.4908595106248,86.5177133015,62.833388793987,92.5486493361317,55.0836026576345,90.763683741223
"TUP1_input",118.59199084409,84.7781071042884,181.654626347957,95.6838963313604,78.2201090660505,164.739431603684,191.283375588573,109.299973799942,125.588147399512,152.491055473679,95.1418305806103,245.35101334224,189.66427959043,130.733096031825,164.154506122738,132.970964232765,112.452112174796,113.786263431096,187.561873580096,106.019359138109,96.6407512140891,155.423204721431,113.133986263726,151.345182861604,115.011040914803
"UGA3_input",12.6733980922512,8.720585753571,22.7875912844245,27.6305863220232,17.3929693671988,19.3928899154173,19.0365675163616,25.3091117697406,13.8867747253868,10.9155393788048,14.3912300731363,16.498137389038,20.5581271674496,24.1399716605132,25.5554764506143,21.2404519545172,17.7616056215442,29.4833578130898,26.3482745997327,20.6477969079918,17.1456916204865,14.0425076459124,14.6251809958277,29.9071312796695,15.5138922277206
"UME6_input",170.132100056815,195.556082858836,188.667353162508,182.203330783207,204.734847654021,216.575110746106,154.095841332884,329.051353312937,198.15103944472,177.07174496183,203.58973924582,201.774521381394,201.634777802509,226.986224133143,209.647542504967,299.910472966967,213.682459130339,217.762375754696,320.297527527655,242.664088190869,215.601503654479,203.741319103336,126.429185453785,320.734690096112,156.006650863457
"XBP1_input",62.6298723707796,37.9681250069164,49.767903935184,52.3878470728639,35.9748879261901,37.3241172002274,31.570783256127,25.7287798718705,37.6299236570857,30.6884840598154,32.2592667291291,46.3507146951723,34.1814170593175,60.1701341653463,36.4470440617865,40.232547911666,34.150646959109,36.4404128090131,34.6426913812355,24.9961743494172,54.8262054799245,40.4198534239186,55.3977942325064,27.0821870748636,33.6241568976261
