1.303792239923495908e-04,1.241235731868073344e-04,1.241235731868073344e-04,9.938989281654357910e-01
1.302109834796283448e-04,1.239227131009101868e-04,1.239227131009101868e-04,9.939025640487670898e-01
1.299029594520106966e-04,1.237232208950445056e-04,1.237232208950445056e-04,9.939084053039550781e-01
1.297136623179540038e-04,1.236937241628766060e-04,1.236937241628766060e-04,9.939070940017700195e-01
1.296395945246331340e-04,1.237028336618095636e-04,1.237028336618095636e-04,9.939028024673461914e-01
1.295622016186825823e-04,1.237151736859232187e-04,1.237151736859232187e-04,9.938985705375671387e-01
1.294507565035019070e-04,1.236344105564057827e-04,1.236344105564057827e-04,9.939003586769104004e-01
1.293047709623351585e-04,1.235502859344705939e-04,1.235502859344705939e-04,9.939017295837402344e-01
1.291718952415976782e-04,1.235123490914702415e-04,1.235123490914702415e-04,9.939011335372924805e-01
1.290345171582885087e-04,1.234786323038861156e-04,1.234786323038861156e-04,9.938998818397521973e-01
1.289225794607773315e-04,1.234873925568535924e-04,1.234873925568535924e-04,9.938979744911193848e-01
1.288412968278862536e-04,1.234600349562242627e-04,1.234600349562242627e-04,9.938991665840148926e-01
1.287534367293119539e-04,1.234384544659405947e-04,1.234384544659405947e-04,9.938992857933044434e-01
1.287000064621679431e-04,1.233813673024997115e-04,1.233813673024997115e-04,9.939026832580566406e-01
1.286590078962035369e-04,1.234153896803036332e-04,1.234153896803036332e-04,9.939005970954895020e-01
1.286454964429139983e-04,1.234030060004442930e-04,1.234030060004442930e-04,9.939013719558715820e-01
1.286629929381888468e-04,1.234767987625673413e-04,1.234767987625673413e-04,9.938976168632507324e-01
1.286726735997945179e-04,1.234586234204471111e-04,1.234586234204471111e-04,9.938986897468566895e-01
1.286851635086350089e-04,1.234918017871677876e-04,1.234918017871677876e-04,9.938973784446716309e-01
1.286746570258401280e-04,1.234798110090196133e-04,1.234798110090196133e-04,9.938976168632507324e-01
1.286462313146330308e-04,1.234548835782334208e-04,1.234548835782334208e-04,9.938992857933044434e-01
1.286108650674577748e-04,1.234832016052678227e-04,1.234832016052678227e-04,9.938979744911193848e-01
1.285834681766573394e-04,1.234530209330841899e-04,1.234530209330841899e-04,9.938996434211730957e-01
1.285498801735229790e-04,1.234529918292537332e-04,1.234529918292537332e-04,9.938991665840148926e-01
1.285242222365923334e-04,1.234191586263477802e-04,1.234191586263477802e-04,9.939010143280029297e-01
1.285037993511650657e-04,1.234091032529249787e-04,1.234091032529249787e-04,9.939009547233581543e-01
1.285050871956627762e-04,1.233854127349331975e-04,1.233854127349331975e-04,9.939019680023193359e-01
1.285157297388650369e-04,1.234244846273213625e-04,1.234244846273213625e-04,9.939003586769104004e-01
1.285188387555535829e-04,1.234334340551868081e-04,1.234334340551868081e-04,9.939000010490417480e-01
