1.088213230250403320e-02,3.859840333461761475e-03,9.182688593864440918e-01
3.718111896887421608e-03,3.345759818330407143e-03,9.307963848114013672e-01
3.056013000397277916e-03,2.951447619125247002e-03,9.395866990089416504e-01
2.740528368823496371e-03,2.849068259820342064e-03,9.405916929244995117e-01
2.519675141333469533e-03,2.515272935852408409e-03,9.493022561073303223e-01
2.402883688254015600e-03,2.516175387427210808e-03,9.505104422569274902e-01
2.352716262352519839e-03,2.354590455070137978e-03,9.531685709953308105e-01
2.122478041565045801e-03,2.353566931560635567e-03,9.530989527702331543e-01
2.036450947135952979e-03,2.256378065794706345e-03,9.565232396125793457e-01
1.948210434056818399e-03,2.269690623506903648e-03,9.556615352630615234e-01
1.874097425856494515e-03,2.152989851310849190e-03,9.573305845260620117e-01
1.770865449049909175e-03,2.118246397003531456e-03,9.597740769386291504e-01
1.725317065470985053e-03,2.117426134645938873e-03,9.608295559883117676e-01
1.683523362901593896e-03,2.001862274482846260e-03,9.620729088783264160e-01
1.636083475646695840e-03,2.287792740389704704e-03,9.595516324043273926e-01
1.640272500558889388e-03,1.867265207692980766e-03,9.631565213203430176e-01
1.575267868715205443e-03,1.959989778697490692e-03,9.622634649276733398e-01
1.557215265763391360e-03,1.841311226598918438e-03,9.651364684104919434e-01
1.499486137929904655e-03,1.903338590636849403e-03,9.634643197059631348e-01
1.486914980757449416e-03,1.882529351860284805e-03,9.648749828338623047e-01
1.467462285654619423e-03,1.836061477661132812e-03,9.642173647880554199e-01
1.483488042140379548e-03,1.743404776789247990e-03,9.671366214752197266e-01
1.453284254031521946e-03,1.780756632797420025e-03,9.664896130561828613e-01
1.409127281762526541e-03,1.670583849772810936e-03,9.685766696929931641e-01
1.413910795236006379e-03,1.693533500656485558e-03,9.682427048683166504e-01
1.424985161949215247e-03,1.874910667538642883e-03,9.660902023315429688e-01
1.387885311019739854e-03,1.834260998293757439e-03,9.648624658584594727e-01
1.382888850639574273e-03,1.795699237845838070e-03,9.651233553886413574e-01
1.334661837401134553e-03,1.750619499944150448e-03,9.666613936424255371e-01
1.333117189018854154e-03,1.672104001045227051e-03,9.684452414512634277e-01
1.325556662881613836e-03,1.716225058771669865e-03,9.682351946830749512e-01
1.317732567050760358e-03,1.703129266388714314e-03,9.672871232032775879e-01
1.284697936664867639e-03,1.664174604229629040e-03,9.680374264717102051e-01
1.275873402482829901e-03,1.602844917215406895e-03,9.697458744049072266e-01
1.264988138739551841e-03,1.632344909012317657e-03,9.693894982337951660e-01
1.262967923373383003e-03,1.635054941289126873e-03,9.685199856758117676e-01
1.252850829873101025e-03,1.682885223999619484e-03,9.685411453247070312e-01
1.258357649203389926e-03,1.655696076340973377e-03,9.682117104530334473e-01
1.229872399043025746e-03,1.690266770310699940e-03,9.687639474868774414e-01
1.222750612318382725e-03,1.769382739439606667e-03,9.673530459403991699e-01
1.217350104707293256e-03,1.612848602235317230e-03,9.694120287895202637e-01
1.220619297237135557e-03,1.593211432918906212e-03,9.697493910789489746e-01
1.203273449625287669e-03,1.567909494042396545e-03,9.703223705291748047e-01
1.202980934924978125e-03,1.592394779436290264e-03,9.696555137634277344e-01
1.185559012394930660e-03,1.656175940297544003e-03,9.697819352149963379e-01
1.178548839691627177e-03,1.647751429118216038e-03,9.690999984741210938e-01
