"pathway","phnx_z_score","mean_path_score","sd_path_score"
"gli1 up.v1 dn",-0.508273840986721,0.013746428,0.00259589987444282
"gli1 up.v1 up",0.280237689729481,0.021562937,0.00338663582659473
"gcnp shh up early.v1 dn",2.93031732017803,0.153063504,0.00903161436400072
"gcnp shh up late.v1 dn",-0.233152356132655,0.175835609,0.00937416647317257
"rapa early up.v1 dn",0.860500249259922,0.190329956,0.0103347372736366
"rapa early up.v1 up",1.22699816641502,0.166718006,0.0091026981993242
"hinata nfkb matrix",-0.471404627697962,0.012546288,0.00232769882925938
"cyclin d1 ke .v1 up",3.03111058765527,0.21322953,0.0100575248307196
"cyclin d1 up.v1 up",2.00237483848894,0.209454519,0.0104468357262149
"csr early up.v1 dn",-0.0317071625060842,0.114187483,0.00815219589423653
"vegf a up.v1 up",1.10426661897554,0.212400213,0.0102482378852482
"bcat gds748 dn",0.302936358596093,0.049549816,0.00528554580711417
"bcat gds748 up",0.317184643707011,0.052474226,0.00541569093611841
"bcat.100 up.v1 dn",1.42446946509653,0.031688588,0.00414499021893733
"bcat.100 up.v1 up",1.47848791484997,0.053060069,0.00500100875072106
"atf2 s up.v1 up",-0.157632335701764,0.203164399,0.0101083257626447
"atf2 up.v1 up",-0.959795114440388,0.195420398,0.00976604054237677
"wnt up.v1 up",2.56799874359233,0.161968789,0.0093606786451825
"atm dn.v1 dn",-0.662007987202596,0.138921765,0.00800861183322463
"atm dn.v1 up",-0.98592534510325,0.139682326,0.00841273230391641
"p53 dn.v2 dn",1.52826442425422,0.156070393,0.00845508590982588
"rela dn.v1 dn",0.386294645555701,0.133715433,0.00784004395309005
"bcat bild et al dn",0.278317744480829,0.050582458,0.00471598389261316
"bcat bild et al up",-0.125817227426887,0.040452635,0.00451158407802194
"e2f3 up.v1 up",0.537413189883326,0.145735173,0.00913975892751429
"camp up.v1 dn",-0.33712226453845,0.211499166,0.0100858541771339
"camp up.v1 up",-0.637815140020764,0.194180974,0.00967517641522134
"prc1 bmi up.v1 up",1.26304956269033,0.185090285,0.00959084691355845
"prc2 eed dn.v1 up",1.99453740229013,0.187116044,0.00991505898926402
"prc2 ezh2 up.v1 up",0.694785905770244,0.21467748,0.0103377456858995
"prc2 suz12 up.v1 up",0.338901258367987,0.190972405,0.010320395435659
"jnk dn.v1 dn",0.40476304942925,0.193974989,0.00986258752035044
"jnk dn.v1 up",0.622394980377232,0.194022108,0.0101011290229068
"brca1 dn.v1 up",0.129051930608814,0.106673774,0.0075103564543947
"ctip dn.v1 up",1.03801629110467,0.119654589,0.00787888501373757
"pkca dn.v1 dn",1.17889665307869,0.141052639,0.00895613790439294
"mtor up.n4.v1 dn",-0.287884642166478,0.204595461,0.0102782870865649
"pten dn.v2 up",0.413287751895573,0.148095477,0.0089708029889472
"dca up.v1 up",-1.35808576416837,0.163713983,0.0088793972502793
"esc j1 up early.v1 up",0.928559930792629,0.151833594,0.00863315951309375
"esc j1 up late.v1 up",-0.131550243159395,0.178714249,0.00916189108475958
"esc v6.5 up early.v1 up",0.6339343890757,0.141571606,0.00881856876095818
"esc v6.5 up late.v1 up",0.53153192609567,0.176364483,0.0100304736898162
"pten dn.v1 dn",1.05081608080335,0.164637724,0.00913697094610484
"notch dn.v1 dn",0.574850783286971,0.171626611,0.00922046060317208
"eif4e dn",-1.21431250431227,0.093579788,0.00706225783687945
"eif4e up",0.262768002686988,0.090947143,0.00664790606975426
"crx dn.v1 dn",4.26669151254164,0.11826804,0.00780486705029275
"crx dn.v1 up",-0.537073152651048,0.097037353,0.00731623426083459
"crx nrl dn.v1 dn",1.79461044596005,0.10036083,0.00714426355249546
"crx nrl dn.v1 up",0.473045574446527,0.118498511,0.00796855356782557
"nrl dn.v1 dn",1.14259808177022,0.109458076,0.00760103149004458
"nrl dn.v1 up",1.26112760492768,0.12310235,0.00795609418174254
"rb dn.v1 dn",-0.417203186254229,0.120027571,0.00797829716950358
"rb p107 dn.v1 dn",-1.0507179922859,0.126652325,0.00839266583873302
"rb p130 dn.v1 dn",-0.296842179516105,0.13362881,0.0084752443338784
"cahoy astrocytic",0.093052342764238,0.084907561,0.00681808733829982
"cahoy neuronal",0.517450881833266,0.063459291,0.00588405413324052
"cahoy oligodendrocutic",-0.386242377119519,0.077306443,0.00630030039206954
"il15 up.v1 dn",0.325622089607399,0.170816612,0.00977018482940099
"il2 up.v1 dn",0.874360722269819,0.180540505,0.00932738032745642
"il21 up.v1 dn",-0.471511434987876,0.174164496,0.00932850334820215
"pdgf erk dn.v1 dn",3.13057643657483,0.173734325,0.00985239479849472
"pdgf erk dn.v1 up",1.26277762895275,0.161537362,0.00903535011897719
"pdgf up.v1 dn",2.77483802840857,0.124714552,0.00794945426513815
"pdgf up.v1 up",0.552371798913872,0.173279726,0.00942892814267685
"tgfb up.v1 dn",1.8128786834134,0.207122415,0.0102376320985003
"yap1 dn",0.0644509416050568,0.035270723,0.00408492092502393
"yap1 up",-0.700400283852031,0.038578614,0.00464108035782398
"sirna eif4gi dn",-0.542147848489502,0.110093247,0.00751132188635608
"sirna eif4gi up",-1.61657105187773,0.11013181,0.00750774918671377
"singh kras dependency signature",-0.741209634471674,0.018973512,0.00321300734534774
"stk33 dn",-0.940995624627198,0.222081297,0.0109557331938543
"stk33 nomo dn",-0.849425127698763,0.218540709,0.0104608501800187
"stk33 skm dn",-0.686693993124273,0.220306079,0.0103642657009698
"kras.df.v1 dn",0.309685994692258,0.200429378,0.0100670422732488
"tbk1.dn.48hrs dn",-1.26211407764737,0.060788088,0.00581650116262394
"tbk1.dn.48hrs up",-0.34863240638819,0.060955915,0.00564180197812683
"nfe2l2.v2",0.608767263424393,0.345866115,0.0130852716277661
"cordenonsi yap conserved signature",-0.986220202820621,0.067092049,0.00594294152891741
"jak2 dn.v1 dn",0.186370426653002,0.132902146,0.00807989779839752
"jak2 dn.v1 up",0.97965256088647,0.16308037,0.00883540792479301
"pgf up.v1 dn",0.499645487690268,0.192254899,0.0102654804783899
"e2f1 up.v1 dn",1.58813413450698,0.194280261,0.00987809446263826
"egfr up.v1 up",2.63249427394602,0.226098622,0.0103458451057427
"erbb2 up.v1 up",-0.55386295955904,0.224362228,0.0107630017445936
"cyclin d1 ke .v1 dn",0.664638754344739,0.187503802,0.0102013280984262
"cyclin d1 up.v1 dn",0.51521648366141,0.206312065,0.0109040280700565
"akt up mtor dn.v1 dn",1.21128020384934,0.182253779,0.00946289798477186
"akt up.v1 dn",0.395467916325487,0.175074066,0.00922434880152895
"mtor up.v1 dn",0.892808365520257,0.173168622,0.0092218871573883
"vegf a up.v1 dn",-1.58665850040848,0.233397584,0.0106775238626575
"atf2 s up.v1 dn",-0.633705556903209,0.212891679,0.0104854359057087
"atf2 up.v1 dn",-0.937436027557847,0.204972305,0.00964791701420057
"p53 dn.v1 dn",1.19148818009787,0.2163442,0.0103297709583564
"snf5 dn.v1 dn",-0.938067439618597,0.156044317,0.00878861865555427
"snf5 dn.v1 up",-0.787086083905584,0.166244048,0.00920616962765309
"lte2 up.v1 up",-0.662921001431128,0.227619182,0.0103453985998247
"mek up.v1 up",-0.0639580727562391,0.227853089,0.0106646271628512
"raf up.v1 up",0.140852883843883,0.227920393,0.0109022048970052
"mtor up.n4.v1 up",-0.744361451374102,0.224878204,0.0102332059054624
"esc j1 up early.v1 dn",4.44517694145778,0.173035183,0.0092556083912618
"esc j1 up late.v1 dn",2.70538879747381,0.168293909,0.00946152029013415
"esc v6.5 up early.v1 dn",0.175262054475357,0.162126231,0.0086371747982271
"esc v6.5 up late.v1 dn",2.9121717924802,0.172162626,0.00871115298400536
"rps14 dn.v1 up",0.315001621088824,0.220187566,0.0110933841798058
"hoxa9 dn.v1 up",-1.54174100136455,0.217672873,0.0106547552315602
"stk33 nomo up",1.58814304434349,0.271472454,0.0120634889081542
"stk33 skm up",1.04110862858625,0.233167974,0.0113249719349754
"stk33 up",2.0923390040854,0.252212154,0.0112347215026349
"kras.df.v1 up",-1.41922732410212,0.232013782,0.0104498988626664
"tbk1.df dn",1.04359862074932,0.335106695,0.0130723677942434
"tbk1.df up",-1.81040823498033,0.339461972,0.013783063685783
"lef1 up.v1 up",1.6270173858422,0.219163218,0.0106561750051769
"pgf up.v1 up",-0.74859762335607,0.221251744,0.0102868934655126
"e2f1 up.v1 up",0.784927792477228,0.187165184,0.00953567458272562
"egfr up.v1 dn",-0.793991432773074,0.212744389,0.0107474572744399
"erbb2 up.v1 dn",-1.06184377262317,0.235905257,0.0104302132625779
"gcnp shh up early.v1 up",1.15538965661244,0.165841547,0.00916007248241285
"gcnp shh up late.v1 up",0.379696919587158,0.191416809,0.010158604932044
"hinata nfkb immu inf",3.35427801618503,0.018723221,0.0030223430947236
"csr early up.v1 up",2.72968997177613,0.148565601,0.00890262236783902
"csr late up.v1 dn",-1.18437912976908,0.136727527,0.00837782999598669
"csr late up.v1 up",0.0550817989964359,0.168084955,0.0090056063715729
"akt up mtor dn.v1 up",1.67575115952073,0.163332836,0.00929443725072796
"akt up.v1 up",0.333418165086337,0.149590776,0.00821858041024991
"mtor up.v1 up",-0.682172486386468,0.149044277,0.00914472090928906
"wnt up.v1 dn",0.807241921463492,0.15015457,0.00868442261681656
"p53 dn.v2 up",1.73312365149726,0.14261059,0.00834066858848293
"rela dn.v1 up",3.36804561149971,0.15661353,0.00881682537154756
"p53 dn.v1 up",1.97025396087791,0.234311542,0.0101090815679036
"e2f3 up.v1 dn",0.27613516429905,0.11652935,0.00779744950436013
"myc up.v1 dn",0.046056615884887,0.131991058,0.00877055320368295
"myc up.v1 up",-1.17233923762926,0.139503065,0.00849162484754112
"src up.v1 dn",-0.916923192148712,0.130510776,0.00822836205322675
"src up.v1 up",1.64471526584437,0.112657068,0.00755688979005079
"lte2 up.v1 dn",1.22183903822557,0.228951823,0.0105760060005665
"mek up.v1 dn",0.69947605639584,0.214291846,0.0103308096594955
"raf up.v1 dn",1.81310205921676,0.228990342,0.0106428967425782
"prc1 bmi up.v1 dn",-1.24920282747051,0.166343065,0.00911106247097313
"prc2 eed dn.v1 dn",-1.36388415584282,0.230694037,0.0105236481694667
"prc2 ezh2 up.v1 dn",0.923618868495032,0.207733019,0.0105140565348382
"prc2 suz12 up.v1 dn",1.9637537496108,0.181449513,0.00961041424045172
"brca1 dn.v1 dn",0.0138651660425608,0.136537389,0.008266110888842
"ctip dn.v1 dn",-0.433259593125069,0.123776871,0.00769485789328527
"pkca dn.v1 up",2.98256623138935,0.121624943,0.00802867569141804
"pten dn.v2 dn",2.05111593120656,0.149551826,0.00914632552678987
"dca up.v1 dn",-1.42102956585772,0.183375548,0.00979011861136244
"alk dn.v1 dn",-0.576705504123778,0.1299589,0.0084842262905641
"alk dn.v1 up",0.751834492284287,0.140443162,0.00844047202559108
"bmi1 dn mel18 dn.v1 dn",0.347675776548208,0.164142113,0.00870030989800787
"bmi1 dn mel18 dn.v1 up",-1.69996129536145,0.169568998,0.00917373709775211
"bmi1 dn.v1 dn",3.99039836146312,0.151732992,0.0083966574173599
"bmi1 dn.v1 up",-1.32015673198609,0.171994858,0.00991083685973878
"mel18 dn.v1 dn",1.16593594249602,0.163268087,0.00900299288958237
"mel18 dn.v1 up",-1.6862086859289,0.167142878,0.00891222902918531
