,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60
XBP1_input,2032.600789,1562.474882,2588.875866,2093.505678,2017.555154,1366.546892,1777.45861,2682.724316,1207.356868,1514.862513,2117.376185,1596.820866,3035.45211,1373.389628,1513.670307,1399.830998,2564.083744,2319.163837,2081.084677,2836.916371,1194.31977,1276.504609,2118.662432,879.0900994,1994.499331,2376.714739,2628.108572,2799.70822,1393.992629,2161.801657,1643.63511,2830.965289,2097.233962,2246.436145,1719.119587,2374.69427,2331.898738,1785.180609,957.3465785,1573.903391,1785.628448,2352.328644,1076.104618,1349.580113,2449.796892,2001.59491,1981.075575,935.2374917,1601.893984,1445.503896,1423.61655,1612.46074,1828.909971,2567.383792,2954.332495,2295.354971,1917.590406,1507.121007,1836.420198,2515.740247
YAP6_input,1242.176457,506.6985207,1124.338878,1496.035281,1129.655428,872.6014443,925.5202947,1206.815913,813.5335027,877.505338,816.4019685,1538.825516,876.9940018,1483.370253,596.7950078,720.7404278,1207.033191,1473.747058,1254.706132,629.358425,1105.231015,835.1680012,693.6584428,531.7155643,874.5082339,782.8594816,777.1423643,1461.067504,1465.179066,1038.31416,1000.463675,1065.417343,675.0885242,851.3961703,1080.872516,647.8478823,901.1413894,607.8503289,929.1779267,598.8449772,1400.932224,1074.378523,605.645535,1169.325641,946.0312911,879.7208352,1552.349323,1705.611503,1373.948176,1137.893239,1550.652314,1294.48067,1557.098774,891.8706941,759.5259547,947.0244713,1446.175073,913.8341747,1421.669794,891.7855091
ARG80_ARG81_input,1731.101649,2606.716135,1564.808258,2348.806077,2510.987206,3630.84167,2304.816262,2155.660371,2052.474246,1791.83483,2239.364414,3849.781037,2272.102363,2563.904841,3865.722325,3511.704574,2377.225996,2352.865693,1891.011265,3119.612744,2491.42859,2428.718399,2479.835913,1629.500384,1467.888618,2754.05354,3406.068004,1733.769547,2565.130758,2254.59465,1698.253448,2928.900985,2142.930038,1351.029853,2289.731029,1367.396276,1450.916934,2345.624544,2061.352578,1267.766852,1825.248594,3240.216745,2443.195262,2594.076469,3938.000813,2222.849818,2333.571926,2337.427959,2205.207219,2107.250313,2297.49145,1168.936113,1822.743445,2226.920851,2865.921102,2716.023045,3128.288216,2287.819732,2725.57675,1401.450175
DAL81_DAL82_input,1494.361203,2338.266422,2075.665268,1856.225657,1880.613282,1946.063924,2006.355111,1771.851222,1946.951487,2099.742176,2241.680224,2045.941562,3629.649551,1806.893001,2972.084176,2027.752846,1712.471459,1991.28811,2309.258961,1245.980413,2143.181992,2134.375014,1619.181239,1787.412584,1818.247657,1908.192728,1773.5089,2257.291498,1920.963472,2322.326664,3389.333026,1717.074336,1711.044441,1263.880776,1091.134886,1960.913772,4408.091144,1985.641396,1247.766045,1841.076982,1952.836412,2015.005308,3174.976065,2772.836555,1407.138713,2475.608292,1647.627584,1994.291075,3094.758051,3040.858881,1803.758828,3229.020601,1747.10228,1766.904072,2041.796358,1936.782495,1884.121251,2399.958766,1800.671399,2462.634109
GCR1_GCR2_input,3395.94339,2616.211511,3921.65161,2140.784186,2918.844647,1282.340504,1469.208945,3989.648468,2787.134031,2826.396099,2976.772552,1841.243829,4608.300279,1581.672467,1706.611409,2776.052223,4046.72076,1240.042933,2792.955372,3390.62006,2105.811497,4938.65482,2358.489667,2622.453426,3003.879651,2370.79789,2638.715878,2610.649927,2229.888101,3763.061823,3107.27005,1390.845939,4076.487814,2088.615694,2043.079411,2830.811661,5109.192597,2674.226841,2919.130875,2783.710879,3916.770729,2323.055622,3071.399767,3931.365917,3501.839738,2857.18733,2464.225661,2284.140705,3655.362357,2575.449537,3975.547038,2467.149814,3840.046571,4116.644767,2683.981154,2377.960102,3149.102439,3446.959,2514.657853,4015.762922
HDA1_TUP1_input,1427.424733,2006.636933,1939.491391,1488.521514,1421.187578,1362.977055,1389.572068,2329.95288,2443.388414,1684.251083,1416.024061,999.7143109,1428.395461,1303.757742,2256.198314,1230.047981,2300.115511,1901.660603,1384.045921,1241.253924,979.2410816,1462.644449,2379.834504,1501.70791,1089.752813,1081.599208,1352.887375,1292.057092,1330.825493,1411.351029,1962.272049,1461.256572,1414.983329,1296.377024,2090.390259,1394.896569,1784.528541,1455.554234,847.8836696,1290.017119,1465.149016,1082.620019,1064.998626,2286.615545,948.5373143,2358.831762,1994.149931,1943.569321,2167.115814,2150.537051,2282.264859,1057.205372,1362.913149,1333.906816,1436.681204,1399.526683,2005.354014,1222.98266,1367.394259,1308.310149
SSN6_TUP1_input,1602.45937,944.1818755,981.7938585,998.2367095,815.5495106,959.7048042,767.9925372,860.4970822,1002.578975,993.4100742,1497.406136,1374.271734,727.5525781,1683.103627,1648.762534,1341.311851,1693.235459,1390.967424,1358.795589,1654.192334,1664.216812,1689.676608,998.5916598,1003.683598,1535.576481,474.3550954,1666.672614,995.4084238,1498.926042,965.075384,992.558839,1595.120239,890.5537715,1005.542545,1058.281614,945.8857934,950.6624043,912.8785817,1640.217716,1418.702806,973.3060949,1848.627862,1667.630684,1413.653659,1495.906957,1287.265041,901.2448737,646.7230836,885.8832932,1609.139689,534.2602197,976.1400121,1779.201868,1324.28054,907.5321584,1633.746855,1340.550991,1340.092861,1704.929234,1863.510036
A1_ALPHA2,20.91285022,41.70757005,59.71274091,20.21122254,37.94972306,40.55776805,32.49837766,23.67343972,63.92575032,98.13180799,28.20611527,43.07594387,45.35322539,96.76985412,73.91648861,50.5304417,52.186985,33.02521615,55.77336365,42.2289333,79.0129827,19.52738977,56.08938777,18.54616602,57.46926687,56.44553806,41.17127575,42.92609171,34.79742036,17.58517414,44.94632679,87.29114273,13.6592193,31.77055085,59.93538601,35.10566985,61.01340756,49.21459897,83.33807209,39.2717557,38.87217908,52.42409247,59.77439901,25.11228912,43.53058222,39.05167556,38.91260094,37.12433672,48.03502318,82.14439739,62.93273371,20.66050915,53.87793302,55.45444985,54.45353293,14.24545962,62.80560107,48.85609971,48.66816936,47.48707479
ALPHA1,28.89544453,63.73891892,76.56465048,82.27454094,29.58371996,72.4516877,55.58708548,53.16172187,26.44598651,24.55744521,31.60862163,111.06959,63.56319042,49.95773959,19.60615644,32.0982993,55.55320328,36.7115458,64.49001261,11.34364826,123.0965133,44.75910062,78.45309674,47.66112678,37.036458,88.62765102,81.73072048,49.62065084,16.49338934,54.48836978,51.68164815,37.67622525,69.15453729,47.40238756,103.9589458,32.64484569,52.81446994,30.87032726,33.89385941,52.9759063,23.4491216,138.0970145,53.27943071,46.33722762,40.09215265,31.46628745,15.98457712,85.69792686,56.43565591,20.98654736,22.87134237,24.79948466,62.68679269,67.89319239,40.4247529,59.45733173,18.57452878,33.28464489,30.15340301,33.14262793
ALPHA2,25.80772722,13.07378893,59.86675326,27.19438554,77.30104514,13.32138582,34.77655156,15.05715951,28.64868922,57.9546909,29.85000228,38.64561095,28.0714213,76.63335016,29.68561107,30.23097173,13.82878558,56.9825622,36.51040184,42.34256713,35.49052133,38.76899499,22.92265449,16.28750795,48.38994362,47.68085078,36.25453125,31.58559304,33.24289409,24.81869935,53.05994238,45.95809381,27.33190794,12.47432207,60.69831721,13.87126951,41.56854698,39.02414809,41.53008439,27.04722119,31.25334236,42.88179784,48.65473903,19.07889924,31.84622121,41.66415502,24.62008829,28.18511935,53.45119244,41.27988691,31.77533363,39.65676238,41.54019531,40.64359591,34.31266103,20.40307816,46.95405733,25.40347877,35.95970775,22.67326714
ASH1,33.002754,12.1308519,40.89177871,38.49744457,31.1751884,50.81453766,14.27283052,41.16297083,33.97432817,41.51120111,19.97199027,41.38630184,41.88845545,13.69386485,25.61236659,30.40878473,9.857447887,14.22709466,49.09717211,30.77959974,52.92430976,34.3174887,47.15359191,33.2572746,24.81250229,25.29016993,29.33498553,19.43035353,27.74559107,57.33119889,55.86778608,42.7748713,25.85371017,18.16064172,41.28665939,33.50655751,22.33213447,55.87230511,32.04516481,15.28100047,20.88368,34.18144169,13.4495903,24.39384686,29.13074675,38.74658778,32.35211336,62.64365877,45.12205306,23.18452905,17.80320965,16.8915968,12.74835155,23.14887117,30.41586179,60.82376286,32.27890832,16.60679322,80.47328573,16.48503759
CCR4,24.77325471,32.99322038,30.45235725,40.6688873,69.06136956,32.99732978,16.64487626,12.48214882,18.09616032,41.15800772,30.76947146,20.25872909,31.6042317,11.7481739,45.53253169,35.41885712,26.70233926,52.22365306,33.7405121,35.43178115,42.22647802,24.58399655,20.45321983,10.11121845,9.126626995,42.37924214,26.41227026,45.59429964,15.19943206,34.03353292,54.60831874,63.52516499,27.65431325,28.94429421,42.9506338,43.03697152,30.89498541,47.59063162,11.52933949,46.9877071,28.51341306,40.89401227,33.36943299,9.255654844,13.37155409,44.24994773,41.24231977,75.17702527,48.57404119,20.94980797,37.5773141,41.24610226,29.78546991,26.06747381,27.61362508,13.02350751,39.96290752,27.02589615,40.32795271,37.82695492
DAL80,72.83891749,17.63301636,24.7416466,27.43380637,53.88726558,63.75172074,69.14866871,50.44784618,43.13693484,64.44213817,35.62134386,90.34681433,40.03728529,59.60130744,19.19895916,87.07550773,34.55807667,77.31873969,41.33964276,62.40164428,33.61186093,84.47910584,28.19191268,15.09661244,27.68398257,49.67683784,100.685972,26.13627312,44.6569354,24.0620809,139.7177383,111.3714444,31.39057058,86.03871533,77.94499702,20.02536203,73.05517272,51.5603544,22.03709561,120.1530227,67.88769709,59.25891823,22.05821667,49.91212361,62.25517847,63.26891712,71.86129924,50.47638155,35.69647428,30.88594215,89.49135436,70.73024789,47.73574739,77.30570382,62.25810929,27.15083403,35.90983776,45.06721711,65.50975598,95.4568767
DAL80_GZF3,71.47611501,45.42176976,80.51028666,70.48423582,60.81209898,59.31135317,76.54021504,77.77105615,45.87681729,83.46531857,44.73299135,160.6805747,28.23655829,19.34061773,70.90910233,59.83491091,17.98772547,103.2765266,46.7858136,69.84563678,84.46333444,148.1329459,134.6722907,64.64415384,20.15545813,54.92532375,44.12863408,19.82262682,35.21510712,37.2101408,149.9249449,97.9501955,43.23654369,45.55787486,151.3615152,44.59092069,24.93822624,142.6600714,73.05077376,120.2849938,29.19500515,77.77811186,54.54522691,79.29134758,92.27201355,32.76744509,57.28325148,71.05050877,27.80120142,74.82218053,99.01819389,67.92563726,100.929875,78.78963878,65.13442169,46.28720758,67.74642627,54.91234779,26.15312802,101.7210448
GAT1,40.14929688,44.84393634,54.58232568,16.21701011,52.65550763,26.1838326,41.06875661,24.78922943,50.47593646,55.69546102,27.48699494,82.62382634,20.72767833,61.29483731,31.31912563,37.29125365,30.59984901,26.64674429,45.48285375,33.70369551,36.6510443,74.3609624,65.87117807,50.90721002,18.12475337,16.32508185,52.85128187,50.70357991,17.89577779,46.18393883,43.53213398,34.11640175,35.40821654,13.74362796,17.88497756,52.49205398,27.94205229,37.79594858,13.55599479,94.48918944,41.25573054,53.71869545,48.14258484,13.19482676,59.69866711,19.24844196,50.88307101,35.98899039,65.63651912,44.18635199,17.97569417,70.81820189,24.70270623,64.52066889,33.12769319,71.11069235,12.65043393,80.6751453,43.41806756,89.05498053
HAP4,16.04574816,12.94743791,33.25831164,49.79044276,34.88515472,30.65359437,14.45390844,43.25096303,26.86837774,23.62569376,30.074466,26.61135228,48.93096297,8.207339391,36.60943294,35.21410979,38.71126476,33.04093418,37.43031316,39.22465154,35.39320963,15.14583519,43.63170849,27.57298178,26.74523637,44.1599031,37.70093442,32.78321923,16.66863958,40.7968633,55.99747909,36.7948927,33.36513727,45.51563464,21.46560893,38.17665964,38.37814274,25.84826213,59.54518469,54.47334554,15.01365209,71.0691287,47.35052049,50.48668088,24.97696301,11.06124647,19.92734931,25.21804328,59.81411072,12.09793373,43.47775258,29.58942415,32.525526,32.86465315,27.38975398,27.23978997,45.72967368,17.23616376,60.95042325,60.31930936
IME1,26.70381762,35.00481548,10.98457629,25.64302916,20.93989275,47.31098724,22.66355004,28.30279557,18.80137202,24.68215961,40.25881083,63.56734657,47.42624659,24.71557472,25.17334427,16.60735928,31.31090158,41.38635037,36.70763406,7.912052591,15.15965802,24.71532596,62.07437371,27.32850397,37.00345629,15.66557519,27.0415104,10.34984795,33.47221488,19.03747937,44.38029654,17.18711376,20.64479645,28.45811132,25.11859719,30.48922192,35.97054895,41.26197635,38.44973234,14.61362136,21.07066738,66.00496708,25.56929029,32.23777526,27.97618212,30.27101183,30.43162098,19.69548049,59.73473099,25.62394298,10.2464625,35.08998367,42.53360569,16.07296412,45.28108317,30.84608607,53.13195613,41.14079568,37.7086531,21.3921292
INO2,98.17775544,61.09119791,99.71153055,29.34636815,42.76445427,26.68346871,44.24993208,32.98289998,45.18353632,18.83067436,12.19532318,65.74101689,14.70323154,16.31597321,64.99201436,45.31430824,40.64677363,30.84025894,52.40323831,43.1413221,35.74977128,36.344845,89.96848866,57.41605953,22.12298163,29.89766347,25.65581605,68.14217477,45.64984758,36.62250407,44.35888503,56.30059517,46.70331047,24.86107701,43.46586774,47.91931954,57.84950144,38.57195216,37.79760992,59.38066159,57.7516144,90.88237618,34.1908127,35.3877924,126.1092909,75.49296778,34.98602142,72.36940583,37.03118199,31.34015655,63.10091499,62.610804,84.12523946,47.37754977,58.06715236,64.29388276,58.68840596,91.99329913,20.86122668,22.12549476
INO2_INO4,77.96409105,34.16365797,170.9116657,65.67077927,111.6043288,73.98000187,154.8338688,79.22046741,51.0103205,82.84549476,46.83971626,89.88719124,102.3912338,38.61349838,118.3806568,80.3181609,124.7878142,78.64297344,59.47784713,207.0768313,203.323864,80.84201837,230.541373,174.5751721,137.8678038,88.13522586,43.89113999,97.35497528,49.04258872,33.65445609,80.94040477,69.25255456,54.06244234,84.52493135,64.01270444,75.59329163,35.31536365,31.21728031,125.5221059,43.58704013,89.99850867,34.77061875,74.24930307,24.54631662,144.3978374,154.1842102,118.6943718,111.2821338,102.0142952,74.51859169,172.9299167,101.0908162,203.0491946,89.7715877,61.8578611,50.62050544,30.90023817,98.48860698,101.5014281,316.842194
MCM1,74.06180241,132.469106,113.6912865,38.39132028,72.34727047,70.52700833,113.2335362,69.42620508,71.73115643,120.4044367,65.12059702,74.7110774,110.5811654,104.1692614,90.04038582,19.03770115,88.3425798,44.3269324,95.69814117,29.79738393,232.0581795,150.2164395,83.59526674,71.91609541,45.1565133,34.42751029,35.93922574,45.53694737,147.1382045,97.15295586,185.4550186,129.9337471,153.481137,82.44069482,125.0605868,130.5838962,151.9012729,61.59554654,204.228641,114.5680843,77.08207089,262.0302597,31.76167125,42.55800605,107.3119013,103.5146342,115.8401934,207.6209941,70.67409167,126.8472318,96.75917502,89.48742418,160.9768963,23.72295171,34.25323717,108.3506018,114.3447592,193.5159642,110.1210104,54.0289887
MTH1,205.1517885,42.79560842,37.00068061,36.17749353,111.0898454,55.13345683,78.14316204,27.15463669,34.49913255,23.58519348,59.25227608,36.74841691,37.75531358,43.21969746,16.36363283,31.75636447,12.38051694,30.6460186,42.925072,20.03590078,32.42395306,12.5600754,41.34305551,47.95940451,80.14858394,25.35553143,18.5185341,43.71346223,29.03641067,30.6091769,38.4072701,70.00360134,14.34091935,37.3576522,14.71299196,40.31711965,60.1381225,17.36436081,45.48624723,37.87189675,47.97738812,13.20472978,46.84380417,31.05121872,23.69483783,28.87584834,63.58873838,84.4042622,40.00693678,31.01236992,11.39208035,31.73193293,38.8421045,54.552456,72.9731197,39.28793746,32.98943128,31.11520515,24.60782696,39.71972589
RAP1,163.7707225,249.1684553,224.3115743,366.2490651,114.3853824,89.69230329,230.6315757,280.4523452,307.4636949,312.415695,240.3828466,876.9710155,78.86311676,150.4826079,58.83162885,85.56870163,204.9584406,124.4830655,110.9016584,302.5896646,181.390578,82.16383685,191.9413935,182.1641211,41.1286793,268.3497351,309.7027184,105.1908115,429.6133175,387.8395943,669.9026772,184.5973582,207.4439203,252.924925,473.6018447,115.7102191,464.4409423,147.3551205,206.6836525,73.12917835,351.459696,508.5156647,252.7727067,192.3276104,174.7179089,329.4625093,152.4220093,551.4679942,395.986225,193.3530275,285.6300039,184.1409366,552.3465721,121.6427025,103.4101173,409.8988174,371.625195,122.129014,151.1913202,482.8609265
RME1,23.36773737,10.07729372,11.03833806,24.11515278,25.69298874,21.88177813,22.97568962,34.47900114,24.67320795,26.78878883,26.14478653,29.21646714,32.46934674,30.71441285,25.14445973,16.94430428,15.69100964,18.45344607,17.33644827,14.37185779,27.5723003,14.96369157,19.37225192,14.41341895,18.64586133,11.34227081,35.65418595,18.04835601,25.69919311,21.79105639,33.35900953,37.08538078,26.38003163,28.88860293,21.51925345,4.962443183,14.7794088,23.82404447,7.325208588,19.64540839,22.46036061,16.70281238,22.06627799,14.67544474,13.69056414,24.5683311,24.29525071,32.65567205,18.12181882,22.93615622,10.48117046,9.198390772,16.76513665,14.95597421,30.5772938,23.75164549,26.93949488,15.01718318,30.52552818,20.26729342
ROX1,94.47652242,110.9449537,151.3423318,54.58804971,36.34763524,123.3767492,61.81706806,33.14759309,47.0612099,63.0617756,117.5532573,274.045893,51.88040112,38.87837124,100.3980119,96.23541099,86.48707142,65.50717506,64.58462868,110.3202309,106.2576063,47.55827257,144.3022445,100.4049412,90.44757531,104.2930141,168.7022687,99.09404109,28.7470374,117.1608571,238.1224828,34.07738264,40.95456567,133.5219754,142.5812166,131.5507757,86.98766025,80.7001032,95.38016244,149.1230649,91.08266118,123.8529544,27.25768745,66.29834404,112.5044371,37.41431315,96.31909793,179.6811386,138.512144,53.72982335,115.3560864,93.41147169,196.3807261,78.23523615,90.69023649,128.4763654,87.96661015,162.2663282,64.07964,69.6397439
SIN3,513.2814552,500.4121043,266.316149,210.8855647,399.4153929,239.1011099,699.1911378,149.3710074,736.2285096,591.4026043,509.1714228,1885.911412,504.0690417,533.3616264,452.4229213,424.7410267,318.4400136,1177.970251,548.6261045,325.2644292,666.986661,225.2209011,1625.09283,647.3093183,312.3582481,165.1903153,264.0869973,613.7091758,772.7379253,679.2843848,1169.331399,314.0813003,271.4503925,527.2017439,1157.710217,971.9091208,750.9550087,580.9741929,202.376431,587.0954982,481.826666,572.2618875,106.1776096,406.9700267,539.4726528,461.3645838,239.4942275,333.6703724,603.6018088,361.8578254,786.1897547,304.032917,1030.027734,312.6189757,608.3739661,917.7436012,475.4623419,336.135582,429.4197805,890.9579137
SWI1,44.96858291,59.51488626,78.67648897,129.563716,52.86274755,28.20114138,24.73734087,24.5941794,22.47838149,90.21512299,72.60288643,241.3944877,82.85014401,54.89240875,23.44335557,35.48867877,14.32738004,77.86149703,84.38246881,16.7012909,355.6439197,101.876382,102.256227,38.32761055,74.24861274,128.3370195,150.2158944,54.62052098,115.0818192,53.11402428,171.541653,41.83267819,140.6628963,29.69655872,165.939756,34.84681167,87.44031775,56.74594485,60.89064002,135.4729405,30.66465721,124.4046397,57.74440885,79.543876,62.24529013,89.37558245,28.60411853,139.8580373,30.38854546,37.68747228,106.2503679,22.60217269,68.77124499,64.47441464,30.82767496,190.9295222,126.5435122,170.9553811,56.06538298,249.7190172
SWI4,41.59781241,89.12289471,33.82842339,28.45131239,102.7206591,70.89932961,43.84423952,73.69253742,57.92278601,94.29084252,60.2799575,34.05479268,71.78254805,68.60797539,60.32975564,30.13852938,21.01283299,110.0026342,60.53037626,73.06621231,68.5159024,84.08111708,30.07282887,37.73415423,102.4376116,79.3037312,34.61036473,48.79440227,36.78648411,50.87417011,75.77525959,100.7094662,71.98266562,42.08706852,28.50831671,137.100438,45.58384046,124.1381568,15.875611,57.87679713,99.17713275,98.59169407,54.22769901,69.87592997,48.4062664,55.94753768,120.5676795,18.77098335,45.53005202,67.95320008,106.1058199,66.86525331,16.11253107,25.96402157,24.85579533,25.9403173,96.67401499,52.10008606,134.3764615,48.19337116
SWI4_SWI6,15.91551789,39.12157176,42.03002559,51.45635687,66.11969951,37.84247643,46.92297679,48.84278719,39.80914991,47.45158403,53.47458742,44.5856302,39.45748978,32.35005162,46.50899451,29.26516418,36.64810349,52.21091799,36.8496235,40.74127408,51.22823277,83.84803754,102.5784484,43.1918278,56.48037755,37.65589003,51.12659242,47.43706291,66.14529887,48.99972921,78.26984376,30.85986603,38.36214194,88.99709839,25.80362107,68.17663942,25.5769981,66.01232572,17.74957229,52.01646957,43.98342396,111.2922111,13.67921492,58.34944844,53.3506304,27.98386701,40.65556385,30.58490772,55.85700806,54.73963501,31.029028,41.43492659,45.27920947,27.22293867,62.78639152,38.78611538,40.41645772,81.95583477,52.91902816,37.7181
SWI5,98.28899076,30.94241976,50.27099335,116.6087862,68.18644408,140.707115,90.42618532,94.89152845,128.8240325,44.92566854,58.12620501,271.0347753,43.09779875,45.18509949,76.0282199,105.237954,61.30272665,152.2388349,35.78931492,56.1219998,158.9313175,100.3731168,128.5799691,106.2456078,40.24906995,97.57307162,95.61731931,80.25623517,34.09899066,70.84094765,182.095888,114.7981459,123.296362,96.91940426,127.733743,85.41119616,59.94732068,208.155371,212.6788894,128.0377555,40.29912605,309.153875,94.13044707,83.49330054,67.81968427,176.9346477,35.20297706,208.7320715,159.450251,48.50445159,117.2567645,40.30725163,141.2908856,129.9949689,76.44510635,204.9543792,106.5862346,165.0732741,134.7958134,269.415835
IME1_UME6,41.55268656,35.31012657,31.59349363,42.44497096,80.24214838,29.52414421,44.40177501,23.04839034,37.07267347,64.742538,79.58765941,70.87302183,26.03537146,17.26754646,93.32912826,58.12968899,40.47295467,31.70316969,84.2655678,72.1435339,111.3037458,69.08905126,65.51036827,58.15850893,56.79364639,41.1590186,77.00118303,19.4335579,73.58429771,25.04492076,77.85455907,39.97135732,21.86345608,71.52196709,87.03957517,66.30134143,40.18387218,60.50969698,97.54834457,53.65807458,76.74415112,96.56354469,35.45697655,39.45329284,31.22218787,56.38036743,84.80899763,52.43423313,55.85885449,67.13150859,15.020772,15.66340947,55.54390984,48.14136797,38.52976125,42.98021679,81.56760013,34.04746701,86.6335008,96.4149566
SNF2_SWI1,298.3339967,261.833181,445.6870776,276.71433,262.0716834,650.3795618,294.1772746,308.5106381,441.1213356,432.086227,187.8269375,307.5249955,293.5011903,351.194292,338.5924518,256.104495,251.2005623,602.4152355,458.7683204,369.9946964,195.2687504,285.8572049,218.4407329,355.1235848,170.7744768,392.9525238,132.7924162,190.769984,462.7292794,214.6395946,444.8069948,355.6249692,286.8707762,244.6139211,294.5185686,291.625521,391.7043179,512.2689621,83.35720423,143.3959723,242.261677,112.6851796,195.1554779,321.3366534,102.7770718,259.5517013,330.866329,121.4570055,614.3290567,206.930065,401.8135264,185.3612904,342.0551953,207.1902309,411.1670778,580.3583202,267.2204887,271.5489105,115.9212646,124.8254704
FUS1,8.704902933,26.81549126,15.25745674,13.13568459,24.86060709,20.46563792,28.68828078,26.40562393,25.7101914,11.75300975,10.50852673,21.01591251,24.27258402,14.73715123,20.33485892,29.64419868,21.0267915,20.16164087,8.029370633,29.53162976,44.8713423,43.930435,14.43521252,13.77765295,15.99304667,58.09102907,39.1468556,15.15803291,17.30956727,33.05947806,52.41809175,38.16888161,17.91946567,29.53518595,44.58493581,23.40995494,24.75846907,62.00092142,19.27380947,29.9547541,27.07334412,25.20464495,20.98818207,35.05830781,37.51668382,46.62524901,30.88706671,49.33926323,12.17789984,40.55539349,24.63722889,12.11619707,42.07216627,8.670094774,22.76319527,13.74096362,23.34499165,45.43880341,12.99507276,32.6302165
ACS1,40.2521457,62.70774964,54.7511127,53.75158521,18.37102075,53.07353204,52.36538806,81.68621596,74.36700706,39.71942978,64.76547635,57.47954329,20.22530151,54.41639141,41.99498573,56.56364131,51.30132844,73.73660206,78.19739746,27.84395247,79.98340695,60.12222782,69.87218647,50.4048324,35.13031059,64.6083802,56.99921893,15.5786864,84.19198842,85.85727587,31.15342842,24.76191195,35.23776554,45.43735782,20.56285858,34.05692507,42.89033735,73.89752741,28.49757605,67.95179522,39.5020995,60.4645001,61.53445422,37.45931585,51.93088728,48.65958496,41.23988682,33.66070123,26.49380097,47.79992505,35.96419932,53.02280579,21.23129012,58.78494535,59.07756435,52.21313956,57.11176908,42.82648273,48.01142103,66.64109093
ADH1,19.81733416,41.04681865,54.24849503,56.94266769,64.73311996,22.23943812,80.17918636,70.20711746,42.07780601,62.05767796,64.65134745,120.0768724,77.6571965,26.86764744,26.53002017,61.16456983,63.17863601,36.28074445,27.24334402,14.986725,49.99620328,17.54225195,108.2535158,44.89582896,25.49019312,63.70313381,89.45418409,46.06897164,77.9876069,47.00874313,135.161038,58.07604063,68.85921355,42.5042392,83.11740905,36.49789768,42.97017471,98.48761066,26.56655104,42.98446283,51.57283774,73.19698281,41.92360275,23.76939124,45.27854324,13.13122015,43.25055585,100.847884,87.27266439,32.94510518,54.67280671,55.81488263,52.24136758,40.39507328,41.08005063,72.19396931,30.90765911,56.27422517,54.6443535,91.65022431
CDC19,55.8842689,51.22120475,27.54018739,44.30951448,57.30494813,49.83039885,36.9465677,36.41377571,51.05637718,58.31378029,34.71919031,32.07371221,48.11043437,56.10505683,35.14504779,21.94431226,28.70719662,53.16673837,50.45543143,33.60282802,40.08309904,47.56455543,47.62789165,25.55715298,33.38412464,49.11010614,80.25574756,22.67125982,15.01206061,45.687209,72.5642721,53.04670134,42.24938842,51.8283013,21.07880201,57.1496038,34.51199134,65.13855989,80.39311947,28.62649896,41.50087912,81.05899741,38.57031271,24.90354228,16.99021863,47.10202616,38.03364679,76.28256252,43.97223724,15.23064196,23.58767592,23.45070116,41.99317212,30.73554958,23.84366742,45.5279307,76.15206214,38.92913666,32.06739227,66.0496906
COX6,30.80024945,57.80487932,38.53844304,28.47627767,67.24424595,21.49538306,80.63832201,30.97643957,9.290613756,85.35914254,54.29595402,9.976589529,26.29942003,40.71534566,30.85124804,14.98185637,43.72238735,69.49437281,41.37019969,29.15075116,44.54252466,26.49386855,56.3662251,8.924969546,12.82036235,37.56760423,41.90415014,34.17224635,20.71935895,17.71660244,26.13565362,78.66546228,53.07824952,40.51838741,47.00302712,46.83991331,37.55345063,58.95998834,37.78037153,52.84187827,40.43311174,44.9404957,17.06883879,36.18806869,52.31718451,32.22293702,24.49361834,58.95620838,38.38026699,32.99765779,33.22486424,34.44274808,28.01196653,62.03956794,51.12394322,53.28539394,15.46986089,21.6418528,37.4797486,14.44517832
DED1,44.52958637,80.87609271,75.53456602,58.19256112,17.22484588,100.8308293,27.22795142,61.43337499,52.22312935,85.60141151,52.26124864,54.67657763,68.39174344,69.52827673,22.89372102,41.33378922,45.19576368,81.36345213,22.01456431,47.77635619,119.3851583,53.26403253,110.6600958,68.0595458,68.35987681,32.80266929,69.5443495,50.40317919,39.85002353,65.36089882,34.96745445,111.8246486,68.18551477,40.70948886,62.50060182,33.09386015,62.54322019,131.0892554,67.24468453,18.19699962,109.633978,54.92135604,57.24219661,38.74427602,56.57994023,63.02485834,56.48238266,105.0283031,134.1388931,20.04147765,64.24686241,62.56899547,64.2028917,51.16409936,28.0746355,82.54572267,81.75321029,44.16638423,26.71169663,67.42863026
