,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60
CHA4_input,1104.08681,1043.875028,1167.591578,686.1174595,900.4973727,699.1285771,515.9948939,691.6756205,1013.533606,713.5033567,317.5406544,967.3932671,812.1676868,1052.114061,545.5181197,669.8916726,1133.462831,1121.804305,1319.024383,695.5967513,711.5037801,1047.448478,626.3734744,690.9171556,404.8991545,681.8884823,634.5130833,542.5273201,626.0256571,1150.145055,512.5450032,703.2825282,1086.759541,679.3035132,633.7571837,1165.679252,1270.965442,692.4412431,1109.780163,742.1110764,536.3232742,498.9332272,655.57323,998.946328,577.3041052,1096.935055,985.9056948,1009.164572,502.9686173,1074.718749,1103.64076,656.06313,721.8756944,722.4990916,675.5335296,741.7891105,1129.684441,911.8387138,472.6733217,800.9332419
CIN5_input,1800.80886,783.9493233,653.4161043,771.1284315,840.9228102,756.2041989,821.3365071,802.1228398,1155.379063,1414.889267,1241.746848,1207.602048,885.0442767,1281.331338,629.9764803,789.4219594,1284.352857,1291.725795,1293.214658,707.0972733,1032.66392,579.6068489,753.6789974,1247.870583,1376.691554,769.309786,765.3569912,790.9220471,771.4888507,1268.721229,1169.359166,1493.456561,1105.048467,815.5016213,759.0028019,487.2645823,696.0533779,921.0380137,744.8522897,678.0652478,1138.884202,750.6028763,1288.222854,1317.102223,1060.220719,898.943199,1292.183265,1093.994657,801.3898022,808.2269459,676.5884482,806.9937043,781.412115,1295.291121,1104.847884,806.3536295,1279.420568,887.9209993,880.0970291,711.4723932
CRZ1_input,1177.406597,2380.004375,2107.975861,2272.899455,793.677582,1557.220268,1559.623793,979.4419507,2338.906128,1681.623421,1555.802708,1522.508327,1560.068488,2470.308661,1849.903306,1403.015971,1146.709111,1153.689878,2317.264959,1742.100077,791.1856005,2377.551696,1481.453759,1325.052446,1525.785155,1345.577179,1340.39629,2272.333389,1794.372593,2118.893971,1779.914331,2258.282146,1585.648928,1962.238741,1727.967758,1219.968468,1486.181958,1305.754289,2141.505187,1608.643017,1769.203912,2570.540907,2282.285763,2278.843268,2463.166225,2150.269499,1565.430878,2133.827398,1365.543397,1339.204485,1352.822864,2325.357897,2412.021243,1480.584124,2419.255012,2061.559694,1204.593571,1437.600628,2224.947155,2448.335501
CUP2_input,1817.495282,1264.988094,1774.778959,1521.34195,1611.468026,1711.40084,1812.390602,1545.970694,1425.778785,2117.651915,1881.384408,2447.692178,2641.06232,1275.798228,1707.774859,1817.997856,1812.681496,1628.218582,1159.466668,2683.626965,1681.745647,1386.443861,1871.03215,1778.263027,2407.963222,865.7292664,1863.510187,1988.233521,2065.171408,2000.779289,1441.962347,1922.282967,1568.393548,1897.616639,1881.741713,2261.821006,2547.539679,1525.356163,1568.342067,1645.076293,1669.392512,1875.712107,1701.002522,1510.43161,1585.402267,1798.231685,1955.082916,1554.283995,2010.934868,1725.922573,1799.401088,1858.93488,2214.477047,1458.039067,1222.457521,1314.462899,2595.158172,1705.430072,1638.21195,2752.654903
DAL81_input,1362.466209,643.1082428,913.1148495,1302.452288,1506.733331,1448.061865,496.0391984,1403.756855,1697.043183,1068.895676,1393.786344,1277.95131,1297.983434,1269.503893,951.2139697,980.7572971,961.3137732,713.1094095,1649.501942,573.0614463,1321.350455,1604.802852,1343.417115,840.7839087,1090.44783,791.1759368,887.1998698,1367.480787,681.0596944,549.4858703,1364.00382,1030.368158,894.1048214,1428.701763,846.690869,971.6102875,1126.537392,1285.63832,1200.180763,1383.129158,617.6718354,1284.022967,959.8217042,927.5679147,931.0587461,1700.415207,1226.47655,727.0174856,996.4410899,969.8518443,887.6806222,1018.483381,810.841183,773.0468842,1768.555393,831.8694541,906.5329357,1404.814231,1377.689316,1359.252975
FKH2_input,1035.110715,678.030625,593.340034,363.955451,500.7284705,963.7717499,691.7150975,773.7622777,1048.594155,478.5285158,666.9506884,926.509438,1544.910322,551.0545446,691.1161407,1165.0156,757.1691412,976.1641074,782.9741431,399.5484424,538.1166817,806.1015108,625.8328631,1147.408086,1167.735441,1043.241094,792.5195533,743.0962786,1150.546224,738.2798419,1156.518512,1098.160826,1233.275693,768.9806434,1135.530508,1165.280846,764.255448,683.1646223,1306.125579,786.0515391,1190.345408,754.8655927,762.9191757,689.3878548,769.733447,747.8193314,623.9301363,1235.442333,1162.796292,1162.861124,562.8306376,415.8206678,1247.219735,1287.810643,545.3559231,1102.787972,769.2043694,510.917049,995.8515525,1250.814506
FLO8_input,1447.410201,1021.409509,763.1503615,1053.973387,1368.312356,791.2172977,1136.800243,1105.070326,1575.859393,1168.276776,941.6355962,1057.875224,1130.321584,1107.553656,2001.149404,929.8624252,1028.872387,1109.699807,1582.73613,1101.793989,1325.638853,1047.151819,1043.735794,1096.635379,1196.204726,966.5861863,1336.499195,975.7032472,988.2167731,993.8455132,1531.503863,1861.939555,1019.482728,886.7254159,1018.088061,974.2957097,1130.816794,520.8357957,1669.877996,1015.966393,1059.19999,1533.973668,1613.358627,1451.067287,1082.313771,1322.177768,1023.975643,1753.688471,1756.574633,1214.504258,902.149021,819.1245171,1137.114305,1662.107126,1210.205897,1007.859768,760.7113752,953.5573821,1500.150681,986.3860977
GAL11_input,1817.433325,1701.157724,1544.06681,1912.549791,1645.624404,2978.747435,1972.852178,1874.190065,2343.643644,2216.07177,1745.340929,3216.872145,1955.410687,1296.920736,2109.882761,1172.528382,1618.50839,1488.805534,1861.490059,2031.476553,1394.072026,2761.246338,1522.748358,2136.99852,1421.309564,2786.737698,2927.862336,1368.773687,2794.904705,1377.956256,1599.96444,2108.48956,1881.745219,1869.660619,1280.934901,2952.983087,1975.185489,2459.704509,1447.753966,2048.855535,2654.743726,1499.574453,1474.700637,2947.924986,3175.804525,1901.028589,2590.920366,2441.704472,1772.48597,2035.455438,2396.596089,1813.132467,1953.041266,1663.946994,2159.580873,1949.950743,2041.838131,2694.028335,1797.944571,2226.342922
GAL4_input,5355.795943,3251.857827,5172.816167,3339.686174,4270.572493,2481.083241,3907.529254,5445.446269,3522.62896,5630.890301,2583.507679,3261.897868,3779.542241,4662.553784,6024.056311,5901.40355,3738.108132,1925.956383,6201.219451,6115.644865,2170.979177,6025.085736,2951.780323,6799.736671,3097.367785,3108.034945,5444.345471,3621.035661,4520.836648,5122.646935,2911.41868,5616.841992,5159.850291,3464.854768,3076.146312,3447.758576,7059.911024,2774.935134,5285.948453,3553.16288,4986.111782,2982.184782,3431.471956,3430.925078,5725.20455,3668.432473,2695.813219,1879.966136,4444.41311,3471.373509,3287.525993,2957.217368,5487.775289,2982.718357,5559.293092,2836.470406,4538.840721,5248.330591,4544.237579,3167.084557
GIS1_input,2160.559286,1210.960779,1699.998699,849.5005819,1059.61014,987.9474373,1674.308282,2046.193881,1176.81447,2098.547021,950.1443309,1063.391303,1413.976993,1088.384735,1567.948311,2031.366338,1973.87093,906.7401348,1332.68026,1233.872934,1369.115609,1321.163999,583.6265956,1407.35809,1037.10558,687.0915227,1866.01717,1568.703744,1002.348063,1094.039932,1554.878126,1052.718017,1177.955257,1011.7311,1655.442721,1195.699521,1409.088928,1721.653632,1625.0693,1125.921515,1646.760031,1505.597666,1454.200988,1905.433322,1238.482121,1243.998646,776.8564831,1414.178063,947.5033819,958.6719263,1423.612738,1461.831746,1249.134894,963.3679152,2322.376611,1005.365694,1515.043415,920.7534517,1131.215598,1085.888868
GLN3_input,4944.528534,6761.534757,7170.303094,7396.83655,7115.885769,6746.308888,7205.403354,7100.570548,4250.431416,3822.768747,3874.477824,6370.745705,8171.152292,4219.619683,4714.313828,5880.228804,4371.577638,3728.371423,8438.231043,8368.053152,6793.735904,5412.268986,3493.168053,4886.684407,7778.926155,3017.171605,6325.242524,7823.49514,3966.068004,4326.161286,4824.838505,4558.654685,6016.278281,5891.895508,4085.49351,7225.761864,9287.608007,4936.503516,5009.727019,4245.133827,6180.926512,7483.354076,4512.230887,6824.39786,4416.06219,5151.543161,4485.47656,4934.900746,4150.785953,4364.931924,6534.581423,4272.2016,8807.612967,3624.780267,4484.589775,4080.210973,6643.865798,3265.590512,6670.012845,4701.192263
HAL9_input,1149.356793,1321.643915,1502.211879,681.2367429,573.2211808,1142.802776,1604.833862,1843.687238,1146.791765,1675.161646,1148.545426,1556.059645,1154.573025,1519.62386,1166.593298,743.4933264,1255.146004,772.478018,1676.010061,1850.522428,1833.206366,1146.409182,2012.859554,984.8219286,805.8223765,1484.247126,1062.563126,961.8937153,726.9377417,1712.109904,861.6313128,1057.694997,1707.71053,796.0561858,1131.970504,592.0698014,1762.330439,1776.343849,1758.274228,1664.08533,749.3672801,1292.334049,1617.019672,1666.870685,907.6788102,995.3000859,1099.582553,1848.778893,1209.355349,1706.249706,1136.077409,1159.410556,1245.543735,1622.107905,1796.001189,1114.923775,1468.722717,1872.721957,1038.89564,1957.840155
HAP1_input,4532.477605,4820.033468,6644.842209,5926.673408,2828.824687,3572.889628,3372.632921,4109.124459,4067.772358,6649.885101,3994.716717,1961.627353,6777.599312,5109.705292,2724.327713,6379.300881,4097.539351,6984.52363,3964.189708,3381.178391,3585.487224,3953.469399,4607.155262,4222.464997,3150.439224,5018.854741,3176.955551,3875.018544,5472.245782,3711.725753,3335.697042,3969.034822,6361.749692,2574.074191,3551.649085,4218.406801,2502.733232,6689.621304,4351.412101,3242.681232,4194.211162,4266.727399,4851.555506,4151.786332,4793.718253,3693.943953,2497.871371,2996.570226,1774.421516,4233.200468,4635.876212,6144.683546,2564.932928,6468.481206,4315.418842,4194.23699,4121.347374,3078.268669,4110.220439,6247.508817
HAP2_input,2169.621623,1516.71871,1583.227899,1789.528031,1863.263127,2217.558286,1233.667401,1459.89287,2247.594279,1143.22167,1473.323045,2089.835925,2578.700907,1895.135953,1517.906964,949.5308079,1524.270954,1530.660094,1284.90157,2392.966222,1340.203706,1489.386702,1563.354265,1148.969142,1955.456282,2388.558964,2315.259448,1988.441595,2042.422768,1660.483908,1964.040579,2202.275803,2097.566311,920.4789721,1164.558105,1040.373224,1458.881255,1430.701598,2109.50393,1446.231362,1536.405998,1552.927152,1310.059728,2369.631281,1246.30228,1918.449039,1921.605715,974.5110602,2151.641615,1996.743742,1346.842018,2288.743619,1868.575948,1514.854664,2395.908295,2166.938313,2092.127092,1065.146923,1455.075074,1759.259982
HDA1_input,2584.307016,1468.957088,1200.958112,843.3620717,2650.258824,2351.713725,2250.985123,2286.32863,1499.510736,1137.791922,2147.618766,799.372528,2907.055625,1440.936755,2147.645558,1731.615051,1440.098067,1495.112643,2334.784527,1849.308794,2567.662318,2484.684332,2418.426874,1059.247579,1047.501332,2139.566782,1436.070768,1513.770072,1393.920232,2294.750693,1918.35834,1442.384029,1406.804766,905.7986002,1892.745287,1333.265598,2736.162784,1378.728366,2216.76543,1807.574555,2177.755679,1389.109124,2480.598625,1407.152923,1727.235471,1444.304616,1594.38817,1773.231661,989.5322729,1294.355161,1452.020287,1340.230082,1851.019153,1394.147725,2430.412056,1173.798634,1511.70567,2032.762265,1542.771299,997.3376879
IME4_input,907.6853235,615.8559731,770.0297438,1225.338996,364.4513112,1019.878908,1052.612878,768.7548899,689.9610212,792.8408784,977.490386,1221.269486,877.0946821,872.6615955,992.3858909,834.032057,716.4788053,688.4150029,523.6128704,997.3505616,991.5199897,1182.739292,1053.312588,623.4634232,1019.234126,676.3213669,1144.223916,904.0310402,382.681595,724.8246817,660.9996117,1314.858304,945.9852282,561.7047202,1082.281879,717.9234899,1219.204546,653.2175853,1067.091198,669.8711572,726.0507279,1033.777213,764.6375974,627.3951168,907.0110848,749.6613959,620.3168408,707.8872304,590.2779011,1146.734054,376.0982048,1074.307671,1209.911757,701.1579103,1145.153766,501.4621298,699.5485144,600.7335867,681.5651147,713.9910403
