"gene","early2cell","mid2cell","late2cell","4cell","8cell","16cell","earlyblast","midblast","lateblast"
"Kif2c",0.339966782536377,0.450986555657541,0.507625375779526,0.492014240193614,0.250480346777882,0.25254772732532,0.283432002537613,0.396753833838754,0.244975831714349
"Kif3a",0.274842591656358,0.127748803226372,0.0847263318108483,0.0748100456363465,-0.0756236398522785,-0.179714591171158,0.0741973121439383,-0.0219544338663583,-0.0441370263773782
"Kif3b",0.258167989000562,0.23631738868369,0.168531164439342,-0.0340855644319583,-0.921034037197618,-0.921034037197618,-0.4166404677627,-0.342597405843666,-0.921034037197618
"Kif4",0.387277561300442,0.441658832076397,0.46894938037259,0.44064630856223,0.319116354993209,0.281927099845091,0.269386384387758,0.283972891477312,0.281288418977703
"Kif11",0.349099415930567,0.294163741278369,0.377754438328908,0.384276660364406,0.336867684551781,0.35236547465628,0.303203391752119,0.352394588361117,0.338985237682033
"Kif13a",0.00961167829261815,-0.0758611379772764,-0.45486982487468,-0.921034037197618,-0.921034037197618,-0.921034037197618,-0.0303844220119675,-0.314902059747185,-0.247422599350323
"Kif14",0.311395907474077,0.225039332795417,0.17454409137445,0.128710413611765,0.0983288126926986,-0.0660602921051609,0.0329614087423081,0.0915120440476234,0.0179014164087224
"Kif18a",0.366192964811427,0.404695234802824,0.447923220629115,0.451312162438193,0.301040400331363,0.285146236298811,0.211230881538226,0.235376760565965,0.169309676747482
"Kif18b",0.246231644789065,0.312314074008794,0.344743277952043,0.319889154175356,0.216307123159986,0.00269700017991006,-0.269911396081784,-0.143673068067634,-0.281362627210375
"Kif20a",0.450873443825183,0.400866036734563,0.473697037714836,0.514565198721567,0.465101008941501,0.473795434428382,0.379171132299013,0.483235574041834,0.392327982471093
"Kif20b",0.415620983683284,0.420435835036214,0.469703845398586,0.490306912383638,0.346869940641006,0.376639466000806,0.344317757784305,0.35655487120001,0.315578535568249
"Kif22",0.399379580161878,0.487687396213104,0.569136119224307,0.583856245240401,0.500690263873114,0.491402618547904,0.469316914344123,0.473196084421738,0.39529898132071
"Kif23",0.572831493447483,0.470310581770717,0.439982310845786,0.500369002960277,0.491661379835316,0.4676012484015,0.396436876993412,0.423152386907491,0.402564129148252
"Kifc1",0.220503344747912,0.348877149323503,0.374841750094388,0.381826350150098,0.291188795158521,0.27084195440667,0.128806415247396,0.223965552002677,0.154120680205989
