1.000000000000000000e+00,3.774591729167393016e-03,1.682542191701941246e-04,1.716787082841619849e-04,1.716787082841619849e-04
5.000000000000000000e+00,1.632607740555613515e-02,1.682542191701941246e-04,1.716787082841619849e-04,1.716787082841619849e-04
1.500000000000000000e+01,4.735043742916685700e-02,1.673678809311240803e-04,1.649501937208697200e-04,1.649501937208697200e-04
2.500000000000000000e+01,7.809689914833345403e-02,1.656144871958531494e-04,1.634204818401485682e-04,1.634204818401485682e-04
4.000000000000000000e+01,1.223461373302779931e-01,1.648451987421140183e-04,1.628128811717033386e-04,1.628128811717033386e-04
5.000000000000000000e+01,1.533289954863883142e-01,1.646961478400044089e-04,1.627167512197047472e-04,1.627167512197047472e-04
8.000000000000000000e+01,2.444236286011113868e-01,1.645664509851485545e-04,1.626327139092609286e-04,1.626327139092609286e-04
1.000000000000000000e+02,3.034855017716674430e-01,1.645425872993655503e-04,1.626178709557279944e-04,1.626178709557279944e-04
1.200000000000000000e+02,3.600283701916668910e-01,1.645304524572566097e-04,1.626119774300605059e-04,1.626119774300605059e-04
1.500000000000000000e+02,4.495687227311120360e-01,1.645217475015670115e-04,1.626072335056960583e-04,1.626072335056960583e-04
1.800000000000000000e+02,5.403859266241670678e-01,1.645178170292638351e-04,1.626053999643772840e-04,1.626053999643772840e-04
2.000000000000000000e+02,6.009279268091671788e-01,1.645164666115306318e-04,1.626045996090397239e-04,1.626045996090397239e-04
